timestep,zone,mean_ps2,n,scenario,mode,rep
46,inner,0.23200014860449952,1,official_zones,blend,7
47,inner,0.23200014860449952,1,official_zones,blend,7
48,inner,0.23200014860449952,1,official_zones,blend,7
49,inner,0.23200014860449952,1,official_zones,blend,7
50,inner,0.23200014860449952,1,official_zones,blend,7
51,inner,0.23200014860449952,1,official_zones,blend,7
52,inner,0.23200014860449952,1,official_zones,blend,7
53,inner,0.23200014860449952,1,official_zones,blend,7
54,inner,0.23200014860449952,1,official_zones,blend,7
55,inner,0.23200014860449952,1,official_zones,blend,7
56,inner,0.23200014860449952,1,official_zones,blend,7
0,mid,0.4078638655773644,107,official_zones,blend,7
1,mid,0.32273285716490946,132,official_zones,blend,7
2,mid,0.1183273823305877,101,official_zones,blend,7
3,mid,0.11204771801579531,70,official_zones,blend,7
4,mid,0.10416358881659006,58,official_zones,blend,7
5,mid,0.10650175028562735,46,official_zones,blend,7
6,mid,0.10271223432661225,36,official_zones,blend,7
7,mid,0.10298026249015978,32,official_zones,blend,7
8,mid,0.12161970583464678,30,official_zones,blend,7
9,mid,0.11352364840956779,20,official_zones,blend,7
10,mid,0.1178278500041491,17,official_zones,blend,7
11,mid,0.11034839627368977,13,official_zones,blend,7
12,mid,0.11278509056982203,10,official_zones,blend,7
13,mid,0.12009310454070421,7,official_zones,blend,7
14,mid,0.11222383699283994,6,official_zones,blend,7
15,mid,0.15888379107614042,6,official_zones,blend,7
16,mid,0.15329932312571123,5,official_zones,blend,7
17,mid,0.1581575383729458,6,official_zones,blend,7
18,mid,0.14138495715927216,5,official_zones,blend,7
19,mid,0.15688112333426585,4,official_zones,blend,7
20,mid,0.15402607140095745,5,official_zones,blend,7
21,mid,0.14835862624264826,3,official_zones,blend,7
22,mid,0.12729010250650605,3,official_zones,blend,7
23,mid,0.1512350075301104,2,official_zones,blend,7
24,mid,0.1597791932293779,2,official_zones,blend,7
25,mid,0.18680613082828632,1,official_zones,blend,7
27,mid,0.18794744103745908,2,official_zones,blend,7
28,mid,0.18794744103745908,2,official_zones,blend,7
29,mid,0.07940029245929732,1,official_zones,blend,7
30,mid,0.16140455153587166,3,official_zones,blend,7
31,mid,0.20045316379998993,3,official_zones,blend,7
32,mid,0.20045316379998993,3,official_zones,blend,7
33,mid,0.16530487915025102,2,official_zones,blend,7
34,mid,0.09860960969600253,1,official_zones,blend,7
35,mid,0.09860960969600253,1,official_zones,blend,7
36,mid,0.16530487915025102,2,official_zones,blend,7
37,mid,0.09860960969600253,1,official_zones,blend,7
38,mid,0.09860960969600253,1,official_zones,blend,7
39,mid,0.09860960969600253,1,official_zones,blend,7
40,mid,0.09860960969600253,1,official_zones,blend,7
42,mid,0.09860960969600253,1,official_zones,blend,7
43,mid,0.09860960969600253,1,official_zones,blend,7
44,mid,0.09860960969600253,1,official_zones,blend,7
45,mid,0.09860960969600253,1,official_zones,blend,7
46,mid,0.09860960969600253,1,official_zones,blend,7
47,mid,0.09860960969600253,1,official_zones,blend,7
48,mid,0.09860960969600253,1,official_zones,blend,7
49,mid,0.09860960969600253,1,official_zones,blend,7
50,mid,0.09860960969600253,1,official_zones,blend,7
51,mid,0.09860960969600253,1,official_zones,blend,7
52,mid,0.09860960969600253,1,official_zones,blend,7
53,mid,0.09860960969600253,1,official_zones,blend,7
54,mid,0.09860960969600253,1,official_zones,blend,7
55,mid,0.09860960969600253,1,official_zones,blend,7
56,mid,0.09860960969600253,1,official_zones,blend,7
57,mid,0.16530487915025102,2,official_zones,blend,7
58,mid,0.23200014860449952,1,official_zones,blend,7
59,mid,0.23200014860449952,1,official_zones,blend,7
67,mid,0.23200014860449952,1,official_zones,blend,7
68,mid,0.23200014860449952,1,official_zones,blend,7
0,outer,0.40906847954720965,136,official_zones,blend,7
1,outer,0.4150352387611181,115,official_zones,blend,7
2,outer,0.38503410728371495,105,official_zones,blend,7
3,outer,0.3445514337786569,92,official_zones,blend,7
4,outer,0.3457706137495623,79,official_zones,blend,7
5,outer,0.338819206546892,63,official_zones,blend,7
6,outer,0.32880170209491594,53,official_zones,blend,7
7,outer,0.32871504875749646,39,official_zones,blend,7
8,outer,0.2910335278758922,27,official_zones,blend,7
9,outer,0.2905700979065293,27,official_zones,blend,7
10,outer,0.25877915069335833,21,official_zones,blend,7
11,outer,0.24447445308834598,17,official_zones,blend,7
12,outer,0.2752573709642242,12,official_zones,blend,7
13,outer,0.2684752265943853,11,official_zones,blend,7
14,outer,0.23374509525619616,8,official_zones,blend,7
15,outer,0.2666855135572871,8,official_zones,blend,7
16,outer,0.27340917013648436,6,official_zones,blend,7
17,outer,0.2592557180412602,2,official_zones,blend,7
18,outer,0.2592557180412602,2,official_zones,blend,7
19,outer,0.2592557180412602,2,official_zones,blend,7
20,outer,0.3578347707116939,1,official_zones,blend,7
21,outer,0.3370503363527182,3,official_zones,blend,7
22,outer,0.3578347707116939,1,official_zones,blend,7
23,outer,0.3578347707116939,1,official_zones,blend,7
26,outer,0.3578347707116939,1,official_zones,blend,7
27,outer,0.3578347707116939,1,official_zones,blend,7
28,outer,0.3578347707116939,1,official_zones,blend,7
29,outer,0.3578347707116939,1,official_zones,blend,7
34,outer,0.3578347707116939,1,official_zones,blend,7
35,outer,0.3578347707116939,1,official_zones,blend,7
60,outer,0.3578347707116939,1,official_zones,blend,7
61,outer,0.3578347707116939,1,official_zones,blend,7
62,outer,0.3578347707116939,1,official_zones,blend,7
63,outer,0.3578347707116939,1,official_zones,blend,7
64,outer,0.3578347707116939,1,official_zones,blend,7
65,outer,0.3578347707116939,1,official_zones,blend,7
66,outer,0.3578347707116939,1,official_zones,blend,7
69,outer,0.3578347707116939,1,official_zones,blend,7
70,outer,0.3578347707116939,1,official_zones,blend,7
0,inner,0.38980622825982675,28,official_zones,blend,8
1,inner,0.05292014509196908,2,official_zones,blend,8
5,inner,0.06165835188425719,1,official_zones,blend,8
9,inner,0.10923023530189149,2,official_zones,blend,8
10,inner,0.10923023530189149,2,official_zones,blend,8
11,inner,0.13351796330301297,1,official_zones,blend,8
12,inner,0.08870613608720619,2,official_zones,blend,8
13,inner,0.11682190460265243,5,official_zones,blend,8
14,inner,0.11077392079811739,4,official_zones,blend,8
15,inner,0.20015191678446334,3,official_zones,blend,8
16,inner,0.20015191678446334,3,official_zones,blend,8
17,inner,0.32681678884049975,1,official_zones,blend,8
21,inner,0.21749837378539597,1,official_zones,blend,8
22,inner,0.21749837378539597,1,official_zones,blend,8
23,inner,0.21749837378539597,1,official_zones,blend,8
24,inner,0.21749837378539597,1,official_zones,blend,8
25,inner,0.21749837378539597,1,official_zones,blend,8
32,inner,0.10304382838376953,1,official_zones,blend,8
33,inner,0.14947696542560437,1,official_zones,blend,8
34,inner,0.14947696542560437,1,official_zones,blend,8
35,inner,0.14947696542560437,1,official_zones,blend,8
36,inner,0.14947696542560437,1,official_zones,blend,8
37,inner,0.14947696542560437,1,official_zones,blend,8
38,inner,0.14947696542560437,1,official_zones,blend,8
39,inner,0.14947696542560437,1,official_zones,blend,8
40,inner,0.14947696542560437,1,official_zones,blend,8
41,inner,0.14947696542560437,1,official_zones,blend,8
42,inner,0.14947696542560437,1,official_zones,blend,8
43,inner,0.14947696542560437,1,official_zones,blend,8
44,inner,0.14947696542560437,1,official_zones,blend,8
45,inner,0.14947696542560437,1,official_zones,blend,8
46,inner,0.24778643442131476,2,official_zones,blend,8
47,inner,0.24778643442131476,2,official_zones,blend,8
48,inner,0.24778643442131476,2,official_zones,blend,8
49,inner,0.24778643442131476,2,official_zones,blend,8
50,inner,0.24778643442131476,2,official_zones,blend,8
51,inner,0.24778643442131476,2,official_zones,blend,8
52,inner,0.24778643442131476,2,official_zones,blend,8
53,inner,0.3460959034170252,1,official_zones,blend,8
54,inner,0.3460959034170252,1,official_zones,blend,8
55,inner,0.3460959034170252,1,official_zones,blend,8
63,inner,0.14947696542560437,1,official_zones,blend,8
64,inner,0.14947696542560437,1,official_zones,blend,8
65,inner,0.14947696542560437,1,official_zones,blend,8
66,inner,0.14947696542560437,1,official_zones,blend,8
67,inner,0.14947696542560437,1,official_zones,blend,8
68,inner,0.14947696542560437,1,official_zones,blend,8
69,inner,0.14947696542560437,1,official_zones,blend,8
72,inner,0.14947696542560437,1,official_zones,blend,8
0,mid,0.4487167380831039,107,official_zones,blend,8
1,mid,0.3071269192477353,115,official_zones,blend,8
2,mid,0.12331424735141049,93,official_zones,blend,8
3,mid,0.11660053234915854,77,official_zones,blend,8
4,mid,0.11464916721616347,63,official_zones,blend,8
5,mid,0.12590276623737137,48,official_zones,blend,8
6,mid,0.1274567542276374,42,official_zones,blend,8
7,mid,0.12425881741554817,32,official_zones,blend,8
8,mid,0.1370523668182121,28,official_zones,blend,8
9,mid,0.1347430163296206,24,official_zones,blend,8
10,mid,0.1309517502107861,22,official_zones,blend,8
11,mid,0.12638142419808931,18,official_zones,blend,8
12,mid,0.13521301917563316,14,official_zones,blend,8
13,mid,0.14659049006246463,8,official_zones,blend,8
14,mid,0.13315424376660753,8,official_zones,blend,8
15,mid,0.201767421006,10,official_zones,blend,8
16,mid,0.19378401705049464,11,official_zones,blend,8
17,mid,0.1651396827550008,11,official_zones,blend,8
18,mid,0.18835482282417315,9,official_zones,blend,8
19,mid,0.2080522782714535,8,official_zones,blend,8
20,mid,0.21970293812179495,7,official_zones,blend,8
21,mid,0.19872108084533377,5,official_zones,blend,8
22,mid,0.20574503513439332,5,official_zones,blend,8
23,mid,0.23643861443923742,4,official_zones,blend,8
24,mid,0.24195041075380405,3,official_zones,blend,8
25,mid,0.1995172217104562,2,official_zones,blend,8
26,mid,0.20551093906876947,3,official_zones,blend,8
27,mid,0.205264064792365,5,official_zones,blend,8
28,mid,0.205264064792365,5,official_zones,blend,8
29,mid,0.205264064792365,5,official_zones,blend,8
30,mid,0.20220548754410728,4,official_zones,blend,8
31,mid,0.2511250725598496,4,official_zones,blend,8
32,mid,0.30048548728520963,3,official_zones,blend,8
33,mid,0.22456986590039735,2,official_zones,blend,8
34,mid,0.281285273111637,4,official_zones,blend,8
35,mid,0.25968172967650754,3,official_zones,blend,8
36,mid,0.25446371069838447,2,official_zones,blend,8
37,mid,0.25446371069838447,2,official_zones,blend,8
45,mid,0.3460959034170252,1,official_zones,blend,8
53,mid,0.14947696542560437,1,official_zones,blend,8
56,mid,0.3460959034170252,1,official_zones,blend,8
57,mid,0.3460959034170252,1,official_zones,blend,8
58,mid,0.3460959034170252,1,official_zones,blend,8
59,mid,0.14947696542560437,1,official_zones,blend,8
60,mid,0.14947696542560437,1,official_zones,blend,8
61,mid,0.14947696542560437,1,official_zones,blend,8
62,mid,0.14947696542560437,1,official_zones,blend,8
70,mid,0.14947696542560437,1,official_zones,blend,8
71,mid,0.14947696542560437,1,official_zones,blend,8
0,outer,0.4257781114541519,140,official_zones,blend,8
1,outer,0.41046124191030176,135,official_zones,blend,8
2,outer,0.3747103098732936,107,official_zones,blend,8
3,outer,0.36919101440789104,80,official_zones,blend,8
4,outer,0.3659037000859702,70,official_zones,blend,8
5,outer,0.3624573241369838,60,official_zones,blend,8
6,outer,0.35019703834317845,43,official_zones,blend,8
7,outer,0.3649541340778382,41,official_zones,blend,8
8,outer,0.38292616048471423,35,official_zones,blend,8
9,outer,0.41770387394993946,26,official_zones,blend,8
10,outer,0.41286918931233674,15,official_zones,blend,8
11,outer,0.3988077519575487,13,official_zones,blend,8
12,outer,0.3887034137902267,8,official_zones,blend,8
13,outer,0.33410409527047874,6,official_zones,blend,8
14,outer,0.3773125473944166,5,official_zones,blend,8
15,outer,0.32754753430444167,3,official_zones,blend,8
16,outer,0.3821833842777966,2,official_zones,blend,8
17,outer,0.4300523611371676,3,official_zones,blend,8
18,outer,0.3074061136307932,4,official_zones,blend,8
19,outer,0.25752429439083896,3,official_zones,blend,8
20,outer,0.2068013175734201,3,official_zones,blend,8
21,outer,0.23496977012013465,3,official_zones,blend,8
22,outer,0.18904626075995212,2,official_zones,blend,8
23,outer,0.15354708624183003,3,official_zones,blend,8
24,outer,0.18860481606827073,2,official_zones,blend,8
25,outer,0.33441351158924393,3,official_zones,blend,8
26,outer,0.392482350205,2,official_zones,blend,8
30,outer,0.41662701523005163,1,official_zones,blend,8
31,outer,0.41662701523005163,1,official_zones,blend,8
32,outer,0.41662701523005163,1,official_zones,blend,8
33,outer,0.5213289589306209,2,official_zones,blend,8
35,outer,0.3460959034170252,1,official_zones,blend,8
36,outer,0.3460959034170252,1,official_zones,blend,8
37,outer,0.3460959034170252,1,official_zones,blend,8
38,outer,0.3460959034170252,1,official_zones,blend,8
39,outer,0.3460959034170252,1,official_zones,blend,8
40,outer,0.3460959034170252,1,official_zones,blend,8
41,outer,0.3460959034170252,1,official_zones,blend,8
42,outer,0.3460959034170252,1,official_zones,blend,8
43,outer,0.3460959034170252,1,official_zones,blend,8
44,outer,0.3460959034170252,1,official_zones,blend,8
54,outer,0.23055181633066232,1,official_zones,blend,8
55,outer,0.23055181633066232,1,official_zones,blend,8
56,outer,0.23055181633066232,1,official_zones,blend,8
57,outer,0.23055181633066232,1,official_zones,blend,8
58,outer,0.23055181633066232,1,official_zones,blend,8
59,outer,0.5338149522249308,1,official_zones,blend,8
60,outer,0.5338149522249308,1,official_zones,blend,8
61,outer,0.5338149522249308,1,official_zones,blend,8
62,outer,0.5338149522249308,1,official_zones,blend,8
63,outer,0.5338149522249308,1,official_zones,blend,8
64,outer,0.5338149522249308,1,official_zones,blend,8
65,outer,0.5338149522249308,1,official_zones,blend,8
0,inner,0.449062813766926,35,official_zones,blend,10
1,inner,0.05458974555310958,4,official_zones,blend,10
9,inner,0.14672894135453277,2,official_zones,blend,10
10,inner,0.14672894135453277,2,official_zones,blend,10
11,inner,0.14672894135453277,2,official_zones,blend,10
12,inner,0.14672894135453277,2,official_zones,blend,10
13,inner,0.14672894135453277,2,official_zones,blend,10
14,inner,0.129922434946472,4,official_zones,blend,10
15,inner,0.17816426054553225,4,official_zones,blend,10
16,inner,0.17816426054553225,4,official_zones,blend,10
17,inner,0.15060344556302263,4,official_zones,blend,10
18,inner,0.15060344556302263,4,official_zones,blend,10
19,inner,0.1585268380862968,1,official_zones,blend,10
20,inner,0.2423425951319513,1,official_zones,blend,10
21,inner,0.2423425951319513,1,official_zones,blend,10
22,inner,0.21032649506689155,4,official_zones,blend,10
23,inner,0.17446890700654358,2,official_zones,blend,10
24,inner,0.17446890700654358,2,official_zones,blend,10
25,inner,0.17446890700654358,2,official_zones,blend,10
26,inner,0.17446890700654358,2,official_zones,blend,10
27,inner,0.12454491980041091,2,official_zones,blend,10
28,inner,0.14249462071968597,1,official_zones,blend,10
29,inner,0.14249462071968597,1,official_zones,blend,10
30,inner,0.3498735455347931,1,official_zones,blend,10
31,inner,0.4345184721558625,1,official_zones,blend,10
32,inner,0.30574341225493484,2,official_zones,blend,10
33,inner,0.17696835235400718,1,official_zones,blend,10
34,inner,0.17696835235400718,1,official_zones,blend,10
35,inner,0.17696835235400718,1,official_zones,blend,10
36,inner,0.4345184721558625,1,official_zones,blend,10
37,inner,0.17696835235400718,1,official_zones,blend,10
38,inner,0.17696835235400718,1,official_zones,blend,10
47,inner,0.4345184721558625,1,official_zones,blend,10
48,inner,0.4345184721558625,1,official_zones,blend,10
49,inner,0.4345184721558625,1,official_zones,blend,10
50,inner,0.4345184721558625,1,official_zones,blend,10
54,inner,0.17696835235400718,1,official_zones,blend,10
55,inner,0.17696835235400718,1,official_zones,blend,10
56,inner,0.17696835235400718,1,official_zones,blend,10
0,mid,0.40781234046745857,103,official_zones,blend,10
1,mid,0.29586388563130434,117,official_zones,blend,10
2,mid,0.11724954583342899,112,official_zones,blend,10
3,mid,0.12156057744342094,79,official_zones,blend,10
4,mid,0.11540159061994047,63,official_zones,blend,10
5,mid,0.11168530644977602,55,official_zones,blend,10
6,mid,0.11477039038262708,43,official_zones,blend,10
7,mid,0.10842011988698867,33,official_zones,blend,10
8,mid,0.12673549876013443,26,official_zones,blend,10
9,mid,0.12460348832576784,22,official_zones,blend,10
10,mid,0.12058156660682072,16,official_zones,blend,10
11,mid,0.12468430764234059,15,official_zones,blend,10
12,mid,0.12629895079591627,17,official_zones,blend,10
13,mid,0.1250572584394337,15,official_zones,blend,10
14,mid,0.13949001523831073,9,official_zones,blend,10
15,mid,0.22748603861947325,7,official_zones,blend,10
16,mid,0.21461187693614997,7,official_zones,blend,10
17,mid,0.23482586786187354,6,official_zones,blend,10
18,mid,0.23689159257874987,5,official_zones,blend,10
19,mid,0.18400922759618102,7,official_zones,blend,10
20,mid,0.1683429321059123,8,official_zones,blend,10
21,mid,0.1683429321059123,8,official_zones,blend,10
22,mid,0.1460693667599493,4,official_zones,blend,10
23,mid,0.19020730491524548,5,official_zones,blend,10
24,mid,0.21667168859008157,3,official_zones,blend,10
25,mid,0.19812742162248265,4,official_zones,blend,10
26,mid,0.23252018544574135,3,official_zones,blend,10
27,mid,0.2961080703333722,2,official_zones,blend,10
28,mid,0.2329371198492934,3,official_zones,blend,10
29,mid,0.2329371198492934,3,official_zones,blend,10
30,mid,0.19241860792581864,2,official_zones,blend,10
31,mid,0.23897045260305372,2,official_zones,blend,10
32,mid,0.3009725528521003,1,official_zones,blend,10
33,mid,0.36774551250398135,2,official_zones,blend,10
34,mid,0.4345184721558625,1,official_zones,blend,10
35,mid,0.4345184721558625,1,official_zones,blend,10
36,mid,0.17696835235400718,1,official_zones,blend,10
37,mid,0.4345184721558625,1,official_zones,blend,10
38,mid,0.4345184721558625,1,official_zones,blend,10
39,mid,0.30574341225493484,2,official_zones,blend,10
40,mid,0.30574341225493484,2,official_zones,blend,10
41,mid,0.30574341225493484,2,official_zones,blend,10
42,mid,0.30574341225493484,2,official_zones,blend,10
43,mid,0.30574341225493484,2,official_zones,blend,10
44,mid,0.30574341225493484,2,official_zones,blend,10
45,mid,0.30574341225493484,2,official_zones,blend,10
46,mid,0.30574341225493484,2,official_zones,blend,10
47,mid,0.17696835235400718,1,official_zones,blend,10
48,mid,0.17696835235400718,1,official_zones,blend,10
49,mid,0.17696835235400718,1,official_zones,blend,10
50,mid,0.17696835235400718,1,official_zones,blend,10
51,mid,0.30574341225493484,2,official_zones,blend,10
52,mid,0.30574341225493484,2,official_zones,blend,10
53,mid,0.30574341225493484,2,official_zones,blend,10
57,mid,0.17696835235400718,1,official_zones,blend,10
58,mid,0.17696835235400718,1,official_zones,blend,10
59,mid,0.17696835235400718,1,official_zones,blend,10
60,mid,0.17696835235400718,1,official_zones,blend,10
61,mid,0.17696835235400718,1,official_zones,blend,10
62,mid,0.17696835235400718,1,official_zones,blend,10
63,mid,0.17696835235400718,1,official_zones,blend,10
64,mid,0.17696835235400718,1,official_zones,blend,10
65,mid,0.17696835235400718,1,official_zones,blend,10
66,mid,0.17696835235400718,1,official_zones,blend,10
67,mid,0.17696835235400718,1,official_zones,blend,10
68,mid,0.17696835235400718,1,official_zones,blend,10
69,mid,0.17696835235400718,1,official_zones,blend,10
70,mid,0.17696835235400718,1,official_zones,blend,10
71,mid,0.17696835235400718,1,official_zones,blend,10
72,mid,0.17696835235400718,1,official_zones,blend,10
0,outer,0.41247428647380774,135,official_zones,blend,10
1,outer,0.41211185989943133,123,official_zones,blend,10
2,outer,0.38194235037910496,90,official_zones,blend,10
3,outer,0.3659484559159202,80,official_zones,blend,10
4,outer,0.34909677320155724,69,official_zones,blend,10
5,outer,0.33656522370712805,49,official_zones,blend,10
6,outer,0.3340251267090448,36,official_zones,blend,10
7,outer,0.3236991211592762,33,official_zones,blend,10
8,outer,0.3144251180255159,27,official_zones,blend,10
9,outer,0.2697824088925778,20,official_zones,blend,10
10,outer,0.270138387149415,19,official_zones,blend,10
11,outer,0.2731437047512103,17,official_zones,blend,10
12,outer,0.2568264014409098,10,official_zones,blend,10
13,outer,0.20733808711491866,7,official_zones,blend,10
14,outer,0.20349874799695103,7,official_zones,blend,10
15,outer,0.32769136659739395,5,official_zones,blend,10
16,outer,0.3734622800384707,2,official_zones,blend,10
17,outer,0.3734622800384707,2,official_zones,blend,10
18,outer,0.27295426390340793,1,official_zones,blend,10
19,outer,0.27295426390340793,1,official_zones,blend,10
23,outer,0.2406093762454678,1,official_zones,blend,10
24,outer,0.2724094236658841,3,official_zones,blend,10
25,outer,0.2721370035471222,2,official_zones,blend,10
26,outer,0.2406093762454678,1,official_zones,blend,10
27,outer,0.2406093762454678,1,official_zones,blend,10
28,outer,0.2406093762454678,1,official_zones,blend,10
29,outer,0.2406093762454678,1,official_zones,blend,10
30,outer,0.2406093762454678,1,official_zones,blend,10
34,outer,0.3009725528521003,1,official_zones,blend,10
35,outer,0.3009725528521003,1,official_zones,blend,10
36,outer,0.3009725528521003,1,official_zones,blend,10
37,outer,0.3009725528521003,1,official_zones,blend,10
38,outer,0.3009725528521003,1,official_zones,blend,10
39,outer,0.3009725528521003,1,official_zones,blend,10
54,outer,0.6701970614637487,1,official_zones,blend,10
55,outer,0.6701970614637487,1,official_zones,blend,10
56,outer,0.6701970614637487,1,official_zones,blend,10
57,outer,0.6701970614637487,1,official_zones,blend,10
0,inner,0.44892659074698116,30,official_zones,blend,11
1,inner,0.06291588146103082,3,official_zones,blend,11
2,inner,0.06326154658706132,1,official_zones,blend,11
8,inner,0.1530484639928877,2,official_zones,blend,11
9,inner,0.1530484639928877,2,official_zones,blend,11
10,inner,0.12045153118001341,1,official_zones,blend,11
11,inner,0.125523513047647,5,official_zones,blend,11
12,inner,0.16658913621179391,3,official_zones,blend,11
13,inner,0.1579634852952638,2,official_zones,blend,11
14,inner,0.18577351636425687,2,official_zones,blend,11
15,inner,0.2865352631555155,2,official_zones,blend,11
16,inner,0.2865352631555155,2,official_zones,blend,11
18,inner,0.2859516269742941,1,official_zones,blend,11
19,inner,0.2859516269742941,1,official_zones,blend,11
20,inner,0.2859516269742941,1,official_zones,blend,11
24,inner,0.2871188993367369,1,official_zones,blend,11
26,inner,0.22729952833858386,1,official_zones,blend,11
27,inner,0.22729952833858386,1,official_zones,blend,11
28,inner,0.22729952833858386,1,official_zones,blend,11
29,inner,0.22729952833858386,1,official_zones,blend,11
30,inner,0.22729952833858386,1,official_zones,blend,11
31,inner,0.2775913913571979,2,official_zones,blend,11
32,inner,0.2775913913571979,2,official_zones,blend,11
33,inner,0.2775913913571979,2,official_zones,blend,11
34,inner,0.2775913913571979,2,official_zones,blend,11
35,inner,0.2728926666541409,1,official_zones,blend,11
36,inner,0.2728926666541409,1,official_zones,blend,11
37,inner,0.2728926666541409,1,official_zones,blend,11
38,inner,0.2446298789540859,2,official_zones,blend,11
39,inner,0.2728926666541409,1,official_zones,blend,11
40,inner,0.2728926666541409,1,official_zones,blend,11
41,inner,0.2728926666541409,1,official_zones,blend,11
42,inner,0.2728926666541409,1,official_zones,blend,11
51,inner,0.21636709125403084,1,official_zones,blend,11
52,inner,0.21636709125403084,1,official_zones,blend,11
53,inner,0.21636709125403084,1,official_zones,blend,11
54,inner,0.21636709125403084,1,official_zones,blend,11
56,inner,0.21636709125403084,1,official_zones,blend,11
57,inner,0.21636709125403084,1,official_zones,blend,11
58,inner,0.21636709125403084,1,official_zones,blend,11
0,mid,0.4415664071146645,103,official_zones,blend,11
1,mid,0.3196018490298471,125,official_zones,blend,11
2,mid,0.12390004152633595,99,official_zones,blend,11
3,mid,0.1298366686777054,73,official_zones,blend,11
4,mid,0.11408887592338542,64,official_zones,blend,11
5,mid,0.11760976481026542,52,official_zones,blend,11
6,mid,0.11775370288146605,41,official_zones,blend,11
7,mid,0.13019011084549426,36,official_zones,blend,11
8,mid,0.15080442271053401,28,official_zones,blend,11
9,mid,0.147895724792977,24,official_zones,blend,11
10,mid,0.1409951662932723,20,official_zones,blend,11
11,mid,0.14171393993646506,14,official_zones,blend,11
12,mid,0.13064742198808393,18,official_zones,blend,11
13,mid,0.1331686893586864,17,official_zones,blend,11
14,mid,0.12783269282847684,12,official_zones,blend,11
15,mid,0.20550373823643064,8,official_zones,blend,11
16,mid,0.21388207819835928,7,official_zones,blend,11
17,mid,0.23002723041106066,9,official_zones,blend,11
18,mid,0.22303668084065648,8,official_zones,blend,11
19,mid,0.2300107182106916,7,official_zones,blend,11
20,mid,0.22135772153482636,5,official_zones,blend,11
21,mid,0.23212337244140432,6,official_zones,blend,11
22,mid,0.21994222759305088,7,official_zones,blend,11
23,mid,0.2065886951115561,8,official_zones,blend,11
24,mid,0.20596968673689492,7,official_zones,blend,11
25,mid,0.21483852558094474,9,official_zones,blend,11
26,mid,0.18636162982839466,4,official_zones,blend,11
27,mid,0.17046790124856676,5,official_zones,blend,11
28,mid,0.17046790124856676,5,official_zones,blend,11
29,mid,0.17046790124856676,5,official_zones,blend,11
30,mid,0.17708857616316434,3,official_zones,blend,11
31,mid,0.19345110475898436,2,official_zones,blend,11
32,mid,0.19345110475898436,2,official_zones,blend,11
33,mid,0.19345110475898436,2,official_zones,blend,11
34,mid,0.13275361329099863,1,official_zones,blend,11
35,mid,0.2682193561436125,2,official_zones,blend,11
36,mid,0.2822901160602549,1,official_zones,blend,11
37,mid,0.24932860365714288,2,official_zones,blend,11
39,mid,0.21636709125403084,1,official_zones,blend,11
40,mid,0.21636709125403084,1,official_zones,blend,11
41,mid,0.21636709125403084,1,official_zones,blend,11
42,mid,0.21636709125403084,1,official_zones,blend,11
43,mid,0.2446298789540859,2,official_zones,blend,11
44,mid,0.2446298789540859,2,official_zones,blend,11
45,mid,0.2446298789540859,2,official_zones,blend,11
47,mid,0.21636709125403084,1,official_zones,blend,11
48,mid,0.2446298789540859,2,official_zones,blend,11
49,mid,0.21636709125403084,1,official_zones,blend,11
50,mid,0.21636709125403084,1,official_zones,blend,11
55,mid,0.21636709125403084,1,official_zones,blend,11
59,mid,0.21636709125403084,1,official_zones,blend,11
0,outer,0.4195138175983167,148,official_zones,blend,11
1,outer,0.422424230787797,118,official_zones,blend,11
2,outer,0.38954182291233913,100,official_zones,blend,11
3,outer,0.37374639073081817,70,official_zones,blend,11
4,outer,0.40715823130565604,57,official_zones,blend,11
5,outer,0.34805631836899886,46,official_zones,blend,11
6,outer,0.3453983808086292,43,official_zones,blend,11
7,outer,0.3506699409572095,32,official_zones,blend,11
8,outer,0.3670184533444503,27,official_zones,blend,11
9,outer,0.3864370078521824,23,official_zones,blend,11
10,outer,0.3567984466260223,17,official_zones,blend,11
11,outer,0.35046059454136064,11,official_zones,blend,11
12,outer,0.3740857833613638,7,official_zones,blend,11
13,outer,0.34462358362482576,4,official_zones,blend,11
14,outer,0.3659526864895372,5,official_zones,blend,11
15,outer,0.3336202199528821,7,official_zones,blend,11
16,outer,0.3352136256774476,7,official_zones,blend,11
17,outer,0.3427546757406329,5,official_zones,blend,11
18,outer,0.2858206424700821,4,official_zones,blend,11
19,outer,0.2564339917930918,4,official_zones,blend,11
20,outer,0.32448465285458605,4,official_zones,blend,11
21,outer,0.32448465285458605,4,official_zones,blend,11
22,outer,0.33887705874883617,3,official_zones,blend,11
23,outer,0.5379550641679013,1,official_zones,blend,11
24,outer,0.39199632071189516,1,official_zones,blend,11
26,outer,0.32732250176073346,2,official_zones,blend,11
27,outer,0.5477520165922117,1,official_zones,blend,11
28,outer,0.5477520165922117,1,official_zones,blend,11
30,outer,0.30751496520612875,2,official_zones,blend,11
31,outer,0.30751496520612875,2,official_zones,blend,11
32,outer,0.30751496520612875,2,official_zones,blend,11
33,outer,0.30751496520612875,2,official_zones,blend,11
34,outer,0.36285940797615857,2,official_zones,blend,11
35,outer,0.2692401880193295,2,official_zones,blend,11
36,outer,0.3101588989168514,3,official_zones,blend,11
37,outer,0.20475788079823698,1,official_zones,blend,11
38,outer,0.20475788079823698,1,official_zones,blend,11
39,outer,0.20475788079823698,1,official_zones,blend,11
40,outer,0.20475788079823698,1,official_zones,blend,11
