timestep,zone,mean_ps2,n,scenario,mode,rep
61,mid,0.0,1,official_zones,sys1_only,17
62,mid,0.0,1,official_zones,sys1_only,17
63,mid,0.0,1,official_zones,sys1_only,17
64,mid,0.0,1,official_zones,sys1_only,17
65,mid,0.0,1,official_zones,sys1_only,17
66,mid,0.0,1,official_zones,sys1_only,17
67,mid,0.0,2,official_zones,sys1_only,17
68,mid,0.0,2,official_zones,sys1_only,17
69,mid,0.0,2,official_zones,sys1_only,17
70,mid,0.0,2,official_zones,sys1_only,17
71,mid,0.0,2,official_zones,sys1_only,17
72,mid,0.0,2,official_zones,sys1_only,17
0,outer,0.0,147,official_zones,sys1_only,17
1,outer,0.0,134,official_zones,sys1_only,17
2,outer,0.0,125,official_zones,sys1_only,17
3,outer,0.0,100,official_zones,sys1_only,17
4,outer,0.0,88,official_zones,sys1_only,17
5,outer,0.0,66,official_zones,sys1_only,17
6,outer,0.0,48,official_zones,sys1_only,17
7,outer,0.0,45,official_zones,sys1_only,17
8,outer,0.0,40,official_zones,sys1_only,17
9,outer,0.0,35,official_zones,sys1_only,17
10,outer,0.0,33,official_zones,sys1_only,17
11,outer,0.0,23,official_zones,sys1_only,17
12,outer,0.0,19,official_zones,sys1_only,17
13,outer,0.0,19,official_zones,sys1_only,17
14,outer,0.0,17,official_zones,sys1_only,17
15,outer,0.0,10,official_zones,sys1_only,17
16,outer,0.0,11,official_zones,sys1_only,17
17,outer,0.0,10,official_zones,sys1_only,17
18,outer,0.0,16,official_zones,sys1_only,17
19,outer,0.0,13,official_zones,sys1_only,17
20,outer,0.0,10,official_zones,sys1_only,17
21,outer,0.0,10,official_zones,sys1_only,17
22,outer,0.0,9,official_zones,sys1_only,17
23,outer,0.0,7,official_zones,sys1_only,17
24,outer,0.0,6,official_zones,sys1_only,17
25,outer,0.0,5,official_zones,sys1_only,17
26,outer,0.0,6,official_zones,sys1_only,17
27,outer,0.0,4,official_zones,sys1_only,17
28,outer,0.0,4,official_zones,sys1_only,17
29,outer,0.0,4,official_zones,sys1_only,17
30,outer,0.0,3,official_zones,sys1_only,17
31,outer,0.0,2,official_zones,sys1_only,17
32,outer,0.0,2,official_zones,sys1_only,17
35,outer,0.0,2,official_zones,sys1_only,17
36,outer,0.0,2,official_zones,sys1_only,17
37,outer,0.0,3,official_zones,sys1_only,17
38,outer,0.0,2,official_zones,sys1_only,17
39,outer,0.0,1,official_zones,sys1_only,17
44,outer,0.0,1,official_zones,sys1_only,17
45,outer,0.0,1,official_zones,sys1_only,17
49,outer,0.0,1,official_zones,sys1_only,17
50,outer,0.0,1,official_zones,sys1_only,17
54,outer,0.0,1,official_zones,sys1_only,17
56,outer,0.0,1,official_zones,sys1_only,17
60,outer,0.0,1,official_zones,sys1_only,17
61,outer,0.0,2,official_zones,sys1_only,17
62,outer,0.0,1,official_zones,sys1_only,17
63,outer,0.0,1,official_zones,sys1_only,17
64,outer,0.0,1,official_zones,sys1_only,17
65,outer,0.0,1,official_zones,sys1_only,17
66,outer,0.0,1,official_zones,sys1_only,17
0,inner,0.0,23,official_zones,sys1_only,18
1,inner,0.0,16,official_zones,sys1_only,18
2,inner,0.0,14,official_zones,sys1_only,18
3,inner,0.0,13,official_zones,sys1_only,18
4,inner,0.0,10,official_zones,sys1_only,18
5,inner,0.0,8,official_zones,sys1_only,18
6,inner,0.0,8,official_zones,sys1_only,18
7,inner,0.0,8,official_zones,sys1_only,18
8,inner,0.0,8,official_zones,sys1_only,18
9,inner,0.0,8,official_zones,sys1_only,18
10,inner,0.0,7,official_zones,sys1_only,18
11,inner,0.0,8,official_zones,sys1_only,18
12,inner,0.0,6,official_zones,sys1_only,18
13,inner,0.0,7,official_zones,sys1_only,18
14,inner,0.0,6,official_zones,sys1_only,18
15,inner,0.0,6,official_zones,sys1_only,18
16,inner,0.0,7,official_zones,sys1_only,18
17,inner,0.0,8,official_zones,sys1_only,18
18,inner,0.0,6,official_zones,sys1_only,18
19,inner,0.0,7,official_zones,sys1_only,18
20,inner,0.0,5,official_zones,sys1_only,18
21,inner,0.0,4,official_zones,sys1_only,18
22,inner,0.0,3,official_zones,sys1_only,18
23,inner,0.0,4,official_zones,sys1_only,18
24,inner,0.0,3,official_zones,sys1_only,18
25,inner,0.0,4,official_zones,sys1_only,18
26,inner,0.0,4,official_zones,sys1_only,18
27,inner,0.0,4,official_zones,sys1_only,18
28,inner,0.0,4,official_zones,sys1_only,18
29,inner,0.0,2,official_zones,sys1_only,18
30,inner,0.0,1,official_zones,sys1_only,18
31,inner,0.0,1,official_zones,sys1_only,18
32,inner,0.0,2,official_zones,sys1_only,18
33,inner,0.0,2,official_zones,sys1_only,18
34,inner,0.0,2,official_zones,sys1_only,18
35,inner,0.0,4,official_zones,sys1_only,18
36,inner,0.0,3,official_zones,sys1_only,18
37,inner,0.0,1,official_zones,sys1_only,18
38,inner,0.0,2,official_zones,sys1_only,18
39,inner,0.0,2,official_zones,sys1_only,18
40,inner,0.0,1,official_zones,sys1_only,18
41,inner,0.0,1,official_zones,sys1_only,18
42,inner,0.0,1,official_zones,sys1_only,18
43,inner,0.0,1,official_zones,sys1_only,18
44,inner,0.0,1,official_zones,sys1_only,18
52,inner,0.0,1,official_zones,sys1_only,18
57,inner,0.0,1,official_zones,sys1_only,18
58,inner,0.0,1,official_zones,sys1_only,18
64,inner,0.0,1,official_zones,sys1_only,18
0,mid,0.0,106,official_zones,sys1_only,18
1,mid,0.0,112,official_zones,sys1_only,18
2,mid,0.0,90,official_zones,sys1_only,18
3,mid,0.0,74,official_zones,sys1_only,18
4,mid,0.0,65,official_zones,sys1_only,18
5,mid,0.0,55,official_zones,sys1_only,18
6,mid,0.0,47,official_zones,sys1_only,18
7,mid,0.0,38,official_zones,sys1_only,18
8,mid,0.0,32,official_zones,sys1_only,18
9,mid,0.0,31,official_zones,sys1_only,18
10,mid,0.0,28,official_zones,sys1_only,18
11,mid,0.0,22,official_zones,sys1_only,18
12,mid,0.0,19,official_zones,sys1_only,18
13,mid,0.0,18,official_zones,sys1_only,18
14,mid,0.0,15,official_zones,sys1_only,18
15,mid,0.0,16,official_zones,sys1_only,18
16,mid,0.0,13,official_zones,sys1_only,18
17,mid,0.0,13,official_zones,sys1_only,18
18,mid,0.0,14,official_zones,sys1_only,18
19,mid,0.0,10,official_zones,sys1_only,18
20,mid,0.0,11,official_zones,sys1_only,18
21,mid,0.0,10,official_zones,sys1_only,18
22,mid,0.0,11,official_zones,sys1_only,18
23,mid,0.0,7,official_zones,sys1_only,18
24,mid,0.0,7,official_zones,sys1_only,18
25,mid,0.0,7,official_zones,sys1_only,18
26,mid,0.0,7,official_zones,sys1_only,18
27,mid,0.0,5,official_zones,sys1_only,18
28,mid,0.0,4,official_zones,sys1_only,18
29,mid,0.0,6,official_zones,sys1_only,18
30,mid,0.0,6,official_zones,sys1_only,18
31,mid,0.0,6,official_zones,sys1_only,18
32,mid,0.0,4,official_zones,sys1_only,18
33,mid,0.0,5,official_zones,sys1_only,18
34,mid,0.0,4,official_zones,sys1_only,18
35,mid,0.0,2,official_zones,sys1_only,18
36,mid,0.0,3,official_zones,sys1_only,18
37,mid,0.0,4,official_zones,sys1_only,18
38,mid,0.0,3,official_zones,sys1_only,18
39,mid,0.0,3,official_zones,sys1_only,18
40,mid,0.0,4,official_zones,sys1_only,18
41,mid,0.0,3,official_zones,sys1_only,18
42,mid,0.0,4,official_zones,sys1_only,18
43,mid,0.0,4,official_zones,sys1_only,18
44,mid,0.0,3,official_zones,sys1_only,18
45,mid,0.0,4,official_zones,sys1_only,18
46,mid,0.0,3,official_zones,sys1_only,18
47,mid,0.0,4,official_zones,sys1_only,18
48,mid,0.0,3,official_zones,sys1_only,18
49,mid,0.0,3,official_zones,sys1_only,18
50,mid,0.0,2,official_zones,sys1_only,18
51,mid,0.0,2,official_zones,sys1_only,18
52,mid,0.0,1,official_zones,sys1_only,18
53,mid,0.0,3,official_zones,sys1_only,18
54,mid,0.0,3,official_zones,sys1_only,18
55,mid,0.0,3,official_zones,sys1_only,18
56,mid,0.0,3,official_zones,sys1_only,18
57,mid,0.0,2,official_zones,sys1_only,18
58,mid,0.0,2,official_zones,sys1_only,18
59,mid,0.0,3,official_zones,sys1_only,18
60,mid,0.0,3,official_zones,sys1_only,18
61,mid,0.0,3,official_zones,sys1_only,18
62,mid,0.0,3,official_zones,sys1_only,18
63,mid,0.0,3,official_zones,sys1_only,18
64,mid,0.0,2,official_zones,sys1_only,18
65,mid,0.0,4,official_zones,sys1_only,18
66,mid,0.0,4,official_zones,sys1_only,18
67,mid,0.0,4,official_zones,sys1_only,18
68,mid,0.0,4,official_zones,sys1_only,18
69,mid,0.0,4,official_zones,sys1_only,18
70,mid,0.0,4,official_zones,sys1_only,18
71,mid,0.0,3,official_zones,sys1_only,18
72,mid,0.0,3,official_zones,sys1_only,18
0,outer,0.0,146,official_zones,sys1_only,18
1,outer,0.0,125,official_zones,sys1_only,18
2,outer,0.0,121,official_zones,sys1_only,18
3,outer,0.0,96,official_zones,sys1_only,18
4,outer,0.0,76,official_zones,sys1_only,18
5,outer,0.0,58,official_zones,sys1_only,18
6,outer,0.0,49,official_zones,sys1_only,18
7,outer,0.0,41,official_zones,sys1_only,18
8,outer,0.0,36,official_zones,sys1_only,18
9,outer,0.0,30,official_zones,sys1_only,18
10,outer,0.0,29,official_zones,sys1_only,18
11,outer,0.0,22,official_zones,sys1_only,18
12,outer,0.0,16,official_zones,sys1_only,18
13,outer,0.0,10,official_zones,sys1_only,18
14,outer,0.0,10,official_zones,sys1_only,18
15,outer,0.0,7,official_zones,sys1_only,18
16,outer,0.0,8,official_zones,sys1_only,18
17,outer,0.0,6,official_zones,sys1_only,18
18,outer,0.0,4,official_zones,sys1_only,18
19,outer,0.0,6,official_zones,sys1_only,18
20,outer,0.0,5,official_zones,sys1_only,18
21,outer,0.0,7,official_zones,sys1_only,18
22,outer,0.0,5,official_zones,sys1_only,18
23,outer,0.0,5,official_zones,sys1_only,18
24,outer,0.0,6,official_zones,sys1_only,18
25,outer,0.0,4,official_zones,sys1_only,18
26,outer,0.0,3,official_zones,sys1_only,18
27,outer,0.0,4,official_zones,sys1_only,18
28,outer,0.0,4,official_zones,sys1_only,18
29,outer,0.0,2,official_zones,sys1_only,18
30,outer,0.0,3,official_zones,sys1_only,18
31,outer,0.0,3,official_zones,sys1_only,18
32,outer,0.0,3,official_zones,sys1_only,18
33,outer,0.0,2,official_zones,sys1_only,18
34,outer,0.0,3,official_zones,sys1_only,18
35,outer,0.0,3,official_zones,sys1_only,18
36,outer,0.0,3,official_zones,sys1_only,18
37,outer,0.0,2,official_zones,sys1_only,18
38,outer,0.0,1,official_zones,sys1_only,18
39,outer,0.0,1,official_zones,sys1_only,18
40,outer,0.0,1,official_zones,sys1_only,18
41,outer,0.0,2,official_zones,sys1_only,18
42,outer,0.0,1,official_zones,sys1_only,18
43,outer,0.0,1,official_zones,sys1_only,18
44,outer,0.0,1,official_zones,sys1_only,18
45,outer,0.0,1,official_zones,sys1_only,18
46,outer,0.0,1,official_zones,sys1_only,18
48,outer,0.0,1,official_zones,sys1_only,18
49,outer,0.0,1,official_zones,sys1_only,18
50,outer,0.0,2,official_zones,sys1_only,18
51,outer,0.0,2,official_zones,sys1_only,18
52,outer,0.0,2,official_zones,sys1_only,18
53,outer,0.0,1,official_zones,sys1_only,18
54,outer,0.0,1,official_zones,sys1_only,18
55,outer,0.0,1,official_zones,sys1_only,18
56,outer,0.0,1,official_zones,sys1_only,18
57,outer,0.0,1,official_zones,sys1_only,18
58,outer,0.0,1,official_zones,sys1_only,18
59,outer,0.0,1,official_zones,sys1_only,18
60,outer,0.0,1,official_zones,sys1_only,18
61,outer,0.0,1,official_zones,sys1_only,18
62,outer,0.0,1,official_zones,sys1_only,18
63,outer,0.0,1,official_zones,sys1_only,18
64,outer,0.0,1,official_zones,sys1_only,18
0,inner,0.0,25,official_zones,sys1_only,19
1,inner,0.0,17,official_zones,sys1_only,19
2,inner,0.0,15,official_zones,sys1_only,19
3,inner,0.0,12,official_zones,sys1_only,19
4,inner,0.0,11,official_zones,sys1_only,19
5,inner,0.0,10,official_zones,sys1_only,19
6,inner,0.0,8,official_zones,sys1_only,19
7,inner,0.0,6,official_zones,sys1_only,19
8,inner,0.0,8,official_zones,sys1_only,19
9,inner,0.0,9,official_zones,sys1_only,19
10,inner,0.0,10,official_zones,sys1_only,19
11,inner,0.0,10,official_zones,sys1_only,19
12,inner,0.0,10,official_zones,sys1_only,19
13,inner,0.0,9,official_zones,sys1_only,19
14,inner,0.0,7,official_zones,sys1_only,19
15,inner,0.0,3,official_zones,sys1_only,19
18,inner,0.0,1,official_zones,sys1_only,19
19,inner,0.0,5,official_zones,sys1_only,19
20,inner,0.0,4,official_zones,sys1_only,19
21,inner,0.0,4,official_zones,sys1_only,19
22,inner,0.0,3,official_zones,sys1_only,19
23,inner,0.0,4,official_zones,sys1_only,19
24,inner,0.0,3,official_zones,sys1_only,19
25,inner,0.0,2,official_zones,sys1_only,19
26,inner,0.0,2,official_zones,sys1_only,19
27,inner,0.0,1,official_zones,sys1_only,19
28,inner,0.0,3,official_zones,sys1_only,19
29,inner,0.0,3,official_zones,sys1_only,19
30,inner,0.0,3,official_zones,sys1_only,19
31,inner,0.0,1,official_zones,sys1_only,19
32,inner,0.0,1,official_zones,sys1_only,19
33,inner,0.0,1,official_zones,sys1_only,19
34,inner,0.0,1,official_zones,sys1_only,19
35,inner,0.0,2,official_zones,sys1_only,19
36,inner,0.0,3,official_zones,sys1_only,19
37,inner,0.0,3,official_zones,sys1_only,19
38,inner,0.0,4,official_zones,sys1_only,19
39,inner,0.0,3,official_zones,sys1_only,19
40,inner,0.0,3,official_zones,sys1_only,19
41,inner,0.0,3,official_zones,sys1_only,19
42,inner,0.0,2,official_zones,sys1_only,19
48,inner,0.0,1,official_zones,sys1_only,19
52,inner,0.0,1,official_zones,sys1_only,19
53,inner,0.0,1,official_zones,sys1_only,19
0,mid,0.0,111,official_zones,sys1_only,19
1,mid,0.0,119,official_zones,sys1_only,19
2,mid,0.0,105,official_zones,sys1_only,19
3,mid,0.0,92,official_zones,sys1_only,19
4,mid,0.0,75,official_zones,sys1_only,19
5,mid,0.0,62,official_zones,sys1_only,19
6,mid,0.0,56,official_zones,sys1_only,19
7,mid,0.0,49,official_zones,sys1_only,19
8,mid,0.0,38,official_zones,sys1_only,19
9,mid,0.0,34,official_zones,sys1_only,19
10,mid,0.0,32,official_zones,sys1_only,19
11,mid,0.0,28,official_zones,sys1_only,19
12,mid,0.0,22,official_zones,sys1_only,19
13,mid,0.0,17,official_zones,sys1_only,19
14,mid,0.0,18,official_zones,sys1_only,19
15,mid,0.0,19,official_zones,sys1_only,19
16,mid,0.0,19,official_zones,sys1_only,19
17,mid,0.0,19,official_zones,sys1_only,19
18,mid,0.0,15,official_zones,sys1_only,19
19,mid,0.0,11,official_zones,sys1_only,19
20,mid,0.0,10,official_zones,sys1_only,19
21,mid,0.0,11,official_zones,sys1_only,19
22,mid,0.0,11,official_zones,sys1_only,19
23,mid,0.0,10,official_zones,sys1_only,19
24,mid,0.0,8,official_zones,sys1_only,19
25,mid,0.0,8,official_zones,sys1_only,19
26,mid,0.0,9,official_zones,sys1_only,19
27,mid,0.0,11,official_zones,sys1_only,19
28,mid,0.0,8,official_zones,sys1_only,19
29,mid,0.0,8,official_zones,sys1_only,19
30,mid,0.0,7,official_zones,sys1_only,19
31,mid,0.0,8,official_zones,sys1_only,19
32,mid,0.0,6,official_zones,sys1_only,19
33,mid,0.0,5,official_zones,sys1_only,19
34,mid,0.0,5,official_zones,sys1_only,19
35,mid,0.0,4,official_zones,sys1_only,19
36,mid,0.0,3,official_zones,sys1_only,19
37,mid,0.0,3,official_zones,sys1_only,19
38,mid,0.0,1,official_zones,sys1_only,19
39,mid,0.0,3,official_zones,sys1_only,19
40,mid,0.0,2,official_zones,sys1_only,19
41,mid,0.0,2,official_zones,sys1_only,19
42,mid,0.0,3,official_zones,sys1_only,19
43,mid,0.0,4,official_zones,sys1_only,19
44,mid,0.0,4,official_zones,sys1_only,19
45,mid,0.0,4,official_zones,sys1_only,19
46,mid,0.0,3,official_zones,sys1_only,19
47,mid,0.0,3,official_zones,sys1_only,19
48,mid,0.0,2,official_zones,sys1_only,19
49,mid,0.0,3,official_zones,sys1_only,19
50,mid,0.0,3,official_zones,sys1_only,19
51,mid,0.0,2,official_zones,sys1_only,19
52,mid,0.0,1,official_zones,sys1_only,19
53,mid,0.0,1,official_zones,sys1_only,19
54,mid,0.0,2,official_zones,sys1_only,19
55,mid,0.0,2,official_zones,sys1_only,19
59,mid,0.0,1,official_zones,sys1_only,19
60,mid,0.0,1,official_zones,sys1_only,19
61,mid,0.0,1,official_zones,sys1_only,19
62,mid,0.0,1,official_zones,sys1_only,19
63,mid,0.0,1,official_zones,sys1_only,19
64,mid,0.0,1,official_zones,sys1_only,19
0,outer,0.0,146,official_zones,sys1_only,19
1,outer,0.0,125,official_zones,sys1_only,19
2,outer,0.0,111,official_zones,sys1_only,19
3,outer,0.0,95,official_zones,sys1_only,19
4,outer,0.0,85,official_zones,sys1_only,19
5,outer,0.0,76,official_zones,sys1_only,19
6,outer,0.0,61,official_zones,sys1_only,19
7,outer,0.0,47,official_zones,sys1_only,19
8,outer,0.0,40,official_zones,sys1_only,19
9,outer,0.0,32,official_zones,sys1_only,19
10,outer,0.0,25,official_zones,sys1_only,19
11,outer,0.0,18,official_zones,sys1_only,19
12,outer,0.0,12,official_zones,sys1_only,19
13,outer,0.0,13,official_zones,sys1_only,19
14,outer,0.0,9,official_zones,sys1_only,19
15,outer,0.0,8,official_zones,sys1_only,19
16,outer,0.0,10,official_zones,sys1_only,19
17,outer,0.0,9,official_zones,sys1_only,19
18,outer,0.0,11,official_zones,sys1_only,19
19,outer,0.0,11,official_zones,sys1_only,19
20,outer,0.0,12,official_zones,sys1_only,19
21,outer,0.0,8,official_zones,sys1_only,19
22,outer,0.0,7,official_zones,sys1_only,19
23,outer,0.0,7,official_zones,sys1_only,19
24,outer,0.0,7,official_zones,sys1_only,19
25,outer,0.0,6,official_zones,sys1_only,19
26,outer,0.0,5,official_zones,sys1_only,19
27,outer,0.0,2,official_zones,sys1_only,19
28,outer,0.0,2,official_zones,sys1_only,19
29,outer,0.0,1,official_zones,sys1_only,19
30,outer,0.0,2,official_zones,sys1_only,19
31,outer,0.0,2,official_zones,sys1_only,19
32,outer,0.0,4,official_zones,sys1_only,19
33,outer,0.0,3,official_zones,sys1_only,19
34,outer,0.0,3,official_zones,sys1_only,19
35,outer,0.0,3,official_zones,sys1_only,19
36,outer,0.0,2,official_zones,sys1_only,19
37,outer,0.0,2,official_zones,sys1_only,19
38,outer,0.0,2,official_zones,sys1_only,19
43,outer,0.0,1,official_zones,sys1_only,19
44,outer,0.0,1,official_zones,sys1_only,19
45,outer,0.0,1,official_zones,sys1_only,19
46,outer,0.0,1,official_zones,sys1_only,19
56,outer,0.0,2,official_zones,sys1_only,19
57,outer,0.0,1,official_zones,sys1_only,19
58,outer,0.0,1,official_zones,sys1_only,19
0,inner,0.4203877532617966,32,official_zones,blend,1
1,inner,0.030933629902775425,1,official_zones,blend,1
9,inner,0.18967580003354192,1,official_zones,blend,1
10,inner,0.13387373340321104,2,official_zones,blend,1
11,inner,0.13387373340321104,2,official_zones,blend,1
12,inner,0.1933902923058392,1,official_zones,blend,1
13,inner,0.07886061137083065,1,official_zones,blend,1
14,inner,0.07886061137083065,1,official_zones,blend,1
15,inner,0.12163383927900594,1,official_zones,blend,1
16,inner,0.12163383927900594,1,official_zones,blend,1
17,inner,0.12163383927900594,1,official_zones,blend,1
18,inner,0.12163383927900594,1,official_zones,blend,1
19,inner,0.12163383927900594,1,official_zones,blend,1
20,inner,0.12163383927900594,1,official_zones,blend,1
21,inner,0.12163383927900594,1,official_zones,blend,1
22,inner,0.12163383927900594,1,official_zones,blend,1
23,inner,0.22069125120698532,2,official_zones,blend,1
24,inner,0.24655526887776935,3,official_zones,blend,1
25,inner,0.24655526887776935,3,official_zones,blend,1
26,inner,0.2747570423665249,2,official_zones,blend,1
27,inner,0.2747570423665249,2,official_zones,blend,1
28,inner,0.2747570423665249,2,official_zones,blend,1
29,inner,0.2512307805137122,1,official_zones,blend,1
30,inner,0.28548972182433846,2,official_zones,blend,1
31,inner,0.39710547525653916,1,official_zones,blend,1
39,inner,0.3076353812787721,1,official_zones,blend,1
40,inner,0.3076353812787721,1,official_zones,blend,1
41,inner,0.3076353812787721,1,official_zones,blend,1
47,inner,0.18390492923090163,1,official_zones,blend,1
48,inner,0.18390492923090163,1,official_zones,blend,1
49,inner,0.18390492923090163,1,official_zones,blend,1
50,inner,0.18390492923090163,1,official_zones,blend,1
51,inner,0.18390492923090163,1,official_zones,blend,1
52,inner,0.18390492923090163,1,official_zones,blend,1
53,inner,0.18390492923090163,1,official_zones,blend,1
54,inner,0.24577015525483686,2,official_zones,blend,1
55,inner,0.24577015525483686,2,official_zones,blend,1
56,inner,0.24577015525483686,2,official_zones,blend,1
57,inner,0.24577015525483686,2,official_zones,blend,1
58,inner,0.24577015525483686,2,official_zones,blend,1
59,inner,0.3076353812787721,1,official_zones,blend,1
60,inner,0.3076353812787721,1,official_zones,blend,1
61,inner,0.3076353812787721,1,official_zones,blend,1
62,inner,0.18390492923090163,1,official_zones,blend,1
63,inner,0.18390492923090163,1,official_zones,blend,1
64,inner,0.18390492923090163,1,official_zones,blend,1
65,inner,0.18390492923090163,1,official_zones,blend,1
66,inner,0.18390492923090163,1,official_zones,blend,1
0,mid,0.4188831200389548,106,official_zones,blend,1
1,mid,0.32485120055796246,126,official_zones,blend,1
2,mid,0.12180586291533813,106,official_zones,blend,1
3,mid,0.11943672319377169,73,official_zones,blend,1
4,mid,0.11137288350323667,56,official_zones,blend,1
5,mid,0.11613040729181692,49,official_zones,blend,1
6,mid,0.11460630026198602,36,official_zones,blend,1
7,mid,0.11503840270286265,29,official_zones,blend,1
8,mid,0.13184893173753817,24,official_zones,blend,1
9,mid,0.1371165552156617,19,official_zones,blend,1
10,mid,0.14350846063764638,17,official_zones,blend,1
11,mid,0.13836051114820927,14,official_zones,blend,1
12,mid,0.1384078202966206,11,official_zones,blend,1
13,mid,0.1389619466970584,8,official_zones,blend,1
14,mid,0.15094142312468878,8,official_zones,blend,1
15,mid,0.22700584266923066,5,official_zones,blend,1
16,mid,0.2334570193566097,6,official_zones,blend,1
17,mid,0.24315103530787555,5,official_zones,blend,1
18,mid,0.23794722840165272,6,official_zones,blend,1
19,mid,0.24585417650678734,5,official_zones,blend,1
20,mid,0.24585417650678734,5,official_zones,blend,1
21,mid,0.24585417650678734,5,official_zones,blend,1
22,mid,0.24585417650678734,5,official_zones,blend,1
23,mid,0.227380554849743,4,official_zones,blend,1
24,mid,0.21567273824114117,3,official_zones,blend,1
25,mid,0.21567273824114117,3,official_zones,blend,1
26,mid,0.2385120324482253,3,official_zones,blend,1
27,mid,0.2385120324482253,3,official_zones,blend,1
28,mid,0.2385120324482253,3,official_zones,blend,1
29,mid,0.25345485039100335,4,official_zones,blend,1
30,mid,0.27299539881683244,2,official_zones,blend,1
31,mid,0.3120110574249954,1,official_zones,blend,1
32,mid,0.39710547525653916,1,official_zones,blend,1
33,mid,0.39710547525653916,1,official_zones,blend,1
34,mid,0.35237042826765563,2,official_zones,blend,1
35,mid,0.35237042826765563,2,official_zones,blend,1
36,mid,0.35237042826765563,2,official_zones,blend,1
37,mid,0.35237042826765563,2,official_zones,blend,1
38,mid,0.35237042826765563,2,official_zones,blend,1
39,mid,0.39710547525653916,1,official_zones,blend,1
40,mid,0.39710547525653916,1,official_zones,blend,1
41,mid,0.2905052022437204,2,official_zones,blend,1
42,mid,0.296215261922071,3,official_zones,blend,1
43,mid,0.296215261922071,3,official_zones,blend,1
44,mid,0.296215261922071,3,official_zones,blend,1
45,mid,0.296215261922071,3,official_zones,blend,1
46,mid,0.296215261922071,3,official_zones,blend,1
47,mid,0.35237042826765563,2,official_zones,blend,1
48,mid,0.3076353812787721,1,official_zones,blend,1
49,mid,0.3076353812787721,1,official_zones,blend,1
50,mid,0.3076353812787721,1,official_zones,blend,1
51,mid,0.3076353812787721,1,official_zones,blend,1
52,mid,0.3076353812787721,1,official_zones,blend,1
53,mid,0.3076353812787721,1,official_zones,blend,1
59,mid,0.18390492923090163,1,official_zones,blend,1
60,mid,0.18390492923090163,1,official_zones,blend,1
61,mid,0.18390492923090163,1,official_zones,blend,1
62,mid,0.3076353812787721,1,official_zones,blend,1
63,mid,0.3076353812787721,1,official_zones,blend,1
67,mid,0.18390492923090163,1,official_zones,blend,1
68,mid,0.18390492923090163,1,official_zones,blend,1
69,mid,0.18390492923090163,1,official_zones,blend,1
70,mid,0.18390492923090163,1,official_zones,blend,1
0,outer,0.4237366254183942,136,official_zones,blend,1
1,outer,0.43267704747648483,107,official_zones,blend,1
2,outer,0.37626393265231306,89,official_zones,blend,1
3,outer,0.36871163712546245,83,official_zones,blend,1
4,outer,0.395019732956891,63,official_zones,blend,1
5,outer,0.3747263263981204,42,official_zones,blend,1
6,outer,0.32270201232416346,36,official_zones,blend,1
7,outer,0.33930727958043655,28,official_zones,blend,1
8,outer,0.3243449658605613,23,official_zones,blend,1
9,outer,0.33148585686314086,20,official_zones,blend,1
10,outer,0.3461024620248335,14,official_zones,blend,1
11,outer,0.35267866619732435,11,official_zones,blend,1
12,outer,0.34382349363122194,11,official_zones,blend,1
13,outer,0.4533507631034483,8,official_zones,blend,1
14,outer,0.4129830457233649,6,official_zones,blend,1
15,outer,0.4070832531051673,7,official_zones,blend,1
16,outer,0.40608178447299537,5,official_zones,blend,1
17,outer,0.47839623227434797,3,official_zones,blend,1
18,outer,0.5713738478453139,1,official_zones,blend,1
19,outer,0.4757205346789886,2,official_zones,blend,1
20,outer,0.5713738478453139,1,official_zones,blend,1
21,outer,0.5713738478453139,1,official_zones,blend,1
22,outer,0.5713738478453139,1,official_zones,blend,1
23,outer,0.5713738478453139,1,official_zones,blend,1
26,outer,0.23299458532865003,1,official_zones,blend,1
27,outer,0.23299458532865003,1,official_zones,blend,1
28,outer,0.23299458532865003,1,official_zones,blend,1
29,outer,0.23299458532865003,1,official_zones,blend,1
30,outer,0.25832387894008413,2,official_zones,blend,1
31,outer,0.3761979968953733,3,official_zones,blend,1
32,outer,0.3761979968953733,3,official_zones,blend,1
33,outer,0.3761979968953733,3,official_zones,blend,1
34,outer,0.28365317255151823,1,official_zones,blend,1
35,outer,0.28365317255151823,1,official_zones,blend,1
36,outer,0.28365317255151823,1,official_zones,blend,1
37,outer,0.28365317255151823,1,official_zones,blend,1
38,outer,0.28365317255151823,1,official_zones,blend,1
39,outer,0.28365317255151823,1,official_zones,blend,1
40,outer,0.28365317255151823,1,official_zones,blend,1
48,outer,0.6124916192576353,1,official_zones,blend,1
49,outer,0.6124916192576353,1,official_zones,blend,1
64,outer,0.4744938172878349,1,official_zones,blend,1
65,outer,0.4744938172878349,1,official_zones,blend,1
66,outer,0.4744938172878349,1,official_zones,blend,1
67,outer,0.3076353812787721,1,official_zones,blend,1
68,outer,0.3076353812787721,1,official_zones,blend,1
71,outer,0.28365317255151823,1,official_zones,blend,1
72,outer,0.28365317255151823,1,official_zones,blend,1
0,inner,0.4523329079895168,31,official_zones,blend,0
1,inner,0.06744563132276721,2,official_zones,blend,0
3,inner,0.0610329925045397,1,official_zones,blend,0
8,inner,0.0939157835950572,4,official_zones,blend,0
9,inner,0.1393637102573795,3,official_zones,blend,0
10,inner,0.08707771230170436,4,official_zones,blend,0
11,inner,0.08707771230170436,4,official_zones,blend,0
12,inner,0.08238458854686066,3,official_zones,blend,0
