scenario,mode,rep,hayano_t4,mid_ps2_dip,mid_ps2_trough,mid_ps2_recovery,corridor_inland_pct,inner_clearance_t7,mean_path_length,iitate_clearance_t4,iitate_ps2_mean_t2
dosimeter_proxy,blend,6,0.26785714285714285,0.2868093405543766,0.1387322114979495,0.059815692600368314,0.30120481927710846,0.56,90.97666666666667,0.38461538461538464,0.13129658742973274
dosimeter_proxy,blend,7,0.21428571428571427,0.34288496568546517,0.07555936221303096,0.0,0.2111111111111111,0.36,87.07333333333334,0.6,0.12115057274228498
dosimeter_proxy,blend,8,0.24107142857142858,0.2726267004721273,0.1405251587572358,0.13815178557120777,0.2111111111111111,0.52,94.07333333333334,0.42857142857142855,0.22542321320451983
dosimeter_proxy,blend,10,0.3125,0.36845528827185214,0.05330615556444746,0.07698428949539643,0.2967032967032967,0.52,90.37666666666667,0.5714285714285714,0.1326396713536302
dosimeter_proxy,blend,9,0.2857142857142857,0.3734749803494045,0.05126615930722429,0.022764184725712178,0.2823529411764706,0.36,89.22333333333333,0.5333333333333333,0.13208109651165026
dosimeter_proxy,blend,11,0.2857142857142857,0.2933375719846598,0.14105466621832793,0.09225625895119724,0.25252525252525254,0.64,91.09,0.6153846153846154,0.10731046121028583
dosimeter_proxy,blend,14,0.2857142857142857,0.28391443235474156,0.15112181735856425,0.12752696278662642,0.25287356321839083,0.52,92.49,0.4444444444444444,0.10984624925466265
dosimeter_proxy,blend,13,0.23214285714285715,0.3642360369483538,0.07506428462268525,0.10126116901768026,0.35106382978723405,0.32,93.27,0.5,0.19339902698259895
dosimeter_proxy,blend,12,0.23214285714285715,0.32503774584302997,0.08789808932885311,0.0,0.28888888888888886,0.32,86.12333333333333,0.6666666666666666,0.08906012733339803
dosimeter_proxy,blend,15,0.20535714285714285,0.2673668913350951,0.14509432161786456,0.06549376317430464,0.29591836734693877,0.32,93.62333333333333,0.625,0.12232321402037552
dosimeter_proxy,blend,16,0.21428571428571427,0.260454665986798,0.1542501018585504,0.13178260744203438,0.28,0.4,93.95666666666666,0.4166666666666667,0.1476886585052516
dosimeter_proxy,blend,17,0.2767857142857143,0.2673614079204738,0.14111821725668955,0.020866172305778086,0.24752475247524752,0.4,90.27333333333333,0.7,0.12745768187702716
dosimeter_proxy,blend,18,0.3125,0.3124993600608853,0.13147950018693444,0.0006450448817068855,0.27906976744186046,0.6,87.68,0.42857142857142855,0.16938538696582056
dosimeter_proxy,blend,19,0.25892857142857145,0.2927014528854682,0.13167460373449194,0.12558535945145285,0.24731182795698925,0.36,91.42666666666666,0.36363636363636365,0.14711430176466148
