Day,Haut-Uele sim,Haut-Uele data,Haut-Uele error,Ituri sim,Ituri data,Ituri error,Meri sim,Meri data,Meri error,Kakuma sim,Kakuma data,Kakuma error,Alwaral sim,Alwaral data,Alwaral error,East_Darfur sim,East_Darfur data,East_Darfur error,Khartoum sim,Khartoum data,Khartoum error,South_Darfur sim,South_Darfur data,South_Darfur error,West_Kordofan sim,West_Kordofan data,West_Kordofan error,White_Nile sim,White_Nile data,White_Nile error,Adjumani sim,Adjumani data,Adjumani error,Rhino sim,Rhino data,Rhino error,Kiryandongo sim,Kiryandongo data,Kiryandongo error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
287,98,128,0.2344,7,417,0.9832,114,173,0.341,224,908,0.7533,0,156,1.0,23,379,0.9393,0,357,1.0,12,86,0.8605,8,328,0.9756,1,193,0.9948,528,2228,0.763,68,902,0.9246,38,505,0.9248,3.5826,6760,1184,1574,1121,0
288,98,128,0.2344,7,418,0.9833,114,174,0.3448,224,909,0.7536,0,158,1.0,23,380,0.9395,0,357,1.0,12,86,0.8605,8,328,0.9756,1,193,0.9948,527,2228,0.7635,69,903,0.9236,38,505,0.9248,3.587,6767,1184,1574,1121,0
289,98,128,0.2344,7,419,0.9833,114,174,0.3448,225,909,0.7525,0,159,1.0,23,381,0.9396,0,357,1.0,12,86,0.8605,8,328,0.9756,1,193,0.9948,527,2229,0.7636,69,904,0.9237,38,505,0.9248,3.5873,6772,1181,1575,1122,0
290,99,128,0.2266,7,420,0.9833,114,175,0.3486,225,910,0.7527,0,161,1.0,24,383,0.9373,0,357,1.0,11,86,0.8721,8,328,0.9756,1,193,0.9948,528,2229,0.7631,69,905,0.9238,38,505,0.9248,3.5888,6780,1184,1576,1124,0
291,99,128,0.2266,7,421,0.9834,114,176,0.3523,226,910,0.7516,0,163,1.0,24,384,0.9375,0,357,1.0,11,86,0.8721,8,329,0.9757,1,193,0.9948,529,2229,0.7627,69,906,0.9238,38,505,0.9248,3.5897,6787,1184,1577,1126,0
292,99,128,0.2266,7,419,0.9833,114,177,0.3559,226,911,0.7519,0,165,1.0,24,385,0.9377,0,357,1.0,11,86,0.8721,8,329,0.9757,1,193,0.9948,529,2230,0.7628,69,906,0.9238,38,505,0.9248,3.5923,6791,1183,1577,1126,0
293,100,128,0.2188,7,418,0.9833,114,178,0.3596,226,911,0.7519,0,167,1.0,24,387,0.938,0,357,1.0,11,86,0.8721,8,329,0.9757,1,193,0.9948,529,2230,0.7628,69,907,0.9239,38,506,0.9249,3.5954,6797,1182,1577,1127,0
294,100,128,0.2188,7,416,0.9832,114,179,0.3631,226,912,0.7522,0,169,1.0,24,388,0.9381,0,357,1.0,11,86,0.8721,8,329,0.9757,1,193,0.9948,529,2230,0.7628,69,908,0.924,38,506,0.9249,3.598,6801,1184,1577,1127,0
295,100,128,0.2188,7,415,0.9831,114,180,0.3667,226,912,0.7522,0,171,1.0,24,389,0.9383,0,357,1.0,11,86,0.8721,8,330,0.9758,1,193,0.9948,529,2231,0.7629,69,909,0.9241,38,506,0.9249,3.6018,6807,1182,1577,1127,0
296,100,128,0.2188,7,413,0.9831,115,181,0.3646,226,913,0.7525,0,172,1.0,24,391,0.9386,0,357,1.0,11,86,0.8721,8,330,0.9758,1,193,0.9948,529,2231,0.7629,69,910,0.9242,38,506,0.9249,3.6037,6811,1183,1577,1128,0
297,100,128,0.2188,7,412,0.983,115,182,0.3681,227,913,0.7514,0,174,1.0,25,392,0.9362,0,357,1.0,11,86,0.8721,8,330,0.9758,1,193,0.9948,529,2231,0.7629,70,911,0.9232,38,506,0.9249,3.602,6815,1182,1578,1131,0
298,101,128,0.2109,7,411,0.983,115,183,0.3716,227,914,0.7516,0,176,1.0,25,393,0.9364,0,357,1.0,11,86,0.8721,8,330,0.9758,1,193,0.9948,530,2231,0.7624,70,912,0.9232,38,506,0.9249,3.6039,6820,1183,1578,1133,0
299,101,128,0.2109,7,409,0.9829,115,184,0.375,229,914,0.7495,0,178,1.0,25,395,0.9367,0,357,1.0,11,86,0.8721,8,331,0.9758,1,193,0.9948,530,2232,0.7625,70,912,0.9232,38,506,0.9249,3.6058,6825,1184,1578,1135,0
300,101,128,0.2109,7,408,0.9828,115,185,0.3784,229,915,0.7497,0,180,1.0,25,396,0.9369,0,357,1.0,11,86,0.8721,8,331,0.9758,1,193,0.9948,530,2232,0.7625,70,913,0.9233,38,506,0.9249,3.609,6830,1184,1578,1135,0
301,101,128,0.2109,7,406,0.9828,115,186,0.3817,230,915,0.7486,0,182,1.0,25,397,0.937,0,357,1.0,11,86,0.8721,8,331,0.9758,1,193,0.9948,530,2232,0.7625,70,914,0.9234,38,506,0.9249,3.6103,6833,1184,1578,1136,0
302,100,128,0.2188,7,405,0.9827,117,187,0.3743,230,916,0.7489,0,184,1.0,25,399,0.9373,0,357,1.0,11,86,0.8721,8,331,0.9758,1,193,0.9948,530,2233,0.7627,70,915,0.9235,38,506,0.9249,3.6118,6840,1182,1579,1137,0
303,101,128,0.2109,7,404,0.9827,117,189,0.381,230,916,0.7489,0,185,1.0,25,400,0.9375,0,357,1.0,11,86,0.8721,8,332,0.9759,1,193,0.9948,531,2233,0.7622,70,916,0.9236,39,507,0.9231,3.5797,6846,1187,1594,1140,0
304,101,128,0.2109,7,403,0.9826,118,189,0.3757,230,917,0.7492,0,188,1.0,25,401,0.9377,0,357,1.0,11,86,0.8721,8,332,0.9759,1,194,0.9948,531,2233,0.7622,70,917,0.9237,39,507,0.9231,3.5828,6852,1190,1594,1141,0
305,101,128,0.2109,7,403,0.9826,118,189,0.3757,230,917,0.7492,0,191,1.0,26,402,0.9353,0,357,1.0,11,87,0.8736,8,332,0.9759,1,196,0.9949,531,2234,0.7623,70,918,0.9237,39,507,0.9231,3.5878,6861,1192,1594,1142,0
306,101,128,0.2109,7,403,0.9826,118,190,0.3789,230,918,0.7495,0,194,1.0,26,404,0.9356,0,357,1.0,11,88,0.875,8,332,0.9759,1,198,0.9949,531,2234,0.7623,70,918,0.9237,39,507,0.9231,3.5941,6871,1191,1594,1142,0
307,102,128,0.2031,7,403,0.9826,118,190,0.3789,230,918,0.7495,0,196,1.0,26,405,0.9358,0,357,1.0,11,89,0.8764,8,332,0.9759,1,200,0.995,530,2234,0.7628,71,919,0.9227,39,507,0.9231,3.5979,6878,1194,1594,1143,0
308,102,128,0.2031,7,403,0.9826,118,191,0.3822,230,919,0.7497,0,199,1.0,26,406,0.936,0,357,1.0,11,90,0.8778,8,332,0.9759,1,201,0.995,530,2235,0.7629,71,920,0.9228,39,507,0.9231,3.6041,6888,1194,1594,1143,0
309,102,128,0.2031,7,403,0.9826,117,191,0.3874,230,919,0.7497,0,202,1.0,26,408,0.9363,0,357,1.0,11,91,0.8791,8,332,0.9759,1,203,0.9951,530,2235,0.7629,71,921,0.9229,40,507,0.9211,3.6098,6897,1191,1594,1143,0
310,104,128,0.1875,7,403,0.9826,117,192,0.3906,230,920,0.75,0,204,1.0,26,409,0.9364,0,357,1.0,11,92,0.8804,8,332,0.9759,1,205,0.9951,530,2235,0.7629,71,922,0.923,40,507,0.9211,3.6142,6906,1192,1594,1145,0
311,105,128,0.1797,7,403,0.9826,117,192,0.3906,230,920,0.75,0,207,1.0,26,410,0.9366,0,357,1.0,11,93,0.8817,8,332,0.9759,1,206,0.9951,529,2235,0.7633,71,923,0.9231,41,507,0.9191,3.6179,6913,1194,1594,1146,0
312,105,128,0.1797,7,403,0.9826,117,193,0.3938,230,921,0.7503,0,210,1.0,26,412,0.9369,0,357,1.0,11,94,0.883,8,332,0.9759,1,208,0.9952,530,2236,0.763,71,923,0.9231,42,507,0.9172,3.6213,6924,1193,1595,1148,0
313,106,128,0.1719,7,403,0.9826,117,193,0.3938,231,921,0.7492,0,213,1.0,26,413,0.937,0,357,1.0,11,95,0.8842,8,332,0.9759,1,210,0.9952,531,2236,0.7625,71,924,0.9232,42,507,0.9172,3.6131,6932,1195,1600,1151,0
314,106,128,0.1719,7,403,0.9826,116,194,0.4021,231,922,0.7495,0,215,1.0,26,414,0.9372,0,357,1.0,11,95,0.8842,9,332,0.9729,1,211,0.9953,531,2236,0.7625,72,925,0.9222,42,508,0.9173,3.604,6940,1195,1606,1152,0
315,106,128,0.1719,7,403,0.9826,116,194,0.4021,231,923,0.7497,0,218,1.0,26,416,0.9375,0,357,1.0,11,96,0.8854,9,332,0.9729,1,213,0.9953,531,2237,0.7626,72,926,0.9222,42,508,0.9173,3.5996,6951,1196,1611,1152,0
316,106,128,0.1719,7,403,0.9826,116,195,0.4051,231,924,0.75,0,221,1.0,27,417,0.9353,0,357,1.0,11,97,0.8866,9,332,0.9729,1,215,0.9953,531,2237,0.7626,72,927,0.9223,42,508,0.9173,3.5918,6961,1195,1617,1153,0
317,106,128,0.1719,7,403,0.9826,116,195,0.4051,231,925,0.7503,0,224,1.0,27,418,0.9354,0,357,1.0,11,98,0.8878,9,332,0.9729,1,216,0.9954,530,2237,0.7631,72,928,0.9224,43,508,0.9154,3.5857,6969,1196,1622,1153,0
318,106,128,0.1719,7,403,0.9826,116,196,0.4082,231,925,0.7503,0,226,1.0,28,420,0.9333,0,357,1.0,12,99,0.8788,9,332,0.9729,1,218,0.9954,530,2238,0.7632,72,929,0.9225,43,508,0.9154,3.5774,6979,1198,1628,1155,0
319,106,128,0.1719,7,403,0.9826,115,196,0.4133,232,926,0.7495,0,229,1.0,28,421,0.9335,0,357,1.0,12,100,0.88,9,332,0.9729,1,220,0.9955,530,2238,0.7632,73,929,0.9214,43,508,0.9154,3.5707,6987,1202,1633,1156,0
320,105,128,0.1797,7,403,0.9826,116,197,0.4112,232,927,0.7497,0,232,1.0,28,422,0.9336,0,357,1.0,12,101,0.8812,9,332,0.9729,1,222,0.9955,530,2238,0.7632,73,930,0.9215,43,508,0.9154,3.5638,6997,1205,1639,1156,0
321,105,128,0.1797,7,403,0.9826,116,197,0.4112,231,928,0.7511,0,234,1.0,28,424,0.934,0,357,1.0,12,102,0.8824,9,332,0.9729,1,223,0.9955,530,2239,0.7633,73,931,0.9216,43,508,0.9154,3.559,7006,1206,1644,1155,0
322,105,128,0.1797,7,403,0.9826,116,198,0.4141,234,929,0.7481,0,237,1.0,29,425,0.9318,0,357,1.0,12,103,0.8835,9,332,0.9729,1,225,0.9956,530,2239,0.7633,73,932,0.9217,43,508,0.9154,3.5497,7016,1210,1650,1159,0
323,105,128,0.1797,7,403,0.9826,116,198,0.4141,234,929,0.7481,0,240,1.0,29,426,0.9319,0,357,1.0,12,104,0.8846,9,332,0.9729,1,227,0.9956,531,2239,0.7628,73,933,0.9218,43,508,0.9154,3.5432,7024,1214,1655,1160,0
324,105,128,0.1797,7,403,0.9826,116,199,0.4171,234,930,0.7484,0,243,1.0,29,428,0.9322,0,357,1.0,12,104,0.8846,9,332,0.9729,1,228,0.9956,530,2239,0.7633,73,934,0.9218,43,509,0.9155,3.537,7034,1215,1661,1159,0
325,105,128,0.1797,7,403,0.9826,116,199,0.4171,234,931,0.7487,0,245,1.0,28,429,0.9347,0,357,1.0,12,105,0.8857,10,332,0.9699,1,230,0.9957,530,2240,0.7634,73,935,0.9219,43,509,0.9155,3.5318,7043,1222,1666,1159,0
326,105,128,0.1797,7,403,0.9826,115,200,0.425,234,932,0.7489,0,248,1.0,28,430,0.9349,0,357,1.0,12,106,0.8868,10,332,0.9699,1,232,0.9957,530,2240,0.7634,75,935,0.9198,43,509,0.9155,3.5239,7052,1225,1672,1160,0
327,106,128,0.1719,7,403,0.9826,116,200,0.42,235,933,0.7481,0,251,1.0,28,432,0.9352,0,357,1.0,12,107,0.8879,10,332,0.9699,1,233,0.9957,530,2240,0.7634,75,936,0.9199,43,509,0.9155,3.517,7061,1226,1677,1163,0
328,106,128,0.1719,7,403,0.9826,117,201,0.4179,235,933,0.7481,0,254,1.0,28,433,0.9353,0,357,1.0,12,108,0.8889,10,332,0.9699,1,235,0.9957,531,2241,0.7631,75,937,0.92,43,509,0.9155,3.5092,7071,1230,1683,1165,0
329,106,128,0.1719,7,403,0.9826,117,201,0.4179,237,934,0.7463,0,256,1.0,28,434,0.9355,0,357,1.0,13,109,0.8807,10,332,0.9699,1,237,0.9958,530,2241,0.7635,75,938,0.92,43,509,0.9155,3.5024,7079,1236,1688,1167,0
330,106,128,0.1719,7,403,0.9826,117,202,0.4208,239,935,0.7444,0,259,1.0,29,436,0.9335,0,357,1.0,13,110,0.8818,10,332,0.9699,1,238,0.9958,533,2241,0.7622,75,939,0.9201,43,509,0.9155,3.4923,7089,1236,1694,1173,0
331,106,128,0.1719,7,403,0.9826,117,202,0.4208,239,936,0.7447,0,262,1.0,29,437,0.9336,0,357,1.0,13,111,0.8829,10,332,0.9699,1,240,0.9958,535,2242,0.7614,76,940,0.9191,43,509,0.9155,3.4862,7099,1238,1699,1176,0
332,107,128,0.1641,7,403,0.9826,118,203,0.4187,239,937,0.7449,0,264,1.0,30,438,0.9315,0,357,1.0,13,112,0.8839,10,332,0.9699,1,242,0.9959,536,2242,0.7609,76,940,0.9191,43,509,0.9155,3.4762,7107,1245,1705,1180,0
333,107,128,0.1641,7,403,0.9826,118,203,0.4187,240,938,0.7441,0,267,1.0,30,439,0.9317,0,357,1.0,13,113,0.885,10,332,0.9699,1,244,0.9959,538,2242,0.76,76,941,0.9192,43,509,0.9155,3.4676,7116,1249,1711,1183,0
334,108,128,0.1562,7,403,0.9826,118,204,0.4216,240,939,0.7444,0,275,1.0,30,441,0.932,0,357,1.0,13,124,0.8952,10,332,0.9699,1,244,0.9959,537,2243,0.7606,77,942,0.9183,43,510,0.9157,3.4801,7142,1249,1712,1184,0
335,108,129,0.1628,7,403,0.9826,118,204,0.4216,240,940,0.7447,0,283,1.0,31,442,0.9299,0,357,1.0,13,136,0.9044,10,332,0.9699,1,244,0.9959,536,2243,0.761,77,943,0.9183,43,510,0.9157,3.4921,7166,1254,1713,1184,0
336,108,129,0.1628,7,403,0.9826,118,205,0.4244,240,941,0.745,0,291,1.0,31,443,0.93,0,357,1.0,13,148,0.9122,10,332,0.9699,1,244,0.9959,537,2243,0.7606,77,944,0.9184,43,511,0.9159,3.5041,7191,1253,1714,1185,0
337,109,130,0.1615,7,403,0.9826,118,205,0.4244,241,942,0.7442,0,299,1.0,31,445,0.9303,0,357,1.0,14,160,0.9125,10,333,0.97,1,244,0.9959,540,2244,0.7594,77,945,0.9185,43,511,0.9159,3.5143,7218,1255,1715,1191,0
338,110,130,0.1538,7,403,0.9826,118,206,0.4272,241,943,0.7444,0,307,1.0,32,446,0.9283,0,357,1.0,14,172,0.9186,10,333,0.97,1,244,0.9959,541,2244,0.7589,77,946,0.9186,43,512,0.916,3.5251,7243,1257,1716,1194,0
339,110,131,0.1603,7,403,0.9826,118,206,0.4272,241,944,0.7447,0,315,1.0,34,447,0.9239,0,357,1.0,14,184,0.9239,10,333,0.97,1,244,0.9959,541,2244,0.7589,77,946,0.9186,43,513,0.9162,3.5338,7267,1258,1718,1196,0
340,110,131,0.1603,7,403,0.9826,118,207,0.43,241,945,0.745,0,323,1.0,34,449,0.9243,0,357,1.0,14,196,0.9286,10,333,0.97,1,244,0.9959,541,2245,0.759,77,947,0.9187,43,513,0.9162,3.5468,7293,1258,1719,1196,0
341,110,132,0.1667,7,403,0.9826,118,207,0.43,241,946,0.7452,0,331,1.0,34,450,0.9244,0,357,1.0,14,207,0.9324,10,334,0.9701,1,244,0.9959,541,2245,0.759,77,948,0.9188,43,514,0.9163,3.5593,7318,1259,1720,1196,0
342,110,132,0.1667,7,403,0.9826,118,208,0.4327,240,947,0.7466,0,339,1.0,34,451,0.9246,0,357,1.0,14,219,0.9361,10,334,0.9701,1,244,0.9959,541,2246,0.7591,77,949,0.9189,43,514,0.9163,3.5723,7343,1260,1721,1195,0
343,110,133,0.1729,7,403,0.9826,118,208,0.4327,240,948,0.7468,0,347,1.0,36,453,0.9205,0,357,1.0,14,231,0.9394,10,334,0.9701,1,244,0.9959,541,2246,0.7591,77,950,0.9189,43,515,0.9165,3.5842,7369,1259,1722,1197,0
344,110,134,0.1791,7,403,0.9826,118,209,0.4354,240,949,0.7471,0,355,1.0,36,454,0.9207,0,357,1.0,14,243,0.9424,10,334,0.9701,1,244,0.9959,544,2246,0.7578,77,951,0.919,43,516,0.9167,3.5955,7395,1262,1723,1200,0
345,110,134,0.1791,7,403,0.9826,118,209,0.4354,240,950,0.7474,0,363,1.0,37,455,0.9187,0,357,1.0,14,255,0.9451,10,335,0.9701,1,244,0.9959,545,2247,0.7575,77,952,0.9191,43,516,0.9167,3.6046,7420,1262,1725,1202,0
346,110,135,0.1852,7,403,0.9826,118,210,0.4381,240,951,0.7476,0,371,1.0,39,457,0.9147,0,357,1.0,14,267,0.9476,9,335,0.9731,1,244,0.9959,545,2247,0.7575,77,952,0.9191,43,517,0.9168,3.5941,7446,1267,1737,1203,0
347,110,135,0.1852,7,403,0.9826,117,210,0.4429,240,952,0.7479,0,379,1.0,40,458,0.9127,1,357,0.9972,14,279,0.9498,9,335,0.9731,1,244,0.9959,545,2248,0.7576,78,953,0.9182,44,517,0.9149,3.5815,7470,1268,1749,1206,0
348,111,136,0.1838,7,403,0.9826,117,211,0.4455,240,953,0.7482,0,387,1.0,40,459,0.9129,1,357,0.9972,14,291,0.9519,9,336,0.9732,1,244,0.9959,545,2248,0.7576,78,954,0.9182,44,518,0.9151,3.5718,7497,1271,1761,1207,0
349,112,136,0.1765,7,403,0.9826,117,211,0.4455,240,954,0.7484,0,389,1.0,40,461,0.9132,1,357,0.9972,14,293,0.9522,9,336,0.9732,1,244,0.9959,545,2248,0.7576,78,955,0.9183,44,519,0.9152,3.5764,7506,1274,1761,1208,0
350,112,137,0.1825,8,403,0.9801,117,212,0.4481,240,955,0.7487,0,391,1.0,40,462,0.9134,1,357,0.9972,14,295,0.9525,9,336,0.9732,1,244,0.9959,545,2249,0.7577,78,956,0.9184,44,519,0.9152,3.5815,7516,1275,1761,1209,0
351,111,137,0.1898,8,403,0.9801,117,212,0.4481,240,956,0.749,0,393,1.0,40,463,0.9136,1,357,0.9972,15,297,0.9495,9,336,0.9732,1,244,0.9959,545,2249,0.7577,78,957,0.9185,44,520,0.9154,3.584,7524,1278,1762,1209,0
352,111,138,0.1957,8,403,0.9801,117,213,0.4507,242,957,0.7471,0,395,1.0,41,465,0.9118,1,357,0.9972,15,300,0.95,10,336,0.9702,1,244,0.9959,546,2249,0.7572,77,957,0.9195,44,520,0.9154,3.5874,7534,1283,1762,1213,0
353,112,138,0.1884,8,403,0.9801,117,213,0.4507,242,958,0.7474,0,396,1.0,41,466,0.912,1,357,0.9972,15,302,0.9503,10,336,0.9702,1,244,0.9959,546,2250,0.7573,77,958,0.9196,44,521,0.9155,3.5914,7542,1284,1762,1214,0
354,112,139,0.1942,8,403,0.9801,117,214,0.4533,242,959,0.7477,0,398,1.0,41,467,0.9122,1,357,0.9972,15,304,0.9507,10,336,0.9702,1,244,0.9959,546,2250,0.7573,78,959,0.9187,44,522,0.9157,3.5944,7552,1285,1763,1215,0
355,112,140,0.2,8,403,0.9801,118,214,0.4486,242,960,0.7479,0,400,1.0,41,469,0.9126,1,357,0.9972,15,307,0.9511,10,336,0.9702,1,244,0.9959,547,2251,0.757,77,960,0.9198,44,522,0.9157,3.6001,7563,1284,1763,1216,0
356,112,140,0.2,8,403,0.9801,118,215,0.4512,242,961,0.7482,0,402,1.0,41,470,0.9128,1,357,0.9972,15,309,0.9515,10,337,0.9703,1,244,0.9959,547,2251,0.757,77,961,0.9199,44,523,0.9159,3.6058,7573,1284,1763,1216,0
357,113,141,0.1986,8,403,0.9801,118,215,0.4512,242,963,0.7487,0,404,1.0,41,471,0.913,1,357,0.9972,15,311,0.9518,10,337,0.9703,1,244,0.9959,547,2251,0.757,77,962,0.92,44,523,0.9159,3.6083,7582,1285,1764,1217,0
358,113,141,0.1986,8,403,0.9801,118,216,0.4537,242,964,0.749,0,405,1.0,41,473,0.9133,1,357,0.9972,15,314,0.9522,10,337,0.9703,1,244,0.9959,547,2252,0.7571,77,963,0.92,44,524,0.916,3.6002,7593,1285,1771,1217,0
359,113,142,0.2042,8,403,0.9801,118,216,0.4537,242,965,0.7492,0,407,1.0,42,474,0.9114,1,357,0.9972,15,316,0.9525,10,337,0.9703,1,244,0.9959,548,2252,0.7567,76,963,0.9211,44,525,0.9162,3.588,7601,1287,1779,1218,0
360,113,142,0.2042,8,403,0.9801,118,217,0.4562,242,967,0.7497,0,409,1.0,42,475,0.9116,1,357,0.9972,16,318,0.9497,10,337,0.9703,1,244,0.9959,547,2253,0.7572,77,964,0.9201,44,525,0.9162,3.5789,7611,1293,1786,1219,0
361,113,143,0.2098,8,403,0.9801,118,217,0.4562,243,968,0.749,0,411,1.0,42,476,0.9118,1,357,0.9972,16,321,0.9502,10,337,0.9703,1,244,0.9959,547,2253,0.7572,77,965,0.9202,44,526,0.9163,3.568,7621,1296,1794,1220,0
362,114,143,0.2028,8,403,0.9801,119,218,0.4541,243,970,0.7495,0,413,1.0,43,478,0.91,1,357,0.9972,16,323,0.9505,10,337,0.9703,1,244,0.9959,546,2253,0.7577,78,966,0.9193,44,526,0.9163,3.558,7631,1298,1801,1223,0
363,114,144,0.2083,8,403,0.9801,120,218,0.4495,244,971,0.7487,0,414,1.0,43,479,0.9102,1,357,0.9972,18,325,0.9446,10,337,0.9703,1,244,0.9959,546,2254,0.7578,78,967,0.9193,44,527,0.9165,3.5451,7640,1300,1809,1227,0
364,114,145,0.2138,8,403,0.9801,120,219,0.4521,244,972,0.749,0,416,1.0,43,480,0.9104,1,357,0.9972,18,328,0.9451,11,338,0.9675,1,244,0.9959,546,2254,0.7578,80,968,0.9174,44,528,0.9167,3.5344,7652,1306,1817,1230,0
365,114,145,0.2138,8,402,0.9801,120,219,0.4521,246,974,0.7474,0,417,1.0,43,482,0.9108,1,357,0.9972,18,328,0.9451,11,338,0.9675,1,244,0.9959,546,2254,0.7578,81,969,0.9164,44,528,0.9167,3.5355,7657,1309,1817,1233,0
366,114,145,0.2138,8,402,0.9801,120,219,0.4521,246,975,0.7477,0,418,1.0,43,483,0.911,1,357,0.9972,18,329,0.9453,11,338,0.9675,2,244,0.9918,548,2255,0.757,81,969,0.9164,44,529,0.9168,3.5371,7663,1314,1817,1236,0
367,114,145,0.2138,8,402,0.9801,120,220,0.4545,246,977,0.7482,0,419,1.0,44,484,0.9091,1,357,0.9972,18,330,0.9455,11,339,0.9676,2,244,0.9918,547,2255,0.7574,81,970,0.9165,44,529,0.9168,3.5416,7671,1312,1817,1236,0
368,113,145,0.2207,8,402,0.9801,120,220,0.4545,246,978,0.7485,0,420,1.0,44,486,0.9095,1,357,0.9972,18,331,0.9456,11,339,0.9676,2,244,0.9918,546,2256,0.758,81,971,0.9166,44,530,0.917,3.5451,7679,1309,1818,1234,0
369,114,145,0.2138,8,402,0.9801,120,220,0.4545,246,979,0.7487,0,421,1.0,45,487,0.9076,1,357,0.9972,19,332,0.9428,11,340,0.9676,2,244,0.9918,548,2256,0.7571,81,972,0.9167,44,531,0.9171,3.5462,7686,1310,1818,1239,0
370,115,145,0.2069,8,402,0.9801,120,221,0.457,246,981,0.7492,0,422,1.0,45,488,0.9078,1,357,0.9972,19,332,0.9428,11,340,0.9676,2,244,0.9918,549,2256,0.7566,81,973,0.9168,44,531,0.9171,3.5484,7692,1311,1818,1241,0
371,116,145,0.2,8,402,0.9801,119,221,0.4615,246,982,0.7495,0,423,1.0,45,490,0.9082,1,357,0.9972,19,333,0.9429,11,340,0.9676,2,244,0.9918,549,2257,0.7568,81,974,0.9168,44,532,0.9173,3.5509,7700,1312,1819,1241,0
372,116,145,0.2,8,402,0.9801,120,221,0.457,246,984,0.75,0,424,1.0,45,491,0.9084,1,357,0.9972,19,334,0.9431,11,341,0.9677,2,244,0.9918,550,2257,0.7563,81,974,0.9168,44,532,0.9173,3.5531,7706,1311,1819,1243,0
373,118,145,0.1862,8,402,0.9801,119,222,0.464,246,985,0.7503,0,425,1.0,45,492,0.9085,1,357,0.9972,19,335,0.9433,11,341,0.9677,2,244,0.9918,550,2258,0.7564,82,975,0.9159,44,533,0.9174,3.5563,7714,1311,1819,1245,0
374,118,145,0.1862,8,402,0.9801,119,222,0.464,246,987,0.7508,0,426,1.0,46,494,0.9069,1,357,0.9972,20,336,0.9405,11,342,0.9678,2,244,0.9918,550,2258,0.7564,82,976,0.916,44,534,0.9176,3.5582,7723,1312,1820,1247,0
375,119,145,0.1793,8,402,0.9801,119,223,0.4664,246,988,0.751,0,427,1.0,46,495,0.9071,1,357,0.9972,20,336,0.9405,11,342,0.9678,2,244,0.9918,550,2258,0.7564,82,977,0.9161,44,534,0.9176,3.5546,7728,1314,1823,1248,0
376,119,145,0.1793,8,402,0.9801,120,223,0.4619,246,989,0.7513,0,428,1.0,46,496,0.9073,1,357,0.9972,20,337,0.9407,11,342,0.9678,2,244,0.9918,549,2259,0.757,83,978,0.9151,45,535,0.9159,3.5515,7735,1315,1826,1250,0
377,119,145,0.1793,8,402,0.9801,120,223,0.4619,246,990,0.7515,0,429,1.0,46,498,0.9076,1,357,0.9972,20,338,0.9408,11,343,0.9679,2,244,0.9918,548,2259,0.7574,83,979,0.9152,45,535,0.9159,3.55,7742,1316,1829,1249,0
378,119,145,0.1793,8,402,0.9801,120,224,0.4643,247,991,0.7508,0,430,1.0,46,499,0.9078,1,357,0.9972,20,339,0.941,11,343,0.9679,2,244,0.9918,550,2259,0.7565,83,980,0.9153,45,536,0.916,3.5464,7749,1317,1832,1252,0
379,119,145,0.1793,8,402,0.9801,120,224,0.4643,247,992,0.751,0,432,1.0,47,500,0.906,1,357,0.9972,20,340,0.9412,11,344,0.968,2,244,0.9918,550,2260,0.7566,83,980,0.9153,45,537,0.9162,3.5444,7757,1319,1835,1253,0
380,120,145,0.1724,8,402,0.9801,120,224,0.4643,247,993,0.7513,0,432,1.0,47,502,0.9064,1,357,0.9972,20,341,0.9413,11,344,0.968,2,244,0.9918,550,2260,0.7566,83,981,0.9154,45,537,0.9162,3.5466,7762,1320,1835,1254,0
381,120,145,0.1724,8,402,0.9801,120,225,0.4667,247,994,0.7515,0,432,1.0,47,503,0.9066,1,357,0.9972,20,341,0.9413,11,344,0.968,2,244,0.9918,551,2261,0.7563,82,982,0.9165,45,538,0.9164,3.5499,7768,1320,1835,1254,0
382,121,145,0.1655,8,402,0.9801,120,225,0.4667,247,995,0.7518,0,432,1.0,47,504,0.9067,1,357,0.9972,20,342,0.9415,11,344,0.968,2,244,0.9918,550,2261,0.7567,82,983,0.9166,45,539,0.9165,3.5526,7773,1321,1835,1254,0
383,121,145,0.1655,8,402,0.9801,120,225,0.4667,248,996,0.751,0,432,1.0,47,506,0.9071,1,357,0.9972,20,343,0.9417,11,344,0.968,2,244,0.9918,550,2261,0.7567,82,984,0.9167,45,539,0.9165,3.5548,7778,1318,1835,1255,0
384,121,145,0.1655,8,402,0.9801,121,226,0.4646,248,997,0.7513,0,432,1.0,48,507,0.9053,1,357,0.9972,20,344,0.9419,11,344,0.968,2,244,0.9918,551,2262,0.7564,81,985,0.9178,45,540,0.9167,3.5575,7785,1320,1835,1257,0
385,120,145,0.1724,8,402,0.9801,121,226,0.4646,248,998,0.7515,0,432,1.0,48,508,0.9055,2,357,0.9944,20,345,0.942,11,344,0.968,2,244,0.9918,552,2262,0.756,81,986,0.9178,45,540,0.9167,3.5591,7789,1321,1835,1258,0
386,120,145,0.1724,8,402,0.9801,121,227,0.467,248,999,0.7518,0,432,1.0,48,510,0.9059,2,357,0.9944,20,345,0.942,11,344,0.968,2,244,0.9918,552,2263,0.7561,81,986,0.9178,45,541,0.9168,3.5624,7795,1321,1835,1258,0
