Day,Haut-Uele sim,Haut-Uele data,Haut-Uele error,Ituri sim,Ituri data,Ituri error,Meri sim,Meri data,Meri error,Kakuma sim,Kakuma data,Kakuma error,Alwaral sim,Alwaral data,Alwaral error,East_Darfur sim,East_Darfur data,East_Darfur error,Khartoum sim,Khartoum data,Khartoum error,South_Darfur sim,South_Darfur data,South_Darfur error,West_Kordofan sim,West_Kordofan data,West_Kordofan error,White_Nile sim,White_Nile data,White_Nile error,Adjumani sim,Adjumani data,Adjumani error,Rhino sim,Rhino data,Rhino error,Kiryandongo sim,Kiryandongo data,Kiryandongo error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
0,4,0.0,0.0,0,0.0,0.0,15,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,53.0,1.0,0,0.0,0.0,0,0.0,0.0,143,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.268,53,729,806,163,0
1,5,3,0.6667,0,0,0.0,20,0,0.0,0,64,1.0,0,1,1.0,0,1,1.0,0,5,1.0,0,53.0,1.0,0,15,1.0,0,1,1.0,164,25,5.56,3,264,0.9886,1,8,0.875,0.706,440,716,806,193,0
2,7,6,0.1667,0,0,0.0,25,0,0.0,2,128,0.9844,0,2,1.0,0,2,1.0,0,11,1.0,0,53.0,1.0,0,30,1.0,0,3,1.0,190,51,2.7255,4,264,0.9848,3,16,0.8125,0.824,566,719,807,231,0
3,8,10,0.2,0,0,0.0,33,1,32.0,6,192,0.9688,0,3,1.0,0,3,1.0,0,17,1.0,0,53.0,1.0,0,45,1.0,0,5,1.0,213,76,1.8026,7,265,0.9736,8,24,0.6667,0.938,694,711,807,275,0
4,9,13,0.3077,0,1,1.0,36,1,35.0,9,257,0.965,0,4,1.0,0,5,1.0,0,23,1.0,0,53.0,1.0,0,61,1.0,0,6,1.0,225,102,1.2059,9,265,0.966,12,32,0.625,1.0397,823,783,807,300,0
5,13,17,0.2353,0,1,1.0,41,2,19.5,12,321,0.9626,0,5,1.0,0,6,1.0,0,29,1.0,0,53.0,1.0,0,76,1.0,0,8,1.0,238,127,0.874,9,266,0.9662,13,41,0.6829,1.1475,952,780,807,326,0
6,18,20,0.1,0,1,1.0,44,2,21.0,12,385,0.9688,0,6,1.0,0,7,1.0,0,35,1.0,0,53.0,1.0,0,91,1.0,0,10,1.0,244,153,0.5948,10,266,0.9624,14,49,0.7143,1.2416,1078,779,807,342,0
7,22,24,0.0833,1,1,0.0,49,3,15.3333,17,449,0.9621,0,7,1.0,0,9,1.0,0,41,1.0,0,53.0,1.0,0,107,1.0,0,12,1.0,260,178,0.4607,14,267,0.9476,16,57,0.7193,1.3445,1208,777,807,379,0
8,26,27,0.037,1,2,0.5,52,3,16.3333,21,514,0.9591,0,8,1.0,0,10,1.0,0,47,1.0,0,53.0,1.0,0,122,1.0,0,13,1.0,267,204,0.3088,16,267,0.9401,16,65,0.7538,1.4374,1335,771,807,399,0
9,29,30,0.0333,1,2,0.5,55,4,12.75,25,578,0.9567,0,9,1.0,0,11,1.0,0,53,1.0,0,53.0,1.0,0,137,1.0,0,15,1.0,272,229,0.1878,17,268,0.9366,16,74,0.7838,1.5316,1463,770,807,415,0
10,31,34,0.0882,2,2,0.0,55,4,12.75,29,642,0.9548,0,10,1.0,0,13,1.0,0,59,1.0,0,53.0,1.0,0,152,1.0,0,17,1.0,278,255,0.0902,19,269,0.9294,17,82,0.7927,1.62,1592,769,808,431,0
11,34,37,0.0811,2,3,0.3333,56,5,10.2,33,707,0.9533,0,11,1.0,0,14,1.0,0,65,1.0,0,53.0,1.0,0,168,1.0,0,18,1.0,281,281,0.0,19,269,0.9294,18,90,0.8,1.7058,1721,769,809,443,0
12,35,41,0.1463,3,3,0.0,58,5,10.6,38,771,0.9507,0,12,1.0,0,15,1.0,0,71,1.0,0,53.0,1.0,0,183,1.0,0,20,1.0,286,306,0.0654,20,270,0.9259,19,98,0.8061,1.8457,1848,766,810,459,0
13,36,44,0.1818,3,3,0.0,60,6,9.0,41,835,0.9509,0,13,1.0,0,17,1.0,0,77,1.0,0,53.0,1.0,0,198,1.0,0,22,1.0,291,332,0.1235,20,270,0.9259,20,107,0.8131,1.9901,1977,770,811,471,0
14,37,48,0.2292,3,3,0.0,61,6,9.1667,47,836,0.9438,0,14,1.0,0,18,1.0,0,83,1.0,0,53.0,1.0,0,214,1.0,0,24,1.0,298,357,0.1653,20,271,0.9262,20,115,0.8261,2.0543,2042,764,811,486,0
15,40,51,0.2157,3,4,0.25,62,7,7.8571,49,836,0.9414,0,15,1.0,0,19,1.0,0,89,1.0,0,53.0,1.0,0,214,1.0,0,25,1.0,302,383,0.2115,20,271,0.9262,20,123,0.8374,2.1011,2090,767,811,496,0
16,41,54,0.2407,3,4,0.25,65,7,8.2857,52,837,0.9379,0,16,1.0,0,21,1.0,0,95,1.0,0,53.0,1.0,0,214,1.0,0,27,1.0,307,408,0.2475,20,272,0.9265,20,131,0.8473,2.1541,2139,759,811,508,0
17,45,58,0.2241,3,4,0.25,65,8,7.125,52,838,0.9379,0,17,1.0,0,22,1.0,0,101,1.0,0,53.0,1.0,0,214,1.0,0,29,1.0,311,434,0.2834,20,272,0.9265,21,140,0.85,2.2035,2190,761,811,517,0
18,46,61,0.2459,3,5,0.4,66,8,7.25,55,838,0.9344,0,18,1.0,0,23,1.0,0,107,1.0,0,53.0,1.0,0,214,1.0,1,30,0.9667,314,459,0.3159,21,273,0.9231,21,148,0.8581,2.2515,2237,762,811,527,0
19,47,65,0.2769,3,5,0.4,68,9,6.5556,55,839,0.9344,0,19,1.0,0,25,1.0,0,113,1.0,0,53.0,1.0,0,214,1.0,1,32,0.9688,318,485,0.3443,22,274,0.9197,21,156,0.8654,2.3083,2289,759,811,535,0
20,47,68,0.3088,3,5,0.4,68,9,6.5556,59,840,0.9298,0,20,1.0,0,26,1.0,0,119,1.0,0,53.0,1.0,0,215,1.0,1,34,0.9706,321,510,0.3706,22,274,0.9197,21,164,0.872,2.3588,2337,754,811,542,0
21,50,72,0.3056,3,5,0.4,68,10,5.8,61,840,0.9274,0,21,1.0,0,27,1.0,0,124,1.0,0,53.0,1.0,0,215,1.0,1,36,0.9722,324,536,0.3955,22,275,0.92,21,173,0.8786,2.4081,2387,759,811,550,0
22,50,75,0.3333,3,6,0.5,68,10,5.8,64,841,0.9239,0,22,1.0,0,29,1.0,0,130,1.0,0,53.0,1.0,0,215,1.0,1,37,0.973,325,562,0.4217,22,275,0.92,22,181,0.8785,2.4624,2436,754,811,555,0
23,51,78,0.3462,3,6,0.5,70,10,6.0,68,842,0.9192,0,23,1.0,0,30,1.0,0,136,1.0,0,53.0,1.0,0,215,1.0,1,39,0.9744,327,587,0.4429,22,276,0.9203,22,189,0.8836,2.5154,2484,759,811,564,0
24,51,82,0.378,3,6,0.5,70,11,5.3636,72,842,0.9145,0,24,1.0,0,31,1.0,0,142,1.0,1,53.0,0.9811,0,215,1.0,1,41,0.9756,328,613,0.4649,22,276,0.9203,22,197,0.8883,2.566,2533,756,811,570,0
25,54,85,0.3647,3,6,0.5,71,11,5.4545,75,843,0.911,0,26,1.0,0,33,1.0,0,148,1.0,2,53.0,0.9623,0,215,1.0,1,43,0.9767,332,638,0.4796,22,277,0.9206,22,206,0.8932,2.6165,2584,759,811,582,0
26,54,89,0.3933,3,7,0.5714,71,12,4.9167,75,844,0.9111,0,27,1.0,0,34,1.0,0,154,1.0,2,53,0.9623,0,216,1.0,1,44,0.9773,333,664,0.4985,22,277,0.9206,23,214,0.8925,2.6712,2635,759,812,584,0
27,54,92,0.413,3,7,0.5714,71,12,4.9167,76,844,0.91,0,28,1.0,0,35,1.0,0,160,1.0,2,53,0.9623,0,216,1.0,1,46,0.9783,336,689,0.5123,22,278,0.9209,23,222,0.8964,2.7208,2682,759,813,588,0
28,54,96,0.4375,3,7,0.5714,72,13,4.5385,77,844,0.9088,0,29,1.0,0,36,1.0,0,166,1.0,2,53,0.9623,0,216,1.0,1,48,0.9792,336,715,0.5301,22,279,0.9211,23,230,0.9,2.773,2732,760,815,590,0
29,55,99,0.4444,3,8,0.625,72,13,4.5385,79,844,0.9064,0,30,1.0,0,38,1.0,0,172,1.0,2,53,0.9623,0,216,1.0,1,49,0.9796,338,740,0.5432,22,279,0.9211,23,239,0.9038,2.8896,2780,761,797,595,18
30,55,100,0.45,3,8,0.625,73,14,4.2143,82,844,0.9028,0,31,1.0,0,39,1.0,0,178,1.0,2,53,0.9623,0,216,1.0,1,51,0.9804,340,766,0.5561,22,280,0.9214,23,247,0.9069,2.941,2827,758,797,601,18
31,57,101,0.4356,3,8,0.625,73,14,4.2143,83,844,0.9017,0,32,1.0,0,40,1.0,0,184,1.0,2,53,0.9623,0,216,1.0,1,53,0.9811,342,791,0.5676,23,280,0.9179,23,255,0.9098,2.9887,2871,758,797,607,18
32,59,101,0.4158,3,8,0.625,74,15,3.9333,85,844,0.8993,0,33,1.0,0,42,1.0,0,190,1.0,2,53,0.9623,0,217,1.0,1,55,0.9818,344,817,0.5789,23,281,0.9181,24,263,0.9087,3.0389,2919,760,797,615,18
33,59,102,0.4216,3,8,0.625,74,15,3.9333,87,845,0.897,0,34,1.0,0,43,1.0,0,196,1.0,2,53,0.9623,0,217,1.0,1,56,0.9821,346,843,0.5896,23,281,0.9181,24,272,0.9118,3.0916,2965,758,797,619,18
34,61,103,0.4078,3,8,0.625,75,16,3.6875,88,845,0.8959,0,35,1.0,0,44,1.0,0,202,1.0,2,53,0.9623,0,217,1.0,1,58,0.9828,347,868,0.6002,24,282,0.9149,24,280,0.9143,3.1418,3011,759,797,625,18
35,62,104,0.4038,3,8,0.625,75,16,3.6875,90,845,0.8935,0,36,1.0,0,46,1.0,0,208,1.0,2,53,0.9623,0,217,1.0,1,60,0.9833,349,894,0.6096,24,282,0.9149,24,288,0.9167,3.1932,3057,755,797,630,18
36,63,104,0.3942,3,8,0.625,75,17,3.4118,92,846,0.8913,0,37,1.0,0,47,1.0,0,214,1.0,2,53,0.9623,0,217,1.0,1,61,0.9836,350,919,0.6192,24,283,0.9152,24,296,0.9189,3.2422,3102,758,797,634,18
37,63,105,0.4,3,8,0.625,75,17,3.4118,95,846,0.8877,0,38,1.0,0,48,1.0,0,220,1.0,2,53,0.9623,0,217,1.0,1,63,0.9841,350,945,0.6296,24,284,0.9155,24,305,0.9213,3.2974,3149,757,797,637,18
38,63,106,0.4057,3,8,0.625,76,18,3.2222,95,846,0.8877,0,39,1.0,0,50,1.0,0,226,1.0,2,53,0.9623,0,218,1.0,1,65,0.9846,350,970,0.6392,24,284,0.9155,24,313,0.9233,3.3593,3196,756,796,638,19
39,63,107,0.4112,3,8,0.625,76,18,3.2222,99,846,0.883,0,40,1.0,0,51,1.0,0,232,1.0,2,53,0.9623,0,218,1.0,1,67,0.9851,350,996,0.6486,24,285,0.9158,24,321,0.9252,3.4164,3242,756,795,642,20
40,63,108,0.4167,3,8,0.625,76,19,3.0,99,847,0.8831,0,41,1.0,0,52,1.0,0,238,1.0,2,53,0.9623,0,218,1.0,1,68,0.9853,354,1021,0.6533,25,285,0.9123,24,329,0.9271,3.4642,3287,757,795,647,20
41,63,108,0.4167,3,8,0.625,76,19,3.0,100,847,0.8819,0,42,1.0,0,54,1.0,0,243,1.0,2,53,0.9623,0,218,1.0,1,70,0.9857,355,1047,0.6609,25,286,0.9126,24,338,0.929,3.5239,3333,757,794,649,21
42,64,109,0.4128,3,8,0.625,76,20,2.8,103,847,0.8784,0,43,1.0,0,55,1.0,0,249,1.0,2,53,0.9623,0,218,1.0,1,72,0.9861,356,1072,0.6679,25,286,0.9126,24,346,0.9306,3.5718,3378,756,794,654,21
43,64,110,0.4182,3,8,0.625,76,20,2.8,103,848,0.8785,0,44,1.0,0,56,1.0,0,255,1.0,2,53,0.9623,0,218,1.0,1,73,0.9863,356,1098,0.6758,25,287,0.9129,24,354,0.9322,3.6343,3424,755,793,654,22
44,64,111,0.4234,3,8,0.625,76,21,2.619,103,848,0.8785,0,45,1.0,0,58,1.0,0,261,1.0,2,54,0.963,1,219,0.9954,1,75,0.9867,357,1124,0.6824,26,287,0.9094,24,362,0.9337,3.6898,3473,755,793,657,22
45,64,111,0.4234,3,8,0.625,76,21,2.619,104,848,0.8774,0,45,1.0,0,59,1.0,0,267,1.0,2,54,0.963,1,219,0.9954,1,77,0.987,357,1149,0.6893,26,288,0.9097,24,371,0.9353,3.744,3517,757,793,658,22
46,64,112,0.4286,3,8,0.625,76,21,2.619,103,848,0.8785,0,45,1.0,0,60,1.0,0,273,1.0,2,54,0.963,1,219,0.9954,1,79,0.9873,357,1175,0.6962,26,289,0.91,24,379,0.9367,3.802,3562,756,793,657,22
47,64,113,0.4336,3,8,0.625,76,22,2.4545,104,849,0.8775,0,45,1.0,0,62,1.0,0,279,1.0,2,54,0.963,1,219,0.9954,1,80,0.9875,357,1200,0.7025,26,289,0.91,25,387,0.9354,3.8537,3607,754,793,659,22
48,64,114,0.4386,3,8,0.625,76,22,2.4545,104,849,0.8775,0,45,1.0,0,63,1.0,0,285,1.0,2,54,0.963,1,219,0.9954,1,82,0.9878,359,1226,0.7072,26,290,0.9103,25,395,0.9367,3.9079,3652,754,793,661,22
49,64,115,0.4435,3,8,0.625,76,23,2.3043,104,849,0.8775,0,45,1.0,0,64,1.0,0,291,1.0,2,54,0.963,1,219,0.9954,1,84,0.9881,360,1251,0.7122,27,290,0.9069,25,404,0.9381,3.9596,3697,754,793,663,22
50,64,115,0.4435,3,8,0.625,76,23,2.3043,105,850,0.8765,0,45,1.0,0,66,1.0,0,297,1.0,2,54,0.963,1,220,0.9955,1,86,0.9884,361,1277,0.7173,27,291,0.9072,25,412,0.9393,4.0164,3744,752,793,665,22
51,64,116,0.4483,3,8,0.625,76,24,2.1667,105,850,0.8765,0,46,1.0,1,67,0.9851,0,303,1.0,2,54,0.963,1,220,0.9955,1,87,0.9885,361,1302,0.7227,27,291,0.9072,25,420,0.9405,4.0681,3788,751,793,666,22
52,65,117,0.4444,3,8,0.625,75,24,2.125,106,850,0.8753,0,47,1.0,1,68,0.9853,0,309,1.0,2,54,0.963,1,220,0.9955,1,89,0.9888,362,1328,0.7274,27,292,0.9075,25,428,0.9416,4.1107,3834,752,795,668,20
53,65,118,0.4492,3,8,0.625,76,25,2.04,107,850,0.8741,0,47,1.0,1,70,0.9857,0,315,1.0,2,54,0.963,1,220,0.9955,1,91,0.989,363,1353,0.7317,27,292,0.9075,25,437,0.9428,4.1543,3880,752,797,671,18
54,65,118,0.4492,3,8,0.625,76,25,2.04,109,851,0.8719,0,48,1.0,1,71,0.9859,0,321,1.0,4,54,0.9259,1,220,0.9955,1,92,0.9891,364,1379,0.736,27,293,0.9078,25,445,0.9438,4.194,3925,754,799,676,16
55,65,119,0.4538,3,8,0.625,76,26,1.9231,110,851,0.8707,0,49,1.0,1,72,0.9861,0,327,1.0,4,54,0.9259,1,220,0.9955,1,94,0.9894,365,1405,0.7402,27,294,0.9082,25,453,0.9448,4.2319,3972,754,802,678,13
56,65,120,0.4583,3,8,0.625,76,26,1.9231,110,851,0.8707,0,50,1.0,1,73,0.9863,0,333,1.0,4,54,0.9259,1,220,0.9955,1,96,0.9896,367,1414,0.7405,27,297,0.9091,25,455,0.9451,4.2606,3997,753,802,680,13
57,65,121,0.4628,3,8,0.625,76,27,1.8148,111,852,0.8697,0,50,1.0,1,75,0.9867,0,339,1.0,4,54,0.9259,1,221,0.9955,1,98,0.9898,367,1423,0.7421,27,300,0.91,25,458,0.9454,4.293,4026,754,802,681,13
58,65,122,0.4672,3,8,0.625,75,27,1.7778,111,852,0.8697,0,51,1.0,1,76,0.9868,0,345,1.0,4,54,0.9259,1,221,0.9955,1,99,0.9899,367,1433,0.7439,28,303,0.9076,25,460,0.9457,4.3217,4051,754,802,681,13
59,65,122,0.4672,3,8,0.625,75,28,1.6786,111,852,0.8697,0,52,1.0,1,77,0.987,0,351,1.0,4,54,0.9259,1,221,0.9955,1,101,0.9901,367,1442,0.7455,28,306,0.9085,25,462,0.9459,4.3342,4076,753,805,681,10
60,65,123,0.4715,3,8,0.625,75,28,1.6786,112,853,0.8687,0,52,1.0,1,79,0.9873,0,357,1.0,4,54,0.9259,1,221,0.9955,1,103,0.9903,367,1452,0.7472,28,309,0.9094,25,465,0.9462,4.3461,4104,753,809,682,6
61,65,123,0.4715,3,10,0.7,75,29,1.5862,113,853,0.8675,0,53,1.0,1,80,0.9875,0,357,1.0,4,54,0.9259,1,221,0.9955,1,104,0.9904,369,1461,0.7474,28,313,0.9105,25,467,0.9465,4.3498,4125,752,812,685,3
62,65,123,0.4715,3,13,0.7692,75,29,1.5862,114,853,0.8664,0,54,1.0,1,81,0.9877,0,357,1.0,4,54,0.9259,1,222,0.9955,1,106,0.9906,370,1471,0.7485,28,316,0.9114,25,470,0.9468,4.3768,4149,752,812,687,3
63,65,123,0.4715,3,16,0.8125,75,30,1.5,114,853,0.8664,0,54,1.0,1,83,0.988,0,357,1.0,4,54,0.9259,1,222,0.9955,1,108,0.9907,371,1480,0.7493,28,319,0.9122,25,472,0.947,4.3948,4171,751,813,688,2
64,65,123,0.4715,3,19,0.8421,75,30,1.5,114,853,0.8664,0,55,1.0,1,84,0.9881,0,357,1.0,4,54,0.9259,1,222,0.9955,1,110,0.9909,371,1490,0.751,28,322,0.913,25,474,0.9473,4.4165,4193,750,814,688,1
65,65,123,0.4715,3,22,0.8636,75,31,1.4194,114,854,0.8665,0,55,1.0,1,85,0.9882,0,357,1.0,4,54,0.9259,1,223,0.9955,1,111,0.991,372,1499,0.7518,28,325,0.9138,25,477,0.9476,4.441,4216,751,814,689,1
66,65,123,0.4715,3,25,0.88,75,31,1.4194,114,854,0.8665,0,56,1.0,1,87,0.9885,0,357,1.0,4,54,0.9259,1,223,0.9955,1,113,0.9912,372,1509,0.7535,28,329,0.9149,25,479,0.9478,4.465,4240,752,815,689,0
67,65,123,0.4715,3,28,0.8929,74,32,1.3125,114,854,0.8665,0,56,1.0,1,88,0.9886,0,357,1.0,4,54,0.9259,1,223,0.9955,1,115,0.9913,374,1518,0.7536,28,332,0.9157,25,481,0.948,4.4792,4261,751,816,690,0
68,65,123,0.4715,3,31,0.9032,74,32,1.3125,115,854,0.8653,0,57,1.0,1,89,0.9888,0,357,1.0,4,54,0.9259,1,224,0.9955,1,116,0.9914,374,1527,0.7551,28,335,0.9164,25,484,0.9483,4.5049,4283,750,816,691,0
69,65,123,0.4715,3,34,0.9118,74,32,1.3125,117,855,0.8632,0,57,1.0,1,91,0.989,0,357,1.0,4,54,0.9259,1,224,0.9955,1,118,0.9915,374,1537,0.7567,29,338,0.9142,25,486,0.9486,4.5239,4306,753,817,694,0
70,65,123,0.4715,3,36,0.9167,75,33,1.2727,117,855,0.8632,0,58,1.0,1,92,0.9891,0,357,1.0,4,54,0.9259,1,224,0.9955,1,120,0.9917,374,1546,0.7581,29,341,0.915,25,488,0.9488,4.5428,4327,752,818,695,0
71,65,123,0.4715,3,39,0.9231,76,33,1.303,118,855,0.862,0,59,1.0,1,93,0.9892,0,357,1.0,4,54,0.9259,1,224,0.9955,1,122,0.9918,374,1556,0.7596,29,345,0.9159,25,491,0.9491,4.5721,4351,752,818,697,0
72,66,123,0.4634,3,42,0.9286,76,34,1.2353,118,855,0.862,0,59,1.0,1,95,0.9895,0,357,1.0,4,54,0.9259,1,225,0.9956,1,123,0.9919,374,1565,0.761,29,348,0.9167,25,493,0.9493,4.5897,4373,752,819,698,0
73,66,123,0.4634,3,45,0.9333,77,34,1.2647,118,856,0.8621,0,60,1.0,1,96,0.9896,0,357,1.0,4,54,0.9259,1,225,0.9956,1,125,0.992,375,1575,0.7619,29,351,0.9174,25,496,0.9496,4.6134,4397,751,820,700,0
74,66,123,0.4634,3,48,0.9375,77,35,1.2,118,856,0.8621,0,60,1.0,1,97,0.9897,0,357,1.0,5,54,0.9074,3,225,0.9867,1,127,0.9921,376,1584,0.7626,29,354,0.9181,25,498,0.9498,4.6317,4418,752,820,704,0
75,66,123,0.4634,3,51,0.9412,77,35,1.2,118,856,0.8621,0,61,1.0,2,99,0.9798,0,357,1.0,5,54,0.9074,3,226,0.9867,1,129,0.9922,377,1594,0.7635,29,357,0.9188,25,500,0.95,4.6529,4442,752,821,706,0
76,66,123,0.4634,3,54,0.9444,77,36,1.1389,119,856,0.861,0,61,1.0,2,100,0.98,0,357,1.0,5,54,0.9074,3,226,0.9867,1,130,0.9923,377,1603,0.7648,30,361,0.9169,25,503,0.9503,4.6691,4464,752,822,708,0
77,67,123,0.4553,3,57,0.9474,77,36,1.1389,119,857,0.8611,0,62,1.0,2,101,0.9802,0,357,1.0,6,54,0.8889,3,226,0.9867,1,132,0.9924,377,1613,0.7663,30,363,0.9174,25,503,0.9503,4.691,4484,754,822,710,0
78,67,123,0.4553,3,60,0.95,77,37,1.0811,119,857,0.8611,0,62,1.0,2,103,0.9806,0,357,1.0,6,54,0.8889,3,227,0.9868,1,134,0.9925,377,1622,0.7676,30,365,0.9178,25,503,0.9503,4.7129,4504,754,822,710,0
79,67,123,0.4553,3,62,0.9516,78,37,1.1081,120,857,0.86,0,63,1.0,2,104,0.9808,0,357,1.0,6,54,0.8889,3,227,0.9868,1,135,0.9926,379,1631,0.7676,30,367,0.9183,25,503,0.9503,4.7242,4520,754,823,714,0
80,66,123,0.4634,3,65,0.9538,78,38,1.0526,120,857,0.86,0,63,1.0,2,105,0.981,0,357,1.0,6,54,0.8889,3,227,0.9868,1,137,0.9927,378,1641,0.7697,31,369,0.916,25,503,0.9503,4.6947,4539,756,832,713,0
81,66,123,0.4634,3,68,0.9559,78,38,1.0526,120,857,0.86,0,64,1.0,3,107,0.972,0,357,1.0,6,54,0.8889,3,227,0.9868,1,139,0.9928,379,1650,0.7703,31,371,0.9164,25,503,0.9503,4.6591,4558,759,842,715,0
82,66,123,0.4634,3,71,0.9577,78,39,1.0,121,858,0.859,0,65,1.0,3,108,0.9722,0,357,1.0,6,54,0.8889,3,228,0.9868,1,141,0.9929,380,1660,0.7711,31,373,0.9169,25,503,0.9503,4.631,4580,765,851,717,0
83,66,123,0.4634,3,74,0.9595,78,39,1.0,120,858,0.8601,0,65,1.0,3,109,0.9725,0,357,1.0,6,54,0.8889,3,228,0.9868,1,142,0.993,381,1669,0.7717,32,375,0.9147,25,503,0.9503,4.5947,4596,769,861,718,0
84,66,123,0.4634,4,77,0.9481,78,40,0.95,120,858,0.8601,0,66,1.0,3,110,0.9727,0,357,1.0,6,54,0.8889,3,228,0.9868,1,144,0.9931,381,1679,0.7731,33,377,0.9125,25,503,0.9503,4.6132,4616,772,861,720,0
85,66,123,0.4634,4,80,0.95,78,40,0.95,122,858,0.8578,0,66,1.0,3,112,0.9732,0,357,1.0,6,54,0.8889,3,229,0.9869,1,146,0.9932,381,1688,0.7743,33,379,0.9129,25,503,0.9503,4.633,4635,777,861,722,0
86,66,123,0.4634,4,83,0.9518,78,41,0.9024,122,859,0.858,0,67,1.0,3,113,0.9735,0,357,1.0,6,54,0.8889,3,229,0.9869,1,147,0.9932,381,1698,0.7756,33,381,0.9134,25,503,0.9503,4.6539,4655,777,861,722,0
87,66,123,0.4634,4,85,0.9529,78,41,0.9024,122,859,0.858,0,67,1.0,3,114,0.9737,0,357,1.0,6,54,0.8889,3,229,0.9869,1,149,0.9933,382,1707,0.7762,33,383,0.9138,25,503,0.9503,4.6713,4671,778,861,723,0
88,66,123,0.4634,4,88,0.9545,78,42,0.8571,123,859,0.8568,0,68,1.0,3,116,0.9741,0,357,1.0,6,54,0.8889,3,230,0.987,1,151,0.9934,382,1717,0.7775,33,385,0.9143,25,503,0.9503,4.6879,4693,779,862,724,0
89,66,123,0.4634,4,91,0.956,78,42,0.8571,124,859,0.8556,0,68,1.0,3,117,0.9744,0,357,1.0,6,54,0.8889,3,230,0.987,1,153,0.9935,382,1726,0.7787,33,387,0.9147,25,503,0.9503,4.7065,4710,778,862,725,0
90,67,123,0.4553,4,94,0.9574,78,43,0.814,124,860,0.8558,0,69,1.0,3,118,0.9746,0,357,1.0,6,54,0.8889,3,230,0.987,1,154,0.9935,382,1736,0.78,33,390,0.9154,25,503,0.9503,4.7219,4731,779,863,726,0
91,67,123,0.4553,4,97,0.9588,78,43,0.814,124,860,0.8558,0,70,1.0,3,120,0.975,0,357,1.0,6,54,0.8889,3,230,0.987,1,156,0.9936,384,1738,0.7791,33,395,0.9165,25,503,0.9503,4.6507,4746,785,879,728,0
92,67,123,0.4553,4,97,0.9588,78,43,0.814,124,860,0.8558,0,70,1.0,3,121,0.9752,0,357,1.0,6,54,0.8889,3,231,0.987,1,157,0.9936,386,1741,0.7783,33,400,0.9175,25,503,0.9503,4.661,4757,789,879,730,0
93,68,123,0.4472,4,97,0.9588,78,44,0.7727,124,860,0.8558,0,70,1.0,3,122,0.9754,0,357,1.0,6,54,0.8889,3,231,0.987,1,158,0.9937,385,1744,0.7792,33,405,0.9185,27,503,0.9463,4.6689,4768,789,879,732,0
94,69,123,0.439,4,97,0.9588,78,44,0.7727,125,861,0.8548,0,69,1.0,3,124,0.9758,0,357,1.0,6,54,0.8889,3,231,0.987,1,158,0.9937,386,1746,0.7789,33,410,0.9195,27,503,0.9463,4.6758,4777,790,879,735,0
95,69,123,0.439,4,97,0.9588,79,45,0.7556,125,861,0.8548,0,69,1.0,3,125,0.976,0,357,1.0,6,54,0.8889,3,231,0.987,1,159,0.9937,386,1749,0.7793,33,415,0.9205,27,503,0.9463,4.6871,4788,790,879,736,0
96,69,123,0.439,4,97,0.9588,79,45,0.7556,125,861,0.8548,0,69,1.0,3,126,0.9762,0,357,1.0,6,54,0.8889,3,231,0.987,1,160,0.9938,386,1752,0.7797,35,420,0.9167,27,503,0.9463,4.6962,4798,789,879,738,0
97,69,123,0.439,4,97,0.9588,79,46,0.7174,125,861,0.8548,0,69,1.0,3,128,0.9766,0,357,1.0,7,54,0.8704,3,232,0.9871,1,161,0.9938,386,1754,0.7799,35,425,0.9176,27,503,0.9463,4.5916,4810,798,901,739,0
98,69,123,0.439,4,97,0.9588,78,46,0.6957,125,861,0.8548,0,69,1.0,3,129,0.9767,0,357,1.0,7,54,0.8704,3,232,0.9871,1,162,0.9938,388,1757,0.7792,35,430,0.9186,27,503,0.9463,4.4897,4820,805,923,740,0
99,68,123,0.4472,4,97,0.9588,79,47,0.6809,125,862,0.855,0,69,1.0,3,130,0.9769,0,357,1.0,7,54,0.8704,3,232,0.9871,1,162,0.9938,391,1760,0.7778,35,435,0.9195,27,503,0.9463,4.3937,4831,817,945,743,0
100,67,123,0.4553,4,97,0.9588,80,47,0.7021,127,862,0.8527,0,69,1.0,3,132,0.9773,0,357,1.0,7,54,0.8704,3,232,0.9871,1,163,0.9939,392,1762,0.7775,35,440,0.9205,27,503,0.9463,4.3939,4841,824,947,746,0
101,67,123,0.4553,4,97,0.9588,80,48,0.6667,129,862,0.8503,0,69,1.0,3,133,0.9774,0,357,1.0,7,55,0.8727,3,232,0.9871,1,164,0.9939,394,1765,0.7768,35,445,0.9213,27,503,0.9463,4.3863,4853,827,950,750,0
102,67,123,0.4553,4,97,0.9588,80,48,0.6667,129,862,0.8503,0,69,1.0,3,134,0.9776,0,357,1.0,7,55,0.8727,3,233,0.9871,1,165,0.9939,399,1768,0.7743,35,450,0.9222,27,503,0.9463,4.3788,4864,831,953,755,0
103,68,123,0.4472,4,97,0.9588,80,49,0.6327,130,863,0.8494,0,69,1.0,3,136,0.9779,0,357,1.0,7,55,0.8727,3,233,0.9871,1,166,0.994,399,1770,0.7746,35,455,0.9231,27,503,0.9463,4.378,4876,832,955,757,0
