#time,x,y,location_type
-15,-0.3287182934076065,51.58011740772063,house
-15,-0.2083809663904084,51.55295914148091,house
-15,-0.2651644609563439,51.542930292813324,house
-15,-0.28230616997539104,51.562656359250504,house
-15,-0.2658277932203005,51.58003416147628,house
-15,-0.3178567658729292,51.56277302517492,house
-15,-0.2897808946423716,51.57302016216317,house
-15,-0.29147924147320764,51.57680522733726,house
-15,-0.2208903184623,51.55030364558865,house
-15,-0.3099289222822921,51.58831664688168,house
-15,-0.2617737708090792,51.54922877523338,house
-15,-0.2649106195594278,51.592335584134766,house
-15,-0.21584501655086458,51.5422423111274,house
-15,-0.22908374791906966,51.54473201105856,house
-15,-0.2307332523383532,51.54271719328125,house
-15,-0.22019607715117956,51.529156768837375,house
-15,-0.2587586604115019,51.537434751897216,house
-16,-0.3357765168778077,51.556375015785804,house
-16,-0.24277510635983812,51.56134666760423,house
-16,-0.2939534636006898,51.53271509281576,house
-16,-0.2645371427716349,51.57038327077961,house
-16,-0.1903360556605628,51.535200131188844,house
-16,-0.20149772714149472,51.54952974737736,house
-16,-0.32673315604705777,51.565491221923494,house
-16,-0.20537555943427938,51.53074051312189,house
-16,-0.2667917204831026,51.60209520268184,house
-16,-0.30011222656510794,51.552610869062796,house
-16,-0.311587439051114,51.5680463556953,house
-16,-0.2646063853791484,51.57320115921913,house
-16,-0.2932435198252379,51.54067595470525,house
-16,-0.3076279948561377,51.57554903227438,house
-16,-0.28952263444853615,51.57573581424482,house
-16,-0.19876824810329188,51.52624164241026,house
-16,-0.2209659094933987,51.5417399234925,house
-15,-0.3343378118796718,51.55560839264633,house
-15,-0.3068808346173949,51.583348158240604,house
-15,-0.2703042558613111,51.56433214969884,house
-15,-0.2848714233693956,51.57281952443522,house
-15,-0.2686984265932383,51.603557379391596,house
-15,-0.31922414611166844,51.58196952167838,house
-15,-0.30344455203959103,51.589566634799986,house
-15,-0.29523646169770484,51.56371473724598,house
-15,-0.3183731120433442,51.561847373215805,house
-15,-0.23792661117179903,51.53682767280124,house
-15,-0.2320298488362951,51.55242975435168,house
-15,-0.2920446552621008,51.58670357446336,house
-15,-0.23223509371781573,51.54674767483546,house
-15,-0.3044225784309012,51.57308097762538,house
-15,-0.23618900770695556,51.53793623675051,house
-15,-0.2102855299346302,51.553369404022625,house
-15,-0.23147520650841116,51.54394476589582,house
-18,-0.3363932266022091,51.5539493725563,house
-18,-0.31074497300234577,51.54296755692412,house
-18,-0.27241024659911306,51.55311429753545,house
-18,-0.2169342237572395,51.538197433332975,house
-18,-0.31901411296679444,51.58242328172668,house
-18,-0.30587344649477277,51.57749716287295,house
-18,-0.32822262602053237,51.555792044516494,house
-18,-0.29248921201819866,51.59425271498129,house
-18,-0.2837789844012749,51.568647592500376,house
-18,-0.2831608810387774,51.5783852878434,house
-18,-0.30322542208862013,51.574210396571566,house
-18,-0.2685714634561543,51.56391248299646,house
-18,-0.3229686383749327,51.56552970073899,house
-18,-0.21211502184276632,51.54913920110933,house
-18,-0.29276121613364314,51.59223771289295,house
-18,-0.26990544126836397,51.56327812266143,house
-18,-0.2896454430629888,51.572400307203814,house
-14,-0.3349160493346427,51.55748314226076,house
-14,-0.2947703209518978,51.59269385118925,house
-14,-0.25782451496845926,51.5653729655452,house
-14,-0.2607869980173075,51.56136862468369,house
-14,-0.2555672781814942,51.565307375890335,house
-14,-0.2704484551126486,51.56859342699779,house
-14,-0.24668556846471218,51.58162194998647,house
-14,-0.23686363175261319,51.54517276848305,house
-14,-0.2933466831209894,51.55133012696952,house
-14,-0.20857473507467753,51.54680307246878,house
-14,-0.2870171695458106,51.53760954927531,house
-14,-0.19877116136337752,51.52833970921568,house
-14,-0.27317023798644313,51.564240894309,house
-14,-0.29926866817111775,51.58253534008597,house
-14,-0.21510534264461487,51.53123882445266,house
-14,-0.3105178153887269,51.57504643346539,house
-14,-0.19742908168768458,51.52934799966089,house
-12,-0.32705493253419593,51.580460370199724,house
-12,-0.30477181036188183,51.54220714902659,house
-12,-0.3281763233101583,51.56240334341276,house
-12,-0.21827941112057153,51.53639670976199,house
-12,-0.3065550625110222,51.5348458747723,house
-12,-0.2309929198606619,51.53150108897564,house
-12,-0.25956831332171376,51.574022566628415,house
-12,-0.212546085373129,51.55239232362613,house
-12,-0.27215731673946875,51.59459319268955,house
-12,-0.2531403214719955,51.58346223673576,house
