sep=;
2014-02-11;117
2014-02-19;117
2014-02-23;68
2014-04-09;68
2014-07-09;68
2014-07-24;68
2014-08-06;68
2014-08-13;164
2014-08-27;164
2014-09-11;164
2014-09-25;164
2015-07-05;164
2015-07-23;164
2016-03-14;41157
2016-03-31;41157
2016-04-15;41170
2016-04-28;41774
2016-05-12;43684
2016-05-26;46142
2016-06-15;46178
2016-07-31;54427
2016-08-15;54465
2016-08-31;54465
2016-11-15;55957
