Day,Haut-Uele sim,Haut-Uele data,Haut-Uele error,Ituri sim,Ituri data,Ituri error,Meri sim,Meri data,Meri error,Kakuma sim,Kakuma data,Kakuma error,Alwaral sim,Alwaral data,Alwaral error,East_Darfur sim,East_Darfur data,East_Darfur error,Khartoum sim,Khartoum data,Khartoum error,South_Darfur sim,South_Darfur data,South_Darfur error,West_Kordofan sim,West_Kordofan data,West_Kordofan error,White_Nile sim,White_Nile data,White_Nile error,Adjumani sim,Adjumani data,Adjumani error,Rhino sim,Rhino data,Rhino error,Kiryandongo sim,Kiryandongo data,Kiryandongo error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
147,475,126,2.7698412698412698,26,209,0.8755980861244019,430,70,5.142857142857143,726,873,0.16838487972508587,2,72,0.9722222222222222,76,194,0.6082474226804124,3,357,0.9915966386554622,83,55,0.509090909090909,35,242,0.8553719008264463,11,193,0.9430051813471503,2142,1888,0.13453389830508478,250,615,0.5934959349593496,143,503,0.7157057654075547,0.5516027422642209,5397,4652,5397,4402,0
148,475,126,2.7698412698412698,26,214,0.8785046728971962,431,70,5.1571428571428575,728,873,0.16609392898052688,2,72,0.9722222222222222,76,195,0.6102564102564103,3,357,0.9915966386554622,82,55,0.49090909090909096,36,242,0.8512396694214877,11,193,0.9430051813471503,2145,1891,0.1343204653622423,250,617,0.5948136142625609,144,503,0.7137176938369781,0.5512204142011834,5408,4661,5408,4409,0
149,478,126,2.7936507936507935,26,218,0.8807339449541285,432,71,5.084507042253521,730,874,0.1647597254004577,2,73,0.9726027397260274,76,196,0.6122448979591837,3,357,0.9915966386554622,82,55,0.49090909090909096,36,242,0.8512396694214877,11,193,0.9430051813471503,2147,1894,0.1335797254487856,250,620,0.5967741935483871,144,503,0.7137176938369781,0.551641460715603,5422,4665,5422,4417,0
150,480,126,2.8095238095238093,26,222,0.8828828828828829,432,71,5.084507042253521,733,874,0.16132723112128144,2,73,0.9726027397260274,77,198,0.6111111111111112,3,357,0.9915966386554622,82,55,0.49090909090909096,36,242,0.8512396694214877,11,193,0.9430051813471503,2151,1896,0.134493670886076,251,622,0.5964630225080385,144,503,0.7137176938369781,0.5519145802650958,5432,4671,5432,4428,0
151,481,127,2.7874015748031495,26,227,0.8854625550660793,432,72,5.0,733,874,0.16132723112128144,2,73,0.9726027397260274,78,199,0.6080402010050252,3,357,0.9915966386554622,82,55,0.49090909090909096,36,242,0.8512396694214877,11,193,0.9430051813471503,2154,1899,0.13428120063191162,252,625,0.5968,146,503,0.7097415506958251,0.5512302607418289,5446,4674,5446,4436,0
152,481,127,2.7874015748031495,26,231,0.8874458874458875,433,72,5.013888888888889,733,874,0.16132723112128144,2,74,0.972972972972973,78,200,0.61,3,357,0.9915966386554622,82,55,0.49090909090909096,37,243,0.8477366255144033,11,193,0.9430051813471503,2158,1902,0.13459516298633023,252,628,0.5987261146496815,146,503,0.7097415506958251,0.5519325883861513,5459,4681,5459,4442,0
153,481,127,2.7874015748031495,26,232,0.8879310344827587,434,73,4.945205479452055,733,874,0.16132723112128144,2,74,0.972972972972973,78,202,0.6138613861386139,3,357,0.9915966386554622,84,55,0.5272727272727273,37,243,0.8477366255144033,12,193,0.9378238341968912,2160,1904,0.134453781512605,252,630,0.6,146,503,0.7097415506958251,0.5522224254618621,5467,4689,5467,4448,0
154,481,127,2.7874015748031495,26,234,0.8888888888888888,435,73,4.958904109589041,733,875,0.16228571428571426,2,74,0.972972972972973,78,203,0.6157635467980296,3,357,0.9915966386554622,84,55,0.5272727272727273,37,243,0.8477366255144033,12,193,0.9378238341968912,2164,1907,0.13476664918720505,252,633,0.6018957345971564,147,503,0.7077534791252484,0.5526748219828373,5477,4692,5477,4454,0
155,482,127,2.795275590551181,26,235,0.8893617021276596,435,74,4.878378378378378,733,875,0.16228571428571426,2,75,0.9733333333333334,78,204,0.6176470588235294,3,357,0.9915966386554622,84,55,0.5272727272727273,37,243,0.8477366255144033,12,193,0.9378238341968912,2166,1910,0.13403141361256554,252,635,0.6031496062992125,146,503,0.7097415506958251,0.5526795479402115,5486,4697,5486,4456,0
156,483,127,2.8031496062992125,26,236,0.8898305084745762,435,74,4.878378378378378,735,875,0.16000000000000003,2,75,0.9733333333333334,80,206,0.6116504854368932,3,357,0.9915966386554622,83,55,0.509090909090909,38,243,0.8436213991769548,12,193,0.9378238341968912,2169,1912,0.1344142259414225,252,638,0.6050156739811912,147,503,0.7077534791252484,0.5520567892246087,5494,4703,5494,4465,0
157,484,127,2.811023622047244,26,238,0.8907563025210083,434,75,4.786666666666667,737,875,0.1577142857142857,2,76,0.9736842105263158,80,207,0.6135265700483092,4,357,0.988795518207283,83,56,0.4821428571428572,39,243,0.8395061728395061,12,193,0.9378238341968912,2173,1915,0.13472584856396863,253,640,0.6046875,147,503,0.7077534791252484,0.5509536784741145,5505,4710,5505,4474,0
158,485,127,2.8188976377952755,26,239,0.891213389121339,436,75,4.8133333333333335,739,876,0.15639269406392697,2,76,0.9736842105263158,81,208,0.6105769230769231,4,357,0.988795518207283,84,56,0.5,39,244,0.8401639344262295,12,193,0.9378238341968912,2174,1918,0.13347236704900944,254,643,0.6049766718506999,149,503,0.7037773359840954,0.5504986400725295,5515,4710,5515,4485,0
159,484,127,2.811023622047244,26,240,0.8916666666666666,437,76,4.75,741,876,0.15410958904109584,2,76,0.9736842105263158,81,210,0.6142857142857143,4,357,0.988795518207283,84,56,0.5,40,244,0.8360655737704918,12,193,0.9378238341968912,2179,1921,0.1343050494534097,254,646,0.6068111455108359,149,503,0.7037773359840954,0.5502262443438914,5525,4717,5525,4493,0
160,485,127,2.8188976377952755,26,242,0.8925619834710744,438,76,4.7631578947368425,742,876,0.15296803652968038,2,77,0.974025974025974,82,211,0.6113744075829384,4,357,0.988795518207283,85,56,0.5178571428571428,40,244,0.8360655737704918,12,193,0.9378238341968912,2187,1923,0.13728549141965685,254,648,0.6080246913580247,149,503,0.7037773359840954,0.5517802277245617,5533,4720,5533,4506,0
161,484,127,2.811023622047244,26,243,0.8930041152263375,439,76,4.776315789473684,741,876,0.15410958904109584,2,77,0.974025974025974,83,212,0.6084905660377358,4,357,0.988795518207283,85,56,0.5178571428571428,40,244,0.8360655737704918,12,193,0.9378238341968912,2188,1926,0.13603322949117347,255,651,0.6082949308755761,149,503,0.7037773359840954,0.5513445226493413,5541,4724,5541,4508,0
162,484,127,2.811023622047244,26,244,0.8934426229508197,440,77,4.714285714285714,743,877,0.1527936145952109,2,77,0.974025974025974,83,214,0.6121495327102804,4,357,0.988795518207283,85,56,0.5178571428571428,40,244,0.8360655737704918,12,193,0.9378238341968912,2189,1929,0.13478486262312073,255,653,0.6094946401225114,149,503,0.7037773359840954,0.5507115834984687,5551,4728,5551,4512,0
163,484,127,2.811023622047244,26,246,0.8943089430894309,441,77,4.7272727272727275,744,877,0.1516533637400228,2,78,0.9743589743589743,83,215,0.613953488372093,4,357,0.988795518207283,85,56,0.5178571428571428,40,245,0.8367346938775511,12,193,0.9378238341968912,2189,1931,0.1336095287415846,256,656,0.6097560975609756,149,503,0.7037773359840954,0.5506203920158245,5561,4736,5561,4515,0
164,484,127,2.811023622047244,26,247,0.8947368421052632,444,78,4.6923076923076925,745,877,0.1505131128848347,2,78,0.9743589743589743,84,216,0.6111111111111112,4,357,0.988795518207283,85,56,0.5178571428571428,40,245,0.8367346938775511,13,193,0.9326424870466321,2189,1934,0.13185108583247152,258,658,0.60790273556231,149,503,0.7037773359840954,0.549470281917759,5569,4741,5569,4523,0
165,484,127,2.811023622047244,26,248,0.8951612903225806,445,78,4.705128205128205,744,877,0.1516533637400228,2,78,0.9743589743589743,86,218,0.6055045871559632,4,357,0.988795518207283,85,56,0.5178571428571428,40,245,0.8367346938775511,13,193,0.9326424870466321,2191,1937,0.13113061435209095,259,661,0.6081694402420574,149,503,0.7037773359840954,0.54930082466834,5578,4742,5578,4528,0
166,484,127,2.811023622047244,26,250,0.896,446,79,4.6455696202531644,745,878,0.15148063781321186,2,79,0.9746835443037974,86,219,0.6073059360730594,4,357,0.988795518207283,85,56,0.5178571428571428,40,245,0.8367346938775511,13,193,0.9326424870466321,2195,1939,0.13202681794739557,259,664,0.6099397590361446,149,503,0.7037773359840954,0.549830023259975,5589,4747,5589,4534,0
167,484,127,2.811023622047244,26,251,0.896414342629482,447,79,4.658227848101266,748,878,0.14806378132118447,2,79,0.9746835443037974,86,220,0.6090909090909091,4,357,0.988795518207283,86,56,0.5357142857142858,41,245,0.8326530612244898,13,193,0.9326424870466321,2196,1942,0.13079299691040158,259,666,0.6111111111111112,149,503,0.7037773359840954,0.5491422444603288,5596,4756,5596,4541,0
168,483,127,2.8031496062992125,26,252,0.8968253968253969,448,80,4.6,749,878,0.14692482915717542,2,79,0.9746835443037974,86,221,0.6108597285067874,4,357,0.988795518207283,87,56,0.5535714285714286,41,246,0.8333333333333334,13,193,0.9326424870466321,2195,1945,0.1285347043701799,260,669,0.6113602391629298,149,503,0.7037773359840954,0.5481626828398145,5606,4763,5606,4543,0
169,484,127,2.811023622047244,26,254,0.8976377952755905,450,80,4.625,750,878,0.14578587699316625,2,80,0.975,86,223,0.6143497757847534,4,357,0.988795518207283,87,56,0.5535714285714286,41,246,0.8333333333333334,13,193,0.9326424870466321,2195,1947,0.12737544940934775,262,671,0.6095380029806259,149,503,0.7037773359840954,0.5481745325022261,5615,4764,5615,4549,0
170,486,127,2.826771653543307,26,255,0.8980392156862745,451,81,4.567901234567901,750,879,0.14675767918088733,2,80,0.975,86,224,0.6160714285714286,4,357,0.988795518207283,87,56,0.5535714285714286,41,246,0.8333333333333334,13,193,0.9326424870466321,2199,1950,0.12769230769230777,262,674,0.6112759643916914,150,503,0.7017892644135189,0.5486222222222222,5625,4768,5625,4557,0
171,486,127,2.826771653543307,26,256,0.8984375,451,81,4.567901234567901,753,879,0.14334470989761094,2,80,0.975,86,225,0.6177777777777778,4,357,0.988795518207283,87,56,0.5535714285714286,41,246,0.8333333333333334,13,193,0.9326424870466321,2198,1953,0.1254480286738351,263,676,0.6109467455621302,151,503,0.6998011928429424,0.5470525568181818,5632,4775,5632,4561,0
172,487,127,2.8346456692913384,26,258,0.8992248062015504,451,82,4.5,754,879,0.14220705346985207,2,81,0.9753086419753086,87,227,0.6167400881057269,4,357,0.988795518207283,87,56,0.5535714285714286,43,246,0.8252032520325203,13,193,0.9326424870466321,2201,1955,0.1258312020460357,263,679,0.6126656848306333,152,503,0.6978131212723658,0.5466950203792309,5643,4780,5643,4570,0
173,489,127,2.8503937007874014,26,259,0.8996138996138996,452,82,4.512195121951219,756,879,0.13993174061433444,2,81,0.9753086419753086,88,228,0.6140350877192983,4,357,0.988795518207283,87,56,0.5535714285714286,43,247,0.8259109311740891,13,193,0.9326424870466321,2202,1958,0.12461695607763024,263,682,0.6143695014662757,152,503,0.6978131212723658,0.5465322009907997,5652,4785,5652,4577,0
174,490,127,2.858267716535433,26,260,0.9,453,83,4.457831325301205,759,879,0.13651877133105805,2,81,0.9753086419753086,88,229,0.6157205240174672,4,357,0.988795518207283,89,56,0.5892857142857142,43,247,0.8259109311740891,13,193,0.9326424870466321,2205,1961,0.1244263131055583,263,684,0.6154970760233918,152,503,0.6978131212723658,0.5464664310954064,5660,4793,5660,4587,0
175,492,127,2.874015748031496,26,262,0.9007633587786259,454,83,4.469879518072289,760,880,0.13636363636363635,2,82,0.975609756097561,88,231,0.6190476190476191,4,357,0.988795518207283,89,56,0.5892857142857142,43,247,0.8259109311740891,13,193,0.9326424870466321,2206,1963,0.12379011716760058,263,687,0.6171761280931587,152,503,0.6978131212723658,0.5471698113207547,5671,4804,5671,4592,0
176,491,127,2.8661417322834644,26,263,0.9011406844106464,455,84,4.416666666666667,761,880,0.13522727272727275,2,82,0.975609756097561,88,232,0.6206896551724138,4,357,0.988795518207283,89,56,0.5892857142857142,43,247,0.8259109311740891,13,193,0.9326424870466321,2210,1966,0.12410986775178023,263,689,0.6182873730043541,153,503,0.6958250497017893,0.5467511885895404,5679,4806,5679,4598,0
177,491,127,2.8661417322834644,26,264,0.9015151515151515,455,84,4.416666666666667,761,880,0.13522727272727275,2,82,0.975609756097561,87,233,0.6266094420600858,4,357,0.988795518207283,90,56,0.6071428571428572,43,247,0.8259109311740891,13,193,0.9326424870466321,2212,1969,0.12341289994921278,263,692,0.619942196531792,153,503,0.6958250497017893,0.5470371021628275,5687,4808,5687,4600,0
178,494,127,2.8897637795275593,26,266,0.9022556390977443,455,85,4.352941176470588,760,880,0.13636363636363635,2,83,0.9759036144578314,89,235,0.6212765957446809,4,357,0.988795518207283,91,56,0.625,43,248,0.8266129032258065,13,193,0.9326424870466321,2216,1971,0.12430238457635712,263,694,0.6210374639769453,153,503,0.6958250497017893,0.5480870480870481,5698,4812,5698,4609,0
179,495,127,2.8976377952755907,26,267,0.9026217228464419,456,85,4.364705882352941,761,881,0.1362088535754824,2,83,0.9759036144578314,90,236,0.6186440677966102,4,357,0.988795518207283,91,56,0.625,43,248,0.8266129032258065,13,193,0.9326424870466321,2218,1974,0.1236068895643363,264,697,0.6212338593974175,153,503,0.6958250497017893,0.5479236025933064,5707,4813,5707,4616,0
180,495,127,2.8976377952755907,26,268,0.9029850746268657,459,86,4.337209302325581,761,881,0.1362088535754824,2,83,0.9759036144578314,91,237,0.6160337552742616,4,357,0.988795518207283,91,56,0.625,43,248,0.8266129032258065,13,193,0.9326424870466321,2225,1977,0.12544258978249867,264,700,0.6228571428571428,153,503,0.6958250497017893,0.5488103568929321,5716,4821,5716,4627,0
181,493,127,2.8818897637795278,26,270,0.9037037037037037,460,86,4.348837209302325,765,881,0.13166855845629966,2,84,0.9761904761904762,91,239,0.6192468619246863,4,357,0.988795518207283,91,56,0.625,43,248,0.8266129032258065,13,193,0.9326424870466321,2226,1980,0.12424242424242427,264,702,0.6239316239316239,154,503,0.6938369781312127,0.5476772616136919,5726,4828,5726,4632,0
182,493,128,2.8515625,26,271,0.9040590405904059,459,87,4.275862068965517,768,881,0.12826333711691262,2,84,0.9761904761904762,92,240,0.6166666666666667,4,357,0.988795518207283,91,56,0.625,42,249,0.8313253012048193,13,193,0.9326424870466321,2229,1982,0.12462159434914222,265,705,0.624113475177305,154,504,0.6944444444444444,0.546801464179885,5737,4832,5737,4638,0
183,493,128,2.8515625,26,271,0.9040590405904059,458,88,4.204545454545454,768,882,0.12925170068027214,2,84,0.9761904761904762,92,241,0.6182572614107884,4,357,0.988795518207283,91,56,0.625,42,249,0.8313253012048193,14,193,0.927461139896373,2228,1985,0.12241813602015106,267,707,0.6223479490806223,155,504,0.6924603174603174,0.5449956483899042,5745,4833,5745,4640,0
184,495,128,2.8671875,26,271,0.9040590405904059,457,89,4.134831460674158,769,882,0.1281179138321995,2,85,0.9764705882352941,92,243,0.6213991769547325,4,357,0.988795518207283,91,56,0.625,44,249,0.8232931726907631,14,193,0.927461139896373,2231,1988,0.1222334004024146,268,710,0.6225352112676057,154,504,0.6944444444444444,0.5445699391833189,5755,4837,5755,4647,0
185,497,128,2.8828125,26,271,0.9040590405904059,457,90,4.0777777777777775,770,882,0.12698412698412698,2,85,0.9764705882352941,92,244,0.6229508196721312,4,357,0.988795518207283,91,56,0.625,44,249,0.8232931726907631,14,193,0.927461139896373,2231,1990,0.12110552763819094,268,712,0.6235955056179776,154,504,0.6944444444444444,0.5441763582711335,5761,4845,5761,4650,0
186,497,128,2.8828125,27,271,0.9003690036900369,458,91,4.032967032967033,770,882,0.12698412698412698,2,85,0.9764705882352941,93,245,0.6204081632653061,4,357,0.988795518207283,91,56,0.625,44,249,0.8232931726907631,14,193,0.927461139896373,2233,1993,0.12042147516307078,269,715,0.6237762237762238,154,504,0.6944444444444444,0.5434217368694748,5769,4849,5769,4656,0
187,497,128,2.8828125,27,271,0.9003690036900369,458,92,3.9782608695652177,770,883,0.12797281993204979,2,86,0.9767441860465116,95,247,0.6153846153846154,4,357,0.988795518207283,92,56,0.6428571428571428,44,250,0.8240000000000001,14,193,0.927461139896373,2238,1996,0.12124248496993983,269,717,0.6248256624825663,154,504,0.6944444444444444,0.543598615916955,5780,4858,5780,4664,0
188,498,128,2.890625,27,271,0.9003690036900369,458,94,3.872340425531915,771,883,0.1268403171007928,2,86,0.9767441860465116,95,248,0.6169354838709677,4,357,0.988795518207283,92,56,0.6428571428571428,44,250,0.8240000000000001,14,193,0.927461139896373,2237,1998,0.11961961961961953,271,720,0.6236111111111111,154,504,0.6944444444444444,0.5423289564616448,5788,4860,5788,4667,0
189,498,128,2.890625,27,271,0.9003690036900369,459,95,3.8315789473684214,771,883,0.1268403171007928,2,86,0.9767441860465116,95,249,0.6184738955823292,4,357,0.988795518207283,92,56,0.6428571428571428,44,250,0.8240000000000001,14,193,0.927461139896373,2243,2001,0.12093953023488258,271,723,0.6251728907330567,154,504,0.6944444444444444,0.5427881297446515,5796,4861,5796,4674,0
190,499,128,2.8984375,27,271,0.9003690036900369,459,96,3.78125,774,883,0.1234428086070215,2,87,0.9770114942528736,96,251,0.6175298804780877,4,357,0.988795518207283,91,56,0.625,44,250,0.8240000000000001,14,193,0.927461139896373,2244,2004,0.11976047904191622,271,725,0.6262068965517241,154,504,0.6944444444444444,0.5416020671834625,5805,4863,5805,4679,0
191,500,128,2.90625,27,271,0.9003690036900369,461,97,3.752577319587629,776,883,0.1211778029445073,2,87,0.9770114942528736,96,252,0.6190476190476191,4,357,0.988795518207283,92,56,0.6428571428571428,44,250,0.8240000000000001,14,193,0.927461139896373,2245,2006,0.1191425722831505,271,728,0.6277472527472527,155,504,0.6924603174603174,0.541465932553338,5812,4872,5812,4687,0
192,501,128,2.9140625,27,271,0.9003690036900369,462,98,3.7142857142857144,776,884,0.12217194570135748,2,88,0.9772727272727273,96,253,0.6205533596837944,4,357,0.988795518207283,92,56,0.6428571428571428,43,251,0.8286852589641435,14,193,0.927461139896373,2246,2009,0.11796913887506233,270,730,0.6301369863013699,156,504,0.6904761904761905,0.5415664720027482,5822,4873,5822,4689,0
193,501,128,2.9140625,27,271,0.9003690036900369,462,100,3.62,779,884,0.11877828054298645,2,88,0.9772727272727273,98,255,0.615686274509804,4,357,0.988795518207283,92,56,0.6428571428571428,43,251,0.8286852589641435,14,193,0.927461139896373,2247,2012,0.11679920477137173,270,733,0.6316507503410641,156,504,0.6904761904761905,0.5399519890260631,5832,4879,5832,4695,0
194,502,128,2.921875,27,271,0.9003690036900369,464,101,3.5940594059405937,779,884,0.11877828054298645,2,88,0.9772727272727273,99,256,0.61328125,4,357,0.988795518207283,92,56,0.6428571428571428,43,251,0.8286852589641435,14,193,0.927461139896373,2252,2014,0.1181727904667329,270,735,0.6326530612244898,156,504,0.6904761904761905,0.5405960945529291,5838,4884,5838,4704,0
195,502,128,2.921875,27,271,0.9003690036900369,464,102,3.549019607843137,781,884,0.11651583710407243,2,89,0.9775280898876404,99,257,0.6147859922178989,4,357,0.988795518207283,92,56,0.6428571428571428,43,251,0.8286852589641435,14,193,0.927461139896373,2252,2017,0.11650966782350025,270,738,0.6341463414634146,156,504,0.6904761904761905,0.5395929536514452,5847,4886,5847,4706,0
196,502,128,2.921875,27,271,0.9003690036900369,464,103,3.5048543689320386,785,885,0.11299435028248583,2,89,0.9775280898876404,99,258,0.6162790697674418,4,357,0.988795518207283,91,56,0.625,45,251,0.8207171314741035,14,193,0.927461139896373,2254,2020,0.11584158415841594,271,741,0.6342780026990553,156,504,0.6904761904761905,0.5379098360655737,5856,4890,5856,4714,0
197,502,128,2.921875,27,271,0.9003690036900369,466,104,3.480769230769231,788,885,0.10960451977401131,2,89,0.9775280898876404,100,260,0.6153846153846154,4,357,0.988795518207283,90,56,0.6071428571428572,45,252,0.8214285714285714,14,193,0.927461139896373,2255,2022,0.1152324431256182,270,743,0.6366083445491252,157,504,0.6884920634920635,0.5371759890859482,5864,4891,5864,4720,0
198,503,128,2.9296875,27,271,0.9003690036900369,467,106,3.4056603773584904,788,885,0.10960451977401131,2,90,0.9777777777777777,100,261,0.6168582375478927,4,357,0.988795518207283,90,56,0.6071428571428572,45,252,0.8214285714285714,15,193,0.9222797927461139,2258,2025,0.11506172839506168,271,746,0.6367292225201072,157,504,0.6884920634920635,0.5367722165474974,5874,4897,5874,4727,0
199,503,128,2.9296875,27,271,0.9003690036900369,468,107,3.3738317757009346,789,885,0.1084745762711864,2,90,0.9777777777777777,101,262,0.6145038167938932,4,357,0.988795518207283,90,56,0.6071428571428572,45,252,0.8214285714285714,16,193,0.917098445595855,2260,2028,0.1143984220907297,270,748,0.6390374331550802,157,504,0.6884920634920635,0.5361333106614521,5881,4898,5881,4732,0
200,503,128,2.9296875,27,271,0.9003690036900369,469,108,3.3425925925925926,790,886,0.10835214446952601,2,90,0.9777777777777777,102,264,0.6136363636363636,4,357,0.988795518207283,90,56,0.6071428571428572,45,252,0.8214285714285714,16,193,0.917098445595855,2262,2030,0.11428571428571432,271,751,0.6391478029294274,157,504,0.6884920634920635,0.5358234295415959,5890,4904,5890,4738,0
201,503,128,2.9296875,27,271,0.9003690036900369,469,109,3.3027522935779814,793,886,0.10496613995485327,2,91,0.978021978021978,102,265,0.6150943396226415,4,357,0.988795518207283,90,56,0.6071428571428572,45,252,0.8214285714285714,16,193,0.917098445595855,2265,2033,0.1141170683718642,274,753,0.6361221779548473,157,504,0.6884920634920635,0.534587995930824,5898,4910,5898,4747,0
202,504,128,2.9375,27,271,0.9003690036900369,468,110,3.254545454545455,794,886,0.10383747178329572,2,91,0.978021978021978,103,266,0.612781954887218,4,357,0.988795518207283,89,56,0.5892857142857142,45,253,0.8221343873517787,16,193,0.917098445595855,2268,2036,0.11394891944990171,275,756,0.6362433862433863,157,504,0.6884920634920635,0.5337734890807516,5907,4911,5907,4752,0
203,505,128,2.9453125,27,271,0.9003690036900369,469,112,3.1875,795,886,0.10270880361173818,2,91,0.978021978021978,103,268,0.6156716417910448,4,357,0.988795518207283,89,56,0.5892857142857142,44,253,0.8260869565217391,16,193,0.917098445595855,2269,2038,0.11334641805691859,277,759,0.6350461133069829,156,504,0.6904761904761905,0.5334685598377282,5916,4915,5916,4756,0
204,505,128,2.9453125,27,271,0.9003690036900369,471,113,3.168141592920354,794,887,0.10484780157835405,2,92,0.9782608695652174,103,269,0.6171003717472119,4,357,0.988795518207283,90,56,0.6071428571428572,44,253,0.8260869565217391,16,193,0.917098445595855,2270,2041,0.11219990200881913,277,761,0.636005256241787,156,504,0.6904761904761905,0.5336708860759494,5925,4920,5925,4759,0
205,505,128,2.9453125,27,271,0.9003690036900369,472,114,3.140350877192983,794,887,0.10484780157835405,2,92,0.9782608695652174,104,270,0.6148148148148148,4,357,0.988795518207283,90,56,0.6071428571428572,44,253,0.8260869565217391,18,193,0.9067357512953368,2270,2044,0.11056751467710368,277,764,0.6374345549738221,156,504,0.6904761904761905,0.5326141918085285,5933,4923,5933,4763,0
206,506,128,2.953125,28,271,0.8966789667896679,472,115,3.104347826086957,796,887,0.10259301014656141,2,92,0.9782608695652174,105,272,0.6139705882352942,4,357,0.988795518207283,90,56,0.6071428571428572,44,253,0.8260869565217391,18,193,0.9067357512953368,2273,2047,0.11040547142159252,277,766,0.6383812010443864,157,504,0.6884920634920635,0.5317286652078774,5941,4931,5941,4772,0
207,507,128,2.9609375,28,271,0.8966789667896679,472,116,3.068965517241379,798,887,0.10033821871476889,2,93,0.978494623655914,105,273,0.6153846153846154,4,357,0.988795518207283,90,56,0.6071428571428572,45,254,0.8228346456692913,18,193,0.9067357512953368,2273,2049,0.10932162030258663,278,769,0.6384915474642392,158,504,0.6865079365079365,0.5307563025210084,5950,4933,5950,4778,0
208,508,128,2.96875,28,271,0.8966789667896679,471,118,2.9915254237288136,800,887,0.09808342728297637,2,93,0.978494623655914,106,274,0.6131386861313868,4,357,0.988795518207283,91,56,0.625,45,254,0.8228346456692913,18,193,0.9067357512953368,2273,2052,0.10769980506822607,281,771,0.6355382619974059,158,504,0.6865079365079365,0.5288687479019806,5958,4938,5958,4785,0
209,509,128,2.9765625,28,271,0.8966789667896679,471,119,2.957983193277311,800,888,0.09909909909909909,2,93,0.978494623655914,106,276,0.6159420289855073,4,357,0.988795518207283,91,56,0.625,45,254,0.8228346456692913,18,193,0.9067357512953368,2277,2055,0.10802919708029202,281,774,0.6369509043927648,158,504,0.6865079365079365,0.5291554959785523,5968,4942,5968,4790,0
210,508,128,2.96875,28,271,0.8966789667896679,473,120,2.941666666666667,800,888,0.09909909909909909,2,94,0.9787234042553191,106,277,0.6173285198555957,4,357,0.988795518207283,91,56,0.625,45,254,0.8228346456692913,18,193,0.9067357512953368,2275,2057,0.10597958191541079,281,777,0.6383526383526383,158,504,0.6865079365079365,0.5286144578313253,5976,4946,5976,4789,0
211,508,128,2.96875,28,271,0.8966789667896679,474,121,2.9173553719008263,800,888,0.09909909909909909,3,94,0.9680851063829787,106,278,0.618705035971223,4,357,0.988795518207283,90,56,0.6071428571428572,45,254,0.8228346456692913,17,193,0.9119170984455959,2277,2060,0.10533980582524283,281,779,0.6392811296534018,158,504,0.6865079365079365,0.5281631288651178,5983,4949,5983,4791,0
212,508,128,2.96875,28,271,0.8966789667896679,475,122,2.8934426229508197,800,888,0.09909909909909909,3,94,0.9680851063829787,106,280,0.6214285714285714,4,357,0.988795518207283,90,56,0.6071428571428572,46,255,0.8196078431372549,17,193,0.9119170984455959,2273,2063,0.1017935046049443,285,782,0.6355498721227621,158,504,0.6865079365079365,0.5262806607708994,5993,4954,5993,4793,0
213,509,128,2.9765625,28,271,0.8966789667896679,477,124,2.846774193548387,801,889,0.0989876265466817,3,95,0.968421052631579,106,281,0.6227758007117438,4,357,0.988795518207283,90,57,0.5789473684210527,46,255,0.8196078431372549,17,193,0.9119170984455959,2273,2065,0.10072639225181601,285,784,0.6364795918367347,158,504,0.6865079365079365,0.5257371314342829,6003,4961,6003,4797,0
214,510,128,2.984375,28,271,0.8966789667896679,478,124,2.8548387096774195,804,889,0.0956130483689539,3,95,0.968421052631579,107,282,0.6205673758865249,4,357,0.988795518207283,90,57,0.5789473684210527,47,255,0.8156862745098039,17,193,0.9119170984455959,2273,2068,0.09912959381044484,284,787,0.639135959339263,159,504,0.6845238095238095,0.5247920133111481,6010,4966,6010,4804,0
215,511,128,2.9921875,28,271,0.8966789667896679,480,124,2.870967741935484,803,889,0.0967379077615298,3,96,0.96875,107,284,0.6232394366197183,4,357,0.988795518207283,91,57,0.5964912280701755,47,256,0.81640625,17,193,0.9119170984455959,2274,2071,0.09802028005794305,286,789,0.6375158428390367,159,504,0.6845238095238095,0.5251702940687822,6019,4968,6019,4810,0
216,510,128,2.984375,28,271,0.8966789667896679,480,125,2.84,804,889,0.0956130483689539,3,97,0.9690721649484536,108,285,0.6210526315789473,4,357,0.988795518207283,91,57,0.5964912280701755,47,256,0.81640625,18,193,0.9067357512953368,2276,2073,0.09792571152918472,285,792,0.6401515151515151,159,504,0.6845238095238095,0.5246391239422599,6027,4973,6027,4813,0
217,509,128,2.9765625,28,271,0.8966789667896679,480,125,2.84,804,890,0.09662921348314601,3,97,0.9690721649484536,108,286,0.6223776223776224,4,357,0.988795518207283,91,57,0.5964912280701755,47,257,0.8171206225680934,18,193,0.9067357512953368,2279,2076,0.0977842003853564,284,795,0.6427672955974844,161,504,0.6805555555555556,0.524519549370444,6036,4979,6036,4816,0
218,509,128,2.9765625,28,271,0.8966789667896679,481,125,2.848,807,890,0.09325842696629216,3,98,0.9693877551020408,108,288,0.625,4,357,0.988795518207283,91,57,0.5964912280701755,47,257,0.8171206225680934,18,193,0.9067357512953368,2280,2079,0.0966810966810967,286,797,0.6411543287327478,161,504,0.6805555555555556,0.5236598279285242,6044,4984,6044,4823,0
