day,total_agents
0,806
1,729
2,717
3,719
4,711
5,783
6,780
7,779
8,777
9,771
10,771
11,770
12,770
13,767
14,770
15,764
16,767
17,759
18,761
19,762
20,759
21,754
22,759
23,754
24,759
25,756
26,760
27,760
28,761
29,760
30,761
31,758
32,758
33,760
34,758
35,759
36,755
37,758
38,757
39,756
40,756
41,757
42,757
43,756
44,755
45,755
46,757
47,756
48,754
49,754
50,754
51,752
52,751
53,752
54,752
55,754
56,754
57,753
58,754
59,754
60,753
61,753
62,752
63,752
64,751
65,750
66,751
67,753
68,751
69,751
70,754
71,752
72,753
73,753
74,751
75,753
76,753
77,752
78,754
79,755
80,763
81,766
82,768
83,775
84,769
85,772
86,777
87,777
88,779
89,779
90,779
91,795
92,785
93,789
94,789
95,790
96,790
97,811
98,820
99,827
100,819
101,827
102,830
103,833
104,835
105,838
106,838
107,839
108,839
109,842
110,843
111,843
112,845
113,843
114,843
115,843
116,842
117,843
118,843
119,843
120,843
121,843
122,847
123,846
124,849
125,849
126,851
127,854
128,857
129,858
130,860
131,867
132,870
133,868
134,869
135,870
136,869
137,872
138,879
139,883
140,884
141,887
142,893
143,897
144,901
145,910
146,911
147,914
148,916
149,917
150,918
151,923
152,927
153,963
154,933
155,943
156,944
157,944
158,948
159,949
160,948
161,948
162,948
163,947
164,968
165,972
166,986
167,982
168,988
169,996
170,998
171,999
172,1003
173,1003
174,1007
175,1009
176,1006
177,1010
178,1010
179,1010
180,1012
181,1012
182,1015
183,1016
184,1017
185,1020
186,1021
187,1024
188,1023
189,1025
190,1026
191,1027
192,1027
193,1030
194,1029
195,1028
196,1028
197,1028
198,1028
199,1028
200,1028
201,1028
202,1028
203,1028
204,1027
205,1028
206,1036
207,1041
208,1045
209,1053
210,1055
211,1057
212,1071
213,1079
214,1076
215,1082
216,1087
217,1086
218,1088
219,1089
220,1088
221,1094
222,1093
223,1095
224,1094
225,1095
226,1098
227,1102
228,1104
229,1105
230,1106
231,1107
232,1110
233,1111
234,1110
235,1116
236,1117
237,1116
238,1117
239,1118
240,1121
241,1123
242,1124
243,1127
244,1127
245,1125
246,1125
247,1128
248,1129
249,1128
250,1126
251,1125
252,1128
253,1129
254,1128
255,1129
256,1127
257,1128
258,1130
259,1131
260,1131
261,1132
262,1131
263,1134
264,1133
265,1134
266,1133
267,1134
268,1133
269,1135
270,1133
271,1137
272,1216
273,1153
274,1165
275,1174
276,1173
277,1180
278,1181
279,1182
280,1183
281,1181
282,1184
283,1181
284,1183
285,1181
286,1183
287,1185
288,1184
289,1185
290,1182
291,1185
292,1184
293,1183
294,1182
295,1184
296,1182
297,1184
298,1182
299,1183
300,1184
301,1184
302,1185
303,1197
304,1187
305,1190
306,1192
307,1191
308,1194
309,1194
310,1191
311,1192
312,1195
313,1198
314,1201
315,1200
316,1202
317,1200
318,1202
319,1203
320,1208
321,1210
322,1212
323,1215
324,1220
325,1220
326,1228
327,1230
328,1232
329,1235
330,1242
331,1241
332,1244
333,1251
334,1250
335,1250
336,1255
337,1254
338,1256
339,1259
340,1259
341,1259
342,1260
343,1261
344,1260
345,1264
346,1274
347,1279
348,1280
349,1271
350,1274
351,1276
352,1278
353,1283
354,1285
355,1285
356,1284
357,1285
358,1292
359,1293
360,1294
361,1301
362,1303
363,1306
364,1308
365,1306
366,1309
367,1314
368,1313
369,1309
370,1310
371,1312
372,1312
373,1311
374,1312
375,1315
376,1317
377,1318
378,1319
379,1320
380,1319
381,1320
382,1320
383,1321
384,1318
385,1320
386,1321
387,1321
388,1322
389,1323
390,1328
391,1331
392,1332
393,1336
394,1339
395,1337
396,1339
397,1338
398,1340
399,1338
400,1340
401,1341
402,1341
403,1341
404,1342
405,1343
406,1344
407,1342
408,1345
409,1353
410,1361
411,1364
412,1365
413,1370
414,1384
415,1379
416,1388
417,1395
418,1398
419,1401
420,1403
421,1404
422,1403
423,1403
424,1404
425,1403
