day,total_agents
0,0
1,0
2,15
3,5
4,11
5,7
6,12
7,5
8,11
9,7
10,6
11,5
12,6
13,8
14,6
15,6
16,5
17,8
18,6
19,6
20,6
21,8
22,3
23,6
24,4
25,5
26,3
27,4
28,3
29,3
30,3
31,2
32,2
33,4
34,4
35,3
36,4
37,3
38,4
39,3
40,3
41,2
42,2
43,2
44,2
45,2
46,2
47,2
48,2
49,1
50,2
51,2
52,1
53,2
54,1
55,3
56,1
57,1
58,1
59,1
60,1
61,1
62,1
63,2
64,1
65,1
66,1
67,1
68,1
69,2
70,2
71,3
72,2
73,2
74,1
75,2
76,1
77,1
78,1
79,1
80,1
81,5
82,7
83,6
84,6
85,3
86,2
87,1
88,1
89,1
90,1
91,1
92,6
93,1
94,1
95,1
96,1
97,1
98,11
99,11
100,18
101,9
102,7
103,7
104,6
105,6
106,5
107,4
108,6
109,6
110,3
111,4
112,4
113,4
114,4
115,4
116,3
117,2
118,1
119,1
120,1
121,1
122,1
123,2
124,4
125,3
126,4
127,5
128,6
129,5
130,6
131,5
132,5
133,6
134,4
135,4
136,5
137,4
138,4
139,5
140,6
141,8
142,7
143,4
144,5
145,7
146,9
147,8
148,8
149,9
150,9
151,10
152,10
153,11
154,25
155,9
156,6
157,6
158,4
159,3
160,3
161,3
162,3
163,3
164,3
165,10
166,14
167,12
168,10
169,9
170,6
171,4
172,5
173,5
174,5
175,6
176,4
177,4
178,4
179,4
180,3
181,4
182,3
183,3
184,4
185,3
186,4
187,4
188,4
189,4
190,3
191,5
192,6
193,5
194,5
195,5
196,3
197,3
198,3
199,3
200,3
201,3
202,3
203,3
204,3
205,3
206,3
207,5
208,6
209,10
210,8
211,7
212,6
213,7
214,8
215,7
216,7
217,8
218,6
219,4
220,5
221,5
222,6
223,6
224,6
225,6
226,9
227,6
228,7
229,7
230,7
231,6
232,5
233,5
234,5
235,5
236,6
237,6
238,5
239,5
240,5
241,6
242,5
243,7
244,5
245,7
246,6
247,7
248,7
249,6
250,6
251,6
252,6
253,7
254,7
255,7
256,6
257,6
258,6
259,6
260,5
261,5
262,6
263,6
264,6
265,5
266,6
267,5
268,6
269,7
270,7
271,7
272,7
273,29
274,22
275,26
276,26
277,24
278,23
279,23
280,22
281,21
282,24
283,22
284,22
285,22
286,22
287,21
288,20
289,20
290,19
291,19
292,19
293,18
294,18
295,18
296,18
297,18
298,18
299,18
300,18
301,18
302,18
303,18
304,23
305,23
306,22
307,22
308,21
309,21
310,21
311,21
312,21
313,20
314,20
315,21
316,22
317,23
318,25
319,25
320,28
321,30
322,29
323,28
324,26
325,27
326,26
327,25
328,27
329,29
330,30
331,32
332,32
333,32
334,31
335,31
336,31
337,31
338,31
339,31
340,30
341,30
342,30
343,30
344,29
345,29
346,28
347,29
348,33
349,35
350,38
351,36
352,36
353,35
354,35
355,34
356,35
357,35
358,35
359,36
360,36
361,37
362,36
363,37
364,37
365,42
366,39
367,39
368,40
369,38
370,38
371,37
372,37
373,37
374,36
375,36
376,36
377,36
378,35
379,34
380,35
381,34
382,34
383,34
384,33
385,33
386,33
387,33
388,33
389,33
390,33
391,34
392,34
393,35
394,37
395,37
396,37
397,37
398,36
399,36
400,36
401,36
402,36
403,36
404,36
405,36
406,36
407,36
408,36
409,36
410,36
411,37
412,41
413,44
414,43
415,43
416,42
417,42
418,40
419,40
420,39
421,39
422,39
423,39
424,39
425,39
