day,total_agents
0,0
1,0
2,13
3,5
4,11
5,8
6,11
7,8
8,12
9,10
10,9
11,7
12,8
13,8
14,8
15,7
16,7
17,6
18,4
19,5
20,4
21,4
22,3
23,4
24,1
25,2
26,1
27,2
28,2
29,2
30,3
31,3
32,5
33,4
34,2
35,3
36,1
37,1
38,1
39,1
40,1
41,2
42,3
43,2
44,4
45,2
46,2
47,1
48,1
49,1
50,1
51,1
52,1
53,1
54,1
55,1
56,1
57,1
58,1
59,0
60,1
61,0
62,2
63,0
64,1
65,0
66,1
67,0
68,1
69,0
70,1
71,0
72,1
73,1
74,1
75,2
76,1
77,0
78,0
79,0
80,0
81,4
82,5
83,4
84,5
85,2
86,1
87,1
88,1
89,0
90,0
91,0
92,6
93,1
94,1
95,1
96,0
97,0
98,8
99,10
100,7
101,2
102,2
103,3
104,3
105,5
106,3
107,1
108,2
109,2
110,1
111,2
112,2
113,2
114,1
115,1
116,1
117,0
118,0
119,0
120,1
121,0
122,0
123,1
124,1
125,1
126,0
127,2
128,3
129,2
130,1
131,2
132,1
133,2
134,1
135,2
136,2
137,2
138,3
139,7
140,6
141,8
142,7
143,6
144,6
145,10
146,8
147,9
148,8
149,6
150,5
151,3
152,4
153,3
154,16
155,8
156,8
157,8
158,5
159,5
160,3
161,3
162,2
163,2
164,3
165,9
166,13
167,15
168,10
169,6
170,6
171,7
172,6
173,6
174,6
175,7
176,6
177,5
178,5
179,4
180,2
181,2
182,2
183,3
184,3
185,3
186,2
187,3
188,1
189,2
190,1
191,3
192,2
193,2
194,1
195,2
196,1
197,1
198,1
199,1
200,1
201,1
202,1
203,1
204,1
205,1
206,1
207,3
208,7
209,4
210,6
211,5
212,5
213,6
214,7
215,5
216,4
217,5
218,5
219,4
220,5
221,2
222,1
223,3
224,1
225,3
226,4
227,4
228,4
229,5
230,8
231,8
232,8
233,8
234,8
235,8
236,8
237,8
238,9
239,9
240,8
241,10
242,11
243,10
244,7
245,7
246,9
247,9
248,9
249,7
250,7
251,7
252,8
253,7
254,7
255,7
256,7
257,7
258,7
259,7
260,7
261,7
262,7
263,7
264,7
265,7
266,7
267,7
268,8
269,7
270,8
271,9
272,9
273,33
274,27
275,34
276,32
277,31
278,31
279,30
280,29
281,27
282,31
283,27
284,28
285,27
286,28
287,27
288,27
289,27
290,27
291,28
292,28
293,29
294,28
295,30
296,28
297,29
298,29
299,29
300,29
301,29
302,29
303,29
304,32
305,30
306,31
307,30
308,30
309,29
310,30
311,29
312,30
313,28
314,29
315,30
316,32
317,32
318,34
319,34
320,37
321,35
322,36
323,37
324,39
325,41
326,41
327,42
328,42
329,44
330,45
331,44
332,47
333,43
334,46
335,44
336,45
337,44
338,46
339,44
340,44
341,44
342,42
343,42
344,42
345,42
346,42
347,43
348,47
349,51
350,50
351,51
352,50
353,50
354,50
355,50
356,51
357,51
358,50
359,50
360,53
361,54
362,56
363,55
364,58
365,58
366,56
367,56
368,54
369,54
370,54
371,54
372,54
373,55
374,53
375,53
376,53
377,53
378,52
379,53
380,54
381,54
382,54
383,54
384,54
385,54
386,54
387,54
388,54
389,54
390,54
391,54
392,55
393,54
394,54
395,56
396,55
397,55
398,55
399,55
400,55
401,54
402,54
403,54
404,54
405,54
406,54
407,54
408,54
409,55
410,54
411,58
412,55
413,56
414,60
415,57
416,57
417,58
418,58
419,58
420,58
421,58
422,58
423,58
424,58
425,58
