day,total_agents
0,806
1,713
2,699
3,703
4,695
5,782
6,783
7,781
8,776
9,778
10,776
11,777
12,776
13,784
14,778
15,778
16,776
17,776
18,773
19,776
20,773
21,770
22,771
23,768
24,771
25,769
26,774
27,776
28,774
29,774
30,774
31,777
32,775
33,775
34,773
35,769
36,771
37,772
38,769
39,770
40,770
41,770
42,768
43,770
44,766
45,768
46,768
47,767
48,767
49,770
50,770
51,770
52,769
53,769
54,770
55,769
56,770
57,768
58,767
59,770
60,769
61,771
62,769
63,768
64,768
65,769
66,765
67,769
68,768
69,769
70,767
71,770
72,770
73,770
74,770
75,766
76,768
77,769
78,770
79,771
80,780
81,783
82,787
83,798
84,792
85,791
86,796
87,798
88,799
89,799
90,800
91,815
92,805
93,809
94,811
95,810
96,811
97,833
98,840
99,849
100,842
101,850
102,855
103,857
104,862
105,864
106,861
107,865
108,868
109,868
110,870
111,873
112,873
113,875
114,875
115,876
116,876
117,874
118,876
119,875
120,873
121,872
122,877
123,881
124,883
125,884
126,887
127,893
128,894
129,896
130,899
131,898
132,905
133,905
134,906
135,904
136,906
137,907
138,912
139,913
140,918
141,923
142,926
143,932
144,936
145,942
146,947
147,950
148,949
149,952
150,952
151,954
152,957
153,991
154,961
155,969
156,969
157,968
158,970
159,969
160,968
161,967
162,969
163,969
164,988
165,994
166,1008
167,1002
168,1009
169,1011
170,1014
171,1017
172,1018
173,1016
174,1016
175,1021
176,1019
177,1020
178,1019
179,1022
180,1023
181,1024
182,1024
183,1026
184,1026
185,1027
186,1026
187,1029
188,1030
189,1031
190,1032
191,1035
192,1034
193,1037
194,1035
195,1038
196,1037
197,1038
198,1037
199,1035
200,1036
201,1037
202,1036
203,1036
204,1036
205,1038
206,1046
207,1045
208,1048
209,1054
210,1058
211,1063
212,1068
213,1075
214,1071
215,1074
216,1076
217,1075
218,1080
219,1083
220,1083
221,1082
222,1085
223,1086
224,1087
225,1090
226,1090
227,1089
228,1090
229,1092
230,1092
231,1091
232,1093
233,1093
234,1095
235,1096
236,1098
237,1097
238,1096
239,1098
240,1100
241,1102
242,1103
243,1103
244,1104
245,1101
246,1102
247,1104
248,1103
249,1103
250,1104
251,1104
252,1105
253,1106
254,1105
255,1107
256,1106
257,1108
258,1105
259,1105
260,1106
261,1107
262,1107
263,1107
264,1110
265,1111
266,1109
267,1113
268,1112
269,1114
270,1112
271,1115
272,1194
273,1131
274,1138
275,1144
276,1143
277,1146
278,1146
279,1146
280,1146
281,1147
282,1147
283,1147
284,1147
285,1148
286,1149
287,1151
288,1150
289,1151
290,1151
291,1149
292,1149
293,1149
294,1150
295,1150
296,1150
297,1151
298,1151
299,1150
300,1151
301,1152
302,1153
303,1167
304,1153
305,1155
306,1157
307,1156
308,1158
309,1158
310,1158
311,1159
312,1161
313,1165
314,1167
315,1169
316,1170
317,1172
318,1177
319,1180
320,1183
321,1190
322,1194
323,1192
324,1196
325,1195
326,1198
327,1201
328,1205
329,1208
330,1211
331,1214
332,1216
333,1222
334,1217
335,1220
336,1221
337,1224
338,1221
339,1224
340,1222
341,1222
342,1224
343,1223
344,1223
345,1224
346,1235
347,1238
348,1241
349,1231
350,1239
351,1241
352,1242
353,1244
354,1246
355,1243
356,1244
357,1245
358,1252
359,1255
360,1253
361,1256
362,1258
363,1263
364,1268
365,1264
366,1264
367,1267
368,1269
369,1272
370,1270
371,1272
372,1271
373,1272
374,1275
375,1278
376,1281
377,1280
378,1280
379,1285
380,1281
381,1282
382,1283
383,1283
384,1285
385,1284
386,1284
387,1284
388,1286
389,1287
390,1290
391,1293
392,1294
393,1295
394,1298
395,1296
396,1298
397,1301
398,1304
399,1307
400,1305
401,1306
402,1307
403,1308
404,1307
405,1308
406,1310
407,1308
408,1310
409,1319
410,1324
411,1330
412,1335
413,1344
414,1353
415,1351
416,1357
417,1363
418,1364
419,1367
420,1367
421,1367
422,1367
423,1366
424,1368
425,1365
