osm_id,building,type,Latitude,Longitude
,,0,51.57233448,-0.230028681
,yes,9,51.57244978,-0.231919798
,,0,51.57125034,-0.23203763
,,0,51.57288113,-0.228818438
,,0,51.57460446,-0.234082186
,,0,51.57340916,-0.232033727
,,0,51.57215739,-0.231719873
,,0,51.5734054,-0.231298527
,,0,51.57193191,-0.23239512
,,0,51.57736583,-0.228907826
,,0,51.57429825,-0.225973135
,,0,51.57697893,-0.235927067
,,0,51.5737001,-0.229166946
,,0,51.57610735,-0.235130143
,,0,51.57393969,-0.231884125
,,0,51.57413983,-0.232326136
,,0,51.57446047,-0.226069584
,,0,51.57462614,-0.227143944
,,0,51.57422558,-0.225217753
,,0,51.5734088,-0.228359671
,,0,51.57446076,-0.224816248
,,0,51.57443038,-0.226687808
,,0,51.57468988,-0.22510328
,,0,51.57400076,-0.226154931
,,0,51.57351461,-0.225485739
,,0,51.57369026,-0.224351599
,,0,51.57365823,-0.2242158
,,0,51.57339121,-0.224416237
,,0,51.57362256,-0.22574493
,,0,51.5732984,-0.226040849
,,0,51.5740345,-0.226792301
,,0,51.57388085,-0.225012639
,,0,51.57350063,-0.22732637
,,0,51.57556299,-0.221984478
,,0,51.57531056,-0.22222976
,,0,51.57376397,-0.222878527
,yes,9,51.57556545,-0.22070185
,,0,51.57377182,-0.223826587
,,0,51.57377188,-0.224072056
,,0,51.57443809,-0.223084098
,yes,9,51.57529575,-0.22133635
,yes,9,51.57502947,-0.221193946
,yes,9,51.5754886,-0.220995642
,yes,9,51.57533173,-0.221054294
,,0,51.57466733,-0.221858653
,yes,9,51.57574898,-0.220295003
,,0,51.57501988,-0.221685523
,,0,51.57701518,-0.219717345
,,0,51.57663222,-0.21962897
,,0,51.57616223,-0.219853987
,,0,51.57795992,-0.219221981
,,0,51.57794095,-0.220310145
,,0,51.57718306,-0.220215288
,,0,51.57784211,-0.219415988
,,0,51.57790487,-0.218482934
,,0,51.57791202,-0.221856802
,,0,51.57706523,-0.22048244
,,0,51.57431507,-0.227283827
,yes,9,51.5764676,-0.226016683
,,0,51.57558359,-0.228250301
,,0,51.57517139,-0.228909895
,yes,9,51.5745073,-0.230352668
,yes,9,51.57423969,-0.229810377
,yes,9,51.5743449,-0.230908718
,yes,9,51.5747079,-0.229559018
,yes,9,51.57476128,-0.227148224
,yes,9,51.57484645,-0.229083466
,yes,9,51.57434399,-0.229484654
,yes,9,51.57495967,-0.228563881
,yes,9,51.57506639,-0.227015406
,yes,9,51.57416567,-0.231478234
,yes,9,51.57428685,-0.23109955
,yes,9,51.57360483,-0.230601324
,yes,9,51.57500465,-0.227635943
,yes,9,51.5739774,-0.23109935
,yes,9,51.57459952,-0.229940667
,yes,9,51.57502135,-0.2283031
,,0,51.57356166,-0.230935162
,yes,9,51.57444683,-0.228109913
,yes,9,51.57384138,-0.231134057
,yes,9,51.57423521,-0.228729357
,yes,9,51.57486278,-0.227940295
,yes,9,51.57463703,-0.228570399
,yes,9,51.57393205,-0.230749552
,yes,9,51.57522177,-0.227149753
,yes,9,51.57404435,-0.229347
,yes,9,51.57455537,-0.227777972
,yes,9,51.5744475,-0.229178809
,yes,9,51.57346744,-0.230412026
,yes,9,51.57392498,-0.229641332
,yes,9,51.57476592,-0.228258126
,yes,9,51.57372374,-0.230252206
,yes,9,51.57491425,-0.228790881
,yes,9,51.5735787,-0.230055863
,yes,9,51.57382673,-0.229961677
,yes,9,51.57465565,-0.229751982
,yes,9,51.57453318,-0.2301348
,yes,9,51.57403175,-0.2304288
,yes,9,51.57464859,-0.2274958
,yes,9,51.57488835,-0.22694755
,yes,9,51.5747872,-0.22937605
,yes,9,51.57455305,-0.22886853
,yes,9,51.57442795,-0.2306259
,yes,9,51.57434093,-0.228413616
,yes,9,51.57407659,-0.230901621
,yes,9,51.5741182,-0.22902414
,yes,9,51.57413289,-0.230107329
,yes,9,51.5756798,-0.2279177
,yes,9,51.5754139,-0.22773755
,yes,9,51.57586468,-0.2288511
,,0,51.57563331,-0.228409438
,yes,9,51.5760214,-0.22923885
,yes,9,51.57556115,-0.22870735
,yes,9,51.57602625,-0.228631841
,yes,9,51.57580923,-0.2280324
,yes,9,51.57528543,-0.22834735
,yes,9,51.5759227,-0.2281734
,yes,9,51.57573701,-0.228733384
,yes,9,51.57580597,-0.229070529
,yes,9,51.57604809,-0.228284983
,yes,9,51.57534623,-0.228523584
,yes,9,51.57555227,-0.2278091
,yes,9,51.57566667,-0.223611642
,,0,51.57567175,-0.222387447
,yes,9,51.57587651,-0.22218239
,yes,9,51.57540555,-0.22422845
,,0,51.57561249,-0.222985899
,,0,51.57538765,-0.22348074
,yes,9,51.57642546,-0.223740905
,,0,51.57677595,-0.225690847
,,0,51.57619114,-0.227014297
,,0,51.57551844,-0.226099195
,yes,9,51.57559543,-0.225664096
,yes,9,51.57691404,-0.22507153
,,0,51.57482089,-0.225636111
,,0,51.57517284,-0.224580149
,,0,51.5764253,-0.226513061
,,0,51.57495264,-0.224717401
,yes,9,51.57679005,-0.225382201
,,0,51.57698075,-0.225876454
,,0,51.57830322,-0.225002601
,,0,51.57583301,-0.227395713
,,0,51.57689113,-0.226606707
,yes,9,51.57820136,-0.222673222
,,0,51.57854549,-0.224860365
,yes,9,51.57830948,-0.222992853
,,0,51.57847719,-0.223469025
,yes,9,51.57764044,-0.224609405
,,0,51.57649893,-0.2204737
,,0,51.57713355,-0.221390117
,,0,51.57637416,-0.220636709
,,0,51.57606427,-0.22153082
,,0,51.57576901,-0.222064598
,yes,9,51.57495437,-0.226806129
,yes,9,51.57416198,-0.23060822
,yes,9,51.57438805,-0.23008305
,yes,9,51.57452909,-0.227249231
,yes,9,51.57414835,-0.228376832
,yes,9,51.57423666,-0.23033059
,,0,51.57535314,-0.227578467
,yes,9,51.5743051,-0.23021283
,yes,9,51.57395002,-0.229003056
,yes,9,51.5745077,-0.229599955
,yes,9,51.5746094,-0.22931105
,yes,9,51.57489348,-0.228347276
,yes,9,51.57501639,-0.227992796
,yes,9,51.57453565,-0.22939695
,yes,9,51.57474162,-0.228767657
,,0,51.57452717,-0.231234233
,yes,9,51.57482343,-0.228857144
,yes,9,51.5746024,-0.2291949
,yes,9,51.57430911,-0.230769372
,yes,9,51.57456335,-0.227147134
,yes,9,51.5737304,-0.229612533
,yes,9,51.57461415,-0.22961105
,yes,9,51.57444025,-0.22970275
,yes,9,51.57486308,-0.228657847
,yes,9,51.57441745,-0.230391182
,yes,9,51.57419782,-0.230438359
,yes,9,51.57448585,-0.2297926
,yes,9,51.57425245,-0.23095445
,yes,9,51.57427127,-0.2279977
,yes,9,51.57400288,-0.228797944
,,0,51.57515079,-0.227850882
,yes,9,51.57390953,-0.229107193
,yes,9,51.57404255,-0.22868645
,yes,9,51.57469055,-0.228957959
,,0,51.57494198,-0.232296001
,yes,9,51.57511647,-0.229414012
,yes,9,51.57528222,-0.231929875
,yes,9,51.5753497,-0.22970965
,yes,9,51.57580843,-0.229508031
,yes,9,51.57504735,-0.230641288
,yes,9,51.5746373,-0.231765084
,,0,51.57483835,-0.231776787
,yes,9,51.57486424,-0.231322153
,yes,9,51.57505082,-0.230983033
,yes,9,51.57571507,-0.230020109
,yes,9,51.57503198,-0.229808753
,yes,9,51.5755515,-0.2305299
,yes,9,51.57496147,-0.231046523
,yes,9,51.57541362,-0.229079382
,yes,9,51.57540577,-0.231085951
,yes,9,51.57467435,-0.23205195
,yes,9,51.57476005,-0.23210735
,yes,9,51.57522795,-0.22909725
,yes,9,51.57495467,-0.232603668
,yes,9,51.57544675,-0.229656982
,yes,9,51.57589395,-0.22907125
,yes,9,51.57538778,-0.231623909
,yes,9,51.57531957,-0.229054718
,yes,9,51.5746703,-0.230932368
,yes,9,51.57538912,-0.229848964
,yes,9,51.57464741,-0.231080274
,yes,9,51.57440743,-0.231905113
,yes,9,51.57510287,-0.232716567
,yes,9,51.575134,-0.231850818
,yes,9,51.57468727,-0.231229127
,yes,9,51.57454738,-0.231743509
,yes,9,51.57583855,-0.229282375
,yes,9,51.57501912,-0.232491601
,yes,9,51.57522257,-0.230304379
,yes,9,51.57552813,-0.22932361
,yes,9,51.5747858,-0.232311328
,yes,9,51.57540595,-0.2295185
,yes,9,51.57547451,-0.230798256
,yes,9,51.57478001,-0.232470267
,yes,9,51.57475625,-0.2313538
,yes,9,51.5751288,-0.229767282
,yes,9,51.57549763,-0.229459483
,yes,9,51.57508892,-0.230800714
,,0,51.57506727,-0.231590967
,yes,9,51.57510305,-0.23243465
,,0,51.57487199,-0.232018768
,yes,9,51.57497272,-0.230077126
,yes,9,51.57542805,-0.23123885
,yes,9,51.57472935,-0.230740132
,,0,51.57500208,-0.231738646
,yes,9,51.5748686,-0.232511
,yes,9,51.57530955,-0.230025732
,yes,9,51.57488197,-0.230368182
,,0,51.57430838,-0.232104386
,yes,9,51.57512922,-0.23055289
,yes,9,51.57518925,-0.2316508
,yes,9,51.57561975,-0.230305
,yes,9,51.5758984,-0.22941655
,yes,9,51.57578882,-0.229726981
,yes,9,51.57506435,-0.2296065
,yes,9,51.5750974,-0.23207435
,yes,9,51.5747949,-0.230556144
,yes,9,51.57548146,-0.229185371
,yes,9,51.5749953,-0.231185
,yes,9,51.5752469,-0.229813076
,yes,9,51.57516955,-0.229222468
,yes,9,51.57508935,-0.2322845
,yes,9,51.57490595,-0.2305315
,yes,9,51.57470527,-0.23223444
,,0,51.57497723,-0.231911726
,yes,9,51.57526325,-0.231482332
,yes,9,51.575874,-0.2301478
,yes,9,51.57531345,-0.231267331
,,0,51.57446312,-0.23154863
,yes,9,51.57469983,-0.231866392
,yes,9,51.57473323,-0.232661317
,yes,9,51.57525023,-0.233770054
,yes,9,51.57462427,-0.232705801
,yes,9,51.57461076,-0.23290081
,yes,9,51.57483165,-0.23284565
,yes,9,51.57540467,-0.233526484
,yes,9,51.57540025,-0.23367915
,yes,9,51.5744661,-0.232235011
,yes,9,51.57440477,-0.23259479
,yes,9,51.57479668,-0.233171259
,yes,9,51.574505,-0.232735834
,yes,9,51.57517015,-0.233625769
,yes,9,51.574349,-0.232356888
,yes,9,51.5750062,-0.233447915
,yes,9,51.57509838,-0.233215696
,yes,9,51.57496836,-0.233043332
,yes,9,51.57566922,-0.233671559
,,0,51.57668816,-0.231734753
,yes,9,51.5754811,-0.233828783
,yes,9,51.57546795,-0.234022317
,yes,9,51.5767423,-0.23358475
,yes,9,51.5765318,-0.232587433
,yes,9,51.57556124,-0.233584544
,yes,9,51.57630294,-0.233309727
,yes,9,51.5766053,-0.23378205
,yes,9,51.57727826,-0.232067715
,yes,9,51.57679861,-0.232924714
,yes,9,51.57543192,-0.233457681
,yes,9,51.57571962,-0.233469942
,yes,9,51.57548379,-0.233248519
,yes,9,51.57535411,-0.233890244
,yes,9,51.57679452,-0.232611152
,,0,51.57694052,-0.231950415
,yes,9,51.57623098,-0.233696961
,yes,9,51.575575,-0.234130883
,yes,9,51.57572039,-0.233748901
,yes,9,51.5765713,-0.2284875
,yes,9,51.57627505,-0.22969775
,yes,9,51.5755608,-0.231367269
,yes,9,51.57577493,-0.231754734
,yes,9,51.5760581,-0.230320484
,yes,9,51.5753565,-0.232367295
,yes,9,51.57880875,-0.226035908
,yes,9,51.57853058,-0.227637325
,yes,9,51.5775739,-0.22739925
,yes,9,51.57565953,-0.23301922
,yes,9,51.57828136,-0.226267841
,yes,9,51.57557945,-0.232475858
,yes,9,51.57632889,-0.229283981
,yes,9,51.57905459,-0.225062742
,yes,9,51.57575889,-0.232403001
,yes,9,51.5753061,-0.233008048
,yes,9,51.57639707,-0.229058852
,yes,9,51.57835359,-0.226486388
,yes,9,51.57644295,-0.22884305
,,0,51.57673647,-0.229294159
,,0,51.57666301,-0.229255202
,yes,9,51.57567215,-0.2320643
,yes,9,51.57630794,-0.229503083
,yes,9,51.57551971,-0.232821708
,yes,9,51.57812371,-0.226039989
,yes,9,51.57870505,-0.226385416
,yes,9,51.57593616,-0.232179729
,yes,9,51.57589063,-0.232799287
,yes,9,51.5759843,-0.231305114
,yes,9,51.5762328,-0.228450432
,yes,9,51.57889894,-0.225715493
,yes,9,51.57834255,-0.226989742
,yes,9,51.57802229,-0.227297464
,yes,9,51.5766964,-0.228017221
,yes,9,51.57706684,-0.227592913
,yes,9,51.57917713,-0.225019773
,yes,9,51.57582968,-0.233141231
,yes,9,51.57545775,-0.231917882
,yes,9,51.57746925,-0.22721032
,yes,9,51.57582879,-0.231347195
,yes,9,51.57780074,-0.227338251
,yes,9,51.57603965,-0.230944719
,yes,9,51.57553561,-0.231640237
,yes,9,51.57537845,-0.23213235
,yes,9,51.57856219,-0.226664103
,yes,9,51.57594685,-0.23117885
,yes,9,51.57863015,-0.2259527
,yes,9,51.5762214,-0.22992325
,yes,9,51.5768561,-0.227778267
,yes,9,51.5757905,-0.232260373
,yes,9,51.5756634,-0.2313455
,yes,9,51.57578064,-0.232585522
,yes,9,51.57808677,-0.226609211
,yes,9,51.578597,-0.2260207
,yes,9,51.57820825,-0.227316334
,yes,9,51.5763489,-0.22843925
,yes,9,51.57651731,-0.228662001
,yes,9,51.57729265,-0.227428484
,yes,9,51.5776848,-0.227325631
,yes,9,51.57590338,-0.232466915
,yes,9,51.57901078,-0.225340486
,yes,9,51.57659779,-0.228244788
,yes,9,51.57530449,-0.232685767
,yes,9,51.57591805,-0.231820338
,yes,9,51.57911042,-0.224793694
,yes,9,51.57902422,-0.224633628
,yes,9,51.57879242,-0.224138407
,yes,9,51.57886734,-0.224313774
,yes,9,51.5789535,-0.224478467
,yes,9,51.57609745,-0.233408716
,yes,9,51.57790933,-0.227772117
,yes,9,51.57712295,-0.228354018
,,0,51.57636907,-0.23398965
,yes,9,51.57658985,-0.2295771
,yes,9,51.57725187,-0.228565644
,yes,9,51.57678988,-0.228678963
,yes,9,51.57777577,-0.229458108
,yes,9,51.57730002,-0.22944661
,,0,51.57665303,-0.23319998
,yes,9,51.57689445,-0.230648521
,yes,9,51.57643937,-0.230606906
,yes,9,51.5772869,-0.2292242
,yes,9,51.57688023,-0.229006846
,yes,9,51.57761111,-0.229206024
,yes,9,51.57703936,-0.228459418
,yes,9,51.57760558,-0.229463358
,yes,9,51.57755018,-0.228703736
,yes,9,51.57689823,-0.230435444
,yes,9,51.57678628,-0.229773215
,yes,9,51.57624453,-0.232051691
,yes,9,51.57756289,-0.227857728
,yes,9,51.57678501,-0.230123205
,yes,9,51.57671685,-0.22965485
,yes,9,51.5762834,-0.23160285
,yes,9,51.57771345,-0.23022275
,yes,9,51.5774452,-0.22922135
,yes,9,51.57776481,-0.228902244
,yes,9,51.57674838,-0.228931447
,yes,9,51.5763628,-0.230765437
,yes,9,51.57766429,-0.230084372
,yes,9,51.57703243,-0.229662371
,yes,9,51.57798435,-0.228221027
,yes,9,51.57732681,-0.227946545
,yes,9,51.5768446,-0.228481731
,yes,9,51.57685684,-0.22958117
,yes,9,51.57620791,-0.232488315
,yes,9,51.5770097,-0.228960132
,yes,9,51.57646108,-0.23017191
,yes,9,51.57646359,-0.229921713
,yes,9,51.5764958,-0.2308855
,yes,9,51.57692021,-0.228285692
,yes,9,51.57772704,-0.22985486
,yes,9,51.57749669,-0.230202869
,yes,9,51.57755727,-0.228366968
,yes,9,51.57793618,-0.228512599
,yes,9,51.57672259,-0.230937021
,yes,9,51.57785381,-0.228081313
,yes,9,51.57736873,-0.23008661
,yes,9,51.57742006,-0.228575214
,yes,9,51.57787029,-0.228837476
,yes,9,51.57810931,-0.227806783
,yes,9,51.5761993,-0.2334766
,yes,9,51.57649565,-0.2307405
,yes,9,51.57709431,-0.228087564
,yes,9,51.57661235,-0.23115215
,yes,9,51.5771524,-0.229071285
,yes,9,51.57632308,-0.231140607
,yes,9,51.5777107,-0.2278261
,yes,9,51.5769308,-0.2287214
,yes,9,51.57696808,-0.229893148
,yes,9,51.57689025,-0.229382419
,yes,9,51.57662862,-0.230714756
,yes,9,51.57673139,-0.231285502
,yes,9,51.5762954,-0.23089755
,yes,9,51.57656533,-0.231402805
,yes,9,51.57616717,-0.232968735
,yes,9,51.5764568,-0.230377623
,yes,9,51.5776639,-0.2288757
,yes,9,51.57717655,-0.2283173
,yes,9,51.57713371,-0.228774681
,yes,9,51.57695395,-0.229197231
,yes,9,51.57718415,-0.229950141
,yes,9,51.57695981,-0.23462219
,yes,9,51.57609244,-0.234588504
,yes,9,51.57700278,-0.234988837
,yes,9,51.57695365,-0.233934557
,yes,9,51.57619396,-0.234330189
,yes,9,51.5769585,-0.233735128
,yes,9,51.57656,-0.234684726
,yes,9,51.57630111,-0.234430545
,yes,9,51.57654085,-0.23477935
,yes,9,51.57689277,-0.23346905
,yes,9,51.57664436,-0.235115346
,yes,9,51.57637055,-0.23450765
,yes,9,51.57681184,-0.235042204
,yes,9,51.57670397,-0.234742852
,yes,9,51.57694017,-0.235359428
,yes,9,51.57696255,-0.234119106
,yes,9,51.57667659,-0.234943792
,yes,9,51.57696424,-0.234309558
,yes,9,51.5760469,-0.23419415
,yes,9,51.57595279,-0.234119661
,,0,51.57702178,-0.232072796
,,0,51.57696015,-0.232554885
,yes,9,51.57694388,-0.230851717
,yes,9,51.5774461,-0.23055225
,yes,9,51.5773648,-0.231249816
,yes,9,51.5772942,-0.2305666
,yes,9,51.57709346,-0.23055225
,yes,9,51.5772312,-0.2309011
,yes,9,51.57727705,-0.231457642
,yes,9,51.57720893,-0.231263814
,yes,9,51.57756831,-0.231101445
,yes,9,51.57763278,-0.230772368
,yes,9,51.57714977,-0.231091067
,yes,9,51.57731024,-0.23167073
,yes,9,51.57747218,-0.231687685
,yes,9,51.5770461,-0.2309536
,,0,51.58578883,-0.230580212
,,0,51.58521375,-0.229795659
,,0,51.58512375,-0.229805362
,,0,51.57734618,-0.235875805
,,0,51.58555073,-0.230264238
,,0,51.58626434,-0.231365694
,yes,9,51.57940614,-0.226089388
,yes,9,51.57971505,-0.226344422
,,0,51.57964287,-0.226635347
,yes,9,51.57961263,-0.225666984
,,0,51.5794224,-0.225408419
,,0,51.57985191,-0.22593023
,,0,51.5792547,-0.225763949
,yes,9,51.57914475,-0.227748
,yes,9,51.57945068,-0.22699285
,yes,9,51.57893085,-0.22745985
,yes,9,51.5790777,-0.226502601
,yes,9,51.5822231,-0.227324633
,yes,9,51.58256263,-0.227609091
,yes,9,51.57883725,-0.2270107
,yes,9,51.57919105,-0.22763715
,yes,9,51.57939757,-0.22713093
,yes,9,51.58140867,-0.227067854
,yes,9,51.5793535,-0.227236926
,yes,9,51.5795597,-0.226739032
,yes,9,51.5790006,-0.22726675
,yes,9,51.57897455,-0.227531
,yes,9,51.58196069,-0.227355207
,yes,9,51.5824335,-0.228092695
,yes,9,51.57923488,-0.22750365
,yes,9,51.58103758,-0.226822386
,yes,9,51.5790495,-0.226869064
,yes,9,51.58238434,-0.227532292
,yes,9,51.57897925,-0.227165684
,yes,9,51.58238443,-0.227238767
,apartments,8,51.58088015,-0.227374192
,,0,51.58250297,-0.227241333
,yes,9,51.57950581,-0.226861068
,yes,9,51.57911125,-0.22709825
,,0,51.58258375,-0.2273944
,yes,9,51.57929995,-0.227376
,yes,9,51.58283793,-0.228176061
,yes,9,51.58379688,-0.228571863
,yes,9,51.58346102,-0.228190319
,yes,9,51.58313509,-0.227736072
,yes,9,51.58286811,-0.227687281
,yes,9,51.58322599,-0.227965968
,yes,9,51.58298835,-0.227846042
,yes,9,51.58303484,-0.227569263
,yes,9,51.58416851,-0.229058007
,,0,51.57599925,-0.22777157
,,0,51.57866378,-0.224929488
,,0,51.57538605,-0.226931276
,,0,51.57746644,-0.226475466
,,0,51.57718852,-0.227042718
,yes,9,51.57824552,-0.230394325
,yes,9,51.5782169,-0.2288441
,yes,9,51.57826867,-0.230305613
,yes,9,51.57825575,-0.2301461
,yes,9,51.57811308,-0.229546231
,yes,9,51.57884307,-0.2279165
,yes,9,51.5783326,-0.229506821
,yes,9,51.57844257,-0.228248827
,yes,9,51.57821885,-0.230764828
,yes,9,51.5784992,-0.2287005
,yes,9,51.57835991,-0.228165852
,yes,9,51.57839522,-0.229554495
,yes,9,51.5779581,-0.2309027
,yes,9,51.57803976,-0.230304143
,yes,9,51.57875293,-0.22889658
,yes,9,51.57892735,-0.228373032
,yes,9,51.5785018,-0.230492002
,yes,9,51.57884489,-0.22863356
,yes,9,51.57860928,-0.229738031
,yes,9,51.57784793,-0.231521704
,yes,9,51.578887,-0.228504224
,yes,9,51.57857892,-0.231637881
,yes,9,51.57873286,-0.229039243
,yes,9,51.57853587,-0.230992738
,yes,9,51.57844082,-0.231637214
,yes,9,51.57852628,-0.231161346
,yes,9,51.57902045,-0.228125217
,yes,9,51.57812824,-0.23159133
,yes,9,51.57828934,-0.231596429
,yes,9,51.57871049,-0.229177292
,yes,9,51.57857659,-0.229924931
,yes,9,51.5783725,-0.231498999
,yes,9,51.57798405,-0.231562633
,yes,9,51.57897485,-0.22825365
,yes,9,51.57879361,-0.228758915
,yes,9,51.57852138,-0.230194612
,yes,9,51.57851639,-0.230789668
,yes,9,51.57808155,-0.23139685
,yes,9,51.57866991,-0.229360761
,yes,9,51.57862487,-0.229576953
,yes,9,51.5779937,-0.23332498
,yes,9,51.57854728,-0.232429621
,yes,9,51.57806778,-0.232062034
,yes,9,51.57783908,-0.232424747
,yes,9,51.57739038,-0.232720615
,yes,9,51.57847332,-0.233353476
,yes,9,51.5785435,-0.232874455
,yes,9,51.57757165,-0.233221339
,yes,9,51.57816345,-0.23208425
,yes,9,51.57837017,-0.232090096
,yes,9,51.57858115,-0.2321104
,yes,9,51.5784604,-0.232095273
,yes,9,51.57789055,-0.232789776
,yes,9,51.57780975,-0.232020714
,yes,9,51.57826199,-0.232073464
,yes,9,51.57820577,-0.233323064
,yes,9,51.5783197,-0.232841585
,yes,9,51.57852231,-0.233606935
,yes,9,51.57834813,-0.233594533
,yes,9,51.57810242,-0.23330428
,yes,9,51.5777129,-0.23204285
,yes,9,51.57831409,-0.23333654
,yes,9,51.5785805,-0.232563283
,yes,9,51.5776331,-0.23231475
,yes,9,51.57793678,-0.232049517
,yes,9,51.5785274,-0.23366735
,yes,9,51.57740878,-0.234131986
,yes,9,51.57762448,-0.233458094
,yes,9,51.57742048,-0.233535262
,yes,9,51.5772725,-0.234929778
,yes,9,51.57729378,-0.234258564
,yes,9,51.57840921,-0.233808527
,yes,9,51.57724435,-0.235098874
,yes,9,51.57779935,-0.233695548
,yes,9,51.57743047,-0.233441272
,yes,9,51.57730227,-0.233553823
,yes,9,51.57787099,-0.23345368
,yes,9,51.5774087,-0.23368045
,yes,9,51.57721455,-0.233342223
,yes,9,51.57752725,-0.2334452
,yes,9,51.57798406,-0.234384018
,yes,9,51.57790844,-0.234122344
,yes,9,51.57741621,-0.234929329
,yes,9,51.5777155,-0.234331879
,yes,9,51.5784056,-0.2344993
,yes,9,51.57797169,-0.234623506
,yes,9,51.57837102,-0.234279007
,yes,9,51.57809728,-0.236386025
,yes,9,51.5785001,-0.234510326
,yes,9,51.57752403,-0.234311109
,yes,9,51.57779597,-0.23497275
,yes,9,51.5784916,-0.23426345
,yes,9,51.57820706,-0.23556586
,yes,9,51.57820683,-0.234459691
,yes,9,51.5775523,-0.23427575
,yes,9,51.57810075,-0.23531846
,yes,9,51.57812441,-0.234407008
,yes,9,51.57829394,-0.235133288
,yes,9,51.57745669,-0.235438152
,yes,9,51.57842948,-0.235421292
,yes,9,51.57796389,-0.235489538
,yes,9,51.57780509,-0.235443178
,yes,9,51.57757415,-0.235114371
,yes,9,51.57807814,-0.236514818
,yes,9,51.57869933,-0.235747678
,yes,9,51.57792603,-0.236031417
,yes,9,51.57770468,-0.236027519
,,0,51.57877715,-0.236172261
,yes,9,51.5782497,-0.236309113
,yes,9,51.57806115,-0.2362809
,yes,9,51.57771765,-0.23632355
,yes,9,51.57757801,-0.236005959
,yes,9,51.57874262,-0.235483104
,yes,9,51.57819496,-0.236053655
,,0,51.57852025,-0.236385379
,yes,9,51.57911942,-0.236141485
,,0,51.57899965,-0.2366579
,yes,9,51.57940738,-0.236971594
,yes,9,51.58007566,-0.234661081
,yes,9,51.57866357,-0.234508018
,yes,9,51.57881597,-0.234518915
,yes,9,51.57908001,-0.234597369
,yes,9,51.57981084,-0.236017847
,yes,9,51.57925944,-0.234356409
,yes,9,51.57893515,-0.23556612
,yes,9,51.57994702,-0.234635143
,yes,9,51.57935075,-0.2356044
,yes,9,51.579274,-0.2346268
,yes,9,51.57989689,-0.235801575
,yes,9,51.57951126,-0.235680884
,yes,9,51.57975015,-0.236551442
,yes,9,51.57941996,-0.234616669
,yes,9,51.57983434,-0.235368838
,,0,51.57974312,-0.236292754
,yes,9,51.57931035,-0.2357509
,yes,9,51.57901868,-0.235233658
,yes,9,51.57997236,-0.235522562
,yes,9,51.5792727,-0.234850432
,yes,9,51.5797095,-0.23572395
,yes,9,51.57939653,-0.236170702
,yes,9,51.5798651,-0.234677917
,yes,9,51.57960253,-0.235348879
,,0,51.57953621,-0.235855087
,yes,9,51.57970232,-0.236755566
,yes,9,51.57960521,-0.236443022
,yes,9,51.57920068,-0.235589847
,yes,9,51.57981892,-0.23353521
,yes,9,51.579889,-0.2338367
,yes,9,51.57940055,-0.233479292
,yes,9,51.57907929,-0.233457469
,yes,9,51.57875118,-0.233422907
,yes,9,51.57918554,-0.233455113
,yes,9,51.58013063,-0.233575466
,yes,9,51.57991893,-0.233548658
,yes,9,51.5801595,-0.233994033
,yes,9,51.57905828,-0.233684478
,yes,9,51.57929386,-0.233471276
,yes,9,51.57946806,-0.233733908
,yes,9,51.57870285,-0.23367295
,yes,9,51.5796089,-0.233508719
,yes,9,51.58019737,-0.233807011
,yes,9,51.58023563,-0.23358624
,yes,9,51.57887719,-0.233420059
,yes,9,51.57981879,-0.233773922
,yes,9,51.58002564,-0.233567292
,yes,9,51.57984501,-0.234023187
,yes,9,51.57950387,-0.233492646
,yes,9,51.57897527,-0.233445888
,yes,9,51.57918099,-0.233931554
,yes,9,51.57971224,-0.233524797
,,0,51.58136943,-0.23474404
,yes,9,51.58096892,-0.234042058
,yes,9,51.58119318,-0.234238746
,house,8,51.58117558,-0.234671676
,yes,9,51.58064335,-0.235101134
,yes,9,51.580749,-0.23534095
,yes,9,51.58074854,-0.234346969
,yes,9,51.58018881,-0.237420225
,yes,9,51.5805345,-0.234624964
,yes,9,51.5803884,-0.237051525
,,0,51.58029874,-0.23656193
,yes,9,51.58009657,-0.236352067
,yes,9,51.57986261,-0.237209117
,,0,51.58105193,-0.235918569
,yes,9,51.58059456,-0.236718473
,yes,9,51.58098106,-0.234608927
,apartments,8,51.58100813,-0.23556126
,,0,51.58157203,-0.235166617
,yes,9,51.57995807,-0.237287473
,yes,9,51.58048451,-0.236895292
,yes,9,51.58030218,-0.237229135
,,0,51.58047303,-0.236012035
,yes,9,51.58034944,-0.234744575
,yes,9,51.58055846,-0.23362716
,yes,9,51.58045143,-0.233611642
,yes,9,51.5805263,-0.23317785
,yes,9,51.58084912,-0.233678152
,yes,9,51.58070485,-0.233654383
,yes,9,51.5817849,-0.234569201
,yes,9,51.58209431,-0.233803144
,yes,9,51.58209435,-0.2343512
,yes,9,51.58202113,-0.234403371
,yes,9,51.58195855,-0.233834423
,yes,9,51.58178925,-0.23421465
,yes,9,51.5811113,-0.233732
,yes,9,51.58207326,-0.234048605
,yes,9,51.58182977,-0.233816063
,yes,9,51.58195175,-0.234461182
,yes,9,51.58186405,-0.2345453
,yes,9,51.58169231,-0.233812787
,yes,9,51.58123673,-0.233725189
,yes,9,51.58154913,-0.233781263
,yes,9,51.58098461,-0.233714097
,yes,9,51.58137549,-0.233746281
,apartments,8,51.58260021,-0.233939245
,apartments,8,51.58243378,-0.234091786
,apartments,8,51.58244564,-0.233369163
