building,type,Latitude,Longitude
public,0,51.5112728,-0.323178632
terrace,8,51.53226258,-0.385574927
terrace,8,51.53141774,-0.386342717
terrace,8,51.53111957,-0.388184917
terrace,8,51.53075549,-0.387453891
,0,51.53542233,-0.375149211
terrace,8,51.53369002,-0.387928063
apartments,8,51.52254816,-0.331957945
apartments,8,51.52188509,-0.331653132
,0,51.51994842,-0.304584305
,0,51.55616885,-0.35287596
,0,51.49497975,-0.245521654
,0,51.48852275,-0.354077938
,0,51.49517029,-0.366534001
yes,9,51.50790614,-0.380520784
yes,9,51.50258466,-0.385215482
,0,51.50137169,-0.383186096
,0,51.50115899,-0.370788804
,0,51.49998115,-0.3934601
,0,51.51935654,-0.333982531
,0,51.50105713,-0.385487502
commercial,7,51.49213118,-0.275077759
yes,9,51.54927142,-0.41506667
,0,51.52444337,-0.26253832
,0,51.53197474,-0.24423159
train_station,0,51.53237743,-0.244587489
,0,51.51626527,-0.400915422
,0,51.49411719,-0.406407722
,0,51.49011556,-0.351803318
,0,51.49064513,-0.320346472
,0,51.49371283,-0.292639948
,0,51.51984263,-0.387571168
,0,51.51802227,-0.380057843
,0,51.48771646,-0.35556024
,0,51.49501315,-0.274482774
,0,51.53651195,-0.322667349
,0,51.51497704,-0.300206932
,0,51.51513143,-0.30029707
,0,51.49507904,-0.254172673
,0,51.49519218,-0.254248293
,0,51.54222929,-0.345270154
,0,51.52363553,-0.259763942
,0,51.53176876,-0.242776159
,0,51.52940571,-0.244738435
,0,51.52931108,-0.242171813
,0,51.54959412,-0.24826701
,0,51.51016662,-0.293601373
,0,51.50237481,-0.407581307
,0,51.49536654,-0.325242553
,0,51.49545303,-0.325334822
retail,7,51.5585844,-0.400033135
yes,9,51.5095979,-0.393898443
yes,9,51.55729666,-0.381777112
,0,51.5290663,-0.260344879
,0,51.55639391,-0.34039981
,0,51.55519566,-0.341163334
,0,51.5564351,-0.354942024
,0,51.5571046,-0.351828002
,0,51.50376005,-0.311845512
,0,51.5570987,-0.34275591
,0,51.55375966,-0.348811202
,0,51.5091765,-0.338727186
,0,51.50825231,-0.335437374
,0,51.55486465,-0.344134886
,0,51.55688885,-0.344580536
,0,51.55872908,-0.331293269
,0,51.55709948,-0.360768887
,0,51.55032406,-0.365753737
,0,51.55516331,-0.375560267
,0,51.55435886,-0.36525332
,0,51.48871552,-0.416326937
,0,51.5456074,-0.315471306
,0,51.52798127,-0.323893867
,0,51.53078197,-0.318420954
,0,51.5291523,-0.311644
,0,51.52936215,-0.309380645
,0,51.51873008,-0.297216385
,0,51.5079028,-0.31875928
,0,51.50929853,-0.309861931
,0,51.51020243,-0.320419226
,0,51.50490924,-0.344173689
,0,51.50079424,-0.345991925
,0,51.50046773,-0.339714438
,0,51.5033032,-0.374383352
,0,51.49915367,-0.375363736
,0,51.49382363,-0.383560111
,0,51.49698159,-0.367610599
,0,51.4940667,-0.369617112
,0,51.49148802,-0.39231366
,0,51.49631439,-0.390162794
,0,51.49738776,-0.389403686
,0,51.508255,-0.3947974
,0,51.5073657,-0.396143225
,0,51.51273545,-0.394283522
,0,51.52744519,-0.379413424
,0,51.52494066,-0.379447325
,0,51.5266795,-0.375271664
,0,51.52917878,-0.374912126
,0,51.49976399,-0.288626793
,0,51.49767512,-0.288335022
,0,51.4964399,-0.289570189
,0,51.49311093,-0.292101722
,0,51.49593375,-0.320914691
,0,51.49897358,-0.322939141
,0,51.49500672,-0.327865997
,0,51.49663426,-0.328511229
,0,51.49849453,-0.330832049
,0,51.50046421,-0.324419839
,0,51.4923152,-0.335113844
,0,51.49899479,-0.350169134
,0,51.49708221,-0.345017731
,0,51.49476874,-0.343585259
,0,51.5052867,-0.376013862
,0,51.55452926,-0.343763846
,0,51.55190982,-0.368167318
,0,51.55241265,-0.368123665
,0,51.50956875,-0.345060625
,0,51.55340523,-0.368313129
,0,51.50132019,-0.357130261
,0,51.50219089,-0.40150801
,0,51.55077568,-0.363360387
,0,51.49873374,-0.406135196
,0,51.55539637,-0.332248836
,0,51.55591516,-0.337611387
,0,51.55425696,-0.32134428
,0,51.56017272,-0.363002863
,0,51.55781991,-0.392789724
,0,51.52147401,-0.239893557
,0,51.55705362,-0.338538919
yes,9,51.55580945,-0.34367925
,0,51.55554212,-0.34466114
,0,51.55588285,-0.34453175
,0,51.55634225,-0.3443824
,0,51.55542215,-0.3441951
,0,51.5551013,-0.343622821
,0,51.55621529,-0.343349103
,0,51.55684564,-0.338500203
apartments,8,51.55512931,-0.338565319
,0,51.56015675,-0.340936753
,0,51.56052785,-0.342824126
,0,51.56017962,-0.344609797
,0,51.56079961,-0.346071372
,0,51.56105747,-0.344520004
,0,51.56005301,-0.35290638
,0,51.549488,-0.330864268
,0,51.54899555,-0.33232925
yes,9,51.5488071,-0.3309988
,0,51.54928965,-0.331539845
,0,51.54797672,-0.327144615
,0,51.55687087,-0.31820063
,0,51.55707005,-0.318992108
,0,51.54904983,-0.33045024
,0,51.54976752,-0.336265263
,0,51.54285898,-0.368411608
,0,51.54133911,-0.366294382
,0,51.53276678,-0.347301211
,0,51.52121432,-0.348838836
,0,51.51194175,-0.349313174
,0,51.51255335,-0.3433647
,0,51.51233139,-0.343799481
,0,51.50963464,-0.344149108
,0,51.51283085,-0.34296435
,0,51.52633181,-0.344514542
,0,51.52601837,-0.347893016
,0,51.52285296,-0.348673634
,0,51.5292065,-0.33943739
,0,51.5169087,-0.332915437
,0,51.51606487,-0.335911841
,0,51.54051051,-0.345745743
,0,51.53752678,-0.346855692
,0,51.51136645,-0.331645677
,0,51.51353764,-0.328958551
,0,51.53945138,-0.338123796
,0,51.54456158,-0.343691894
,0,51.54688861,-0.34367979
,0,51.54488376,-0.362445188
,0,51.53462668,-0.318364106
,0,51.53016753,-0.304257354
,0,51.54636043,-0.328832758
,0,51.54381299,-0.30729459
,0,51.54174145,-0.318484562
stables,0,51.49032019,-0.352067784
,0,51.50848845,-0.33621495
,0,51.49118395,-0.414683017
,0,51.51516102,-0.303981014
,0,51.51565705,-0.303142147
,0,51.51075917,-0.341356134
,0,51.5062586,-0.33945885
,0,51.54426129,-0.341021525
,0,51.56068441,-0.35055438
,0,51.544819,-0.325313509
,0,51.55815445,-0.371410171
,0,51.56024514,-0.373908137
,0,51.54528595,-0.348510309
,0,51.54643396,-0.355878618
,0,51.54751164,-0.349817257
,0,51.4945915,-0.412098387
,0,51.53161839,-0.336349533
,0,51.49067075,-0.340868733
,0,51.51078859,-0.338508563
,0,51.51697103,-0.336174622
,0,51.52666625,-0.340774502
,0,51.52689165,-0.34133108
,0,51.5265624,-0.34104355
,0,51.52624185,-0.34139175
,0,51.52625316,-0.340711665
,0,51.53448851,-0.310898682
,0,51.53304929,-0.313122648
,0,51.52970742,-0.307751387
,0,51.52440165,-0.331277625
,0,51.52409795,-0.328990623
,0,51.5248489,-0.3293241
,0,51.52542101,-0.329613218
,0,51.53248115,-0.337439011
,0,51.53244126,-0.337444556
,0,51.53749693,-0.339940586
clubhouse,6,51.53650739,-0.338883412
,0,51.53751216,-0.340659639
,0,51.53765284,-0.33539872
,0,51.53806447,-0.335361562
yes,9,51.55808353,-0.282753049
,0,51.53768061,-0.311121634
,0,51.49699776,-0.423663154
,0,51.55911283,-0.402819014
,0,51.54597232,-0.402457451
,0,51.54415219,-0.392110916
,0,51.53976964,-0.38649844
,0,51.54376198,-0.384211604
,0,51.53522083,-0.383220382
,0,51.53745712,-0.379151159
,0,51.54707975,-0.375593492
,0,51.54797547,-0.388531696
,0,51.52258798,-0.397336511
,0,51.52347986,-0.397057403
,0,51.52404985,-0.393035916
,0,51.53208297,-0.411291524
,0,51.52878017,-0.40989622
,0,51.5265019,-0.413596132
,0,51.51954382,-0.399617528
,0,51.52149256,-0.384978573
,0,51.53827339,-0.389149221
,0,51.49745855,-0.246724078
,0,51.49556596,-0.257162972
,0,51.49431095,-0.258036322
,0,51.49415312,-0.27113294
,0,51.49452661,-0.285183351
,0,51.49689539,-0.301944419
,0,51.50364103,-0.302305413
,0,51.48971265,-0.330436324
,0,51.52636693,-0.259602844
,0,51.53392466,-0.282014929
,0,51.53628266,-0.280976741
,0,51.53496627,-0.290056416
,0,51.53332558,-0.288103075
,0,51.53334875,-0.293845393
,0,51.55172441,-0.289312811
,0,51.54273564,-0.288151814
,0,51.5420794,-0.281648763
,0,51.53137261,-0.261840321
,0,51.49100613,-0.37969802
,0,51.54344244,-0.292725629
,0,51.54430978,-0.303562524
,0,51.54849548,-0.307271003
,0,51.55300996,-0.310148924
,0,51.56136599,-0.308871265
,0,51.56082052,-0.312133689
,0,51.53091967,-0.290161644
school,5,51.49286927,-0.380133551
school,5,51.49260649,-0.38169979
,0,51.49336597,-0.381387236
,0,51.49369214,-0.39042443
,0,51.49152106,-0.400718749
,0,51.4915413,-0.396745644
,0,51.49083239,-0.408302877
,0,51.4885932,-0.401168339
,0,51.49023668,-0.40518146
,0,51.49133175,-0.40819233
,0,51.49027732,-0.407735223
,0,51.49607631,-0.399789326
,0,51.49329079,-0.400270056
,0,51.49432797,-0.400391991
,0,51.49611146,-0.405105707
,0,51.49351298,-0.406084688
,0,51.51049511,-0.305892036
,0,51.54712143,-0.283589235
yes,9,51.53815074,-0.269247346
yes,9,51.53915194,-0.273587325
industrial,4,51.53579056,-0.261145509
,0,51.48916276,-0.425738196
,0,51.52449471,-0.247246291
,0,51.52434252,-0.234444762
,0,51.53970355,-0.267947444
,0,51.53039808,-0.254662973
,0,51.5255013,-0.253891789
,0,51.52196909,-0.255442823
,0,51.49641267,-0.338343826
,0,51.50985533,-0.254632277
,0,51.51121613,-0.252396473
,0,51.50866992,-0.251794403
,0,51.50785221,-0.259759752
,0,51.50522003,-0.257661279
,0,51.50298918,-0.254612977
,0,51.5036475,-0.261563264
,0,51.50128126,-0.269600054
,0,51.49541271,-0.26381292
,0,51.50041022,-0.28152519
,0,51.49595884,-0.28013332
,0,51.49496458,-0.276586519
commercial,7,51.49472356,-0.275698154
commercial,7,51.49461605,-0.273869708
commercial,7,51.49405483,-0.27532585
commercial,7,51.49398971,-0.274018885
commercial,7,51.49337038,-0.275183587
commercial,7,51.49323436,-0.273827561
,0,51.49183567,-0.266649949
,0,51.49206765,-0.264417143
,0,51.4895206,-0.249289316
,0,51.4918746,-0.244009005
,0,51.49211877,-0.296186694
,0,51.49348239,-0.31700701
,0,51.49611803,-0.312151514
,0,51.5037485,-0.291480702
,0,51.50179987,-0.289370638
,0,51.49723494,-0.290823309
,0,51.49778811,-0.340720657
,0,51.503959,-0.361030928
yes,9,51.5550886,-0.3470083
yes,9,51.55539967,-0.347830206
yes,9,51.5557,-0.348066391
yes,9,51.55621344,-0.347907131
yes,9,51.5564176,-0.346479388
yes,9,51.5551009,-0.346400486
yes,9,51.55555185,-0.34712835
,0,51.55016393,-0.415902533
,0,51.50145127,-0.333154134
church,6,51.49208319,-0.265019034
,0,51.49219907,-0.263325991
public,0,51.49113576,-0.265471221
,0,51.49280634,-0.264605582
industrial,4,51.5238025,-0.24424562
,0,51.51977357,-0.243858547
,0,51.52010648,-0.248702848
,0,51.5201046,-0.247815378
,0,51.52010297,-0.247022283
,0,51.51999447,-0.245698059
,0,51.49512702,-0.319516793
,0,51.49762984,-0.31674075
,0,51.49607622,-0.318506206
,0,51.51129134,-0.32609998
,0,51.51014383,-0.321625696
,0,51.51294673,-0.323089334
,0,51.51529785,-0.326750163
,0,51.51253752,-0.30532034
,0,51.51111211,-0.322370159
,0,51.5073635,-0.34030742
,0,51.50676038,-0.34164897
,0,51.49389816,-0.26603825
,0,51.49630162,-0.264952365
,0,51.49684976,-0.34821741
,0,51.49253032,-0.327014237
historic,0,51.49195177,-0.318495167
,0,51.49019002,-0.319384523
,0,51.49658753,-0.334017241
,0,51.49591625,-0.329357149
,0,51.4968799,-0.331156081
,0,51.49332561,-0.323835407
yes,9,51.55364747,-0.259408553
shop,7,51.5540295,-0.255325706
,0,51.55296405,-0.26034437
,0,51.54901192,-0.254281956
,0,51.54804464,-0.259299406
,0,51.52662178,-0.29596541
,0,51.52591609,-0.298218391
,0,51.52495989,-0.298042238
,0,51.5251973,-0.294876337
,0,51.5248658,-0.291386774
,0,51.52042193,-0.293494129
,0,51.51612389,-0.287093376
,0,51.51565146,-0.283457268
,0,51.51899035,-0.285021844
,0,51.52716088,-0.280393442
,0,51.52076715,-0.270986995
,0,51.5171983,-0.277919255
,0,51.51798327,-0.273884988
,0,51.51794192,-0.270386884
,0,51.51740665,-0.273026313
,0,51.5321945,-0.259027128
,0,51.51200426,-0.250533635
,0,51.51109737,-0.248607942
sports_centre,6,51.50848017,-0.252784901
,0,51.5616229,-0.408087638
,0,51.55641357,-0.404887423
,0,51.56022887,-0.392920331
,0,51.5609436,-0.391932784
,0,51.56059734,-0.392324093
,0,51.55657657,-0.383708163
,0,51.55634463,-0.394660958
,0,51.55682196,-0.396932297
,0,51.55664629,-0.399261729
,0,51.55888478,-0.390162792
,0,51.56037444,-0.387695001
,0,51.4970976,-0.248317498
,0,51.49527652,-0.247865817
,0,51.49066879,-0.296744312
yes,9,51.49058274,-0.296851025
yes,9,51.49061884,-0.293933645
yes,9,51.49073655,-0.292576223
,0,51.49070768,-0.293082121
,0,51.49370502,-0.295978077
yes,9,51.49118084,-0.290453581
yes,9,51.49225407,-0.288393749
yes,9,51.49216728,-0.291165756
yes,9,51.49284052,-0.289825054
yes,9,51.4931647,-0.2877034
yes,9,51.49256665,-0.30315415
yes,9,51.491842,-0.30348125
yes,9,51.49054832,-0.305883464
,0,51.49088759,-0.295956088
yes,9,51.49098687,-0.284753883
,0,51.4906123,-0.28545533
yes,9,51.49109504,-0.285962117
yes,9,51.49175724,-0.284390657
school,5,51.49010055,-0.286345716
,0,51.49155224,-0.290058963
,0,51.4938846,-0.249499832
yes,9,51.49313426,-0.260518124
residential,8,51.49330526,-0.258857575
,0,51.49304154,-0.25819106
,0,51.4950172,-0.27274136
commercial,7,51.49538191,-0.276499263
commercial,7,51.49523172,-0.273753921
commercial,7,51.49580736,-0.273709323
commercial,7,51.49588745,-0.275616141
commercial,7,51.49660979,-0.275125601
commercial,7,51.49671782,-0.274269808
,0,51.49515351,-0.275303905
,0,51.4949375,-0.274724037
,0,51.49260205,-0.314380297
,0,51.49457001,-0.271709537
,0,51.49136315,-0.312891117
,0,51.49231722,-0.319428943
,0,51.49011157,-0.316927823
,0,51.4904838,-0.31765395
,0,51.49079345,-0.318199217
terrace,8,51.49073693,-0.315552591
terrace,8,51.4910944,-0.3147097
terrace,8,51.49119788,-0.314135073
terrace,8,51.49092619,-0.314385444
,0,51.4903295,-0.337291528
,0,51.49066582,-0.338008434
retail,7,51.49104458,-0.338207578
,0,51.50140308,-0.348577536
,0,51.49648013,-0.34504579
,0,51.50266454,-0.35502995
,0,51.50138748,-0.359823845
,0,51.49990173,-0.35957032
,0,51.4995453,-0.361168377
,0,51.49624396,-0.357214986
,0,51.49783084,-0.362815047
,0,51.49545132,-0.364967602
,0,51.49335174,-0.262755977
,0,51.49448567,-0.260545933
,0,51.4947609,-0.25720785
,0,51.51152985,-0.278867107
,0,51.50873617,-0.280964128
,0,51.55633789,-0.35436409
,0,51.55973301,-0.355041969
,0,51.54197926,-0.339602348
,0,51.52143171,-0.380988489
,0,51.52389134,-0.38711161
,0,51.52354976,-0.388912124
,0,51.53904121,-0.370685714
,0,51.53882344,-0.356710697
,0,51.53777862,-0.356994983
,0,51.53821343,-0.359098101
,0,51.53802348,-0.358042232
,0,51.53791103,-0.363366173
,0,51.53854391,-0.367413226
,0,51.53097067,-0.342174895
,0,51.52911649,-0.329020127
,0,51.53806872,-0.351900669
,0,51.54671878,-0.362507385
,0,51.5441279,-0.368057926
,0,51.54630584,-0.369682632
,0,51.5333956,-0.302461014
,0,51.53525458,-0.303137594
,0,51.53968209,-0.298812814
,0,51.53875137,-0.298438777
,0,51.53829007,-0.297944592
,0,51.53905509,-0.285954498
,0,51.53404181,-0.26955462
,0,51.53236462,-0.275588829
,0,51.52463281,-0.282554016
,0,51.52419379,-0.280844784
,0,51.52581147,-0.280230022
,0,51.5263591,-0.281186242
,0,51.53156765,-0.26761192
,0,51.52940658,-0.264160197
,0,51.52837393,-0.269492275
,0,51.52722072,-0.271892402
,0,51.55132192,-0.325004096
,0,51.55266137,-0.330817935
,0,51.54436754,-0.339352287
,0,51.49479857,-0.375207263
,0,51.4952401,-0.37534725
,0,51.49519583,-0.374875668
,0,51.49623805,-0.376837005
,0,51.49616936,-0.378198148
,0,51.4931106,-0.381088766
yes,9,51.49355833,-0.382828217
,0,51.49166801,-0.386930314
,0,51.53440427,-0.283666326
,0,51.53211531,-0.296843385
yes,9,51.53494111,-0.275446536
,0,51.50426033,-0.311931878
,0,51.54268288,-0.323167129
yes,9,51.54294787,-0.323189185
yes,9,51.54341415,-0.3240897
yes,9,51.54351832,-0.32347512
,0,51.54338307,-0.326710494
,0,51.54520446,-0.321322199
,0,51.54254597,-0.327486683
,0,51.54153704,-0.32617197
,0,51.53675894,-0.322014031
,0,51.48802031,-0.327607261
,0,51.55990141,-0.422854831
,0,51.56232307,-0.421559327
,0,51.56054691,-0.421205922
,0,51.54984043,-0.400058211
,0,51.55015448,-0.398496163
,0,51.55060795,-0.396999914
,0,51.55249904,-0.396830479
,0,51.55141304,-0.396142669
,0,51.54937851,-0.39779378
,0,51.54901397,-0.396045463
,0,51.55121685,-0.390877611
,0,51.55061235,-0.384330672
,0,51.54936961,-0.378725643
,0,51.53530796,-0.382303081
,0,51.53058305,-0.358251032
,0,51.51270203,-0.348956077
,0,51.53917618,-0.376008182
,0,51.53954153,-0.376409353
,0,51.53996684,-0.376661237
,0,51.53946299,-0.37556703
,0,51.53979923,-0.375932267
,0,51.54017974,-0.376231026
,0,51.54062445,-0.376442804
,0,51.54047902,-0.376820271
,0,51.54097623,-0.3766043
,0,51.54086613,-0.376864667
,0,51.53975277,-0.374971059
,0,51.53952842,-0.37745954
,0,51.53737999,-0.355181551
,0,51.53741004,-0.355742039
,0,51.53674883,-0.352411357
,0,51.51777616,-0.252208273
,0,51.51780705,-0.252140968
,0,51.51894042,-0.253752774
,0,51.5190367,-0.255798897
,0,51.51700752,-0.257060404
commercial,7,51.51342639,-0.250206197
yes,9,51.50872048,-0.249318158
,0,51.53653,-0.323732955
,0,51.5610136,-0.418155488
yes,9,51.4999184,-0.28528785
yes,9,51.49954298,-0.286419701
,0,51.4883823,-0.323415687
,0,51.49072965,-0.32626265
,0,51.4901996,-0.323124195
,0,51.54575579,-0.407418205
,0,51.54331743,-0.406925488
,0,51.54366856,-0.402216705
,0,51.54367657,-0.398758438
,0,51.54275892,-0.416278539
,0,51.54359685,-0.413520866
,0,51.54382533,-0.410606706
,0,51.54169971,-0.41324131
,0,51.54108719,-0.416431167
,0,51.54582436,-0.413662324
,0,51.54773202,-0.418168987
,0,51.54752542,-0.404103794
,0,51.49959621,-0.274416499
,0,51.50116916,-0.270842704
,0,51.49919254,-0.271165398
,0,51.50379525,-0.25114076
,0,51.50737963,-0.254299381
flats,0,51.50929922,-0.273985869
flats,0,51.50989188,-0.273592896
,0,51.51135076,-0.271919471
,0,51.51325216,-0.284563806
supermarket,3,51.50834614,-0.272651087
,0,51.50845526,-0.273581922
,0,51.51015551,-0.269281259
,0,51.50782124,-0.269352286
,0,51.50757205,-0.270045448
,0,51.54740059,-0.422778235
,0,51.54569227,-0.421248575
,0,51.54593664,-0.417985111
,0,51.54332733,-0.418816408
,0,51.54316996,-0.4208606
,0,51.54381341,-0.417300686
church,6,51.49582063,-0.26300484
,0,51.51488489,-0.261242836
,0,51.513533,-0.2620972
,0,51.52013859,-0.253534173
,0,51.51782723,-0.257837945
,0,51.51277388,-0.39620234
,0,51.51378508,-0.395706368
,0,51.51380014,-0.397795023
,0,51.53898651,-0.39833248
,0,51.54122805,-0.399358829
,0,51.53910115,-0.400332238
,0,51.53997009,-0.41607707
,0,51.53692596,-0.416022487
,0,51.5082505,-0.345494772
yes,9,51.5074102,-0.345661803
yes,9,51.50622523,-0.345977617
yes,9,51.50681233,-0.34457573
,0,51.51397385,-0.303966791
yes,9,51.51317561,-0.307576983
yes,9,51.51320462,-0.308863012
yes,9,51.5132618,-0.30645831
yes,9,51.50983607,-0.315134727
,0,51.50793434,-0.295235828
,0,51.50888422,-0.307080453
,0,51.55214546,-0.395534397
residential,8,51.50259292,-0.278264732
residential,8,51.5022225,-0.277628889
residential,8,51.50226017,-0.276133468
residential,8,51.5023276,-0.2751205
residential,8,51.50186748,-0.277192296
residential,8,51.50182742,-0.278159818
residential,8,51.502481,-0.2787029
residential,8,51.50263501,-0.274538873
school,5,51.50254238,-0.27390987
school,5,51.50204303,-0.274156553
,0,51.50184532,-0.273364728
yes,9,51.50200755,-0.27237665
,0,51.50235575,-0.27194265
residential,8,51.50503421,-0.273228881
,0,51.50407924,-0.277338097
,0,51.50748848,-0.274759525
,0,51.50440476,-0.270651519
,0,51.5017752,-0.269357077
residential,8,51.50195712,-0.27140265
residential,8,51.50284843,-0.270967948
residential,8,51.503603,-0.27073755
residential,8,51.50396637,-0.271274947
residential,8,51.50387695,-0.272045916
residential,8,51.50382469,-0.27261364
residential,8,51.50383425,-0.27337475
residential,8,51.50441046,-0.272012025
residential,8,51.50484149,-0.272034854
yes,9,51.52972272,-0.270596858
yes,9,51.52938155,-0.271776321
data_center,4,51.52923013,-0.273022227
data_center,4,51.52904307,-0.274281374
yes,9,51.52884031,-0.275947974
yes,9,51.52886679,-0.277798548
,0,51.52907664,-0.274464423
,0,51.52992891,-0.275085413
,0,51.54684157,-0.289916392
,0,51.55708599,-0.295293024
,0,51.54222669,-0.293488855
,0,51.55448159,-0.258740843
,0,51.54890829,-0.25603199
,0,51.54841948,-0.257221265
,0,51.52748034,-0.248805444
,0,51.52649948,-0.253511535
,0,51.52910882,-0.254850807
,0,51.54693558,-0.257356687
,0,51.54486723,-0.303797461
,0,51.54333878,-0.269056701
,0,51.52787675,-0.269194081
store,7,51.52860878,-0.270244664
,0,51.52895221,-0.268963204
yes,9,51.52745467,-0.274169252
yes,9,51.52808305,-0.27459915
yes,9,51.5317168,-0.271204432
,0,51.53386417,-0.266673567
yes,9,51.54316501,-0.271575346
,0,51.54329112,-0.270961588
,0,51.53290755,-0.2449341
,0,51.5369835,-0.256822832
,0,51.54369491,-0.255064906
,0,51.548436,-0.250506951
yes,9,51.53904264,-0.276625926
yes,9,51.53832065,-0.277299284
yes,9,51.53812155,-0.277043833
yes,9,51.5376839,-0.27404575
yes,9,51.5384214,-0.27423795
,0,51.53788588,-0.272249822
,0,51.53628997,-0.27708003
,0,51.54250645,-0.247017476
,0,51.5324655,-0.268261018
yes,9,51.53459192,-0.267308935
yes,9,51.53440069,-0.266903021
yes,9,51.5343746,-0.266507
yes,9,51.5346342,-0.26600555
yes,9,51.5347736,-0.266940556
yes,9,51.53479492,-0.26601615
,0,51.53457707,-0.266535798
,0,51.53427743,-0.262123509
,0,51.53424083,-0.261378911
yes,9,51.53654061,-0.296962042
yes,9,51.53673666,-0.296118283
yes,9,51.53674437,-0.295454544
yes,9,51.53628185,-0.295074286
yes,9,51.5360334,-0.29548272
yes,9,51.53600288,-0.296148325
yes,9,51.53585519,-0.296923998
yes,9,51.53630475,-0.29746385
yes,9,51.53644641,-0.295963118
yes,9,51.53626678,-0.296807791
yes,9,51.53763865,-0.2844487
yes,9,51.5432213,-0.28172115
,0,51.5379663,-0.288278282
,0,51.53771272,-0.289178891
,0,51.53749375,-0.290140368
,0,51.53728395,-0.291115139
,0,51.5370877,-0.292056115
,0,51.5368897,-0.292993645
,0,51.53619925,-0.289461513
yes,9,51.5379701,-0.2831661
,0,51.55315043,-0.291235431
,0,51.55371438,-0.297476736
,0,51.54217143,-0.292873832
,0,51.54084826,-0.293705779
,0,51.54336457,-0.298035216
,0,51.55477037,-0.28477677
,0,51.51752104,-0.28925361
,0,51.55764242,-0.277152003
,0,51.55805831,-0.280457396
yes,9,51.55656499,-0.279580626
,0,51.54314696,-0.244675326
,0,51.5479297,-0.313090928
yes,9,51.54777681,-0.312832301
,0,51.5487859,-0.309330841
,0,51.55151946,-0.3106785
,0,51.54451328,-0.303743776
,0,51.54190235,-0.306693059
,0,51.54974998,-0.305624934
,0,51.55072918,-0.30612965
yes,9,51.55055195,-0.306004828
,0,51.54971485,-0.3061178
,0,51.55029956,-0.304076668
,0,51.54488617,-0.297083894
bus_garage,0,51.54045219,-0.300325267
,0,51.56007681,-0.303266925
,0,51.56000321,-0.3031528
,0,51.55490037,-0.305183788
,0,51.55490778,-0.305762698
,0,51.56040184,-0.308695923
,0,51.55965146,-0.312802025
,0,51.55783871,-0.314324739
,0,51.55760955,-0.31583995
,0,51.5603169,-0.31755275
,0,51.560405,-0.3138901
,0,51.53491113,-0.417534656
,0,51.53328377,-0.416326166
,0,51.53386967,-0.414148049
,0,51.53474565,-0.414651996
,0,51.53528537,-0.415114395
,0,51.53537489,-0.41399266
,0,51.53454458,-0.415190863
,0,51.53596396,-0.415928332
,0,51.53755109,-0.420357662
,0,51.53839117,-0.420649974
,0,51.54013343,-0.424368286
,0,51.54127583,-0.418487974
construction,4,51.55164559,-0.297765476
apartments,8,51.55185555,-0.296646617
,0,51.55731727,-0.289772273
,0,51.55755947,-0.28916684
,0,51.54980965,-0.288181187
,0,51.5404119,-0.417632485
,0,51.54597951,-0.42002782
,0,51.50445975,-0.284954824
transportation,0,51.50673341,-0.285174866
yes,9,51.5179606,-0.288692486
,0,51.51539568,-0.290440197
apartments,8,51.51882179,-0.294710053
apartments,8,51.5188353,-0.29522505
apartments,8,51.5190551,-0.2947408
apartments,8,51.51917709,-0.294754024
yes,9,51.55344286,-0.29493542
