building,type,Latitude,Longitude
,0,51.53027779613799,-0.21834434221461962
yes,9,51.53587770019607,-0.22799867068896637
yes,9,51.573917816685785,-0.23488405075795968
,0,51.5568282,-0.2498582
,0,51.5447008,-0.1983277
residential,8,51.53153711676494,-0.21369706537695302
garages,0,51.555895500000005,-0.22748414999999972
canopy,0,51.56300837359853,-0.27971100904395513
apartments,8,51.5463570918804,-0.2034569568903319
yes,9,51.5372419,-0.19668255000000012
,0,51.5794729,-0.3371138
,0,51.5371173,-0.2403522
,0,51.53202472461743,-0.2269554084770181
,0,51.53020875,-0.2254849
,0,51.53901479371008,-0.26110227769967687
,0,51.534780916391604,-0.21973953567114268
,0,51.54960628323333,-0.2983970474097063
,0,51.5871885,-0.3047637
yes,9,51.53340696420679,-0.20566088012167888
,0,51.5551361,-0.3287226
,0,51.5733065,-0.3009907
residential,8,51.53242828596548,-0.22540305236096358
yes,9,51.541974305020055,-0.20595373731985236
,0,51.5320846,-0.2707582
,0,51.55223336367883,-0.2988032961106733
yes,9,51.53635470504523,-0.19229697046844516
,0,51.54604271968766,-0.28669181362525636
residential,8,51.53147068085578,-0.2056613867684681
office,4,51.53288907639839,-0.20791850702650208
residential,8,51.532420800000004,-0.19452564999999872
residential,8,51.53079576157204,-0.21430092155605784
,0,51.5866807,-0.3023668
,0,51.54970009692233,-0.2508824968352824
residential,8,51.53024988880855,-0.21236755859702236
,0,51.549389690780146,-0.2508946867490291
yes,9,51.53917788853531,-0.1995387971029747
,0,51.53176632705647,-0.22993207168756746
,0,51.54755138756478,-0.2650671322723292
,0,51.5517735665387,-0.29842232813289277
yes,9,51.575263246321185,-0.23148233227988305
,0,51.5548106,-0.2532375
,0,51.5648819,-0.3281394
,0,51.5268676,-0.2842283
yes,9,51.542841442722114,-0.19939592661549368
,0,51.52930137349605,-0.2516054532493532
,0,51.529697,-0.2989167
,0,51.532749688773954,-0.20204507363970292
,0,51.600499711595404,-0.26647103387431254
,0,51.54702705520478,-0.26413466242414113
,0,51.570927,-0.2308505
,0,51.59736495,-0.25875145
,0,51.57969935397054,-0.2577939057655618
residential,8,51.53061458152228,-0.19387026339664445
,0,51.556468347958536,-0.21237515889087227
,0,51.5829293,-0.3316526
,0,51.53850093047838,-0.24894270279948993
,0,51.53195095666877,-0.1910958580976094
yes,9,51.539232221748655,-0.19889228680561793
residential,8,51.532957675317576,-0.20743165578411543
,0,51.53180917641579,-0.22841647561139508
,0,51.5539178,-0.2932379
yes,9,51.53958578021394,-0.22752309790309583
shed,0,51.54796998673984,-0.203603718870127
,0,51.5307232,-0.2066171
,0,51.54046528354673,-0.24253714456710357
,0,51.5464238922323,-0.2454676015756575
,0,51.54540654699484,-0.2624016311528631
,0,51.53409035,-0.21930699999999997
yes,9,51.535559649999996,-0.20386915
,0,51.53494759999999,-0.29655585
,0,51.5600647,-0.2542143
,0,51.554452497856815,-0.2534804982763061
yes,9,51.54438829614138,-0.1954195119909027
terrace,8,51.54927416823983,-0.3200692939365832
yes,9,51.545650751378126,-0.20203900153537108
,0,51.52953887515064,-0.21857403386216417
,0,51.55815455,-0.21248125000000004
residential,8,51.52608408488467,-0.19389208321938786
,0,51.5712007,-0.2955711
terrace,8,51.55296244211131,-0.3366497796954392
residential,8,51.5318974250158,-0.2238209725324928
yes,9,51.535531492447504,-0.1944007027779298
yes,9,51.533938400216755,-0.21418838803736623
,0,51.581983721023775,-0.2519748924273603
,0,51.5511723,-0.2283095
,0,51.53419112374124,-0.22348944665058373
warehouse,3,51.53178033658092,-0.2814363343998055
terrace,8,51.55871533078322,-0.33832267752315803
yes,9,51.54137891923802,-0.19503725491677865
,0,51.551226792893345,-0.20792000451626938
,0,51.5328514,-0.2050951
,0,51.52857380000001,-0.19670765
,0,51.567122,-0.2339958
yes,9,51.54493897147957,-0.20648726255283967
,0,51.53243919193382,-0.23167153154784229
,0,51.58681703306786,-0.3089883729313481
residential,8,51.537504983228864,-0.2079526990361573
yes,9,51.590610739354965,-0.2528542174039382
yes,9,51.53568337703958,-0.23655498331584487
,0,51.5340098,-0.1973745
,0,51.5496256,-0.3196531
,0,51.53270894365638,-0.22794324837079583
,0,51.5852188,-0.2504328
,0,51.555946134238255,-0.33383147337482055
,0,51.529768833538476,-0.21239375386761208
yes,9,51.5509851502237,-0.219784236962283
,0,51.54606436440394,-0.22751373483466247
,0,51.57534370851443,-0.24706102042151293
,0,51.526125199999996,-0.19317194999999998
,0,51.5616872,-0.3277623
,0,51.5854367,-0.2804994
yes,9,51.531614580397054,-0.22800041095012696
,0,51.53025007483468,-0.2966004349860145
yes,9,51.52896520772979,-0.19749763084365146
,0,51.5371241,-0.2153134
yes,9,51.53861123387765,-0.2237374724427807
,0,51.5571224,-0.3382504
residential,8,51.52992655,-0.20600770000000254
,0,51.59347103124924,-0.26307883541631966
,0,51.52807446135909,-0.2013578437334469
residential,8,51.52903186073524,-0.2118568432739482
,0,51.5429892,-0.2111962
,0,51.5543811,-0.2122805
yes,9,51.58603545,-0.2764065
,0,51.5302143,-0.212858
,0,51.5336642,-0.2193397
yes,9,51.54270402693758,-0.1949307553893386
residential,8,51.529571975024616,-0.21896499493456134
,0,51.55441265,-0.23202455
,0,51.5849362846149,-0.25932434746085353
,0,51.5335636,-0.2184259
residential,8,51.530854308848056,-0.20341826349675582
residential,8,51.526198555453604,-0.19970239172826884
residential,8,51.53143243797067,-0.22503937757572598
yes,9,51.534845100000005,-0.2281029000000006
,0,51.53385988685437,-0.257412052240987
yes,9,51.53638554560392,-0.19897826736949853
,0,51.5290913,-0.2723142
residential,8,51.53875916042739,-0.21908633627689214
,0,51.5545946,-0.237534
,0,51.530045778785684,-0.28254170341061824
residential,8,51.52461061168283,-0.19470504810180703
yes,9,51.5401681008498,-0.19938303163574708
yes,9,51.58223909932502,-0.24845014197355364
,0,51.5299564,-0.2499836
,0,51.552763892739385,-0.30973230674943336
,0,51.5714477829007,-0.260776925937678
,0,51.53721081697017,-0.2233385123581724
,0,51.55959838934811,-0.27127571526814115
yes,9,51.53526158289308,-0.22109609853753362
,0,51.57554518592563,-0.2655299810422054
,0,51.53846581637639,-0.2662705840549556
,0,51.55980128598373,-0.2542547858544774
yes,9,51.53550713387997,-0.23603573103485498
,0,51.561165349543735,-0.2585885060445329
,0,51.54560833516527,-0.25877952097275564
yes,9,51.5398149,-0.20292805
yes,9,51.541689394288206,-0.19998469537981392
yes,9,51.535909649999994,-0.2146141500000012
,0,51.528642250000004,-0.19155165000000002
,0,51.5276997,-0.2156712
yes,9,51.53654895380616,-0.19704123261184456
,0,51.5766583,-0.3071593
,0,51.5868121,-0.3059837
residential,8,51.53028851713145,-0.21148602228556734
,0,51.529575567571236,-0.21250664570969774
,0,51.5418149,-0.2249905
,0,51.5329535,-0.1977608
,0,51.56918736477688,-0.23038709195896168
,0,51.5381088,-0.1946531
,0,51.5340407,-0.3060689
,0,51.53200935415848,-0.23171981636339178
yes,9,51.53515363373447,-0.21420902698261504
yes,9,51.552953390133354,-0.21617989153985226
,0,51.529436659367406,-0.230411943886675
residential,8,51.53683184061394,-0.2198719826697982
yes,9,51.5539008025069,-0.28756620225246654
terrace,8,51.55457528902256,-0.33697576285768116
yes,9,51.53884262878002,-0.22171027881881297
,0,51.5286162,-0.211642
terrace,8,51.52412702357772,-0.21732029696637023
,0,51.531169097853386,-0.21324203153281757
,0,51.54155447980655,-0.2133593372763438
,0,51.5395276,-0.27671769999999996
,0,51.5504599,-0.32047
,0,51.53358132073827,-0.20412143224419668
,0,51.5806017,-0.3135528
,0,51.52632025554689,-0.1995303279970043
,0,51.5382673,-0.2994211
,0,51.53555056157082,-0.21893456145034446
,0,51.53505819324804,-0.23152450051056248
,0,51.553654140670986,-0.23423051194359024
yes,9,51.54185714338161,-0.2106464103580042
,0,51.5554365,-0.3159222
,0,51.5257261,-0.21818959999999998
residential,8,51.534007402306194,-0.19668952458209107
yes,9,51.582024977954426,-0.31757522617550277
,0,51.5345748,-0.1966003
,0,51.5812586,-0.3186139
yes,9,51.54309749485704,-0.2290939740180866
yes,9,51.58959070084462,-0.24873116694368433
yes,9,51.53404424320571,-0.23118566037185725
yes,9,51.553625395380834,-0.2873922872304893
,0,51.5727135,-0.299255
residential,8,51.530893343356254,-0.22399143729099164
residential,8,51.541393987445076,-0.22094980762177663
yes,9,51.5397872,-0.20106555
,0,51.58283153799476,-0.24971251509488443
house,8,51.552012999999995,-0.29203159999999995
,0,51.52708356044018,-0.2021228140309737
,0,51.5451233,-0.1985371
,0,51.5626203,-0.3008473
,0,51.5585369,-0.3352909
yes,9,51.53704202707559,-0.2246080428359989
,0,51.533306214595115,-0.21129930480055864
yes,9,51.544915614916114,-0.26036793193057045
,0,51.529684970873774,-0.20900084430627797
yes,9,51.55078713986157,-0.29555306503931594
,0,51.53857133355092,-0.19203515779269542
,0,51.5560247,-0.2500707
,0,51.5460712,-0.24020775
,0,51.54001185,-0.1927225
apartments,8,51.52645083263781,-0.21625086568920937
,0,51.5495292,-0.3162
yes,9,51.541446087761834,-0.2243471298761033
,0,51.54459557309186,-0.21204037922800745
,0,51.5694601,-0.233147
,0,51.5290701,-0.1921266
yes,9,51.539786710382515,-0.2094322159360643
,0,51.5944631,-0.2855488
,0,51.5358884,-0.190869
apartments,8,51.551576850000004,-0.2395872
,0,51.530498899952676,-0.21387419725285284
,0,51.5407397,-0.2101037
yes,9,51.52829135733876,-0.26660403119061077
residential,8,51.53141885114027,-0.2011184573394051
,0,51.54862302827052,-0.2657237782007417
yes,9,51.53761173855561,-0.20890653506323412
,0,51.587148334489285,-0.2983118280323485
residential,8,51.52995452893614,-0.20249741161728335
,0,51.5311515,-0.2353698
residential,8,51.54587676451089,-0.20162282216524122
residential,8,51.53274478573868,-0.2200205986823376
,0,51.551923344704186,-0.24861672827793366
,0,51.53420684077651,-0.22749956581852993
residential,8,51.53211081760177,-0.20183922504102134
,0,51.5339619,-0.2205229
yes,9,51.534222280839884,-0.2127637832020997
yes,9,51.53665985294173,-0.3071937836416056
terrace,8,51.55213908537571,-0.31316135944636336
yes,9,51.54299693045454,-0.25460998813619434
residential,8,51.53037087814362,-0.21182105708188245
,0,51.538489,-0.2815675
yes,9,51.5564109570574,-0.2735534603940208
,0,51.5693841,-0.3033644
,0,51.53947314510431,-0.25990316258592555
yes,9,51.53958178123911,-0.23764420792912397
yes,9,51.590865038247635,-0.2683435359120666
,0,51.54933601903801,-0.22811348915749594
,0,51.53336932356168,-0.231989596332458
,0,51.52739853113908,-0.19822425491631523
,0,51.5617629,-0.2814722
,0,51.54084329449785,-0.30008856071049045
,0,51.597508950000005,-0.27387615
,0,51.5272351,-0.3038162
,0,51.52839059262994,-0.21220613477793832
apartments,8,51.52423377365598,-0.1999900641046312
,0,51.52494878625243,-0.19436923308411358
,0,51.5449657,-0.1990673
,0,51.5666342,-0.3216197
,0,51.5311573,-0.2221189
yes,9,51.536102470415294,-0.22583955585531762
,0,51.5375753,-0.2067012
terrace,8,51.55207755000001,-0.3310823
,0,51.571985,-0.3139482
residential,8,51.53151689134988,-0.21028326952179927
terrace,8,51.55465203921715,-0.3295214380690689
,0,51.53177366999174,-0.2174775840802919
,0,51.53789927680151,-0.3033396768643397
,0,51.5287474,-0.1906041
house,8,51.52847359492394,-0.19407323188303147
yes,9,51.54050406941741,-0.19115929368316525
yes,9,51.543665749999995,-0.26338565000000025
,0,51.53206032367404,-0.22621066873006992
,0,51.5752918,-0.32430709999999996
,0,51.5458675,-0.2217579
,0,51.54305187815711,-0.1984711857020999
residential,8,51.528767503512114,-0.19995861000606838
yes,9,51.55086825,-0.2988343500000001
,0,51.5748134084919,-0.2371279729178302
,0,51.58604529464926,-0.30743290375068866
,0,51.5309373,-0.3030063
residential,8,51.53062226177915,-0.22058028561775417
residential,8,51.53167629081445,-0.21235064522409092
residential,8,51.532544190720365,-0.22037069228593187
,0,51.53372131744248,-0.22943824975088428
yes,9,51.545858180431104,-0.2206331355664081
,0,51.5589396,-0.2649672
,0,51.54152248931829,-0.20671506211231658
,0,51.5497437,-0.2646982
,0,51.534775746743435,-0.22045105195887815
yes,9,51.53722639865686,-0.20309121727320315
,0,51.54883689533639,-0.2617928011274824
,0,51.572270893881736,-0.2956973986335131
yes,9,51.5435188872406,-0.23208649760138156
,0,51.53914511018264,-0.28025250430585563
yes,9,51.55193255,-0.27365505
,0,51.53075221271662,-0.23503969682084522
,0,51.5574741,-0.3224041
yes,9,51.574751786914526,-0.2990831013121876
school,5,51.52846932054849,-0.21525239282988243
yes,9,51.537586243476945,-0.23658168163669424
,0,51.55162988370358,-0.20657207431316887
,0,51.5301561,-0.2058061
,0,51.52770061718363,-0.274940664181751
,0,51.560516,-0.3336991
,0,51.562506400000004,-0.2793814
,0,51.53065945528617,-0.2079161633312968
yes,9,51.53773459695812,-0.1997852507821455
,0,51.535702305723824,-0.22363747406298953
residential,8,51.52847578583718,-0.21277695567459004
residential,8,51.530482104800456,-0.2103209072649578
,0,51.542112366984846,-0.25161723338381536
yes,9,51.54122700702621,-0.21284280135734593
residential,8,51.531236807398194,-0.21147058961357046
yes,9,51.54228969580332,-0.2007080158886669
,0,51.53188204999999,-0.2731068
,0,51.57363180342438,-0.3149491552366181
,0,51.5492542,-0.22123515
,0,51.5305721,-0.2268933
yes,9,51.52939756701632,-0.19602181026828194
industrial,4,51.53291935677599,-0.3009874657877566
,0,51.5514100001735,-0.23115928688402976
residential,8,51.541488015737514,-0.20540716844924933
yes,9,51.541393605642526,-0.19700625963025256
,0,51.5374863324672,-0.2750267316864173
,0,51.603195622173715,-0.26817594757944363
,0,51.58856283031746,-0.2618069299827913
,0,51.5368197,-0.2349919
yes,9,51.54684050695218,-0.22471660959391535
yes,9,51.54602093064923,-0.20507267405349694
,0,51.5864438,-0.2939385
,0,51.52979097124962,-0.2216251134034068
yes,9,51.54617765420925,-0.217789311298084
,0,51.5335102,-0.2113964
,0,51.578910010504885,-0.31811655777543507
,0,51.56025775,-0.25303475
,0,51.531177550695126,-0.23386166061183514
yes,9,51.541872733046425,-0.20368111796220995
,0,51.54036380434237,-0.20762622258628202
,0,51.5294427,-0.2064659
,0,51.5529914,-0.3124074
,0,51.5402591,-0.1976229
yes,9,51.53356430957036,-0.22633356352841166
yes,9,51.568888751508915,-0.22760919140404173
,0,51.5510864814664,-0.22847378360197812
,0,51.566351434560595,-0.22475981894168454
,0,51.5535168,-0.3300355
,0,51.5291709,-0.188883
,0,51.5306297,-0.2285071
retail,7,51.59341678740833,-0.25411925683201037
,0,51.52815304979198,-0.21251349679428494
residential,8,51.53055134198726,-0.20887840022271764
,0,51.5846627,-0.3134253
yes,9,51.547590732273676,-0.21494435152237304
,0,51.550648,-0.3231053
,0,51.5588777,-0.33615110000000004
yes,9,51.53805247722355,-0.19993166321359374
,0,51.58840475749725,-0.2470797484081965
,0,51.53576721436437,-0.26390878407669754
garage,0,51.55604002291213,-0.2111034508016106
yes,9,51.5548441,-0.28737675
residential,8,51.5314416081986,-0.20696982796114888
,0,51.5371176,-0.2752394
,0,51.5685275,-0.3328644
,0,51.541757554192,-0.21292058520883267
yes,9,51.53887773611734,-0.22672853432180198
residential,8,51.528748669875654,-0.2012363479283693
bandstand,0,51.52938323592688,-0.1906063193627565
,0,51.5403325,-0.3014159
,0,51.5306064,-0.2275599
yes,9,51.53316279919929,-0.27168137727199904
,0,51.5762663,-0.3088026
,0,51.53222190012636,-0.2265660318220027
,0,51.55252208034266,-0.30967290131348385
,0,51.53874430615955,-0.25024090767787244
,0,51.5661098,-0.3267327
,0,51.5592745,-0.3248276
,0,51.562332299999994,-0.31202739999999995
residential,8,51.53004898215803,-0.2191446215220253
yes,9,51.59626949844501,-0.25865807042265065
,0,51.555909091284875,-0.3368193843349778
,0,51.53125932091732,-0.2939263322694462
,0,51.53280146367988,-0.3078705752759758
,0,51.53546325000001,-0.27508935
,0,51.5320856,-0.1912167
,0,51.53586380044979,-0.22748147301067118
yes,9,51.54216185950393,-0.19863917878906073
residential,8,51.54395502682553,-0.1958558068873953
residential,8,51.53240748490813,-0.20618412293790384
,0,51.543028,-0.2645073
yes,9,51.53521334959722,-0.22022643834792088
yes,9,51.56933367111419,-0.2965346087594401
yes,9,51.54675857545035,-0.2094743426008764
,0,51.5520199,-0.2990463
yes,9,51.547185788432664,-0.23120067282945062
yes,9,51.53592294302273,-0.2370867898979167
yes,9,51.5418757628939,-0.20542508421509087
,0,51.5331387,-0.2664422
,0,51.5398278,-0.1949706
,0,51.58578095,-0.2990976
yes,9,51.56874571377235,-0.23159530838119177
,0,51.5356282,-0.1937687
yes,9,51.53471235651288,-0.23440278259738026
,0,51.551764750000004,-0.32852675
residential,8,51.529358716781665,-0.20838300591689013
yes,9,51.54013005962441,-0.1955006450704219
,0,51.55574263212647,-0.26801899931318124
terrace,8,51.5487176,-0.3137259
yes,9,51.57540025000001,-0.23367915000000003
yes,9,51.53168830262289,-0.22912758563186134
,0,51.530408395048156,-0.2049843907503542
,0,51.5362247,-0.2004682
house,8,51.5558106526416,-0.33590736087178197
,0,51.539830798983864,-0.22791634628540677
,0,51.5819758,-0.2764566
yes,9,51.59560215,-0.26756735000000076
,0,51.55435957153772,-0.28794078719417004
,0,51.5298050521266,-0.21123986605141698
,0,51.53866922508823,-0.19629438112103223
,0,51.55266541253134,-0.31885652232739714
yes,9,51.54469673333547,-0.23049131055987226
residential,8,51.53150291362251,-0.1931402591022702
,0,51.5356827,-0.2495758
,0,51.58514403891589,-0.28076653258571577
,0,51.543724,-0.2708994
train_station,0,51.53194396519785,-0.2434438815197657
yes,9,51.52903545000001,-0.1970085
,0,51.5796683,-0.3222885
yes,9,51.5409755,-0.19871295000000003
,0,51.5322949,-0.1971781
,0,51.5574626,-0.2585784
terrace,8,51.553523899999995,-0.33072345000000336
,0,51.53254549546365,-0.2267779998363396
,0,51.5994894,-0.2618845
,0,51.58289657090303,-0.26891476997108443
,0,51.52974948323437,-0.2183739923296054
,0,51.542259769514665,-0.25508676316273016
,0,51.5691106,-0.3058498
yes,9,51.53266289740934,-0.22326168242466454
,0,51.567236550000004,-0.29607490000000003
yes,9,51.542014682297456,-0.20589417907936378
,0,51.54024463035882,-0.2705249019322481
,0,51.53012197652581,-0.21429181530022035
,0,51.548557,-0.2191502
,0,51.56584100905506,-0.2587871832266916
yes,9,51.542923050000006,-0.19395765000000062
,0,51.53261916205486,-0.23244516664952086
,0,51.546378,-0.273536
residential,8,51.53045242984381,-0.20363298586134315
,0,51.579121799999996,-0.26939135000000003
yes,9,51.590152572464454,-0.26579828498359154
,0,51.53034626006891,-0.209196179140406
,0,51.5457121,-0.2695968
yes,9,51.55340301175166,-0.29164511782170305
,0,51.5543667,-0.3260322
,0,51.59364812486595,-0.2793037288511872
yes,9,51.542197794856875,-0.22323255377750253
house,8,51.557384583393166,-0.22128610766589482
,0,51.5291412570123,-0.20368625744376365
yes,9,51.53514590000001,-0.22841545000000002
,0,51.546177956872114,-0.26814440607561646
yes,9,51.5335687626778,-0.2098264777774419
yes,9,51.53083694999999,-0.22581485
,0,51.56044915,-0.30571075000000003
,0,51.54418855000001,-0.2130494
,0,51.5687369,-0.30388
,0,51.5322637490788,-0.24514079573573588
,0,51.534224706535646,-0.19412014896949636
,0,51.568820249204194,-0.22397437970122158
,0,51.561245815821245,-0.25664167316435754
,0,51.58115738456618,-0.27010058662982284
,0,51.5291568,-0.2170292
yes,9,51.54125399465601,-0.3023697847323351
,0,51.5956818,-0.2936251
residential,8,51.52952143702275,-0.21685249148828423
yes,9,51.538799636567305,-0.19915007481371858
,0,51.5620093,-0.2819427
yes,9,51.58746336044822,-0.24608791017789544
,0,51.53012453430004,-0.21498688031877056
yes,9,51.58302955134127,-0.2468200940095047
residential,8,51.52720133530971,-0.1984912169263601
,0,51.5494788,-0.2975024
,0,51.5274999,-0.2673006
,0,51.538952,-0.2264035
,0,51.53387833061727,-0.22387212597698292
yes,9,51.53478097913568,-0.22474954320464707
yes,9,51.54199649821108,-0.19521030782897988
,0,51.54697729999999,-0.20455795
,0,51.5365733,-0.3106235
yes,9,51.57482992287111,-0.237840509836464
yes,9,51.55402479445042,-0.21409443622619714
,0,51.5554101,-0.311973
,0,51.53597934823439,-0.23613531187333597
,0,51.53680339999999,-0.21380785000000002
,0,51.54850306320131,-0.269060933237135
,0,51.5592123,-0.2740502
,0,51.5760954,-0.3224743
,0,51.55794708636948,-0.3103365322011145
,0,51.53004645,-0.19156795
,0,51.56387905153177,-0.21908314640551685
yes,9,51.535244317056005,-0.2008870886772144
yes,9,51.53348029814667,-0.2121198131081952
,0,51.53003571705548,-0.2104411714656454
,0,51.5841475,-0.3133317
,0,51.545771359479154,-0.273802537522988
yes,9,51.541326274905444,-0.2616824683158779
