tstar,tstarstar,tau_star,mean_s2_t0,mean_s2_tstar,mean_s2_tstarstar,std_s2_tstar,std_s2_tstarstar
72,72,261.8181818181818,0.634206471949808,0.3865893041545307,0.3865893041545307,0.33598003201713694,0.33598003201713694
