alpha,beta,kappa,max_move_speed,loss,T1_model,T2_model,T3_model,T4_model
0.5,4.0,1.0,5,11.71151550952511,0.004081632653061225,0.012244897959183673,1.1196581196581197,0.1523702031602709
0.5,4.0,1.0,10,10.611039772977353,0.014285714285714285,0.014285714285714285,1.0909090909090908,0.13487881981032665
0.5,4.0,1.0,20,3.951833339896971,0.012618296529968454,0.00946372239747634,0.7702702702702703,0.10162991371045062
0.5,4.0,1.0,40,3.154540897750884,0.009950248756218905,0.012437810945273632,0.7017543859649122,0.08071025020177562
0.5,4.0,1.0,60,2.3554162740510867,0.009615384615384616,0.014423076923076924,0.5245098039215687,0.08456167571761056
0.5,4.0,3.0,5,10.856222230052744,0.00816326530612245,0.004081632653061225,1.0854700854700854,0.17042889390519186
0.5,4.0,3.0,10,7.179626478537043,0.025,0.017857142857142856,0.9621212121212122,0.13066385669125394
0.5,4.0,3.0,20,3.413507732047655,0.00946372239747634,0.006309148264984227,0.7094594594594594,0.11409395973154363
0.5,4.0,3.0,40,2.681727541692679,0.009950248756218905,0.012437810945273632,0.6432748538011696,0.06941081517352704
0.5,4.0,3.0,60,2.5415149659047924,0.004807692307692308,0.014423076923076924,0.5980392156862745,0.07835531419705198
0.5,4.0,5.0,5,6.870767044388517,0.0163265306122449,0.00816326530612245,0.9230769230769231,0.17832957110609482
0.5,4.0,5.0,10,5.878484774179803,0.03214285714285714,0.02142857142857143,0.9015151515151515,0.13909378292939936
0.5,4.0,5.0,20,4.400011947196791,0.00946372239747634,0.00946372239747634,0.7972972972972973,0.11313518696069032
0.5,4.0,5.0,40,3.358845380611415,0.009950248756218905,0.009950248756218905,0.7251461988304093,0.06860371267150928
0.5,4.0,5.0,60,2.42132579235062,0.004807692307692308,0.014423076923076924,0.5392156862745098,0.08301008533747091
0.5,4.0,10.0,5,9.62410458114708,0.012244897959183673,0.00816326530612245,1.0427350427350428,0.17155756207674944
0.5,4.0,10.0,10,6.974587914203358,0.025,0.014285714285714285,0.946969696969697,0.1464699683877766
0.5,4.0,10.0,20,3.4305942121764206,0.015772870662460567,0.00946372239747634,0.7364864864864865,0.07766059443911794
0.5,4.0,10.0,40,2.9543553532205773,0.012437810945273632,0.017412935323383085,0.6900584795321637,0.07021791767554479
0.5,4.0,10.0,60,2.534103730668826,0.009615384615384616,0.021634615384615384,0.6225490196078431,0.07757951900698215
0.5,4.0,20.0,5,14.324921269007362,0.02857142857142857,0.0163265306122449,1.205128205128205,0.18171557562076748
0.5,4.0,20.0,10,9.728420628284747,0.017857142857142856,0.02857142857142857,1.0681818181818181,0.1148577449947313
0.5,4.0,20.0,20,6.6778466328168795,0.01892744479495268,0.015772870662460567,0.9459459459459459,0.07574304889741132
0.5,4.0,20.0,40,2.3124334659749555,0.009950248756218905,0.017412935323383085,0.5614035087719298,0.06618240516545601
0.5,4.0,20.0,60,2.2742531867835303,0.014423076923076924,0.01201923076923077,0.49019607843137253,0.0643910007757952
0.5,6.0,1.0,5,12.198905112190568,0.024489795918367346,0.004081632653061225,1.1367521367521367,0.17607223476297967
0.5,6.0,1.0,10,8.900008327023691,0.03214285714285714,0.007142857142857143,1.0303030303030303,0.14963119072708114
0.5,6.0,1.0,20,8.930371554009694,0.022082018927444796,0.006309148264984227,1.0337837837837838,0.11792905081495686
0.5,6.0,1.0,40,3.1999282855166706,0.009950248756218905,0.012437810945273632,0.7076023391812866,0.07828894269572235
0.5,6.0,1.0,60,2.3052906407770184,0.016826923076923076,0.007211538461538462,0.5392156862745098,0.08068269976726145
0.5,6.0,3.0,5,13.259973943112069,0.02040816326530612,0.004081632653061225,1.1623931623931625,0.19977426636568849
0.5,6.0,3.0,10,8.84480898232608,0.03214285714285714,0.007142857142857143,1.0303030303030303,0.14120126448893572
0.5,6.0,3.0,20,5.547668207019336,0.022082018927444796,0.006309148264984227,0.8851351351351351,0.087248322147651
0.5,6.0,3.0,40,3.1898848706048444,0.009950248756218905,0.012437810945273632,0.7076023391812866,0.07506053268765134
0.5,6.0,3.0,60,2.290418755931993,0.016826923076923076,0.007211538461538462,0.5392156862745098,0.07602792862684252
0.5,6.0,5.0,5,13.259973943112069,0.02040816326530612,0.004081632653061225,1.1623931623931625,0.19977426636568849
0.5,6.0,5.0,10,8.55736927553063,0.03214285714285714,0.007142857142857143,1.0151515151515151,0.15489989462592202
0.5,6.0,5.0,20,5.546830103344135,0.022082018927444796,0.006309148264984227,0.8783783783783784,0.11505273250239693
0.5,6.0,5.0,40,3.1898848706048444,0.009950248756218905,0.012437810945273632,0.7076023391812866,0.07506053268765134
0.5,6.0,5.0,60,2.2977192802646953,0.016826923076923076,0.007211538461538462,0.5392156862745098,0.07835531419705198
0.5,6.0,10.0,5,13.267389194108176,0.02040816326530612,0.004081632653061225,1.170940170940171,0.16817155756207675
0.5,6.0,10.0,10,8.085156766377768,0.03214285714285714,0.007142857142857143,1.0,0.13909378292939936
0.5,6.0,10.0,20,4.413441515078956,0.0031545741324921135,0.012618296529968454,0.7972972972972973,0.10258868648130393
0.5,6.0,10.0,40,2.9390993983442604,0.009950248756218905,0.01990049751243781,0.6842105263157895,0.07586763518966909
0.5,6.0,10.0,60,2.2811060242122445,0.016826923076923076,0.007211538461538462,0.5392156862745098,0.07292474786656322
0.5,6.0,20.0,5,12.27957187490829,0.012244897959183673,0.012244897959183673,1.1367521367521367,0.17381489841986456
0.5,6.0,20.0,10,7.223307992782212,0.03214285714285714,0.007142857142857143,0.9621212121212122,0.14014752370916755
0.5,6.0,20.0,20,6.43748291535851,0.012618296529968454,0.00946372239747634,0.9256756756756757,0.09108341323106424
0.5,6.0,20.0,40,2.2938519583454253,0.009950248756218905,0.01990049751243781,0.5614035087719298,0.06537530266343826
0.5,6.0,20.0,60,2.2880454336387857,0.016826923076923076,0.007211538461538462,0.5392156862745098,0.07525213343677269
0.5,8.0,1.0,5,10.421951446590336,0.012244897959183673,0.0,1.0683760683760684,0.17832957110609482
0.5,8.0,1.0,10,5.028556576953325,0.04642857142857143,0.017857142857142856,0.8560606060606061,0.15489989462592202
0.5,8.0,1.0,20,6.20858401565356,0.01892744479495268,0.022082018927444796,0.918918918918919,0.10834132310642378
0.5,8.0,1.0,40,2.572181041858204,0.01990049751243781,0.01990049751243781,0.6491228070175439,0.08071025020177562
0.5,8.0,1.0,60,2.392843118034109,0.019230769230769232,0.004807692307692308,0.5882352941176471,0.08068269976726145
0.5,8.0,3.0,5,10.421951446590336,0.012244897959183673,0.0,1.0683760683760684,0.17832957110609482
0.5,8.0,3.0,10,5.028556576953325,0.04642857142857143,0.017857142857142856,0.8560606060606061,0.15489989462592202
0.5,8.0,3.0,20,5.488534369048178,0.01892744479495268,0.022082018927444796,0.8783783783783784,0.11697027804410355
0.5,8.0,3.0,40,2.6035623513073336,0.01990049751243781,0.01990049751243781,0.6491228070175439,0.08958837772397095
0.5,8.0,3.0,60,2.392843118034109,0.019230769230769232,0.004807692307692308,0.5882352941176471,0.08068269976726145
0.5,8.0,5.0,5,10.421951446590336,0.012244897959183673,0.0,1.0683760683760684,0.17832957110609482
0.5,8.0,5.0,10,5.028556576953325,0.04642857142857143,0.017857142857142856,0.8560606060606061,0.15489989462592202
0.5,8.0,5.0,20,5.4984551042832726,0.01892744479495268,0.022082018927444796,0.8783783783783784,0.11888782358581017
0.5,8.0,5.0,40,2.6035623513073336,0.01990049751243781,0.01990049751243781,0.6491228070175439,0.08958837772397095
0.5,8.0,5.0,60,2.392843118034109,0.019230769230769232,0.004807692307692308,0.5882352941176471,0.08068269976726145
0.5,8.0,10.0,5,13.484185278054936,0.012244897959183673,0.0,1.170940170940171,0.17832957110609482
0.5,8.0,10.0,10,5.028556576953325,0.04642857142857143,0.017857142857142856,0.8560606060606061,0.15489989462592202
0.5,8.0,10.0,20,5.503484415292779,0.01892744479495268,0.022082018927444796,0.8783783783783784,0.11984659635666348
0.5,8.0,10.0,40,2.6035623513073336,0.01990049751243781,0.01990049751243781,0.6491228070175439,0.08958837772397095
0.5,8.0,10.0,60,2.264554648042749,0.019230769230769232,0.004807692307692308,0.5,0.06982156710628394
0.5,8.0,20.0,5,9.078857080453023,0.012244897959183673,0.0,1.017094017094017,0.17720090293453725
0.5,8.0,20.0,10,4.985158403094412,0.04642857142857143,0.017857142857142856,0.8560606060606061,0.14857744994731295
0.5,8.0,20.0,20,5.41998904310155,0.01892744479495268,0.022082018927444796,0.8783783783783784,0.10258868648130393
0.5,8.0,20.0,40,2.375571707489631,0.01990049751243781,0.01990049751243781,0.6140350877192983,0.07909604519774012
0.5,8.0,20.0,60,2.258663725941663,0.019230769230769232,0.004807692307692308,0.5196078431372549,0.0721489526764934
1.0,1.0,1.0,5,4.815678831140549,0.004405286343612335,0.004405286343612335,0.8240740740740741,0.09665427509293681
1.0,1.0,1.0,10,2.876529360998939,0.03076923076923077,0.038461538461538464,0.7217391304347827,0.06805074971164937
1.0,1.0,1.0,20,2.1057708479218586,0.023333333333333334,0.013333333333333334,0.49645390070921985,0.046890927624872576
1.0,1.0,1.0,40,3.1754087839644716,0.011627906976744186,0.020930232558139535,0.32142857142857145,0.0236734693877551
1.0,1.0,1.0,60,3.7891754479775237,0.01179245283018868,0.01179245283018868,0.2722772277227723,0.022852639873916468
1.0,1.0,3.0,5,2.948140035897869,0.004405286343612335,0.022026431718061675,0.6574074074074074,0.1127633209417596
1.0,1.0,3.0,10,2.3422331384895574,0.046153846153846156,0.04230769230769231,0.6869565217391305,0.06228373702422145
1.0,1.0,3.0,20,2.2745826833406864,0.02666666666666667,0.016666666666666666,0.41843971631205673,0.029561671763506627
1.0,1.0,3.0,40,2.70193992204499,0.01627906976744186,0.020930232558139535,0.36904761904761907,0.035918367346938776
1.0,1.0,3.0,60,4.076386910899571,0.02122641509433962,0.009433962264150943,0.24257425742574257,0.019700551615445233
1.0,1.0,5.0,5,2.71748561174198,0.013215859030837005,0.00881057268722467,0.6203703703703703,0.11524163568773234
1.0,1.0,5.0,10,2.2065688439168,0.05,0.03461538461538462,0.6695652173913044,0.06228373702422145
1.0,1.0,5.0,20,1.77643340501261,0.04,0.05,0.45390070921985815,0.0417940876656473
1.0,1.0,5.0,40,3.0263685036654224,0.023255813953488372,0.020930232558139535,0.32142857142857145,0.025306122448979593
1.0,1.0,5.0,60,3.403194345643723,0.018867924528301886,0.01179245283018868,0.297029702970297,0.02364066193853428
1.0,1.0,10.0,5,4.055242620083486,0.004405286343612335,0.00881057268722467,0.7685185185185185,0.10408921933085502
1.0,1.0,10.0,10,2.1432751946890285,0.03076923076923077,0.026923076923076925,0.6173913043478261,0.0530565167243368
1.0,1.0,10.0,20,2.1283535324337945,0.016666666666666666,0.02666666666666667,0.475177304964539,0.03669724770642202
1.0,1.0,10.0,40,2.5180864779449044,0.009302325581395349,0.030232558139534883,0.39880952380952384,0.02040816326530612
1.0,1.0,10.0,60,3.2762695246568816,0.018867924528301886,0.014150943396226415,0.3069306930693069,0.019700551615445233
1.0,1.0,20.0,5,2.498028518594269,0.01762114537444934,0.01762114537444934,0.6296296296296297,0.07930607187112763
1.0,1.0,20.0,10,2.828967572577043,0.026923076923076925,0.03461538461538462,0.7130434782608696,0.05420991926182238
1.0,1.0,20.0,20,2.0335028799087875,0.03,0.01,0.5035460992907801,0.04383282364933741
1.0,1.0,20.0,40,3.0579430374808685,0.02558139534883721,0.020930232558139535,0.31547619047619047,0.025306122448979593
1.0,1.0,20.0,60,3.6389877707548766,0.018867924528301886,0.01179245283018868,0.27722772277227725,0.028368794326241134
1.0,2.0,1.0,5,11.632614822777674,0.004405286343612335,0.013215859030837005,1.1203703703703705,0.13878562577447337
1.0,2.0,1.0,10,6.682178389104902,0.026923076923076925,0.026923076923076925,0.9478260869565217,0.11072664359861592
1.0,2.0,1.0,20,2.0585611260142382,0.03333333333333333,0.013333333333333334,0.5602836879432624,0.07237512742099898
1.0,2.0,1.0,40,2.7514499677012596,0.030232558139534883,0.01627906976744186,0.34523809523809523,0.03346938775510204
1.0,2.0,1.0,60,2.520774523458334,0.01650943396226415,0.018867924528301886,0.39603960396039606,0.03309692671394799
1.0,2.0,3.0,5,10.093785513160958,0.013215859030837005,0.004405286343612335,1.0555555555555556,0.18587360594795538
1.0,2.0,3.0,10,6.026966284444905,0.038461538461538464,0.019230769230769232,0.9217391304347826,0.104959630911188
1.0,2.0,3.0,20,2.9235983554975196,0.006666666666666667,0.013333333333333334,0.6737588652482269,0.06829765545361875
1.0,2.0,3.0,40,2.3793379924029447,0.009302325581395349,0.01627906976744186,0.5952380952380952,0.044897959183673466
1.0,2.0,3.0,60,2.6117214076745188,0.009433962264150943,0.007075471698113208,0.41089108910891087,0.037825059101654845
1.0,2.0,5.0,5,6.718964954251291,0.004405286343612335,0.004405286343612335,0.9074074074074074,0.17472118959107807
1.0,2.0,5.0,10,5.104733661736036,0.03461538461538462,0.019230769230769232,0.8695652173913043,0.1061130334486736
1.0,2.0,5.0,20,2.549196723955128,0.023333333333333334,0.01,0.6524822695035462,0.05504587155963303
1.0,2.0,5.0,40,2.0540388199176616,0.02558139534883721,0.01627906976744186,0.49404761904761907,0.04244897959183674
1.0,2.0,5.0,60,3.0451732147342923,0.02122641509433962,0.014150943396226415,0.32673267326732675,0.026004728132387706
1.0,2.0,10.0,5,9.849176209862613,0.013215859030837005,0.030837004405286344,1.0648148148148149,0.14374225526641884
1.0,2.0,10.0,10,5.75267071783736,0.026923076923076925,0.026923076923076925,0.9043478260869565,0.09919261822376009
1.0,2.0,10.0,20,2.0901795356417225,0.02666666666666667,0.016666666666666666,0.574468085106383,0.045871559633027525
1.0,2.0,10.0,40,2.1730133199873745,0.011627906976744186,0.020930232558139535,0.5238095238095238,0.03510204081632653
1.0,2.0,10.0,60,2.651167218450623,0.025943396226415096,0.007075471698113208,0.3712871287128713,0.029156816390858944
1.0,2.0,20.0,5,5.437447774231323,0.013215859030837005,0.00881057268722467,0.8518518518518519,0.15613382899628253
1.0,2.0,20.0,10,8.000035025530108,0.026923076923076925,0.023076923076923078,1.008695652173913,0.08881199538638986
1.0,2.0,20.0,20,2.024463943015818,0.03,0.02666666666666667,0.5886524822695035,0.04485219164118247
1.0,2.0,20.0,40,2.449903014483858,0.01627906976744186,0.009302325581395349,0.4226190476190476,0.04244897959183674
1.0,2.0,20.0,60,2.6632690921594366,0.02122641509433962,0.014150943396226415,0.3712871287128713,0.03230890464933018
1.0,3.0,1.0,5,14.791974578476571,0.00881057268722467,0.0,1.2037037037037037,0.1982651796778191
1.0,3.0,1.0,10,7.372464113225395,0.03076923076923077,0.015384615384615385,0.9739130434782609,0.12802768166089964
1.0,3.0,1.0,20,3.43697566865872,0.03,0.02,0.7588652482269503,0.07951070336391437
1.0,3.0,1.0,40,2.096827871516933,0.023255813953488372,0.013953488372093023,0.49404761904761907,0.04081632653061224
1.0,3.0,1.0,60,2.604040841383338,0.018867924528301886,0.009433962264150943,0.3910891089108911,0.046493301812450746
1.0,3.0,3.0,5,11.156652237838275,0.01762114537444934,0.004405286343612335,1.0925925925925926,0.1970260223048327
1.0,3.0,3.0,10,11.298018968138614,0.019230769230769232,0.011538461538461539,1.1217391304347826,0.10265282583621683
1.0,3.0,3.0,20,2.4900408925089668,0.023333333333333334,0.02666666666666667,0.6453900709219859,0.08868501529051988
1.0,3.0,3.0,40,2.217036425290603,0.013953488372093023,0.018604651162790697,0.5595238095238095,0.052244897959183675
1.0,3.0,3.0,60,2.241007502094249,0.02122641509433962,0.01179245283018868,0.4603960396039604,0.05673758865248227
1.0,3.0,5.0,5,13.106123714263676,0.00881057268722467,0.013215859030837005,1.1574074074074074,0.19083023543990088
1.0,3.0,5.0,10,11.305496983350565,0.023076923076923078,0.019230769230769232,1.1217391304347826,0.1245674740484429
1.0,3.0,5.0,20,3.7244588507189547,0.02666666666666667,0.016666666666666666,0.7730496453900709,0.09378185524974515
1.0,3.0,5.0,40,2.0750880687115174,0.023255813953488372,0.020930232558139535,0.5595238095238095,0.04816326530612245
1.0,3.0,5.0,60,2.5811006256752274,0.014150943396226415,0.009433962264150943,0.40594059405940597,0.0512214342001576
1.0,3.0,10.0,5,10.580292186511908,0.02643171806167401,0.00881057268722467,1.0833333333333333,0.1771995043370508
1.0,3.0,10.0,10,9.937963015720962,0.05,0.015384615384615385,1.0869565217391304,0.11303344867358708
1.0,3.0,10.0,20,2.6297759131470104,0.0,0.01,0.5957446808510638,0.07849133537206932
1.0,3.0,10.0,40,2.8865222799680494,0.011627906976744186,0.018604651162790697,0.6845238095238095,0.060408163265306125
1.0,3.0,10.0,60,2.4567328561669113,0.01179245283018868,0.009433962264150943,0.43564356435643564,0.04885736800630418
1.0,3.0,20.0,5,14.844971114873463,0.013215859030837005,0.00881057268722467,1.212962962962963,0.1821561338289963
1.0,3.0,20.0,10,5.245511278204221,0.026923076923076925,0.0038461538461538464,0.8521739130434782,0.14763552479815456
1.0,3.0,20.0,20,4.678946353150363,0.016666666666666666,0.02,0.8368794326241135,0.07951070336391437
1.0,3.0,20.0,40,2.1511101011612515,0.027906976744186046,0.009302325581395349,0.4642857142857143,0.05061224489795919
1.0,3.0,20.0,60,2.672697059730929,0.01179245283018868,0.0047169811320754715,0.400990099009901,0.04964539007092199
1.0,4.0,1.0,5,18.09345766072304,0.004405286343612335,0.01762114537444934,1.2962962962962963,0.1982651796778191
1.0,4.0,1.0,10,13.264365435115797,0.019230769230769232,0.019230769230769232,1.182608695652174,0.12341407151095732
1.0,4.0,1.0,20,4.7986819496411295,0.013333333333333334,0.006666666666666667,0.8297872340425532,0.10397553516819572
1.0,4.0,1.0,40,2.7380633146065123,0.009302325581395349,0.013953488372093023,0.6488095238095238,0.07755102040816327
1.0,4.0,1.0,60,2.381684463339877,0.025943396226415096,0.01650943396226415,0.40594059405940597,0.0512214342001576
1.0,4.0,3.0,5,14.872336457409268,0.00881057268722467,0.00881057268722467,1.212962962962963,0.17843866171003717
1.0,4.0,3.0,10,11.679652630546379,0.04230769230769231,0.015384615384615385,1.1391304347826088,0.13379469434832755
1.0,4.0,3.0,20,4.250484561774896,0.013333333333333334,0.006666666666666667,0.7943262411347518,0.09582059123343527
1.0,4.0,3.0,40,2.482745441807443,0.0,0.011627906976744186,0.5595238095238095,0.06612244897959184
1.0,4.0,3.0,60,2.381684463339877,0.025943396226415096,0.01650943396226415,0.40594059405940597,0.0512214342001576
1.0,4.0,5.0,5,17.331304174773155,0.00881057268722467,0.00881057268722467,1.2777777777777777,0.19206939281288724
1.0,4.0,5.0,10,8.687123894373073,0.026923076923076925,0.019230769230769232,1.0260869565217392,0.13610149942329874
1.0,4.0,5.0,20,5.296145566903607,0.013333333333333334,0.01,0.8652482269503546,0.09072375127421
1.0,4.0,5.0,40,2.433240563439482,0.002325581395348837,0.009302325581395349,0.5357142857142857,0.06448979591836734
1.0,4.0,5.0,60,2.4143262993323016,0.0047169811320754715,0.007075471698113208,0.4900990099009901,0.05358550039401103
1.0,4.0,10.0,5,15.997342280197397,0.01762114537444934,0.004405286343612335,1.2407407407407407,0.20446096654275092
