step,mean_s2,std_s2,frac_<5km,frac_5–10km,frac_10–15km,frac_15–20km,frac_<20km_combined,frac_Futaba,frac_Okuma,frac_Namie,frac_Tomioka,frac_Naraha,frac_Minamisoma,frac_Kawauchi,frac_Iitate,hours_since_t0
23,0.39307250001111865,0.33738183649197256,0.004651162790697674,0.1540880503144654,0.1488673139158576,0.2261904761904762,0.11020408163265306,0.005714285714285714,0.00392156862745098,0.1540880503144654,0.1488673139158576,0.2261904761904762,0.04895104895104895,0.4888888888888889,0.24285714285714285,46
24,0.39288789564693055,0.3374035441112186,0.002325581395348837,0.1509433962264151,0.12944983818770225,0.22023809523809523,0.10285714285714286,0.005714285714285714,0.0,0.1509433962264151,0.12944983818770225,0.22023809523809523,0.03996003996003996,0.45555555555555555,0.2357142857142857,48
25,0.39297894494784846,0.33739013483041413,0.004651162790697674,0.12578616352201258,0.10679611650485436,0.23214285714285715,0.09306122448979592,0.005714285714285714,0.00392156862745098,0.12578616352201258,0.10679611650485436,0.23214285714285715,0.04095904095904096,0.4777777777777778,0.19285714285714287,50
26,0.39240767754651285,0.3373661793518718,0.0,0.10062893081761007,0.10679611650485436,0.23809523809523808,0.08571428571428572,0.0,0.0,0.10062893081761007,0.10679611650485436,0.23809523809523808,0.03296703296703297,0.4111111111111111,0.17142857142857143,52
27,0.39205096118183963,0.3375059160918425,0.002325581395348837,0.10062893081761007,0.11650485436893204,0.20833333333333334,0.08489795918367347,0.0,0.00392156862745098,0.10062893081761007,0.11650485436893204,0.20833333333333334,0.027972027972027972,0.36666666666666664,0.17142857142857143,54
28,0.3918980377302178,0.33745974385783056,0.002325581395348837,0.09748427672955975,0.11326860841423948,0.18452380952380953,0.08,0.0,0.00392156862745098,0.09748427672955975,0.11326860841423948,0.18452380952380953,0.026973026973026972,0.32222222222222224,0.16428571428571428,56
29,0.39204373725476704,0.3374308921536271,0.0,0.07861635220125786,0.10355987055016182,0.19642857142857142,0.07346938775510205,0.0,0.0,0.07861635220125786,0.10355987055016182,0.19642857142857142,0.025974025974025976,0.3111111111111111,0.12142857142857143,58
30,0.39170444635613705,0.3376381311748867,0.002325581395348837,0.08490566037735849,0.0970873786407767,0.19047619047619047,0.07346938775510205,0.005714285714285714,0.0,0.08490566037735849,0.0970873786407767,0.19047619047619047,0.023976023976023976,0.24444444444444444,0.10714285714285714,60
31,0.3918388930267429,0.33758670556940923,0.004651162790697674,0.07547169811320754,0.0970873786407767,0.16071428571428573,0.06775510204081632,0.005714285714285714,0.00392156862745098,0.07547169811320754,0.0970873786407767,0.16071428571428573,0.025974025974025976,0.24444444444444444,0.09285714285714286,62
32,0.3916004779027364,0.33773559893193683,0.002325581395348837,0.06918238993710692,0.09061488673139159,0.15476190476190477,0.06285714285714286,0.005714285714285714,0.0,0.06918238993710692,0.09061488673139159,0.15476190476190477,0.01998001998001998,0.2,0.1,64
33,0.39144091614011556,0.3376858634774378,0.002325581395348837,0.06289308176100629,0.08414239482200647,0.17261904761904762,0.062040816326530614,0.005714285714285714,0.0,0.06289308176100629,0.08414239482200647,0.17261904761904762,0.016983016983016984,0.16666666666666666,0.10714285714285714,66
34,0.39161021847833927,0.3375945860838514,0.002325581395348837,0.0440251572327044,0.07119741100323625,0.16071428571428573,0.052244897959183675,0.0,0.00392156862745098,0.0440251572327044,0.07119741100323625,0.16071428571428573,0.01898101898101898,0.18888888888888888,0.09285714285714286,68
35,0.39132020355763897,0.3377699867994566,0.0,0.03773584905660377,0.061488673139158574,0.1488095238095238,0.045714285714285714,0.0,0.0,0.03773584905660377,0.061488673139158574,0.1488095238095238,0.013986013986013986,0.14444444444444443,0.07857142857142857,70
36,0.39107351293747666,0.33763317346080396,0.0,0.03773584905660377,0.05825242718446602,0.13095238095238096,0.04244897959183674,0.0,0.0,0.03773584905660377,0.05825242718446602,0.13095238095238096,0.014985014985014986,0.1,0.08571428571428572,72
37,0.3911940390631788,0.3375700474578829,0.0,0.0440251572327044,0.045307443365695796,0.07738095238095238,0.03346938775510204,0.0,0.0,0.0440251572327044,0.045307443365695796,0.07738095238095238,0.014985014985014986,0.1111111111111111,0.08571428571428572,74
38,0.3910173221824552,0.33741829161768905,0.0,0.04716981132075472,0.042071197411003236,0.05357142857142857,0.030204081632653063,0.0,0.0,0.04716981132075472,0.042071197411003236,0.05357142857142857,0.01098901098901099,0.13333333333333333,0.1,76
39,0.3910214283577159,0.33742613522717657,0.0,0.05345911949685535,0.02912621359223301,0.07142857142857142,0.031020408163265307,0.0,0.0,0.05345911949685535,0.02912621359223301,0.07142857142857142,0.00999000999000999,0.13333333333333333,0.06428571428571428,78
40,0.3910732904550761,0.3373911769481463,0.0,0.05345911949685535,0.025889967637540454,0.08333333333333333,0.03183673469387755,0.0,0.0,0.05345911949685535,0.025889967637540454,0.08333333333333333,0.01098901098901099,0.12222222222222222,0.06428571428571428,80
41,0.39100268164774393,0.33741103971074765,0.0,0.04716981132075472,0.02912621359223301,0.07738095238095238,0.030204081632653063,0.0,0.0,0.04716981132075472,0.02912621359223301,0.07738095238095238,0.01098901098901099,0.1,0.07142857142857142,82
42,0.39059423941070365,0.3371817326827315,0.0,0.050314465408805034,0.025889967637540454,0.06547619047619048,0.02857142857142857,0.0,0.0,0.050314465408805034,0.025889967637540454,0.06547619047619048,0.00999000999000999,0.08888888888888889,0.05714285714285714,84
43,0.3905667821342987,0.33722196439312613,0.002325581395348837,0.03459119496855346,0.02912621359223301,0.05357142857142857,0.024489795918367346,0.005714285714285714,0.0,0.03459119496855346,0.02912621359223301,0.05357142857142857,0.00999000999000999,0.07777777777777778,0.04285714285714286,86
44,0.3903184021352972,0.3371095954880762,0.0,0.031446540880503145,0.02912621359223301,0.06547619047619048,0.024489795918367346,0.0,0.0,0.031446540880503145,0.02912621359223301,0.06547619047619048,0.00999000999000999,0.06666666666666667,0.05,88
45,0.39004529892722467,0.33712790156256023,0.0,0.031446540880503145,0.02912621359223301,0.05357142857142857,0.022857142857142857,0.0,0.0,0.031446540880503145,0.02912621359223301,0.05357142857142857,0.01098901098901099,0.05555555555555555,0.05,90
46,0.38967440212201365,0.3370282177777252,0.0,0.025157232704402517,0.022653721682847898,0.05952380952380952,0.02040816326530612,0.0,0.0,0.025157232704402517,0.022653721682847898,0.05952380952380952,0.00999000999000999,0.05555555555555555,0.04285714285714286,92
47,0.38995199620092275,0.336969759462095,0.0,0.018867924528301886,0.022653721682847898,0.047619047619047616,0.017142857142857144,0.0,0.0,0.018867924528301886,0.022653721682847898,0.047619047619047616,0.005994005994005994,0.1,0.05,94
48,0.38912995155730973,0.33663319656912416,0.0,0.018867924528301886,0.025889967637540454,0.041666666666666664,0.017142857142857144,0.0,0.0,0.018867924528301886,0.025889967637540454,0.041666666666666664,0.006993006993006993,0.06666666666666667,0.05,96
49,0.3889373487550614,0.33666637455395626,0.0,0.0220125786163522,0.025889967637540454,0.047619047619047616,0.018775510204081632,0.0,0.0,0.0220125786163522,0.025889967637540454,0.047619047619047616,0.006993006993006993,0.044444444444444446,0.04285714285714286,98
50,0.38886757696810786,0.33667468648743815,0.0,0.0220125786163522,0.022653721682847898,0.041666666666666664,0.017142857142857144,0.0,0.0,0.0220125786163522,0.022653721682847898,0.041666666666666664,0.007992007992007992,0.044444444444444446,0.04285714285714286,100
51,0.3888694076415034,0.33667203960983827,0.0,0.0220125786163522,0.022653721682847898,0.03571428571428571,0.0163265306122449,0.0,0.0,0.0220125786163522,0.022653721682847898,0.03571428571428571,0.007992007992007992,0.044444444444444446,0.03571428571428571,102
52,0.38884936286630256,0.33669124927131566,0.002325581395348837,0.0220125786163522,0.022653721682847898,0.041666666666666664,0.017959183673469388,0.0,0.00392156862745098,0.0220125786163522,0.022653721682847898,0.041666666666666664,0.006993006993006993,0.03333333333333333,0.03571428571428571,104
53,0.3888889152022425,0.33664734614367303,0.0,0.015723270440251572,0.025889967637540454,0.03571428571428571,0.015510204081632653,0.0,0.0,0.015723270440251572,0.025889967637540454,0.03571428571428571,0.006993006993006993,0.044444444444444446,0.03571428571428571,106
54,0.3885254211733869,0.33663144055761673,0.0,0.009433962264150943,0.019417475728155338,0.047619047619047616,0.013877551020408163,0.0,0.0,0.009433962264150943,0.019417475728155338,0.047619047619047616,0.007992007992007992,0.022222222222222223,0.04285714285714286,108
55,0.3886403981747001,0.33659370671662037,0.0,0.006289308176100629,0.012944983818770227,0.05357142857142857,0.012244897959183673,0.0,0.0,0.006289308176100629,0.012944983818770227,0.05357142857142857,0.007992007992007992,0.03333333333333333,0.02857142857142857,110
56,0.38829094792161534,0.3366501590074785,0.0,0.006289308176100629,0.009708737864077669,0.047619047619047616,0.010612244897959184,0.0,0.0,0.006289308176100629,0.009708737864077669,0.047619047619047616,0.007992007992007992,0.044444444444444446,0.02857142857142857,112
57,0.3882734058121486,0.3366629585646358,0.0,0.006289308176100629,0.009708737864077669,0.047619047619047616,0.010612244897959184,0.0,0.0,0.006289308176100629,0.009708737864077669,0.047619047619047616,0.004995004995004995,0.06666666666666667,0.02857142857142857,114
58,0.38811409918069123,0.3367650546829143,0.0,0.006289308176100629,0.003236245954692557,0.05952380952380952,0.010612244897959184,0.0,0.0,0.006289308176100629,0.003236245954692557,0.05952380952380952,0.003996003996003996,0.05555555555555555,0.02857142857142857,116
59,0.3880407511978626,0.3368313111854359,0.0,0.006289308176100629,0.019417475728155338,0.03571428571428571,0.011428571428571429,0.0,0.0,0.006289308176100629,0.019417475728155338,0.03571428571428571,0.003996003996003996,0.03333333333333333,0.02857142857142857,118
60,0.38815774208200765,0.33680161728751834,0.0,0.006289308176100629,0.022653721682847898,0.02976190476190476,0.011428571428571429,0.0,0.0,0.006289308176100629,0.022653721682847898,0.02976190476190476,0.002997002997002997,0.022222222222222223,0.02142857142857143,120
61,0.3878113680307901,0.3364857023032845,0.002325581395348837,0.012578616352201259,0.016181229773462782,0.023809523809523808,0.011428571428571429,0.0,0.00392156862745098,0.012578616352201259,0.016181229773462782,0.023809523809523808,0.001998001998001998,0.05555555555555555,0.02142857142857143,122
62,0.38744660458661934,0.33663006742619217,0.0,0.012578616352201259,0.012944983818770227,0.02976190476190476,0.010612244897959184,0.0,0.0,0.012578616352201259,0.012944983818770227,0.02976190476190476,0.003996003996003996,0.044444444444444446,0.02142857142857143,124
63,0.3876031192016014,0.3365482225459005,0.002325581395348837,0.015723270440251572,0.012944983818770227,0.023809523809523808,0.011428571428571429,0.005714285714285714,0.0,0.015723270440251572,0.012944983818770227,0.023809523809523808,0.004995004995004995,0.044444444444444446,0.014285714285714285,126
64,0.3877074225330577,0.33645871023237245,0.0,0.012578616352201259,0.012944983818770227,0.017857142857142856,0.008979591836734694,0.0,0.0,0.012578616352201259,0.012944983818770227,0.017857142857142856,0.004995004995004995,0.044444444444444446,0.02142857142857143,128
65,0.3876665902504788,0.33644667558327723,0.0,0.015723270440251572,0.012944983818770227,0.011904761904761904,0.008979591836734694,0.0,0.0,0.015723270440251572,0.012944983818770227,0.011904761904761904,0.005994005994005994,0.03333333333333333,0.02142857142857143,130
66,0.3877487970330758,0.33641340267017994,0.0,0.018867924528301886,0.006472491909385114,0.011904761904761904,0.00816326530612245,0.0,0.0,0.018867924528301886,0.006472491909385114,0.011904761904761904,0.004995004995004995,0.022222222222222223,0.014285714285714285,132
67,0.38769725125576054,0.33641833068908367,0.0,0.012578616352201259,0.009708737864077669,0.011904761904761904,0.007346938775510204,0.0,0.0,0.012578616352201259,0.009708737864077669,0.011904761904761904,0.004995004995004995,0.022222222222222223,0.014285714285714285,134
68,0.387713648295487,0.3364176102199409,0.0,0.012578616352201259,0.012944983818770227,0.005952380952380952,0.007346938775510204,0.0,0.0,0.012578616352201259,0.012944983818770227,0.005952380952380952,0.003996003996003996,0.022222222222222223,0.014285714285714285,136
69,0.3872883486492931,0.33615719110894243,0.0,0.012578616352201259,0.012944983818770227,0.005952380952380952,0.007346938775510204,0.0,0.0,0.012578616352201259,0.012944983818770227,0.005952380952380952,0.002997002997002997,0.022222222222222223,0.014285714285714285,138
70,0.38698259232512877,0.3360395524955921,0.0,0.012578616352201259,0.019417475728155338,0.005952380952380952,0.008979591836734694,0.0,0.0,0.012578616352201259,0.019417475728155338,0.005952380952380952,0.002997002997002997,0.022222222222222223,0.014285714285714285,140
71,0.38684927982118106,0.33605418335044507,0.0,0.015723270440251572,0.016181229773462782,0.011904761904761904,0.009795918367346938,0.0,0.0,0.015723270440251572,0.016181229773462782,0.011904761904761904,0.000999000999000999,0.03333333333333333,0.014285714285714285,142
72,0.3865893041545307,0.33598003201713694,0.0,0.012578616352201259,0.022653721682847898,0.017857142857142856,0.011428571428571429,0.0,0.0,0.012578616352201259,0.022653721682847898,0.017857142857142856,0.000999000999000999,0.011111111111111112,0.014285714285714285,144
