Atar,0
Awarajwok,0
Ayod,0
Bor,2
Bunj,0
Dentoang,0
Doro,0
Duk_Fadiat,1
El-galhak,0
Gadiang,0
Gel_Achel,0
Jalle,4
Kaka,0
Kaljak,0
Khor_Adar,0
Kodok,0
Liang,0
Maban,0
Maiwut,0
Makol_Cuei,3
Malakal,0
Multhiang,0
Nasir,0
Owachi,0
Pajut,1
Panyagor,1
Panyikang,0
Pentin,0
Pieri,0
Pulchuol,0
Renk,0
Waat,0
Wadakona,0
Walgak,0
Wau_Shilluk,0
Yuai,1
Boma,5
Tonga,0
Leer,1
Ganyliel,1
Koch,0
Rubkona,1
Panyijiar,2
Pariang,1
Pochalla,0
Kapoeta,18
Lafon,26
Narus,4
