Day,Kule sim,Kule data,Kule error,Nguenyyiel sim,Nguenyyiel data,Nguenyyiel error,Okugo sim,Okugo data,Okugo error,Pugnido sim,Pugnido data,Pugnido error,Tierkidi sim,Tierkidi data,Tierkidi error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
152,2,506,0.996,0,75,1.0,0,54,1.0,1,800,0.9988,0,1259,1.0,2.3793,2694,11,1131,3,0
153,2,507,0.9961,0,76,1.0,0,54,1.0,1,801,0.9988,0,1265,1.0,2.3077,2703,25,1170,3,0
154,2,507,0.9961,0,77,1.0,0,54,1.0,1,801,0.9988,0,1265,1.0,2.3085,2704,9,1170,3,0
155,2,507,0.9961,0,79,1.0,0,55,1.0,1,801,0.9988,0,1265,1.0,2.3111,2707,6,1170,3,0
156,2,507,0.9961,0,81,1.0,0,55,1.0,1,801,0.9988,0,1265,1.0,2.3128,2709,6,1170,3,0
157,2,507,0.9961,0,82,1.0,0,55,1.0,1,801,0.9988,0,1265,1.0,2.3137,2710,4,1170,3,0
158,2,507,0.9961,0,84,1.0,0,56,1.0,1,801,0.9988,0,1265,1.0,2.3143,2713,3,1171,3,0
159,2,507,0.9961,0,86,1.0,0,56,1.0,1,801,0.9988,0,1265,1.0,2.316,2715,3,1171,3,0
160,2,507,0.9961,0,87,1.0,0,57,1.0,1,801,0.9988,0,1265,1.0,2.3177,2717,3,1171,3,0
161,2,507,0.9961,0,89,1.0,0,57,1.0,1,801,0.9988,0,1265,1.0,2.3194,2719,3,1171,3,0
162,2,507,0.9961,0,91,1.0,0,57,1.0,1,801,0.9988,0,1265,1.0,2.3211,2721,3,1171,3,0
163,2,508,0.9961,0,93,1.0,0,58,1.0,1,802,0.9988,0,1265,1.0,2.3234,2726,3,1172,3,0
164,2,508,0.9961,0,97,1.0,0,58,1.0,1,802,0.9988,0,1265,1.0,2.2878,2730,10,1192,3,0
165,2,508,0.9961,0,101,1.0,0,58,1.0,1,802,0.9988,0,1265,1.0,2.2533,2734,14,1212,3,0
166,2,508,0.9961,0,105,1.0,0,59,1.0,1,802,0.9988,0,1265,1.0,2.2208,2739,12,1232,3,0
167,2,508,0.9961,0,109,1.0,0,59,1.0,1,802,0.9988,0,1265,1.0,2.2168,2743,10,1236,3,0
168,2,508,0.9961,0,114,1.0,0,59,1.0,1,802,0.9988,0,1265,1.0,2.2155,2748,9,1239,3,0
169,2,508,0.9961,0,118,1.0,0,60,1.0,1,802,0.9988,0,1265,1.0,2.2142,2753,6,1242,3,0
170,2,508,0.9961,0,122,1.0,0,60,1.0,1,802,0.9988,0,1265,1.0,2.212,2757,4,1245,3,0
171,2,508,0.9961,0,126,1.0,0,60,1.0,1,802,0.9988,0,1265,1.0,2.2099,2761,5,1248,3,0
172,2,508,0.9961,0,131,1.0,0,61,1.0,1,802,0.9988,0,1265,1.0,2.2094,2767,5,1251,3,0
173,2,508,0.9961,0,135,1.0,0,61,1.0,1,803,0.9988,0,1265,1.0,2.2081,2772,5,1254,3,0
174,2,508,0.9961,0,139,1.0,0,62,1.0,1,803,0.9988,0,1265,1.0,2.2068,2777,6,1257,3,0
175,2,508,0.9961,0,143,1.0,0,62,1.0,1,803,0.9988,0,1265,1.0,2.2048,2781,4,1260,3,0
176,2,508,0.9961,0,148,1.0,0,62,1.0,1,803,0.9988,0,1265,1.0,2.2087,2786,4,1260,3,0
177,2,508,0.9961,0,152,1.0,0,63,1.0,1,803,0.9988,0,1265,1.0,2.2109,2791,4,1261,3,0
178,2,508,0.9961,0,156,1.0,0,63,1.0,1,803,0.9988,0,1265,1.0,2.2124,2795,4,1262,3,0
179,2,508,0.9961,0,160,1.0,0,63,1.0,1,803,0.9988,0,1265,1.0,2.2155,2799,3,1262,3,0
180,2,508,0.9961,0,164,1.0,0,64,1.0,1,803,0.9988,0,1265,1.0,2.2177,2804,4,1263,3,0
181,2,508,0.9961,0,169,1.0,0,64,1.0,1,803,0.9988,0,1265,1.0,2.2199,2809,3,1264,3,0
182,2,508,0.9961,0,173,1.0,0,64,1.0,1,803,0.9988,0,1265,1.0,2.2213,2813,3,1265,3,0
183,2,508,0.9961,0,177,1.0,0,65,1.0,1,804,0.9988,0,1265,1.0,2.2226,2819,4,1267,3,0
184,2,508,0.9961,0,181,1.0,0,65,1.0,1,804,0.9988,0,1265,1.0,2.2205,2823,3,1270,3,0
185,2,508,0.9961,0,186,1.0,0,65,1.0,1,804,0.9988,0,1265,1.0,2.2209,2828,4,1272,3,0
186,2,508,0.9961,0,190,1.0,0,66,1.0,1,804,0.9988,0,1265,1.0,2.2196,2833,4,1275,3,0
187,2,508,0.9961,0,194,1.0,0,66,1.0,1,804,0.9988,0,1265,1.0,2.2175,2837,4,1278,3,0
188,2,508,0.9961,0,198,1.0,0,67,1.0,1,804,0.9988,0,1265,1.0,2.218,2842,4,1280,3,0
189,2,508,0.9961,0,203,1.0,0,67,1.0,1,804,0.9988,0,1265,1.0,2.2184,2847,3,1282,3,0
190,2,508,0.9961,0,207,1.0,0,67,1.0,1,804,0.9988,0,1265,1.0,2.2181,2851,5,1284,3,0
191,2,508,0.9961,0,211,1.0,0,68,1.0,1,804,0.9988,0,1265,1.0,2.2185,2856,6,1286,3,0
192,2,508,0.9961,0,215,1.0,0,68,1.0,1,804,0.9988,0,1265,1.0,2.2182,2860,5,1288,3,0
193,2,509,0.9961,0,220,1.0,0,68,1.0,1,805,0.9988,0,1265,1.0,2.2184,2867,5,1291,3,0
194,2,509,0.9961,0,222,1.0,0,69,1.0,1,805,0.9988,0,1265,1.0,2.2208,2870,5,1291,3,0
195,2,509,0.9961,0,224,1.0,0,69,1.0,1,805,0.9988,0,1265,1.0,2.2223,2872,3,1291,3,0
196,2,509,0.9961,0,226,1.0,0,69,1.0,1,805,0.9988,0,1265,1.0,2.2239,2874,3,1291,3,0
197,2,509,0.9961,0,228,1.0,0,70,1.0,1,805,0.9988,0,1265,1.0,2.2262,2877,3,1291,3,0
198,2,509,0.9961,0,230,1.0,0,70,1.0,1,805,0.9988,0,1265,1.0,2.2277,2879,3,1291,3,0
199,2,509,0.9961,0,233,1.0,0,70,1.0,1,805,0.9988,0,1265,1.0,2.2301,2882,3,1291,3,0
200,2,509,0.9961,0,235,1.0,0,71,1.0,1,805,0.9988,0,1265,1.0,2.2324,2885,3,1291,3,0
201,2,509,0.9961,0,237,1.0,0,71,1.0,1,805,0.9988,0,1265,1.0,2.2339,2887,3,1291,3,0
202,2,509,0.9961,0,239,1.0,0,72,1.0,1,805,0.9988,0,1265,1.0,2.2363,2890,3,1291,3,0
203,2,509,0.9961,0,241,1.0,0,72,1.0,1,805,0.9988,0,1265,1.0,2.2378,2892,3,1291,3,0
204,2,509,0.9961,0,243,1.0,0,72,1.0,1,805,0.9988,0,1265,1.0,2.2393,2894,3,1291,3,0
205,2,509,0.9961,0,246,1.0,0,73,1.0,1,806,0.9988,0,1265,1.0,2.2415,2899,3,1292,3,0
206,2,509,0.9961,0,246,1.0,0,73,1.0,1,805,0.9988,0,1265,1.0,2.2252,2898,5,1301,3,0
207,2,509,0.9961,0,247,1.0,0,73,1.0,1,805,0.9988,0,1265,1.0,2.209,2899,6,1311,3,0
208,2,509,0.9961,0,248,1.0,0,74,1.0,1,805,0.9988,0,1265,1.0,2.1955,2901,10,1320,3,0
209,2,509,0.9961,0,249,1.0,0,74,1.0,1,805,0.9988,0,1265,1.0,2.1797,2902,8,1330,3,0
210,2,509,0.9961,0,250,1.0,0,74,1.0,1,805,0.9988,0,1265,1.0,2.1642,2903,7,1340,3,0
211,2,509,0.9961,0,251,1.0,0,75,1.0,1,805,0.9988,0,1265,1.0,2.1512,2905,6,1349,3,0
212,2,509,0.9961,0,252,1.0,0,75,1.0,1,805,0.9988,0,1265,1.0,2.1361,2906,7,1359,3,0
213,2,509,0.9961,0,252,1.0,0,75,1.0,1,805,0.9988,0,1265,1.0,2.1205,2906,8,1369,3,0
214,2,509,0.9961,0,253,1.0,0,76,1.0,1,805,0.9988,0,1265,1.0,2.1189,2908,7,1371,3,0
215,2,509,0.9961,0,254,1.0,0,76,1.0,1,805,0.9988,0,1265,1.0,2.115,2909,7,1374,3,0
216,2,509,0.9961,0,255,1.0,0,77,1.0,1,805,0.9988,0,1265,1.0,2.1118,2911,8,1377,3,0
217,2,509,0.9961,0,256,1.0,0,77,1.0,1,805,0.9988,0,1265,1.0,2.1095,2912,6,1379,3,0
218,2,509,0.9961,0,257,1.0,0,77,1.0,1,805,0.9988,0,1265,1.0,2.1056,2913,4,1382,3,0
219,3,510,0.9941,0,258,1.0,0,78,1.0,1,805,0.9988,0,1265,1.0,2.1025,2916,5,1385,4,0
220,3,510,0.9941,0,258,1.0,0,78,1.0,1,805,0.9988,0,1265,1.0,2.0995,2916,5,1387,4,0
221,3,510,0.9941,0,259,1.0,0,78,1.0,1,805,0.9988,0,1265,1.0,2.0957,2917,6,1390,4,0
222,3,510,0.9941,0,260,1.0,0,79,1.0,1,805,0.9988,0,1265,1.0,2.0926,2919,6,1393,4,0
223,3,510,0.9941,0,261,1.0,0,79,1.0,1,805,0.9988,0,1265,1.0,2.0888,2920,6,1396,4,0
224,3,510,0.9941,0,262,1.0,0,79,1.0,1,805,0.9988,0,1265,1.0,2.0866,2921,6,1398,4,0
225,3,510,0.9941,0,263,1.0,0,80,1.0,2,805,0.9975,0,1265,1.0,2.0828,2923,9,1401,5,0
226,3,510,0.9941,0,264,1.0,0,80,1.0,2,805,0.9975,0,1265,1.0,2.0791,2924,6,1404,5,0
227,3,510,0.9941,0,264,1.0,0,80,1.0,2,805,0.9975,0,1265,1.0,2.0761,2924,7,1406,5,0
