Day,Kule sim,Kule data,Kule error,Nguenyyiel sim,Nguenyyiel data,Nguenyyiel error,Okugo sim,Okugo data,Okugo error,Pugnido sim,Pugnido data,Pugnido error,Tierkidi sim,Tierkidi data,Tierkidi error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
151,0,506,1.0,0,75,1.0,0,53,1.0,1,800,0.9988,1,1254,0.9992,2.3854,2688,5,1126,2,0
152,0,506,1.0,0,75,1.0,0,54,1.0,1,800,0.9988,1,1259,0.9992,2.3802,2694,9,1131,2,0
153,0,507,1.0,0,76,1.0,0,54,1.0,1,801,0.9988,1,1265,0.9992,2.3085,2703,21,1170,2,0
154,0,507,1.0,0,77,1.0,0,54,1.0,2,801,0.9975,1,1265,0.9992,2.3085,2704,10,1170,3,0
155,0,507,1.0,0,79,1.0,0,55,1.0,2,801,0.9975,1,1265,0.9992,2.3111,2707,9,1170,3,0
156,0,507,1.0,0,81,1.0,0,55,1.0,2,801,0.9975,1,1265,0.9992,2.3128,2709,8,1170,3,0
157,0,507,1.0,0,82,1.0,0,55,1.0,2,801,0.9975,1,1265,0.9992,2.3137,2710,7,1170,3,0
158,0,507,1.0,0,84,1.0,0,56,1.0,2,801,0.9975,1,1265,0.9992,2.3143,2713,6,1171,3,0
159,0,507,1.0,0,86,1.0,0,56,1.0,2,801,0.9975,1,1265,0.9992,2.316,2715,6,1171,3,0
160,0,507,1.0,0,87,1.0,0,57,1.0,2,801,0.9975,1,1265,0.9992,2.3177,2717,6,1171,3,0
161,0,507,1.0,0,89,1.0,0,57,1.0,2,801,0.9975,1,1265,0.9992,2.3194,2719,6,1171,3,0
162,0,507,1.0,0,91,1.0,0,57,1.0,2,801,0.9975,1,1265,0.9992,2.3211,2721,6,1171,3,0
163,0,508,1.0,0,93,1.0,0,58,1.0,2,802,0.9975,1,1265,0.9992,2.3234,2726,5,1172,3,0
164,0,508,1.0,0,97,1.0,0,58,1.0,2,802,0.9975,1,1265,0.9992,2.2878,2730,11,1192,3,0
165,0,508,1.0,0,101,1.0,0,58,1.0,2,802,0.9975,1,1265,0.9992,2.2533,2734,13,1212,3,0
166,0,508,1.0,0,105,1.0,0,59,1.0,2,802,0.9975,1,1265,0.9992,2.2208,2739,11,1232,3,0
167,1,508,0.998,0,109,1.0,0,59,1.0,2,802,0.9975,1,1265,0.9992,2.216,2743,8,1236,4,0
168,1,508,0.998,0,114,1.0,0,59,1.0,2,802,0.9975,1,1265,0.9992,2.2147,2748,7,1239,4,0
169,1,508,0.998,0,118,1.0,0,60,1.0,2,802,0.9975,1,1265,0.9992,2.2134,2753,7,1242,4,0
170,1,508,0.998,0,122,1.0,0,60,1.0,2,802,0.9975,1,1265,0.9992,2.2112,2757,6,1245,4,0
171,1,508,0.998,0,126,1.0,0,60,1.0,2,802,0.9975,1,1265,0.9992,2.2091,2761,7,1248,4,0
172,1,508,0.998,0,131,1.0,0,61,1.0,2,802,0.9975,1,1265,0.9992,2.2086,2767,8,1251,4,0
173,1,508,0.998,0,135,1.0,0,61,1.0,2,803,0.9975,1,1265,0.9992,2.2073,2772,9,1254,4,0
174,1,508,0.998,0,139,1.0,0,62,1.0,2,803,0.9975,1,1265,0.9992,2.206,2777,10,1257,4,0
175,1,508,0.998,0,143,1.0,0,62,1.0,2,803,0.9975,1,1265,0.9992,2.204,2781,7,1260,4,0
176,1,508,0.998,0,148,1.0,0,62,1.0,2,803,0.9975,1,1265,0.9992,2.2079,2786,6,1260,4,0
177,1,508,0.998,0,152,1.0,0,63,1.0,2,803,0.9975,1,1265,0.9992,2.2102,2791,6,1261,4,0
178,1,508,0.998,0,156,1.0,0,63,1.0,2,803,0.9975,1,1265,0.9992,2.2116,2795,6,1262,4,0
179,1,508,0.998,0,160,1.0,0,63,1.0,2,803,0.9975,1,1265,0.9992,2.2147,2799,5,1262,4,0
180,1,508,0.998,0,164,1.0,0,64,1.0,2,803,0.9975,1,1265,0.9992,2.2169,2804,6,1263,4,0
181,1,508,0.998,0,169,1.0,0,64,1.0,2,803,0.9975,1,1265,0.9992,2.2191,2809,4,1264,4,0
182,1,508,0.998,0,173,1.0,0,64,1.0,2,803,0.9975,1,1265,0.9992,2.2206,2813,4,1265,4,0
183,1,508,0.998,0,177,1.0,0,65,1.0,2,804,0.9975,1,1265,0.9992,2.2218,2819,5,1267,4,0
184,1,508,0.998,0,181,1.0,0,65,1.0,2,804,0.9975,1,1265,0.9992,2.2197,2823,4,1270,4,0
185,1,508,0.998,0,186,1.0,0,65,1.0,2,804,0.9975,1,1265,0.9992,2.2201,2828,5,1272,4,0
186,1,508,0.998,0,190,1.0,0,66,1.0,2,804,0.9975,1,1265,0.9992,2.2188,2833,5,1275,4,0
187,1,508,0.998,0,194,1.0,0,66,1.0,2,804,0.9975,1,1265,0.9992,2.2167,2837,5,1278,4,0
188,1,508,0.998,0,198,1.0,0,67,1.0,2,804,0.9975,1,1265,0.9992,2.2172,2842,4,1280,4,0
189,1,508,0.998,0,203,1.0,0,67,1.0,2,804,0.9975,1,1265,0.9992,2.2176,2847,5,1282,4,0
190,1,508,0.998,0,207,1.0,0,67,1.0,2,804,0.9975,1,1265,0.9992,2.2173,2851,7,1284,4,0
191,1,508,0.998,0,211,1.0,0,68,1.0,2,804,0.9975,1,1265,0.9992,2.2177,2856,6,1286,4,0
192,1,508,0.998,0,215,1.0,0,68,1.0,2,804,0.9975,1,1265,0.9992,2.2174,2860,4,1288,4,0
193,1,509,0.998,0,220,1.0,0,68,1.0,2,805,0.9975,1,1265,0.9992,2.2177,2867,4,1291,4,0
194,1,509,0.998,0,222,1.0,0,69,1.0,2,805,0.9975,1,1265,0.9992,2.22,2870,4,1291,4,0
195,1,509,0.998,0,224,1.0,0,69,1.0,2,805,0.9975,1,1265,0.9992,2.2215,2872,4,1291,4,0
196,1,509,0.998,0,226,1.0,0,69,1.0,2,805,0.9975,1,1265,0.9992,2.2231,2874,4,1291,4,0
197,1,509,0.998,0,228,1.0,0,70,1.0,2,805,0.9975,1,1265,0.9992,2.2254,2877,4,1291,4,0
198,1,509,0.998,0,230,1.0,0,70,1.0,2,805,0.9975,1,1265,0.9992,2.227,2879,4,1291,4,0
199,1,509,0.998,0,233,1.0,0,70,1.0,2,805,0.9975,1,1265,0.9992,2.2293,2882,4,1291,4,0
200,1,509,0.998,0,235,1.0,0,71,1.0,2,805,0.9975,1,1265,0.9992,2.2316,2885,4,1291,4,0
201,1,509,0.998,0,237,1.0,0,71,1.0,2,805,0.9975,1,1265,0.9992,2.2332,2887,4,1291,4,0
202,1,509,0.998,0,239,1.0,0,72,1.0,2,805,0.9975,1,1265,0.9992,2.2355,2890,4,1291,4,0
203,1,509,0.998,0,241,1.0,0,72,1.0,2,805,0.9975,1,1265,0.9992,2.237,2892,4,1291,4,0
204,1,509,0.998,0,243,1.0,0,72,1.0,2,805,0.9975,1,1265,0.9992,2.2386,2894,4,1291,4,0
205,1,509,0.998,0,246,1.0,0,73,1.0,2,806,0.9975,1,1265,0.9992,2.2407,2899,4,1292,4,0
206,1,509,0.998,0,246,1.0,0,73,1.0,2,805,0.9975,1,1265,0.9992,2.2244,2898,6,1301,4,0
207,1,509,0.998,0,247,1.0,0,73,1.0,2,805,0.9975,1,1265,0.9992,2.2082,2899,7,1311,4,0
208,1,509,0.998,0,248,1.0,0,74,1.0,2,805,0.9975,1,1265,0.9992,2.1947,2901,7,1320,4,0
209,1,509,0.998,0,249,1.0,0,74,1.0,2,805,0.9975,1,1265,0.9992,2.1789,2902,7,1330,4,0
210,1,509,0.998,0,250,1.0,0,74,1.0,2,805,0.9975,1,1265,0.9992,2.1634,2903,7,1340,4,0
211,1,509,0.998,0,251,1.0,0,75,1.0,2,805,0.9975,1,1265,0.9992,2.1505,2905,5,1349,4,0
212,1,509,0.998,0,252,1.0,0,75,1.0,2,805,0.9975,1,1265,0.9992,2.1354,2906,8,1359,4,0
213,1,509,0.998,0,252,1.0,0,75,1.0,2,805,0.9975,1,1265,0.9992,2.1198,2906,10,1369,4,0
214,1,509,0.998,0,253,1.0,0,76,1.0,2,805,0.9975,1,1265,0.9992,2.1182,2908,8,1371,4,0
215,1,509,0.998,0,254,1.0,0,76,1.0,2,805,0.9975,1,1265,0.9992,2.1143,2909,10,1374,4,0
216,1,509,0.998,0,255,1.0,0,77,1.0,2,805,0.9975,1,1265,0.9992,2.1111,2911,9,1377,4,0
217,1,509,0.998,0,256,1.0,0,77,1.0,2,805,0.9975,1,1265,0.9992,2.1088,2912,9,1379,4,0
218,1,509,0.998,0,257,1.0,0,77,1.0,2,805,0.9975,1,1265,0.9992,2.1049,2913,5,1382,4,0
219,1,510,0.998,0,258,1.0,0,78,1.0,2,805,0.9975,1,1265,0.9992,2.1025,2916,5,1385,4,0
220,1,510,0.998,0,258,1.0,0,78,1.0,2,805,0.9975,1,1265,0.9992,2.0995,2916,6,1387,4,0
221,1,510,0.998,0,259,1.0,0,78,1.0,2,805,0.9975,1,1265,0.9992,2.0957,2917,7,1390,4,0
222,1,510,0.998,0,260,1.0,0,79,1.0,2,805,0.9975,1,1265,0.9992,2.0926,2919,6,1393,4,0
223,1,510,0.998,0,261,1.0,0,79,1.0,2,805,0.9975,1,1265,0.9992,2.0888,2920,4,1396,4,0
224,1,510,0.998,0,262,1.0,0,79,1.0,2,805,0.9975,1,1265,0.9992,2.0866,2921,6,1398,4,0
225,2,510,0.9961,0,263,1.0,0,80,1.0,2,805,0.9975,1,1265,0.9992,2.0828,2923,7,1401,5,0
226,2,510,0.9961,0,264,1.0,0,80,1.0,2,805,0.9975,1,1265,0.9992,2.0791,2924,5,1404,5,0
