Day,Mahama sim,Mahama data,Mahama error,Nduta sim,Nduta data,Nduta error,Nyarugusu sim,Nyarugusu data,Nyarugusu error,Nakivale sim,Nakivale data,Nakivale error,Lusenda sim,Lusenda data,Lusenda error,Total error,refugees in camps (UNHCR),refugees in camps (simulation),raw UNHCR refugee count
172,62488,44715,0.39747288382,62488,9830,5.35686673449,62488,97828,0.361246268962,62488,11636,4.3702303197,62488,6833,8.14503146495,1.2425398906592056,170842,169321,184532
173,62682,44765,0.400245727689,62682,10255,5.11233544612,62682,97547,0.35741745005,62682,11665,4.3735105015,62682,7166,7.74713926877,1.2353819764524674,171398,169850,184628
174,62917,44781,0.404993189076,62917,10680,4.89110486891,62917,97265,0.353138333419,62917,11695,4.37982043608,62917,7500,7.38893333333,1.2294018764432502,171921,170346,184741
175,63115,44839,0.407591605522,63115,11105,4.68347591175,63115,96984,0.349222552174,63115,11725,4.3829424307,63115,7834,7.05654837886,1.2222718233837913,172487,170885,184920
176,63325,44857,0.411708317542,63325,11530,4.4921942758,63325,96702,0.345153150917,63325,11755,4.3870693322,63325,8168,6.7528158668,1.2159098790835319,173012,171383,184975
177,63515,44876,0.415344504858,63515,11955,4.31283981598,63515,96421,0.341274203752,63515,11785,4.38947815019,63515,8502,6.47059515408,1.2092267444205624,173539,171883,185030
178,63708,44895,0.41904443702,63708,12380,4.14604200323,63708,96139,0.337334484444,63708,11815,4.39212865002,63708,8836,6.21004979629,1.20263694596846,174065,172382,185085
179,63899,45153,0.415166212655,63899,12805,3.99016009371,63899,95858,0.333399403284,63899,11845,4.39459687632,63899,9170,5.96826608506,1.1930492875977372,174831,173121,186071
180,64137,45154,0.420405722638,64137,13230,3.84784580499,64137,95576,0.328942412321,64137,11851,4.41194835879,64137,9504,5.74842171717,1.1878504406354276,175315,173578,189442
181,64353,45155,0.425157789835,64353,13655,3.71277920176,64353,95295,0.324696993546,64353,11858,4.42696913476,64353,9838,5.54126855052,1.1822913407773563,175801,174037,192813
182,64549,45157,0.429435082047,64549,14080,3.58444602273,64549,95013,0.320629808553,64549,11864,4.44074511126,64549,10172,5.34575304758,1.1764235390218167,176286,174495,196184
183,64748,45158,0.433810177599,64748,14505,3.46384005515,64748,94732,0.316513955158,64748,11871,4.45430039592,64748,10506,5.16295450219,1.1706378838277556,176772,174954,199555
184,64921,45159,0.437609335902,64921,14930,3.34835900871,64921,94450,0.312641609317,64921,11877,4.46611097078,64921,10538,5.1606566711,1.1681510449043253,176954,175109,199572
185,65090,45161,0.44128783685,65090,15355,3.23901009443,65090,94169,0.308795888243,65090,11884,4.47711208347,65090,10570,5.15799432356,1.1655761859330809,177139,175267,199589
186,65246,45254,0.44177310293,65246,15780,3.13472750317,65246,93887,0.305058208272,65246,11891,4.48700698007,65246,10603,5.15354145053,1.1616661499873178,177415,175516,199744
187,65409,45348,0.442378936227,65409,16205,3.03634680654,65409,93606,0.30123069034,65409,11913,4.49055653488,65409,10635,5.15035260931,1.1577034106703732,177707,175781,200134
188,65564,45393,0.444363668407,65564,16630,2.94251352977,65564,93324,0.29745831726,65564,11936,4.49296246649,65564,10668,5.1458567679,1.1541885125680664,177951,175998,200185
189,65728,45451,0.446128798046,65728,17055,2.85388449135,65728,93043,0.293573938931,65728,11959,4.49611171503,65728,10700,5.14280373832,1.1506890824205422,178208,176228,200257
190,65881,45510,0.447615908592,65881,17480,2.76893592677,65881,92761,0.289776953677,65881,11982,4.49833082958,65881,10733,5.13817199292,1.1469915838310938,178466,176459,200329
191,65986,45569,0.448045820624,65986,17905,2.6853392907,65986,92480,0.286483564014,65986,12005,4.49654310704,65986,10765,5.12967951695,1.1425102392515833,178724,176690,200401
192,66136,45591,0.450637187164,66136,18330,2.60807419531,66136,92198,0.282674244561,66136,12028,4.49850349185,66136,10798,5.12483793295,1.1392271368297522,178945,176884,202147
193,66308,45613,0.453708372613,66308,18755,2.53548387097,66308,91917,0.278610050372,66308,12051,4.5022819683,66308,10830,5.12262234534,1.1363316700713304,179166,177078,203893
194,66445,45635,0.456009641722,66445,19240,2.45348232848,66445,91566,0.274348557325,66445,12081,4.4999586127,66445,10863,5.11663444721,1.1321013462664102,179385,177270,203902
195,66583,45658,0.458298655219,66583,19725,2.37556400507,66583,91216,0.270051306788,66583,12112,4.49727542933,66583,10895,5.11133547499,1.1278854826676168,179606,177464,204009
196,66695,45682,0.459984238869,66695,20210,2.30009896091,66695,90866,0.266007087359,66695,12142,4.49291714709,66695,10928,5.1031295754,1.1232344240051604,179828,177659,204047
197,66855,45707,0.46268624062,66855,20695,2.23049045663,66855,90515,0.261393139259,66855,12173,4.49207261973,66855,10960,5.09990875912,1.1193835045820606,180050,177854,204085
198,66956,45732,0.464095163124,66956,21181,2.16113497946,66956,90165,0.257405867022,66956,12203,4.48684749652,66956,10993,5.09078504503,1.114547854931937,180274,178051,204123
199,67091,45803,0.4647730498,67091,21666,2.0966029724,67091,89815,0.253008962868,67091,12234,4.48397907471,67091,11025,5.08535147392,1.1097633250804517,180543,178293,204272
200,67225,45875,0.465395095368,67225,22151,2.0348516997,67225,89464,0.248580434588,67225,12265,4.48104362006,67225,11058,5.07930909749,1.1049537367335314,180813,178536,204421
201,67338,45947,0.465558143078,67338,22636,1.97481887259,67338,89114,0.244361155374,67338,12303,4.47329919532,67338,11090,5.07195671776,1.0997404605444807,181090,178786,205194
202,67470,46019,0.466133553532,67470,23122,1.918000173,67470,88764,0.239894551845,67470,12341,4.46714204684,67470,11123,5.06580958375,1.0948342881087727,181369,179038,205967
203,67580,46036,0.467981579633,67580,23498,1.87598944591,67580,88564,0.236936001084,67580,12379,4.45924549641,67580,11155,5.05826983416,1.0914156095842142,181632,179274,205973
204,67656,46054,0.469058062275,67656,23874,1.83387785876,67656,88365,0.234357494483,67656,12417,4.4486590964,67656,11188,5.04719342152,1.0874226214691751,181898,179513,205979
205,67766,46072,0.470871679111,67766,24250,1.7944742268,67766,88165,0.231372993818,67766,12455,4.44086712164,67766,11220,5.03975044563,1.0840131311689596,182162,179750,205985
206,67897,46090,0.473139509655,67897,24627,1.75701465871,67897,87966,0.2281449651,67897,12493,4.43480348995,67897,11252,5.03421613935,1.0809470037494244,182428,179989,205991
207,67991,46108,0.474603105752,67991,25003,1.71931368236,67991,87766,0.225315042271,67991,12531,4.42582395659,67991,11285,5.02490031015,1.0772826545078356,182693,180227,206090
208,68091,46161,0.475076363164,68091,25379,1.68296623192,68091,87567,0.222412552674,68091,12569,4.41737608402,68091,11317,5.01670053901,1.0733416032307246,182993,180500,206163
209,68211,46194,0.476620340304,68211,25756,1.64835378164,68211,87368,0.219267924183,68211,12607,4.41056555882,68211,11350,5.00977973568,1.0699440731141727,183275,180755,207401
210,68308,46227,0.477664568326,68308,26128,1.61436007348,68308,87219,0.216822022724,68308,12645,4.40197706603,68308,11382,5.00140572834,1.066230576086187,183601,181054,207458
211,68395,46260,0.478491137051,68395,26501,1.58084600581,68395,87070,0.214482600207,68395,12683,4.39265158086,68395,11415,4.99167761717,1.062344709099707,183929,181355,207515
212,68503,46293,0.479770159635,68503,26873,1.54913854054,68503,86922,0.211902625342,68503,12721,4.38503262322,68503,11447,4.98436271512,1.0588366186175755,184256,181655,207572
213,68625,46327,0.481317590174,68625,27246,1.51871834398,68625,86773,0.20914339714,68625,12759,4.37855631319,68625,11480,4.97778745645,1.055535390199637,184585,181957,207629
214,68749,46433,0.480606465229,68749,27619,1.48919222275,68749,86625,0.206360750361,68749,12798,4.37185497734,68749,11512,4.97194232106,1.0514792931395178,184987,182332,209686
215,68883,46631,0.477193283438,68883,27885,1.4702528241,68883,86684,0.20535508283,68883,12817,4.37434657096,68883,11545,4.96647899524,1.047924682855326,185562,182880,210223
216,69013,46399,0.48738119356,69013,28292,1.43931146614,69013,86450,0.201700404858,69013,12837,4.37610033497,69013,11577,4.96121620454,1.0475815795855676,185555,182880,210410
217,69094,46167,0.496610132779,69094,28699,1.40754033242,69094,86217,0.198603523667,69094,12857,4.37403748931,69094,11610,4.95124892334,1.0464349232012935,185550,182880,210597
218,69205,45935,0.506585392402,69205,29107,1.37760676126,69205,85984,0.195140956457,69205,12877,4.37431078667,69205,11642,4.94442535647,1.0457732625508638,185545,182880,210784
219,69288,45703,0.516049274665,69288,29514,1.34763163245,69288,85751,0.191986099287,69288,12896,4.37282878412,69288,11675,4.93473233405,1.0446698537773729,185539,182880,210971
220,69360,45471,0.52536781685,69360,29922,1.31802686986,69360,85518,0.188942678734,69360,12916,4.37008361722,69360,11707,4.92466045955,1.0433774941520153,185534,182880,211158
221,69444,45240,0.535013262599,69444,30022,1.31310372394,69444,85572,0.188472864956,69444,12936,4.36827458256,69444,11740,4.91516183986,1.0455824483855318,185510,182880,209928
222,69490,45098,0.540866557275,69490,30222,1.29931837734,69490,85625,0.188437956204,69490,12956,4.36353812905,69490,11772,4.90299014611,1.0451007954845346,185673,182964,209456
223,69603,45120,0.542619680851,69603,30423,1.28784143576,69603,85678,0.187621092929,69603,12976,4.36397965475,69603,11805,4.89606099111,1.0438758723024484,186002,183214,210216
224,69654,45143,0.542963471635,69654,30600,1.2762745098,69654,85726,0.187481044257,69654,13014,4.35223605348,69654,11837,4.88443017657,1.0417239158437097,186320,183453,210441
225,69798,45166,0.545365983262,69798,31344,1.22683767228,69798,85168,0.180466842006,69798,13052,4.34768617836,69798,11870,4.8802021904,1.034994640943194,186600,183654,210627
226,69891,45189,0.546637456018,69891,32088,1.1781039641,69891,84610,0.173962888547,69891,13090,4.33926661574,69891,11902,4.87220635187,1.027477672718711,186879,183854,210813
227,69987,45212,0.547973989206,69987,32239,1.17087999007,69987,84652,0.173238671266,69987,13128,4.33112431444,69987,11934,4.86450477627,1.026367109235167,187165,184061,211233
228,70109,46075,0.521627780792,70109,32788,1.13825179944,70109,84254,0.167885204263,70109,13166,4.32500379766,70109,11967,4.85852761762,1.0124037184594954,188250,185067,212106
229,70211,45989,0.526691165279,70211,33337,1.10609832918,70211,83857,0.162729408398,70211,13204,4.31740381703,70211,11999,4.85140428369,1.0083604938795876,188386,185124,212701
230,70325,45903,0.53203494325,70325,34335,1.04820154361,70325,83912,0.161919630089,70325,13237,4.31275968875,70325,12032,4.84483045213,0.9997941072437295,189419,186078,213754
231,70432,45818,0.537212449256,70432,34717,1.02874672351,70432,83687,0.158387802168,70432,13270,4.30761115298,70432,12064,4.83819628647,0.997668235244466,189556,186136,213911
232,70535,45732,0.542355462258,70535,35099,1.00960141315,70535,83463,0.154894983406,70535,13303,4.30218747651,70535,12097,4.83078449202,0.9954821976446276,189694,186195,214068
233,70625,45647,0.547199158762,70625,35481,0.990501958795,70625,83239,0.151539542762,70625,13336,4.29581583683,70625,12129,4.82282133729,0.9930938935479793,189832,186254,214225
234,70719,45561,0.552182787911,70719,35481,0.993151264057,70719,83254,0.150563336296,70719,13369,4.28977485227,70719,12162,4.81475086334,0.9947899929936205,189827,186254,214406
235,70805,45476,0.556975107749,70805,35741,0.98105816849,70805,83270,0.149693767263,70805,13402,4.28316669154,70805,12194,4.80654420207,0.9936290988673369,190083,186426,214587
236,70881,45476,0.558646318937,70881,36226,0.956633357257,70881,83302,0.149108064632,70881,13435,4.27584666915,70881,12227,4.79708841089,0.9890646470791856,190666,186925,215104
237,70993,45476,0.561109156478,70993,36926,0.922574879489,70993,83222,0.146944317608,70993,13468,4.27123552124,70993,12259,4.79109225875,0.9828639515863518,191351,187526,215724
238,71089,45476,0.563220160084,71089,37063,0.918058441033,71089,83259,0.146170383983,71089,13501,4.26546181764,71089,12292,4.78335502766,0.9822695220547938,191591,187682,215898
239,71175,45476,0.565111267482,71175,37200,0.913306451613,71175,83296,0.145517191702,71175,13534,4.25897739028,71175,12324,4.7753164557,0.9815305218161914,191830,187837,216072
240,71237,45476,0.566474623977,71237,37338,0.907895441641,71237,83334,0.145162838697,71237,13567,4.25075550969,71237,12357,4.764910577,0.9803979757590904,192072,187995,216246
241,71324,45476,0.568387720996,71324,37452,0.904410979387,71324,83390,0.144693608346,71324,13600,4.24441176471,71324,12389,4.75704253774,0.9799175277030997,192307,188146,216515
242,71409,45565,0.567189728959,71409,37562,0.901096853203,71409,83424,0.144023302647,71409,13633,4.23795202817,71409,12422,4.74859120915,0.9785209183514533,192606,188361,216659
243,71504,45655,0.566181141167,71504,37841,0.889590655638,71504,83364,0.142267645506,71504,13666,4.23225523196,71504,12454,4.74144853059,0.9755415068919059,192980,188651,216965
244,71561,45517,0.572181822176,71561,38121,0.877206788909,71561,83304,0.140965619898,71561,13699,4.22381195708,71561,12487,4.73084007368,0.9742916614887536,193128,188715,217294
245,71656,45379,0.579056391723,71656,38401,0.865993073097,71656,83244,0.139205228004,71656,13732,4.21817652199,71656,12519,4.72377985462,0.9736437718277067,193275,188778,217623
246,71729,45241,0.585486616123,71729,38631,0.856773057907,71729,83313,0.13904192623,71729,13765,4.21096985107,71729,12552,4.71454748247,0.9731734038924662,193502,188921,217923
247,71807,45103,0.592067046538,71807,38862,0.847743296794,71807,83383,0.138829257762,71807,13798,4.20416002319,71807,12584,4.70621424031,0.9727817064987353,193730,189065,218223
248,71870,44965,0.598354275548,71870,38994,0.843104067292,71870,83427,0.138528294197,71870,13831,4.19629817078,71870,12617,4.69628279306,0.9731522849448497,193834,189085,217487
249,71941,45018,0.598049669021,71941,39280,0.83149185336,71941,83349,0.13687026839,71941,13864,4.189050779,71941,12649,4.68748517669,0.9701328800988875,194160,189327,218195
250,72000,45071,0.597479532293,72000,39567,0.819698233376,72000,83272,0.13536362763,72000,13902,4.17911091929,72000,12681,4.67778566359,0.96687798532595,194493,189576,218719
251,72083,45090,0.598647150144,72083,39831,0.809721071527,72083,83288,0.134533186053,72083,13940,4.17094691535,72083,12714,4.66957684442,0.964585375366283,194863,189862,218999
252,72170,45109,0.599902458489,72170,40095,0.799975059234,72170,83305,0.133665446252,72170,13978,4.16311346401,72170,12746,4.66216852346,0.9623731643728263,195233,190148,219279
253,72232,45128,0.600602730012,72232,40267,0.793826210048,72232,83335,0.133233335333,72232,14017,4.15317114932,72232,12779,4.65239846623,0.9606906498368504,195526,190357,219554
254,72305,45148,0.601510587401,72305,40440,0.787957467854,72305,83366,0.132679989444,72305,14055,4.14443258627,72305,12811,4.64397783155,0.9591819017465019,195820,190567,219829
255,72372,45236,0.599876204793,72372,40505,0.786742377484,72372,83397,0.132198999964,72372,14093,4.13531540481,72372,12844,4.63469324198,0.9579752645671299,196075,190738,219848
256,72443,45298,0.599253830191,72443,40570,0.785629775696,72443,83429,0.131680830407,72443,14131,4.1265303234,72443,12876,4.62620379,0.9571022495720922,196304,190883,220183
257,72500,45360,0.598324514991,72500,40635,0.784176202781,72500,83461,0.131330801213,72500,14170,4.11644318984,72500,12909,4.61623673406,0.9559976594499707,196535,191030,220518
258,72561,45422,0.597485799833,72561,40815,0.777802278574,72561,83439,0.130370689965,72561,14245,4.09378729379,72561,12941,4.60706282358,0.9534547043106338,196862,191273,220704
259,72634,45431,0.598776166054,72634,40996,0.771733827691,72634,83418,0.129276654919,72634,14320,4.07220670391,72634,12974,4.59842762448,0.9516077488472601,197139,191466,220831
260,72682,45441,0.599480645232,72682,41177,0.765111591422,72682,83396,0.128471389515,72682,14396,4.04876354543,72682,13006,4.5883438413,0.949375937107428,197416,191659,220958
261,72741,45450,0.600462046205,72741,41358,0.758813288844,72741,83375,0.127544227886,72741,14471,4.02667403773,72741,13039,4.57872536237,0.947327421810585,197693,191852,221085
262,72818,45460,0.601803783546,72818,41474,0.755750590732,72818,83372,0.126589262582,72818,14546,4.00604977313,72818,13071,4.57095861066,0.9462013005057522,197923,191998,221187
263,72903,45545,0.600680645515,72903,41591,0.752855185016,72903,83370,0.125548758546,72903,14622,3.9858432499,72903,13104,4.56341575092,0.9444337947455507,198232,192223,221788
264,72960,45631,0.598913019658,72960,41708,0.749304689748,72960,83368,0.124844064869,72960,14678,3.97070445565,72960,13136,4.55420219245,0.9424443761617158,198521,192428,222314
265,73019,45657,0.599294741223,73019,41797,0.746991410867,73019,83339,0.123831579453,73019,14734,3.95581647889,73019,13169,4.544764219,0.9413324878205902,198696,192519,222491
266,73081,45683,0.599741698225,73081,41887,0.744717931578,73081,83310,0.122782379066,73081,14790,3.94124408384,73081,13201,4.53601999848,0.9402678117975974,198871,192610,222668
267,73119,45709,0.599663086044,73119,41977,0.741882459442,73119,83281,0.122020628955,73119,14846,3.92516502762,73119,13234,4.52508689739,0.9388335418268047,199047,192702,222845
268,73164,45735,0.599737618891,73164,42067,0.739225521192,73164,83252,0.121174266084,73164,14903,3.90934711132,73164,13266,4.51515151515,0.9375072155323432,199223,192794,223022
269,73209,45762,0.599777107644,73209,42157,0.736579927414,73209,83223,0.120327313363,73209,14959,3.89397687011,73209,13299,4.50484998872,0.936173520561685,199400,192887,223199
270,73239,45817,0.598511469542,73239,42474,0.724325469699,73239,82907,0.11661259001,73239,15015,3.87772227772,73239,13331,4.49388643013,0.9320600970212084,199544,192947,223275
271,73294,45579,0.608065117708,73294,42791,0.712836811479,73294,82591,0.112566744561,73294,15071,3.86324729613,73294,13363,4.48484621717,0.9311617643371198,199395,192947,223048
272,73349,45644,0.606980106914,73349,43108,0.701517119792,73349,82275,0.108489820723,73349,15128,3.84855896351,73349,13396,4.47544042998,0.9273118150247305,199551,192947,224600
273,73397,45759,0.60399047182,73397,43224,0.698061262262,73397,82150,0.10654899574,73397,15168,3.83893723629,73397,13428,4.46596663688,0.925063460989641,199729,193048,224717
274,73457,45874,0.601277412042,73457,43340,0.694900784495,73457,82025,0.104455958549,73457,15208,3.83015518148,73457,13461,4.45702399525,0.9229895752045941,199908,193150,224834
275,73491,45989,0.598012568223,73491,43457,0.691119957659,73491,81900,0.102673992674,73491,15248,3.81971406086,73491,13493,4.44660194175,0.9205295696372078,200087,193252,224951
276,73537,46104,0.595024292903,73537,43573,0.687673559314,73537,81775,0.100739834913,73537,15289,3.80979789391,73537,13526,4.43671447582,0.9182441440676696,200267,193355,225068
277,73595,46219,0.592310521647,73595,43689,0.684520130925,73595,81650,0.0986527862829,73595,15329,3.80103072607,73595,13558,4.42816049565,0.9161615405722268,200445,193456,225185
278,73617,46334,0.588833254198,73617,43806,0.680523215998,73617,81525,0.0970009199632,73617,15369,3.78996681632,73617,13591,4.41659922007,0.9135252336448598,200625,193559,225302
279,73688,46449,0.586428125471,73688,44073,0.671953350124,73688,81566,0.0965843611309,73688,15410,3.78182998053,73688,13623,4.40908757249,0.9102729202818204,201121,193978,225710
280,73753,46564,0.583906021819,73753,44340,0.663351375733,73753,81607,0.096241743968,73753,15504,3.75703044376,73753,13656,4.40077621558,0.9064367211944206,201671,194451,226326
281,73788,46679,0.580753657962,73788,44572,0.655478775913,73788,81204,0.0913255504655,73788,15599,3.73030322457,73788,13688,4.39070718878,0.9022910449980668,201742,194451,226479
282,73830,46794,0.577766380305,73830,44804,0.647843942505,73830,80801,0.0862736847316,73830,15693,3.70464538329,73830,13721,4.38080314846,0.8982523425151007,201813,194516,226632
283,73865,46909,0.574644524505,73865,45037,0.640095921132,73865,80398,0.0812582402547,73865,15788,3.67855333164,73865,13753,4.37082818294,0.8941030784852763,201885,194582,226785
284,73884,47024,0.571197686288,73884,45269,0.632110274139,73884,79995,0.0763922745172,73884,15883,3.65176603916,73884,13786,4.35935006528,0.8897190986200033,201957,194648,226938
285,73946,47139,0.568679861686,73946,45502,0.625115379544,73946,79592,0.0709367775656,73946,15914,3.64660047757,73946,13818,4.35142567665,0.8865744064565643,201965,194650,226410
286,73983,47167,0.568533084572,73983,45734,0.617680500284,73983,79189,0.0657414539898,73983,15945,3.63988711195,73983,13851,4.34134719515,0.8838701049106922,201886,194650,226443
287,74028,47196,0.568522756166,74028,45967,0.610459677595,74028,78787,0.0604033660375,74028,15976,3.63370055083,74028,13883,4.3322768854,0.8812738777755205,201809,194650,226476
288,74043,47224,0.56791038455,74043,46199,0.602697028074,74043,78384,0.0553812002449,74043,16007,3.6256637721,74043,13916,4.32070997413,0.8782382392306548,201730,194650,226509
289,74071,47253,0.567540685247,74071,46431,0.595291938576,74071,77981,0.05014041882,74071,16038,3.61846863699,74071,13948,4.31051046745,0.8753936256205027,201651,194650,226542
290,74091,47282,0.567002241868,74091,46664,0.587755014572,74091,77578,0.0449483100879,74091,16069,3.61080341029,74091,13981,4.29940633717,0.8724091400676675,201574,194650,226575
291,74136,47299,0.567390431087,74136,46896,0.580859774821,74136,77175,0.0393780369291,74136,16100,3.60472049689,74136,14013,4.29051594948,0.8699245097601287,201483,194650,226603
292,74155,47364,0.565640570898,74155,47129,0.573447346644,74155,76772,0.0340879487313,74155,16132,3.59676419539,74155,14046,4.27943898619,0.8665776423107281,201443,194650,230595
293,74181,47430,0.564010120177,74181,47361,0.566288718566,74181,76369,0.0286503686051,74181,16163,3.58955639423,74181,14167,4.23618267805,0.8625291577745794,201490,194650,230738
294,74177,47442,0.563530205303,74177,47594,0.558536790352,74177,75967,0.023562862822,74177,16194,3.58052365073,74177,14288,4.1915593505,0.8585254485445567,201485,194650,231350
295,74189,47455,0.563354757138,74189,47651,0.556924303792,74189,75939,0.0230448122835,74189,16225,3.57251155624,74189,14409,4.14879589146,0.8566385196277252,201679,194650,231379
296,74213,47468,0.56343220696,74213,47792,0.552833110144,74213,75960,0.0229989468141,74213,16256,3.56526820866,74213,14530,4.1075705437,0.8541974000772254,202006,194685,231541
297,74248,47481,0.563741285988,74248,47897,0.550159717728,74248,75965,0.0226025143158,74248,16287,3.55872781973,74248,14651,4.06777694355,0.8522451441311838,202281,194685,232868
298,74254,47494,0.56343959237,74254,47972,0.547861252397,74254,75996,0.0229222590663,74254,16318,3.55043510234,74254,14772,4.02667208232,0.8501619337256606,202552,194939,233208
299,74269,47507,0.56332750963,74269,48047,0.545757279331,74269,76027,0.023123364068,74269,16350,3.54244648318,74269,14805,4.01648091861,0.8490105358693079,202736,195106,234108
300,74309,47520,0.563741582492,74309,48186,0.542128419043,74309,76063,0.0230598319814,74309,16413,3.52744775483,74309,14839,4.00768245839,0.8473606178671172,203021,195374,234284
301,74364,47533,0.564470999095,74364,48326,0.538798990192,74364,76100,0.0228120893561,74364,16476,3.51347414421,74364,14873,3.99993276407,0.8459283451708738,203308,195644,234460
302,74395,47546,0.564695242502,74395,48441,0.535785801284,74395,76066,0.0219677648358,74395,16540,3.49788391778,74395,14907,3.99060843899,0.8443095823095823,203500,195819,234662
303,74426,47559,0.564919363317,74426,48556,0.532786885246,74426,76032,0.0211226851852,74426,16603,3.48268385232,74426,14941,3.9813265511,0.8427029176546829,203691,195993,234864
304,74454,47572,0.565080299336,74454,48671,0.529740502558,74454,75998,0.0203163241138,74454,16666,3.46741869675,74454,14975,3.97188647746,0.8410551201184999,203882,196167,235066
305,74511,47585,0.565850583167,74511,48786,0.527302914771,74511,75964,0.0191274814386,74511,16730,3.45373580395,74511,15009,3.96442134719,0.8398277095563375,204074,196342,235268
306,74546,47598,0.566158241943,74546,48988,0.521719604801,74546,75986,0.0189508593688,74546,16793,3.43911153457,74546,15043,3.95552748787,0.8375503894172439,204408,196659,235492
307,74580,47611,0.566444729159,74580,49056,0.52030332681,74580,76106,0.0200509815258,74580,16857,3.42427478199,74580,15077,3.94660741527,0.8365370993664115,204707,196941,235681
308,74609,47624,0.566626070889,74609,49125,0.51875826972,74609,76227,0.0212260747504,74609,16921,3.40925477218,74609,15111,3.9373965985,0.8354454460313744,205008,197225,235870
309,74648,47637,0.567017234503,74648,49223,0.51652682689,74648,76288,0.0214974832215,74648,16985,3.39493670886,74648,15145,3.92888742159,0.8341955786786699,205278,197478,236140
310,74698,47650,0.567639034627,74698,49322,0.514496573537,74698,76350,0.0216371971185,74698,17049,3.38137134143,74698,15179,3.92114105014,0.8331014351739237,205550,197733,236410
311,74731,47721,0.565998197858,74731,49421,0.512130470852,74731,76412,0.0219991624352,74731,17113,3.36691404196,74731,15213,3.91231183856,0.831246357101224,205880,198046,236891
312,74774,47792,0.564571476398,74774,49555,0.508909292705,74774,76363,0.0208085067376,74774,17177,3.35314664959,74774,15247,3.90417787106,0.829140267981022,206134,198283,237354
313,74793,47863,0.562647556568,74793,49690,0.505192191588,74793,76314,0.0199308121708,74793,17255,3.33456968994,74793,15281,3.89450952163,0.8265577535210245,206403,198535,237925
314,74831,47934,0.561125714524,74831,49825,0.501876567988,74831,76265,0.0188028584541,74831,17333,3.31725610108,74831,15315,3.88612471433,0.8242577610900363,206672,198787,238496
315,74882,47956,0.561473016932,74882,49960,0.498839071257,74882,76216,0.017502886533,74882,17411,3.30084429384,74882,15355,3.87671768154,0.822530908950304,206898,198996,238839
316,74897,47978,0.561069656926,74897,50033,0.496952011672,74897,76250,0.0177442622951,74897,17490,3.28227558605,74897,15396,3.86470511821,0.8208856512524922,207147,199228,238889
317,74934,48000,0.561125,74934,50106,0.495509519818,74934,76285,0.0177099036508,74934,17568,3.26536885246,74934,15436,3.85449598342,0.8195809927915331,207395,199459,238939
318,74956,48022,0.56086793553,74956,50180,0.493742526903,74956,76320,0.0178721174004,74956,17646,3.24776153236,74956,15477,3.84305744007,0.8180452214115438,207645,199692,238989
319,74987,48091,0.559273044852,74987,50253,0.492189521024,74987,76355,0.0179163119639,74987,17725,3.23057827927,74987,15517,3.83257072888,0.8162411453248758,207941,199971,239657
320,75019,48160,0.557703488372,75019,50327,0.490631271484,75019,76390,0.0179473753109,75019,17748,3.2268988055,75019,15558,3.82189227407,0.8149272515046858,208183,200196,240313
321,75071,48188,0.557877479871,75071,50464,0.487614933418,75071,76342,0.0166487647691,75071,17771,3.22435428507,75071,15598,3.81286062316,0.8136473366192655,208363,200359,240398
322,75092,48217,0.557376029201,75092,50601,0.484002292445,75092,76295,0.0157677436267,75092,17795,3.21983703287,75092,15639,3.80158577914,0.8118985168810867,208547,200526,240483
323,75147,48246,0.557579902997,75147,50739,0.48105007982,75147,76247,0.0144267971199,75147,17818,3.21747670895,75147,15679,3.79284393137,0.8106492150108514,208729,200691,240568
324,75187,48275,0.557472812015,75187,50876,0.477848101266,75187,76200,0.0132939632546,75187,17841,3.21428171067,75187,15720,3.78288804071,0.8091876005207934,208912,200857,240653
325,75242,48318,0.557225050706,75242,51014,0.474928451013,75242,76153,0.0119627591822,75242,17865,3.2116988525,75242,15760,3.77423857868,0.807814069150208,209110,201038,241103
326,75295,48362,0.556904180969,75295,51207,0.470404436893,75295,76078,0.0102920686664,75295,17888,3.20924642218,75295,15801,3.76520473388,0.8059053387854932,209336,201247,241181
327,75336,48406,0.556335991406,75336,51401,0.465652419214,75336,76004,0.00878901110468,75336,17911,3.20613031098,75336,15841,3.75576036866,0.8038298745484651,209563,201457,241259
328,75354,48409,0.556611373918,75354,51595,0.460490357593,75354,75929,0.00757286412306,75354,17935,3.2015054363,75354,15882,3.74461654703,0.8017640047675805,209750,201627,241359
329,75370,48413,0.556813252639,75370,51789,0.45532835158,75370,75855,0.006393777602,75370,17958,3.19701525782,75370,15922,3.73370179626,0.7996827619714486,209937,201797,241459
330,75407,48417,0.557448829956,75407,51983,0.450608852894,75407,75781,0.00493527401328,75407,17981,3.19370446583,75407,15963,3.72386142956,0.797896490184414,210125,201968,241559
331,75441,48421,0.558022345676,75441,52176,0.445894664213,75441,75706,0.00350038306079,75441,18005,3.19000277701,75441,16004,3.71388402899,0.7960696489025828,210312,202138,241659
332,75486,48292,0.563116044065,75486,52370,0.441397746802,75486,75632,0.00193039983076,75486,18028,3.18715331706,75486,16030,3.70904553961,0.7956663117060927,210352,202161,241858
333,75497,48164,0.567498546632,75497,52564,0.436287192755,75497,75557,0.000794102465688,75497,18052,3.18219587857,75497,16057,3.7018122937,0.7947517514758026,210394,202186,242057
