Day,Belom sim,Belom data,Belom error,Dosseye sim,Dosseye data,Dosseye error,East sim,East data,East error,Adamaoua sim,Adamaoua data,Adamaoua error,Mole sim,Mole data,Mole error,Inke sim,Inke data,Inke error,Betou sim,Betou data,Betou error,Brazaville sim,Brazaville data,Brazaville error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,retrofitted time,refugees in camps (simulation),refugee_debt,Total error (retrofitted)
454,28491,26708,0.0667590235136,22925,21480,0.0672718808194,53764,95546,0.437297218094,17932,33210,0.460042155977,20454,16240,0.259482758621,16610,13116,0.266392192742,10232,8692,0.177174413254,4845,5603,0.135284668927,0.318656361204923,220595,220595,220595,317.1309673366834,175253,0,0.1709694236043428
455,28497,26711,0.0668638388679,22925,21479,0.0673215699055,53940,95554,0.435502438412,17994,33863,0.46862357145,20454,16242,0.259327669006,16667,13147,0.267741690119,10232,8692,0.177174413254,4864,5610,0.132976827094,0.3196278321539282,221298,221298,221298,317.23146984924625,175573,0,0.17169608401341177
456,28500,26713,0.0668962677348,22925,21479,0.0673215699055,54103,96915,0.441747923438,18074,34517,0.476373960657,20454,16244,0.259172617582,16735,13178,0.269919562908,10232,8691,0.177309860776,4874,5617,0.132277016201,0.32477143906086303,223354,223354,223354,317.3332286432161,175897,0,0.17152144129946184
457,28491,26716,0.0664395867645,22925,21478,0.0673712636186,54315,98276,0.44732182832,18137,35170,0.484304805232,20454,16246,0.259017604333,16804,13210,0.2720666162,10232,8691,0.177309860776,4885,5623,0.131246665481,0.32960826937580406,225410,225410,225410,317.4418969849246,176243,0,0.1711148573710128
458,28506,26718,0.0669211767348,22925,21477,0.0674209619593,54505,99637,0.452964260265,18214,35823,0.491555704436,20454,16248,0.258862629247,16875,13241,0.274450570199,10232,8691,0.177309860776,4904,5630,0.128952042629,0.3344866243158288,227465,227465,227465,317.5587311557789,176615,0,0.17112522805706373
459,28485,26721,0.0660154934321,22925,21477,0.0674209619593,54702,100998,0.458385314561,18299,36476,0.498327667507,20454,16251,0.258630238139,16933,13272,0.275843881857,10232,8691,0.177309860776,4921,5637,0.127017917332,0.3389899922883545,229523,229523,229523,317.66425879396985,176951,0,0.17077155666316665
460,28512,26723,0.0669460764136,22925,21476,0.0674706649283,54911,102359,0.463544974062,18402,37129,0.504376632821,20454,16253,0.258475358395,16986,13303,0.276854844772,10232,8690,0.177445339471,4940,5644,0.124734231042,0.34348402475202633,231577,231577,231577,317.7933417085427,177362,0,0.1709625740034632
461,28486,26726,0.0658534760159,22925,21475,0.0675203725262,55141,103720,0.468366756653,18485,37782,0.510745857816,20454,16255,0.258320516764,17051,13335,0.278665166854,10232,8690,0.177445339471,4953,5651,0.123517961423,0.3477276423808179,233634,233634,233634,317.90797738693465,177727,0,0.17057448830221628
462,28510,26728,0.0666716551931,22925,21475,0.0675203725262,55395,105081,0.472835241385,18594,38436,0.516234779894,20454,16257,0.258165713231,17121,13366,0.280936705073,10232,8690,0.177445339471,4966,5658,0.122304701308,0.35192688732280825,235691,235691,235691,318.05557299843014,178197,0,0.17087627444408143
463,28486,26731,0.0656541094609,22925,21474,0.0675700847537,55628,106442,0.477386745833,18699,39089,0.521630126122,20454,16259,0.258010947783,17198,13397,0.283720235874,10232,8690,0.177445339471,4977,5665,0.121447484554,0.3559918737144948,237747,237747,237747,318.1817896389325,178599,0,0.17077397401439345
464,28513,26734,0.0665444752001,22925,21473,0.0676198016113,55889,107803,0.48156359285,18779,39742,0.527477228121,20454,16262,0.257778870988,17255,13429,0.284905800879,10232,8689,0.17758084935,4990,5672,0.12023977433,0.36008990675718505,239804,239804,239804,318.3193092621664,179037,0,0.17075194742372937
465,28490,26736,0.0656044284859,22925,21472,0.0676695230999,56129,109164,0.485828661463,18885,40395,0.532491645006,20454,16264,0.257624200689,17327,13460,0.287295690936,10232,8689,0.17758084935,5005,5679,0.118682866702,0.3639558585787587,241859,241859,241859,318.4480376766091,179447,0,0.17065728378931527
466,28502,26739,0.0659336549609,22925,21472,0.0676695230999,56391,110525,0.489789640353,19013,41048,0.536810563243,20454,16266,0.257469568425,17403,13491,0.289971091839,10232,8689,0.17758084935,5019,5685,0.117150395778,0.3677264620872025,243915,243915,243915,318.60251177394036,179939,0,0.17106369021995368
467,28499,26741,0.0657417448861,22925,21471,0.0677192492199,56650,111886,0.49368106823,19126,41701,0.541353924366,20454,16268,0.257314974182,17472,13522,0.292116550806,10232,8688,0.177716390424,5039,5692,0.114722417428,0.37141265769263604,245969,245969,245969,318.74631083202513,180397,0,0.17120450138025523
468,28498,26744,0.0655848040682,22925,21470,0.0677689799721,56947,113247,0.497143412188,19242,42355,0.54569708417,20454,16270,0.257160417947,17554,13554,0.295115832964,10232,8688,0.177716390424,5055,5699,0.113002281102,0.374934986916747,248027,248027,248027,318.9064364207221,180907,0,0.17146117156599885
469,28493,26746,0.0653181784192,22925,21470,0.0677689799721,57262,114608,0.500366466564,19383,43008,0.54931640625,20454,16273,0.256928654827,17599,13585,0.295472948105,10232,8688,0.177716390424,5080,5706,0.109709078163,0.37802498360550857,250084,250084,250084,319.0700376884422,181428,0,0.17164232817773228
470,28502,26749,0.0655351601929,22925,21469,0.067818715357,57561,115969,0.503651837991,19502,43661,0.553331348343,20454,16275,0.256774193548,17687,13616,0.298986486486,10232,8688,0.177716390424,5098,5713,0.107649221075,0.3814745776156104,252140,252140,252140,319.23743718592965,181961,0,0.17205124137383992
471,28493,26751,0.0651190609697,22925,21468,0.0678684553754,57843,117330,0.507005880849,19633,44314,0.556957169292,20454,16277,0.256619770228,17768,13648,0.301875732708,10232,8687,0.177851962703,5122,5720,0.104545454545,0.38477153366509964,254195,254195,254195,319.39729899497485,182470,0,0.17240307637837093
472,28499,26754,0.0652238917545,22925,21468,0.0678684553754,58186,118691,0.509769064209,19750,44967,0.560789023061,20454,16287,0.255848222509,17845,13695,0.30303030303,10232,8687,0.177851962703,5136,5727,0.103195390257,0.38777333811983955,256276,256276,256276,319.5722361809045,183027,0,0.17261858309010597
473,28484,26756,0.06458364479,22925,21467,0.0679182000279,58493,120052,0.512769466564,19862,45620,0.564620780359,20454,16297,0.255077621648,17935,13742,0.305122980643,10232,8687,0.177851962703,5157,5734,0.100627833973,0.39083818776489715,258355,258355,258355,319.7339824120603,183542,0,0.17279712024152813
474,28507,26759,0.0653238162861,22925,21466,0.0679679493152,58816,121413,0.515570820258,19994,46274,0.567921511,20454,16308,0.254231052244,18008,13790,0.30587382161,10232,8687,0.177851962703,5172,5740,0.0989547038328,0.39380349182335844,260437,260437,260437,319.9117462311558,184108,0,0.1732280743519546
475,28485,26761,0.0644221067972,22925,21465,0.0680177032378,59130,122774,0.518383371072,20135,46927,0.570929315746,20454,16318,0.253462434122,18095,13837,0.307725663077,10232,8686,0.177987566198,5183,5747,0.0981381590395,0.3966401919890292,262515,262515,262515,320.0784436774396,184639,0,0.17346818277050835
476,28509,26764,0.0651995217456,22925,21465,0.0680177032378,59478,124135,0.520860353647,20295,47580,0.573455233291,20454,16328,0.252694757472,18195,13884,0.310501296456,10232,8686,0.177987566198,5197,5754,0.0968022245395,0.39942780692073954,264596,264596,264596,320.28114213994354,185285,0,0.17429590772347275
477,28493,26766,0.0645221549727,22925,21464,0.0680674617965,59795,125496,0.523530630458,20451,48233,0.5759956876,20454,16339,0.251851398494,18279,13932,0.312015503876,10232,8686,0.177987566198,5222,5761,0.093560145808,0.4020519204880811,266677,266677,266677,320.4587386256668,185851,0,0.17474322869988787
478,28504,26769,0.0648137771303,22925,21463,0.0681172249918,60153,126857,0.52582041196,20589,48886,0.578836476701,20454,16349,0.251085693315,18367,13979,0.313899420559,10232,8686,0.177987566198,5243,5768,0.0910194174757,0.4046852733138114,268757,268757,268757,320.65202384687797,186467,0,0.17526241176973995
479,28485,26771,0.0640245041276,22925,21463,0.0681172249918,60504,128218,0.528116177136,20757,49539,0.580996790408,20454,16359,0.250320924262,18464,14027,0.316318528552,10232,8685,0.178123200921,5277,5775,0.0862337662338,0.4070677196985641,270837,270837,270837,320.8500156887355,187098,0,0.17592869511920453
480,28503,26774,0.0645775752596,22925,21462,0.0681669928245,60903,129579,0.529993285949,20919,50193,0.583228737075,20454,16369,0.249557089621,18572,14074,0.319596418929,10232,8685,0.178123200921,5303,5782,0.0828433068143,0.40946731252610674,272918,272918,272918,321.0738065326633,187811,0,0.1768223422419921
481,28497,26776,0.0642739766955,22925,21461,0.0682167652952,61269,130940,0.532083396976,21077,50846,0.585473783582,20454,16380,0.248717948718,18649,14121,0.320657177254,10232,8685,0.178123200921,5335,5789,0.0784245983762,0.411741176299464,274998,274998,274998,321.2707286432161,188438,0,0.17732856238954464
482,28498,26779,0.0641920908174,22925,21461,0.0682167652952,61637,132301,0.534115388395,21243,51499,0.587506553525,20454,16390,0.247956070775,18741,14169,0.322676265086,10232,8685,0.178123200921,5366,5796,0.0741890959282,0.41401761224195177,277080,277080,277080,321.47738693467335,189096,0,0.1780388335498773
483,28496,26781,0.0640379373436,22925,21460,0.0682665424045,62015,133662,0.536031183134,21423,52152,0.589219972388,20454,16400,0.247195121951,18830,14216,0.324563871694,10232,8684,0.178258866882,5402,5802,0.0689417442261,0.41615291753386086,279157,279157,279157,321.6912688442211,189777,0,0.17883126699312574
484,28500,26784,0.0640681003584,22925,21459,0.068316324153,62396,135023,0.537886137917,21591,52805,0.591118265316,20454,16410,0.246435100548,18928,14264,0.326977005048,10232,8684,0.178258866882,5430,5809,0.0652435875366,0.41835740547152234,281238,281238,281238,321.90452261306535,190456,0,0.1795667726267432
485,28498,26787,0.0638742673685,22925,21459,0.068316324153,62816,136384,0.539418113562,21737,53458,0.593381720229,20454,16421,0.245600146154,19041,14311,0.33051498847,10232,8684,0.178258866882,5459,5816,0.0613823933975,0.4204927290696033,283320,283320,283320,323.01526717557255,191162,0,0.1794825638853593
486,28495,26788,0.0637225623413,22925,21461,0.0682167652952,63247,137745,0.540839957893,21910,54112,0.595099053814,20454,16431,0.244842066825,19130,14358,0.332358267168,10232,8684,0.178258866882,5487,5825,0.058025751073,0.42239071631792124,285404,285404,285404,324.8379746835443,191880,0,0.17885173298201848
487,28496,26789,0.0637201836575,22925,21463,0.0681172249918,63626,139106,0.542607795494,22065,54765,0.597096685839,20454,16441,0.244084909677,19204,14406,0.333055671248,10232,8683,0.178394564091,5512,5833,0.0550317160981,0.42447284389500706,287486,287486,287486,326.44050632911393,192514,0,0.17815476231886074
488,28495,26790,0.0636431504293,22925,21466,0.0679679493152,64030,140467,0.544163397809,22232,55418,0.598830704825,20454,16451,0.243328673029,19322,14453,0.336885075763,10232,8683,0.178394564091,5547,5842,0.0504964053406,0.42650481748799945,289570,289570,289570,328.27088607594936,193237,0,0.17774976689574196
489,28503,26791,0.0639020566608,22925,21468,0.0678684553754,64455,141828,0.545541077925,22422,56071,0.600114141,20454,16462,0.242497873891,19427,14501,0.339700710296,10232,8683,0.178394564091,5569,5851,0.0481968894206,0.4283828495996983,291655,291655,291655,330.1641414141414,193987,0,0.1773328075980182
490,28493,26792,0.0634891012242,22925,21471,0.0677192492199,64866,143189,0.546990341437,22598,56724,0.601614836753,20454,16472,0.241743564837,19560,14548,0.344514709926,10232,8683,0.178394564091,5599,5859,0.0443761734084,0.43033928194513477,293738,293738,293738,332.00735294117646,194727,0,0.1769127589893034
491,28508,26793,0.064009256149,22925,21473,0.0676198016113,65275,144550,0.548426150121,22776,57377,0.603046516897,20454,16482,0.240990171096,19693,14595,0.349297704693,10232,8682,0.178530292559,5633,5868,0.0400477164281,0.43235075383679267,295820,295820,295820,333.9009900990099,195496,0,0.17662091812588737
492,28493,26795,0.0633700317223,22925,21476,0.0674706649283,65756,145911,0.549341722009,22924,58031,0.604969757543,20454,16492,0.240237691002,19790,14643,0.351499009766,10232,8682,0.178530292559,5665,5877,0.0360728262719,0.4339609341170231,297907,297907,297907,340.2142857142857,196239,0,0.17418858905631623
493,28513,26796,0.0640767278698,22925,21478,0.0673712636186,66185,147272,0.550593459721,23120,58684,0.606025492468,20454,16503,0.239411016179,19916,14690,0.355752212389,10232,8682,0.178530292559,5684,5885,0.0341546304163,0.4358245274842495,299990,299990,299990,366.7096774193548,197029,0,0.17208573619120637
494,28487,26797,0.0630667612046,22925,21481,0.0672221963596,66654,148633,0.551553154414,23299,59337,0.607344489947,20454,16513,0.238660449343,20025,14737,0.358824726878,10232,8682,0.178530292559,5711,5894,0.0310485239226,0.4373530989095387,302074,302074,302074,400.19354838709677,197787,0,0.16836271906883743
495,28514,26798,0.06403462945,22925,21483,0.0671228413164,67085,149994,0.552748776618,23460,59990,0.60893482247,20454,16523,0.237910791019,20135,14785,0.361853229625,10232,8681,0.178666052298,5748,5902,0.0260928498814,0.43919238811662437,304156,304156,304156,411.3,198553,0,0.1690514078301924
496,28492,26799,0.0631739990298,22925,21486,0.0669738434329,67531,151355,0.553823791748,23619,60643,0.610523885692,20454,16534,0.237087214225,20290,14832,0.367988133765,10232,8681,0.178666052298,5779,5911,0.0223312468279,0.4409631629990759,306241,306241,306241,418.17857142857144,199322,0,0.17100910720641585
497,28501,26800,0.0634701492537,22925,21488,0.066874534624,67963,152717,0.554974233386,23794,61297,0.611824395974,20454,16544,0.236339458414,20365,14880,0.368615591398,10232,8681,0.178666052298,5816,5920,0.0175675675676,0.44253341419985925,308327,308327,308327,424.6818181818182,200050,0,0.1727030068725736
498,28505,26801,0.0635797171747,22925,21491,0.0667256060677,68398,152802,0.552374968914,23981,61296,0.608767293135,20454,16554,0.235592606017,20365,14927,0.364306290614,10232,8681,0.178666052298,5848,5928,0.0134952766532,0.4403073132780083,308480,308480,308480,426.6846361185984,200708,0,0.17114885892116183
499,28494,26803,0.0630899526172,22925,21493,0.0666263434607,68929,152888,0.5491536288,24185,61295,0.605432743291,20454,16564,0.234846655397,20365,14974,0.360024041672,10232,8680,0.178801843318,5889,5937,0.00808489135927,0.4376478288198967,308634,308634,308634,427.7165991902834,201473,0,0.16792381915148688
500,28502,26804,0.0633487539173,22925,21496,0.0664774841831,69381,152974,0.546452338306,24356,61295,0.602642956195,20454,16575,0.234027149321,20365,15022,0.355678338437,10232,8680,0.178801843318,5934,5946,0.00201816347124,0.43539016554833027,308792,308792,308792,428.6271870794078,202149,0,0.16517267286717272
501,28501,26805,0.0632717776534,22925,21498,0.0663782677458,69837,153060,0.543727949824,24544,61294,0.599569289001,20454,16585,0.233283087127,20365,15069,0.351449996682,10232,8680,0.178801843318,5972,5954,0.00302317769567,0.433187136869022,308945,308945,308945,429.5430107526882,202830,0,0.16241402191328555
502,28501,26806,0.0632321122137,22925,21501,0.0662294776987,70305,153146,0.540928264532,24721,61293,0.596674987356,20454,16595,0.232539921663,20365,15117,0.34715882781,10232,8680,0.178801843318,6002,5963,0.00654033204763,0.4310241636228935,309101,309101,309101,430.45209176788126,203505,0,0.15956920229957197
503,28491,26807,0.0628194128399,22925,21503,0.066130307399,70713,153231,0.538520273313,24877,61293,0.594129835381,20454,16605,0.23179765131,20365,15164,0.342983381693,10232,8679,0.17893766563,6033,5971,0.0103835203484,0.42911467309937174,309253,309253,309253,431.2409152086137,204090,0,0.15707850853508293
504,28507,26808,0.0633766039988,22925,21506,0.065981586534,71108,153317,0.536202769425,25033,61292,0.59157801997,20454,16616,0.230982185845,20365,15211,0.338833738742,10232,8679,0.17893766563,6077,5980,0.016220735786,0.4273566702972441,309409,309409,309409,432.06325706594885,204701,0,0.15468845444056248
505,28491,26809,0.062740124585,22925,21508,0.0658824623396,71540,153403,0.533646669231,25178,61292,0.589212295242,20454,16626,0.230241789968,20365,15259,0.334622190183,10232,8679,0.17893766563,6115,5989,0.021038570713,0.425400158286628,309565,309565,309565,432.8694481830417,205300,0,0.15205530340962317
506,28505,26811,0.063183021894,22925,21511,0.0657338106085,71964,153489,0.531145554405,25317,61291,0.58693772332,20454,16636,0.229502284203,20365,15306,0.330523977525,10232,8679,0.17893766563,6166,5997,0.0281807570452,0.42362779284515045,309720,309720,309720,433.7156334231806,205928,0,0.149493090533385
507,28485,26812,0.0623974339848,22925,21513,0.0656347324873,72344,153575,0.528933745727,25445,61290,0.584842551803,20454,16646,0.228763666947,20365,15354,0.326364465286,10232,8678,0.179073519244,6206,6006,0.0333000333,0.4218940601663902,309874,309874,309874,434.42722371967653,206456,0,0.14716626757972595
508,28511,26813,0.0633274903964,22925,21515,0.0655356727864,72820,153660,0.526096576858,25587,61290,0.582525697504,20454,16657,0.227952212283,20365,15401,0.32231673268,10232,8678,0.179073519244,6248,6015,0.0387364921031,0.419957487847911,310029,310029,310029,435.35127860026915,207142,0,0.1442994042492799
509,28483,26814,0.0622436040874,22925,21518,0.0653871177619,73222,153746,0.52374695927,25702,61289,0.580642529655,20454,16667,0.227215455691,20365,15448,0.318293630243,10232,8678,0.179073519244,6290,6023,0.0443300680724,0.41817894597705224,310183,310183,310183,436.06612685560054,207673,0,0.14183884996921173
510,28521,26815,0.063621107589,22925,21520,0.0652881040892,73646,153832,0.52125695564,25830,61288,0.578547187051,20454,16677,0.226479582659,20365,15496,0.31421011874,10232,8678,0.179073519244,6320,6032,0.0477453580902,0.4164588287608994,310338,310338,310338,436.90283400809716,208293,0,0.13928039750207838
511,28484,26816,0.0622016706444,22925,21523,0.065139618083,74034,153918,0.519003625307,25934,61288,0.576850280642,20454,16687,0.225744591598,20365,15543,0.310236119153,10232,8677,0.179209404172,6357,6040,0.0524834437086,0.4147256612086624,310492,310492,310492,437.56375838926175,208785,0,0.13690207799234763
512,28513,26817,0.0632434649663,22925,21525,0.0650406504065,74439,154004,0.516642424872,26044,61287,0.575048542105,20454,16698,0.224937118218,20365,15591,0.306202296197,10232,8677,0.179209404172,6399,6049,0.0578608034386,0.4131331925523422,310648,310648,310648,438.35127860026915,209371,0,0.1344608688934099
513,28483,26819,0.0620455647116,22925,21528,0.0648922333705,74859,154089,0.514183361564,26180,61287,0.57282947444,20454,16698,0.224937118218,20365,15660,0.300446998723,10232,8677,0.179209404172,6450,6058,0.0647078243645,0.4111950478739833,310816,310816,310816,439.12820512820514,209948,0,0.13191084114073923
514,28512,26820,0.0630872483221,22925,21530,0.0647933116582,75252,154175,0.511905302416,26313,61286,0.570652351271,20454,16698,0.224937118218,20365,15730,0.294659885569,10232,8677,0.179209404172,6475,6066,0.0674249917573,0.40947064460322463,310982,310982,310982,439.91093117408906,210528,0,0.12953804400254676
515,28486,26821,0.0620782222885,22925,21533,0.0646449635443,75627,154261,0.509746468647,26409,61285,0.569078893693,20454,16698,0.224937118218,20365,15800,0.288924050633,10232,8676,0.179345320424,6523,6075,0.0737448559671,0.40781747651446737,311149,311149,311149,440.57469717362045,211021,0,0.12725735901449145
516,28499,26822,0.0625233017672,22925,21535,0.0645460877641,76089,154347,0.507026375634,26516,61285,0.567332952599,20454,16698,0.224937118218,20365,15870,0.283238815375,10232,8676,0.179345320424,6567,6084,0.0793885601578,0.405965623464186,311317,311317,311317,441.44096728307255,211647,0,0.12435877256943886
517,28495,26823,0.0623345636208,22925,21538,0.0643978085245,76487,154433,0.504723731327,26611,61284,0.565775732655,20454,16698,0.224937118218,20365,15940,0.277603513174,10232,8676,0.179345320424,6610,6092,0.0850295469468,0.4043000603562302,311484,311484,311484,442.19632768361583,212179,0,0.12177511525471613
518,28498,26824,0.0624067998807,22925,21540,0.0642989786444,76885,154519,0.502423650166,26721,61284,0.563980810652,20454,16698,0.224937118218,20365,16009,0.272096945468,10232,8676,0.179345320424,6651,6101,0.0901491558761,0.4026106125120728,311651,311651,311651,442.975988700565,212731,0,0.11920064431046266
519,28500,26825,0.0624417520969,22925,21543,0.064150768231,77245,154555,0.50021028113,26836,61292,0.562161456634,20454,16698,0.224937118218,20365,16079,0.266558865601,10232,8675,0.179481268012,6678,6109,0.0931412669831,0.40090000513188956,311776,311776,311776,443.6917613636364,213235,0,0.11688199219952787
520,28496,26827,0.0622134416819,22925,21545,0.0640519842191,77611,154592,0.49796237839,26922,61300,0.560815660685,20454,16698,0.224937118218,20365,16149,0.26106879683,10232,8675,0.179481268012,6718,6118,0.0980712651193,0.3992799066379399,311904,311904,311904,444.3843971631206,213723,0,0.11456730275982353
521,28497,26828,0.0622111227076,22925,21548,0.063903842584,77997,154628,0.495582947461,27047,61308,0.558834083643,20454,16698,0.224937118218,20365,16219,0.255626117516,10232,8675,0.179481268012,6759,6127,0.103149991839,0.39748935201951086,312031,312031,312031,445.16831683168317,214276,0,0.11456553996237553
522,28496,26829,0.0621342577062,22925,21550,0.0638051044084,78348,154665,0.493434196489,27137,61316,0.557423837171,20454,16698,0.224937118218,20365,16289,0.250230216711,10232,8675,0.179481268012,6794,6135,0.107416462918,0.3959097505421951,312157,312157,312157,445.84016973125887,214751,0,0.11453851747678252
523,28499,26830,0.0622064852777,22925,21553,0.0636570315037,78738,154701,0.491031085772,27234,61325,0.555907052589,20454,16698,0.224937118218,20365,16359,0.244880493918,10232,8674,0.179617246945,6835,6144,0.112467447917,0.39421167911260263,312284,312284,312284,446.58379888268155,215282,0,0.11452075674706357
524,28492,26831,0.0619060042488,22925,21555,0.0635583391325,79122,154738,0.488671173209,27311,61333,0.554709536465,20454,16698,0.224937118218,20365,16428,0.239651813976,10232,8674,0.179617246945,6872,6153,0.116853567366,0.39255785666271886,312410,312410,312410,447.26993006993007,215773,0,0.11442975576966166
525,28503,26832,0.0622763864043,22925,21558,0.0634103349105,79499,154775,0.486357615894,27402,61341,0.553284100357,20454,16698,0.224937118218,20365,16498,0.234392047521,10232,8674,0.179617246945,6911,6161,0.121733484824,0.39094251240653105,312537,312537,312537,447.9944055944056,216291,0,0.11445364868799535
526,28494,26833,0.0619013900794,22925,21560,0.0633116883117,79917,154811,0.483776992591,27494,61349,0.551842735823,20454,16698,0.224937118218,20365,16568,0.229176726219,10232,8674,0.179617246945,6951,6170,0.126580226904,0.3891314290466093,312663,312663,312663,448.7489539748954,216832,0,0.11433076507293796
527,28487,26835,0.0615613937023,22925,21563,0.0631637527246,80246,154848,0.481775676793,27591,61357,0.550320256857,20454,16698,0.224937118218,20365,16638,0.224005289097,10232,8673,0.179753257235,6993,6178,0.131919715118,0.3876051024649126,312790,312790,312790,449.3919107391911,217293,0,0.11427795006234215
528,28507,26836,0.0622671038903,22925,21565,0.0630651518665,80567,154884,0.479823609927,27690,61366,0.548772936154,20454,16698,0.224937118218,20365,16708,0.218877184582,10232,8673,0.179753257235,7035,6187,0.137061580734,0.38618547410335646,312917,312917,312917,450.06415620641565,217775,0,0.11438816043871058
529,28488,26837,0.0615195439133,22925,21567,0.0629665692957,80937,154921,0.477559530341,27799,61374,0.547055756509,20454,16698,0.224937118218,20365,16778,0.213791870306,10232,8673,0.179753257235,7074,6196,0.141704325371,0.38444435925940124,313044,313044,313044,450.7601115760112,218274,0,0.114226754066521
530,28501,26838,0.0619643788658,22925,21570,0.0628187297172,81260,154957,0.475596455791,27887,61382,0.545681144309,20454,16698,0.224937118218,20365,16847,0.208820561524,10232,8673,0.179753257235,7121,6204,0.147807865893,0.38305196235898187,313169,313169,313169,451.4187675070028,218745,0,0.11433123968208858
531,28497,26839,0.0617757740601,22925,21572,0.0627201928426,81681,154994,0.473005406661,27982,61390,0.544192865288,20454,16698,0.224937118218,20365,16917,0.203818643968,10232,8672,0.179889298893,7157,6213,0.151939481732,0.3812381301967794,313295,313295,313295,452.1854951185495,219293,0,0.11422142070572464
532,28499,26840,0.0618107302534,22925,21575,0.0625724217845,82001,155031,0.471067076907,28086,61399,0.542565839835,20454,16698,0.224937118218,20365,16987,0.198857950197,10232,8672,0.179889298893,7198,6222,0.156862745098,0.3797475624074736,313424,313424,313424,452.836820083682,219760,0,0.11422226759916279
533,28489,26841,0.0613986066093,22925,21577,0.0624739305742,82341,155067,0.468997272147,28184,61407,0.541029524321,20454,16698,0.224937118218,20365,17057,0.19393797268,10232,8672,0.179889298893,7229,6230,0.160353130016,0.3781482320147728,313549,313549,313549,453.47632311977713,220219,0,0.11408424201639936
534,28500,26843,0.0617293149052,22925,21580,0.0623262279889,82683,155104,0.466918970497,28261,61415,0.539835545062,20454,16698,0.224937118218,20365,17127,0.18905821218,10232,8672,0.179889298893,7261,6239,0.163808302613,0.3766697058767271,313678,313678,313678,454.12233285917495,220681,0,0.11408195665618882
535,28486,26844,0.0611682312621,22925,21582,0.0622277824113,83030,155140,0.464805981694,28361,61423,0.538267424255,20454,16698,0.224937118218,20365,17197,0.184218177589,10232,8671,0.180025371929,7294,6247,0.167600448215,0.37504222407760307,313802,313802,313802,454.78520625889047,221147,0,0.11398588919127348
536,28507,26845,0.0619109703855,22925,21585,0.0620801482511,83358,155177,0.462819876657,28456,61431,0.536781104003,20454,16702,0.224643755239,20365,17207,0.183529958738,10232,8671,0.180025371929,7328,6256,0.171355498721,0.3738410954714312,313874,313874,313874,455.159046692607,221625,0,0.11421143516188025
537,28483,26846,0.0609774268047,22925,21587,0.0619817482744,83655,155213,0.461030970344,28529,61440,0.535660807292,20454,16706,0.224350532743,20365,17218,0.182773841329,10232,8671,0.180025371929,7372,6265,0.176695929769,0.3726978524969262,313946,313946,313946,455.3487354085603,222015,0,0.11425850305466545
538,28512,26847,0.0620181025813,22925,21590,0.0618341824919,83993,155250,0.458982286634,28626,61448,0.534142689754,20454,16710,0.224057450628,20365,17229,0.182018689419,10232,8671,0.180025371929,7411,6273,0.181412402359,0.37150099675814763,314018,314018,314018,455.5933852140078,222518,0,0.11460171072995816
539,28486,26848,0.0610101311085,22925,21592,0.0617358280845,84316,155287,0.457031174535,28692,61456,0.533129393387,20454,16714,0.223764508795,20365,17240,0.18126450116,10232,8670,0.180161476355,7445,6282,0.185132123528,0.3702644791762844,314089,314089,314089,455.78647859922177,222915,0,0.11457262113604742
540,28506,26849,0.0617155201311,22925,21595,0.0615883306321,84614,155323,0.455238438609,28772,61464,0.531888585188,20454,16719,0.22339852862,20365,17250,0.180579710145,10232,8670,0.180161476355,7480,6291,0.189000158957,0.3692024153220801,314161,314161,314161,455.99708171206225,223348,0,0.11484557281139289
541,28493,26851,0.0611522848311,22925,21597,0.0614900217623,84925,155360,0.453366374871,28869,61472,0.530371551275,20454,16723,0.223105902051,20365,17261,0.179827356468,10232,8670,0.180161476355,7519,6299,0.193681536752,0.36795944410676157,314233,314233,314233,456.2081712062257,223782,0,0.11492745828732183
542,28502,26852,0.061447936839,22925,21600,0.0613425925926,85237,155396,0.451485237715,28947,61481,0.529171613995,20454,16727,0.222813415436,20365,17272,0.179075961093,10232,8670,0.180161476355,7557,6308,0.198002536462,0.3668367768989456,314306,314306,314306,456.42071984435796,224219,0,0.11514574968342953
543,28503,26853,0.0614456485309,22925,21602,0.0612443292288,85558,155433,0.449550610231,29031,61489,0.527866772919,20454,16731,0.222521068675,20365,17283,0.178325522189,10232,8669,0.180297612181,7585,6316,0.200918302723,0.36562269384431384,314376,314376,314376,456.6318093385214,224653,0,0.11524416622134005
544,28493,26854,0.0610337379906,22925,21605,0.0610969682944,85904,155469,0.44745254681,29122,61497,0.52644844464,20454,16735,0.222228861667,20365,17294,0.177576037932,10232,8669,0.180297612181,7613,6325,0.203636363636,0.36425736528774233,314448,314448,314448,456.8531128404669,225108,0,0.11527820180125171
545,28513,26855,0.0617389685347,22925,21607,0.060998750405,86216,155506,0.445577662598,29205,61505,0.525160556052,20454,16740,0.221863799283,20365,17304,0.176895515488,10232,8669,0.180297612181,7656,6334,0.208714872119,0.3631756327101615,314520,314520,314520,457.0759124087591,225566,0,0.11558883377845607
546,28485,26856,0.0606568364611,22925,21610,0.0608514576585,86516,155543,0.443780819452,29282,61514,0.523978281367,20454,16744,0.221571906355,20365,17315,0.176147848686,10232,8669,0.180297612181,7689,6342,0.212393566698,0.3619692745865293,314593,314593,314593,457.26180048661803,225948,0,0.11554293960768358
