Day,Belom sim,Belom data,Belom error,Dosseye sim,Dosseye data,Dosseye error,East sim,East data,East error,Adamaoua sim,Adamaoua data,Adamaoua error,Mole sim,Mole data,Mole error,Inke sim,Inke data,Inke error,Betou sim,Betou data,Betou error,Brazaville sim,Brazaville data,Brazaville error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,retrofitted time,refugees in camps (simulation),refugee_debt,Total error (retrofitted)
0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0
1,0,1366,1.0,0,863,1.0,0,35,1.0,0,25,1.0,2194,1435,0.528919860627,0,2325,1.0,0,393,1.0,0,21,1.0,0.8954046108618289,6463,6463,6463,0.3394708339780288,2194,0,0.5276187529011295
2,0,2733,1.0,0,1726,1.0,0,70,1.0,0,51,1.0,4467,2870,0.556445993031,0,4650,1.0,0,786,1.0,0,42,1.0,0.9015315594059405,12928,12928,12928,0.6911650936097787,4467,0,0.5375154702970297
3,0,4099,1.0,6,2589,0.997682502897,9,105,0.914285714286,6,76,0.921052631579,6894,4305,0.601393728223,0,6975,1.0,30,1179,0.974554707379,0,63,1.0,0.9088752514052911,19391,19391,19391,1.074555297757154,6945,0,0.5519055231808571
4,1,5466,0.99981705086,21,3452,0.993916570104,32,140,0.771428571429,21,102,0.794117647059,8191,4379,0.870518383193,0,6998,1.0,70,1573,0.955499046408,0,84,1.0,0.9679192574569704,22194,22194,22194,1.2897138437741686,8336,0,0.5713255834910336
5,1,6832,0.999853629977,49,4315,0.988644264195,71,175,0.594285714286,43,127,0.661417322835,9702,4454,1.17826672654,0,7021,1.0,143,1966,0.927263479145,0,105,1.0,1.0194838967793558,24995,24995,24995,1.548491879350348,10009,0,0.6001200240048009
6,1,8199,0.999878033907,74,5178,0.985708767864,122,210,0.419047619048,65,153,0.575163398693,11162,4528,1.46510600707,1,7044,0.999858035207,232,2359,0.9016532429,0,126,1.0,1.0579558945209915,27797,27797,27797,1.8034029389017787,11657,0,0.622513220851171
7,8,9566,0.999163704788,106,6041,0.982453236219,179,245,0.269387755102,110,178,0.38202247191,12692,4602,1.7579313342,2,7066,0.99971695443,325,2752,0.881904069767,0,147,1.0,1.090139556165637,30597,30597,30597,2.0764350920625096,13422,0,0.6455534856358467
8,23,10932,0.997896084888,153,6904,0.977838933951,258,280,0.0785714285714,137,204,0.328431372549,14178,4677,2.03143040411,2,7089,0.999717872761,443,3146,0.859186268277,0,168,1.0,1.1140119760479041,33400,33400,33400,2.350611171282686,15194,0,0.6621556886227545
9,34,12299,0.997235547605,190,7767,0.975537530578,348,315,0.104761904762,191,229,0.165938864629,15696,4751,2.30372553147,5,7112,0.99929696288,573,3539,0.838089855891,1,189,0.994708994709,1.1358526007568852,36201,36201,36201,2.6359275878075197,17038,0,0.6792077566918041
10,47,13665,0.996560556165,253,8631,0.970687058278,429,350,0.225714285714,232,255,0.0901960784314,17211,4826,2.56630750104,8,7134,0.998878609476,688,3932,0.82502543235,3,210,0.985714285714,1.1552957464810398,39003,39003,39003,2.9195420083552532,18871,0,0.6925621106068764
11,66,15032,0.995609366684,323,9494,0.965978512745,521,385,0.353246753247,278,280,0.00714285714286,18737,4900,2.82387755102,10,7157,0.998602766522,831,4325,0.807861271676,4,231,0.982683982684,1.171658214524926,41804,41804,41804,3.491972886193364,20770,0,0.7168452779638312
12,86,16398,0.994755457983,394,10357,0.961958095974,576,420,0.371428571429,332,306,0.0849673202614,20223,4974,3.06574185766,19,7180,0.997353760446,976,4719,0.793176520449,4,252,0.984126984127,1.1849975339640406,44606,44606,44606,4.14851838629061,22610,0,0.7393624176119804
13,112,17765,0.993695468618,456,11220,0.95935828877,688,455,0.512087912088,386,331,0.166163141994,20454,5049,3.05109922757,31,7203,0.995696237679,1119,5112,0.781103286385,5,274,0.981751824818,1.1715918918348838,47409,47409,47409,4.3773652267047485,23251,0,0.7111097049083507
14,145,19132,0.992421074639,531,12083,0.956053960109,771,490,0.573469387755,430,357,0.204481792717,20454,5123,2.99258247121,36,7225,0.995017301038,1244,5505,0.774023614896,8,295,0.972881355932,1.154371639115714,50210,50210,50210,4.508746876115673,23619,0,0.6758016331408087
15,188,20498,0.9908283735,611,12946,0.95280395489,891,525,0.697142857143,477,382,0.248691099476,20454,5198,2.93497499038,43,7248,0.994067328918,1388,5899,0.764705882353,15,316,0.95253164557,1.1389685354259413,53012,53012,53012,4.668689753659407,24067,0,0.6455519505017732
16,220,21865,0.989938257489,687,13809,0.950249837063,1006,560,0.796428571429,537,408,0.316176470588,20454,5272,2.87974203338,63,7271,0.991335442168,1569,5899,0.734022715715,17,337,0.949554896142,1.125602208549106,55421,55421,55421,4.842199214566226,24553,0,0.6229768499305317
17,255,23231,0.989023287848,783,14672,0.94663304253,1133,595,0.904201680672,599,433,0.38337182448,20454,5346,2.82603815937,73,7294,0.989991774061,1742,5899,0.704695711137,20,358,0.944134078212,1.113526319430034,57828,57828,57828,5.022840827980014,25059,0,0.6027356989693574
18,294,23245,0.987352118735,871,14700,0.94074829932,1262,630,1.00317460317,678,459,0.477124183007,20454,5421,2.77310459325,82,7316,0.988791689448,1910,5899,0.676216307849,25,379,0.934036939314,1.106668504194732,58049,58049,58049,5.207351891506067,25576,0,0.6067460249099899
19,348,23258,0.985037406484,1003,14728,0.931898424769,1395,665,1.0977443609,729,484,0.506198347107,20454,5495,2.72229299363,99,7339,0.986510423763,2101,5899,0.643837938634,29,400,0.9275,1.0979954692112308,58268,58268,58268,5.415060670949322,26158,0,0.6098029793368572
20,386,23272,0.983413544173,1130,14756,0.923420981296,1540,700,1.2,814,510,0.596078431373,20454,5569,2.67283174717,117,7362,0.984107579462,2289,5899,0.611968130192,36,421,0.914489311164,1.0904785515225086,58489,58489,58489,5.6320485367594575,26766,0,0.6169194207457812
21,435,23286,0.981319247617,1228,14784,0.916937229437,1672,735,1.27482993197,872,535,0.629906542056,20454,5644,2.62402551382,131,7385,0.982261340555,2467,5899,0.581793524326,44,442,0.900452488688,1.0828649293135753,58710,58710,58710,5.823697359029265,27303,0,0.6236927269630387
22,499,23299,0.978582771793,1360,14812,0.908182554685,1834,770,1.38181818182,951,561,0.695187165775,20454,5718,2.57712486884,145,7407,0.980423923316,2677,5899,0.546194270215,52,463,0.887688984881,1.0748018802287498,58929,58929,58929,6.0625,27972,0,0.6323711585127866
23,575,23313,0.975335649638,1477,14839,0.900464990902,1985,805,1.46583850932,1026,586,0.750853242321,20454,5793,2.53081305023,170,7430,0.977119784657,2849,5899,0.517036785896,58,484,0.880165289256,1.0670848196926406,59149,59149,59149,6.284642857142857,28594,0,0.639537439348087
24,648,23326,0.972219840521,1589,14867,0.893118988363,2127,840,1.53214285714,1102,612,0.800653594771,20454,5867,2.48627918868,190,7453,0.974506909969,3016,5899,0.488726902865,68,505,0.865346534653,1.0595260152604895,59369,59369,59369,6.498928571428571,29194,0,0.6463642641782749
25,711,23340,0.969537275064,1704,14895,0.885599194361,2261,875,1.584,1171,637,0.83830455259,20454,5941,2.44285473826,207,7475,0.972307692308,3182,5899,0.460586540092,73,527,0.861480075901,1.0520733692460018,59589,59589,59589,6.702142857142857,29763,0,0.6527379214284516
26,789,23354,0.966215637578,1823,14923,0.877839576493,2402,910,1.63956043956,1232,663,0.858220211161,20454,6016,2.39993351064,234,7498,0.968791677781,3370,5899,0.428716731649,83,548,0.848540145985,1.0436541773252412,59811,59811,59811,6.925,30387,0,0.6594104763337848
27,874,23367,0.962596824582,1942,14951,0.870109022808,2542,945,1.68994708995,1276,688,0.854651162791,20454,6090,2.35862068966,253,7521,0.966360856269,3528,5899,0.401932530937,90,569,0.841827768014,1.035632183908046,60030,60030,60030,7.129147342133429,30959,0,0.6648342495418957
28,937,23381,0.959924725204,2060,14979,0.862474130449,2677,980,1.73163265306,1335,714,0.86974789916,20454,6164,2.31829980532,283,7544,0.962486744433,3671,5899,0.377691134091,92,590,0.84406779661,1.0283314799754362,60251,60251,60251,7.325365679628969,31509,0,0.6701299563492722
29,1016,23394,0.956570060699,2178,15007,0.854867728393,2810,1015,1.7684729064,1381,739,0.868741542625,20454,6239,2.2784100016,305,7566,0.959688078245,3819,5899,0.352602135955,103,611,0.831423895254,1.0204729617992392,60470,60470,60470,7.524081341419907,32066,0,0.6750620142219282
30,1106,23408,0.952751196172,2275,15034,0.848676333644,2948,1050,1.80761904762,1430,765,0.869281045752,20454,6313,2.2399809916,326,7589,0.957043088681,3949,5899,0.330564502458,116,632,0.816455696203,1.0132476520019773,60690,60690,60690,7.716018551551908,32604,0,0.6796836381611469
31,1198,23422,0.94885150713,2397,15062,0.84085778781,3050,1085,1.81105990783,1483,791,0.874841972187,20454,6388,2.20194113964,355,7612,0.953363110878,4100,5899,0.30496694355,125,653,0.808575803982,1.004662463882322,60912,60912,60912,7.915090973956476,33162,0,0.6837897294457578
32,1305,23435,0.944314060166,2568,15090,0.829821073559,3235,1120,1.88839285714,1563,816,0.915441176471,20454,6462,2.16527390901,383,7635,0.949836280288,4321,5899,0.267502966605,137,674,0.796735905045,0.9957795553810669,61131,61131,61131,8.202070689039628,33966,0,0.692283784004842
33,1422,23449,0.939357755128,2754,15118,0.817833046699,3396,1155,1.94025974026,1641,842,0.94893111639,20454,6536,2.1294369645,407,7657,0.946846023247,4497,5899,0.237667401254,147,695,0.788489208633,0.9869276784404493,61351,61351,61351,8.47054623348804,34718,0,0.6987009176704536
34,1520,23462,0.935214389225,2943,15146,0.805691271623,3586,1190,2.01344537815,1738,867,1.00461361015,20454,6611,2.09393435184,430,7680,0.944010416667,4721,5899,0.199694863536,154,716,0.784916201117,0.9784638872196326,61571,61571,61571,8.76615494466262,35546,0,0.707752026116191
35,1622,23476,0.930908161527,3115,15174,0.794714643469,3767,1225,2.07510204082,1804,893,1.02015677492,20454,6685,2.05968586387,460,7703,0.940283006621,4893,5899,0.170537379217,164,737,0.777476255088,0.9703035991714137,61792,61792,61792,9.027837259100643,36279,0,0.7142995857068877
36,1724,23490,0.926607066837,3273,15202,0.78469938166,3920,1260,2.11111111111,1875,918,1.04248366013,20454,6759,2.02618730581,496,7726,0.935801190784,5076,5899,0.139515172063,172,758,0.77308707124,0.9618460943043282,62012,62012,62012,9.281584582441113,36990,0,0.7205702122169902
37,1812,23503,0.922903459133,3417,15230,0.775640183848,4073,1295,2.14517374517,1949,944,1.06461864407,20454,6834,1.992976295,527,7748,0.931982447083,5233,5899,0.112900491609,182,780,0.766666666667,0.9543489788375942,62233,62233,62233,9.516059957173448,37647,0,0.7263670399948581
38,1932,23517,0.917846664115,3552,15257,0.767188831356,4231,1330,2.18120300752,2011,969,1.07533539732,20454,6908,1.9609148813,568,7771,0.926907733882,5402,5899,0.0842515680624,197,801,0.754057428215,0.9460545699096906,62452,62452,62452,9.765881513204853,38347,0,0.7320502145647858
39,2032,23530,0.913642158946,3699,15285,0.757998037291,4384,1365,2.21172161172,2072,995,1.0824120603,20454,6983,1.92911356151,606,7794,0.922247882987,5547,5899,0.0596711307001,205,822,0.750608272506,0.9383307006206819,62673,62673,62673,9.998572448251249,38999,0,0.7369680723756642
40,2156,23544,0.908426775399,3819,15313,0.750604061908,4536,1400,2.24,2116,1020,1.07450980392,20454,7057,1.89839875301,636,7817,0.918638864014,5679,5899,0.0372944566876,215,843,0.744958481613,0.9307872100233731,62893,62893,62893,10.217065333809353,39611,0,0.7411953635539726
41,2274,23558,0.903472281178,3948,15341,0.742650413923,4664,1435,2.25017421603,2160,1046,1.06500956023,20454,7131,1.86832141355,669,7839,0.914657481822,5800,5899,0.0167825055094,225,864,0.739583333333,0.9229635732733351,63113,63113,63113,10.425205283827205,40194,0,0.7446009538446913
42,2418,23571,0.89741631666,4052,15369,0.736352397684,4797,1470,2.26326530612,2207,1071,1.06069094304,20454,7206,1.83846794338,695,7862,0.911600101755,5912,5899,0.00220376334972,230,885,0.74011299435,0.9160469265627714,63333,63333,63333,10.629061049625134,40765,0,0.7478407781093585
43,2528,23585,0.892813228747,4176,15397,0.728778333442,4933,1505,2.27774086379,2259,1097,1.05925250684,20454,7280,1.80961538462,721,7885,0.908560558022,6009,5899,0.0186472283438,241,906,0.733995584989,0.9123107908235516,63554,63554,63554,10.827561585148162,41321,0,0.751125027535639
44,2644,23598,0.887956606492,4290,15425,0.72188006483,5064,1540,2.28831168831,2303,1122,1.05258467023,20454,7354,1.78134348654,745,7907,0.905779688883,6125,5899,0.0383115782336,250,927,0.730312837109,0.9088471429467478,63772,63772,63772,11.025339043540328,41875,0,0.7545788120178134
45,2778,23612,0.882347958665,4388,15452,0.716023815687,5189,1575,2.2946031746,2336,1148,1.03484320557,20454,7429,1.75326423476,788,7930,0.900630517024,6236,5899,0.0571283268351,259,948,0.726793248945,0.9046770740549748,63993,63993,63993,11.222698072805139,42428,0,0.7572703264419546
46,2881,23626,0.878058071616,4485,15480,0.710271317829,5297,1610,2.2900621118,2378,1173,1.02728047741,20454,7503,1.72610955618,836,7953,0.894882434302,6327,5899,0.0725546702831,263,969,0.728586171311,0.9006587451139177,64213,64213,64213,11.398643825838686,42921,0,0.7593010761060844
47,2987,23639,0.873641016963,4599,15508,0.70344338406,5423,1645,2.29665653495,2423,1199,1.02085070892,20454,7578,1.6991290578,870,7976,0.890922768305,6421,5899,0.0884895745042,269,990,0.728282828283,0.8968556973026663,64434,64434,64434,11.586009992862241,43446,0,0.7619114132290405
48,3103,23653,0.868811567243,4701,15536,0.69741246138,5534,1680,2.29404761905,2455,1224,1.00571895425,20454,7652,1.6730266597,904,7998,0.886971742936,6513,5899,0.10408543821,279,1011,0.724035608309,0.892642259446584,64653,64653,64653,11.76338329764454,43943,0,0.7638934001515785
49,3225,23666,0.863728555734,4802,15564,0.691467489077,5650,1715,2.2944606414,2505,1250,1.004,20454,7726,1.64742428165,932,8021,0.883805011844,6602,5899,0.119172741143,294,1033,0.715392061955,0.8886765113913124,64874,64874,64874,11.949321912919343,44464,0,0.7664703887535839
50,3335,23680,0.859163851351,4913,15592,0.68490251411,5745,1750,2.28285714286,2532,1275,0.985882352941,20454,7801,1.62197154211,958,8044,0.880905022377,6682,5899,0.132734361756,303,1054,0.712523719165,0.8840771180582226,65095,65095,65095,12.112736353906529,44922,0,0.7675704739227284
51,3454,23694,0.854224698236,5007,15620,0.679449423816,5844,1785,2.27394957983,2563,1301,0.970023059185,20454,7875,1.59733333333,990,8067,0.877277798438,6767,5899,0.147143583658,312,1075,0.70976744186,0.8797385020515647,65316,65316,65316,12.28005708169818,45391,0,0.769030559127932
52,3552,23707,0.850170835618,5091,15647,0.674634115166,5940,1820,2.26373626374,2593,1326,0.955505279035,20454,7950,1.57283018868,1022,8089,0.873655581654,6839,5899,0.159349042211,324,1096,0.704379562044,0.8755912961210974,65534,65534,65534,12.43132358187656,45815,0,0.7703482161931211
53,3667,23721,0.845411238987,5179,15675,0.669601275917,6054,1855,2.26361185984,2613,1352,0.932692307692,20454,8024,1.54910269192,1053,8112,0.870192307692,6940,5899,0.176470588235,336,1117,0.699194270367,0.8717359896585811,65755,65755,65755,12.602925437031752,46296,0,0.772397536309026
54,3785,23734,0.84052414258,5253,15703,0.665477934153,6151,1890,2.2544973545,2640,1377,0.917211328976,20454,8098,1.52580884169,1089,8135,0.866133988937,7011,5899,0.18850652653,340,1138,0.701230228471,0.8675387273774517,65974,65974,65974,12.755262219051017,46723,0,0.7733349501318701
55,3902,23748,0.835691426646,5330,15731,0.661178564618,6251,1925,2.24727272727,2666,1403,0.900213827512,20454,8173,1.50263061299,1136,8158,0.860750183869,7075,5899,0.199355823021,352,1159,0.696289905091,0.8629222309505106,66196,66196,66196,12.913307170888334,47166,0,0.7742159647108586
56,4018,23762,0.830906489353,5420,15759,0.65606954756,6371,1960,2.25051020408,2695,1428,0.887254901961,20454,8247,1.48017460895,1173,8180,0.856601466993,7143,5899,0.210883200542,361,1180,0.69406779661,0.8588120153579764,66415,66415,66415,13.080685469475187,47635,0,0.7756832040954603
57,4119,23775,0.826750788644,5508,15787,0.651105339837,6471,1995,2.24360902256,2714,1454,0.866574965612,20454,8321,1.45811801466,1203,8203,0.853346336706,7213,5899,0.222749618579,365,1201,0.696086594505,0.8547159900952953,66635,66635,66635,13.227775794359157,48047,0,0.7764838298191641
58,4242,23789,0.821682290134,5602,15815,0.645779323427,6564,2030,2.23349753695,2749,1479,0.858688302907,20454,8396,1.43616007623,1233,8226,0.85010940919,7284,5899,0.234785556874,374,1222,0.693944353519,0.8503051334210842,66856,66856,66856,13.390217779364512,48502,0,0.777506880459495
59,4320,23802,0.818502646836,5680,15843,0.641482042542,6653,2065,2.22179176755,2770,1505,0.840531561462,20454,8470,1.41487603306,1260,8248,0.847235693501,7339,5899,0.244109171046,388,1243,0.687851971038,0.8462914647782334,67075,67075,67075,13.519457336665477,48864,0,0.7781885948565039
60,4427,23816,0.814116560296,5766,15870,0.636672967864,6741,2100,2.21,2795,1530,0.826797385621,20454,8545,1.39368051492,1286,8271,0.844516987063,7406,5899,0.25546702831,398,1264,0.685126582278,0.8420536444015158,67295,67295,67295,13.665476615494466,49273,0,0.7788840181291329
61,4530,23830,0.809903483005,5847,15898,0.632217889043,6829,2135,2.19859484778,2820,1556,0.81233933162,20454,8619,1.37312913331,1305,8294,0.842657342657,7473,5899,0.266824885574,412,1286,0.679626749611,0.838025978642416,67517,67517,67517,13.807211710103534,49670,0,0.779773982848764
62,4631,23843,0.805771085853,5928,15926,0.627778475449,6920,2170,2.18894009217,2854,1582,0.80404551201,20454,8693,1.35292764293,1335,8317,0.839485391367,7534,5899,0.277165621292,424,1307,0.675592960979,0.8340050489392798,67737,67737,67737,13.953588004284184,50080,0,0.7806959268937214
63,4723,23857,0.802028754663,6004,15954,0.623668045631,6999,2205,2.17414965986,2879,1607,0.791537025513,20454,8768,1.33280109489,1375,8339,0.835112123756,7615,5899,0.290896762163,427,1328,0.678463855422,0.8301867357299468,67957,67957,67957,14.094932191291935,50476,0,0.7814353193931457
64,4816,23870,0.798240469208,6074,15982,0.619947440871,7102,2240,2.17053571429,2909,1633,0.781383955909,20454,8842,1.31327753902,1400,8362,0.832575938771,7689,5899,0.303441261231,436,1349,0.676797627872,0.8269211024245713,68177,68177,68177,14.239114917915774,50880,0,0.7829179928714962
65,4910,23884,0.794423044716,6142,16010,0.616364772017,7190,2276,2.15905096661,2936,1658,0.770808202654,20454,8916,1.29407806191,1448,8385,0.827310673822,7747,5899,0.313273436176,452,1370,0.670072992701,0.8227579753793971,68398,68398,68398,14.381513204853675,51279,0,0.783634024386678
66,5013,23898,0.790233492342,6207,16038,0.612981668537,7289,2311,2.15404586759,2962,1684,0.75890736342,20454,8991,1.27494160827,1474,8408,0.824690770695,7807,5899,0.323444651636,458,1391,0.670740474479,0.8191489361702128,68620,68620,68620,14.518915060670949,51664,0,0.7844651705042262
67,5099,23911,0.786750867801,6264,16065,0.610084033613,7384,2346,2.14748508099,2977,1709,0.741954359274,20454,9065,1.25637065637,1494,8430,0.822775800712,7881,5899,0.335989150704,466,1412,0.669971671388,0.8160146432877667,68837,68837,68837,14.64561027837259,52019,0,0.785565902058486
68,5192,23925,0.782988505747,6333,16093,0.606474864848,7468,2381,2.13649727005,2997,1735,0.727377521614,20454,9080,1.25264317181,1530,8481,0.819596745667,7949,5899,0.347516528225,472,1433,0.670621074669,0.8138554478682255,69027,69027,69027,14.779800142755175,52395,0,0.7864024222405726
69,5291,23938,0.778970674242,6386,16121,0.603870727622,7548,2416,2.12417218543,3017,1760,0.714204545455,20454,9094,1.2491752804,1560,8532,0.817158931083,8015,5899,0.358704865231,481,1454,0.669188445667,0.8118588724824457,69214,69214,69214,14.907209136331192,52752,0,0.7873118155286503
70,5379,23952,0.775425851703,6458,16149,0.600099077342,7647,2451,2.11995104039,3040,1786,0.702127659574,20454,9108,1.24571805007,1588,8583,0.81498310614,8079,5899,0.369554161722,490,1475,0.667796610169,0.8100514386986153,69403,69403,69403,15.051058530510586,53135,0,0.7890725184790283
71,5485,23966,0.771134106651,6521,16177,0.596896828831,7740,2486,2.11343523733,3068,1811,0.694091662065,20454,9123,1.24202564946,1606,8634,0.813991197591,8127,5899,0.377691134091,500,1496,0.66577540107,0.8080095413265893,69592,69592,69592,15.202988792029888,53501,0,0.7914128060696631
72,5582,23979,0.767212978022,6574,16205,0.594322739895,7827,2521,2.10472034907,3089,1837,0.681545998911,20454,9137,1.23859034694,1640,8685,0.811168681635,8196,5899,0.38938803187,511,1517,0.663150955834,0.8061192318715964,69780,69780,69780,15.357409713574096,53873,0,0.7939954141587847
73,5661,23993,0.764056183053,6624,16233,0.591942339678,7883,2556,2.08411580595,3112,1862,0.671321160043,20454,9151,1.23516555568,1670,8735,0.80881511162,8245,5899,0.397694524496,523,1539,0.660168940871,0.8039103590212668,69968,69968,69968,15.481527604815277,54172,0,0.7952778412988795
74,5749,24006,0.760518203782,6710,16260,0.587330873309,7958,2591,2.07140100347,3135,1888,0.660487288136,20454,9166,1.23150774602,1700,8786,0.806510357387,8293,5899,0.405831496864,536,1560,0.65641025641,0.8012571982439136,70156,70156,70156,15.632212536322125,54535,0,0.7970237755858373
75,5803,24020,0.758409658618,6761,16288,0.58490913556,8046,2626,2.06397562833,3158,1913,0.650810245687,20454,9180,1.22810457516,1725,8837,0.804798008374,8347,5899,0.414985590778,541,1581,0.657811511701,0.8001108836574548,70344,70344,70344,15.756745537567456,54835,0,0.7991442056181053
76,5902,24034,0.754431222435,6807,16316,0.582802157392,8120,2661,2.05148440436,3181,1939,0.640536358948,20454,9195,1.22446982055,1746,8888,0.803555355536,8399,5899,0.423800644177,551,1602,0.656054931336,0.7981115490401792,70534,70534,70534,15.891656288916563,55160,0,0.8009187058723453
77,5994,24047,0.750738137813,6865,16344,0.579968184043,8201,2696,2.04191394659,3201,1964,0.62983706721,20454,9209,1.22108806602,1772,8939,0.801767535519,8460,5899,0.434141379895,558,1623,0.656192236599,0.7962557090538878,70721,70721,70721,16.03489821354383,55505,0,0.8029439628964522
78,6088,24061,0.746976434895,6937,16372,0.576288785732,8289,2731,2.03515195899,3218,1990,0.617085427136,20454,9223,1.21771657812,1809,8990,0.798776418242,8497,5899,0.440413629429,570,1644,0.653284671533,0.7936539275137499,70910,70910,70910,16.18321562110511,55862,0,0.8044986602735862
79,6177,24074,0.743416133588,7023,16400,0.571768292683,8375,2766,2.02783803326,3243,2015,0.609429280397,20454,9238,1.21411560944,1830,9041,0.797588762305,8545,5899,0.448550601797,576,1665,0.654054054054,0.7914849925455005,71098,71098,71098,16.333194848358954,56223,0,0.8063658612056598
80,6265,24088,0.739911989372,7080,16428,0.569028487947,8454,2801,2.01820778293,3258,2041,0.59627633513,20454,9252,1.21076523995,1868,9092,0.794544654641,8586,5899,0.455500932361,579,1686,0.656583629893,0.7892182305329163,71287,71287,71287,16.466555878687164,56544,0,0.8075104857828216
81,6343,24102,0.736826819351,7135,16455,0.566393193558,8544,2836,2.01269393512,3277,2066,0.586156824782,20454,9267,1.20718679184,1898,9092,0.791245050594,8638,5899,0.46431598576,589,1707,0.654950205038,0.7873543906810035,71424,71424,71424,16.605317823016204,56878,0,0.8101618503584229
82,6414,24115,0.7340244661,7193,16483,0.563610993144,8604,2871,1.99686520376,3303,2092,0.578871892925,20454,9282,1.2036199095,1921,9092,0.788715354158,8701,5899,0.474995761994,601,1728,0.652199074074,0.785430815237137,71562,71562,71562,16.735355213959284,57191,0,0.8125401749531874
83,6509,24129,0.73024161797,7247,16511,0.561080491793,8687,2906,1.98933241569,3315,2117,0.565895134624,20454,9297,1.20006453695,1940,9092,0.786625604927,8767,5899,0.486184099,615,1749,0.648370497427,0.7834588563458856,71700,71700,71700,16.877856252596594,57534,0,0.8152440725244072
84,6600,24142,0.726617513048,7318,16539,0.557530685047,8759,2941,1.97823869432,3330,2143,0.553896406906,20454,9312,1.19652061856,1965,9092,0.783875934888,8838,5899,0.498220037294,620,1770,0.649717514124,0.7812856705364849,71838,71838,71838,17.25339366515837,57884,0,0.8165594810545951
85,6688,24156,0.723132969035,7367,16567,0.555320818495,8850,2976,1.97379032258,3352,2168,0.546125461255,20454,9327,1.19298809907,1990,9092,0.781126264848,8884,5899,0.506017969147,629,1792,0.648995535714,0.779457326646012,71977,71977,71977,18.753424657534246,58214,0,0.8131486447059477
86,6767,24170,0.720024824162,7430,16595,0.552274781561,8914,3011,1.96047824643,3377,2194,0.539197812215,20454,9342,1.18946692357,2017,9092,0.778156621205,8933,5899,0.514324461773,640,1813,0.646993932708,0.7771923012923623,72116,72116,72116,20.194570135746606,58532,0,0.8094736258250597
87,6834,24183,0.717404788488,7481,16623,0.549960897552,8987,3046,1.95042678923,3402,2219,0.533123028391,20454,9357,1.18595703751,2041,9092,0.775516937967,8966,5899,0.519918630276,647,1834,0.647219193021,0.7752896073519439,72253,72253,72253,21.465753424657535,58812,0,0.8062917802720995
88,6916,24197,0.714179443733,7523,16651,0.548195303585,9049,3081,1.9370334307,3422,2245,0.524276169265,20454,9373,1.18222554145,2066,9092,0.772767267928,9013,5899,0.527886082387,655,1855,0.646900269542,0.7732101170002624,72393,72393,72393,22.76818181818182,59098,0,0.8029091210476151
89,6987,24210,0.711400247831,7563,16678,0.546528360715,9114,3116,1.92490372272,3440,2270,0.515418502203,20454,9388,1.17873881551,2086,9092,0.770567531896,9067,5899,0.537040176301,665,1876,0.64552238806,0.7715120848212439,72529,72529,72529,24.03181818181818,59376,0,0.8000110300707304
90,7077,24221,0.707815531976,7611,16708,0.544469715107,9172,3151,1.91082196128,3453,2296,0.503919860627,20454,9403,1.17526321387,2115,9092,0.76737791465,9111,5899,0.544499067639,671,1897,0.646283605693,0.7690561052472237,72667,72667,72667,25.33783783783784,59664,0,0.7962211182517511
91,7155,24231,0.704717097932,7662,16738,0.542239216155,9234,3186,1.89830508475,3468,2322,0.49354005168,20454,9418,1.17179868337,2142,9092,0.764408271007,9157,5899,0.552296999491,678,1918,0.646506777894,0.766853469589583,72804,72804,72804,26.634703196347033,59950,0,0.7927311686171089
92,7222,24242,0.702087286528,7705,16767,0.540466392318,9305,3221,1.88885439305,3482,2347,0.483596080102,20454,9433,1.16834517121,2170,9092,0.761328640563,9201,5899,0.559755890829,685,1939,0.646725116039,0.765012338908692,72940,72940,72940,27.877828054298643,60224,0,0.7896490265972032
93,7287,24252,0.699529935675,7765,16797,0.537715068167,9381,3256,1.88114250614,3505,2373,0.477033291193,20454,9448,1.16490262489,2196,9092,0.758468983722,9238,5899,0.566028140363,692,1960,0.64693877551,0.7630718283454438,73077,73077,73077,29.21818181818182,60518,0,0.7863760143410375
94,7358,24262,0.69672739263,7810,16826,0.535837394508,9427,3291,1.8644788818,3527,2398,0.470809007506,20454,9463,1.16147099229,2222,9092,0.755609326881,9275,5899,0.572300389897,698,1981,0.647652700656,0.7608725345571764,73212,73212,73212,30.364864864864863,60771,0,0.7830683494509096
95,7423,24273,0.694186956701,7856,16856,0.533934504034,9483,3326,1.85117257968,3548,2424,0.463696369637,20454,9478,1.15805022157,2244,9092,0.753189617246,9313,5899,0.578742159688,702,2002,0.649350649351,0.7589502385821404,73350,73350,73350,31.506849315068493,61023,0,0.779972733469666
96,7486,24283,0.691718486184,7914,16886,0.531327727111,9537,3361,1.83754834871,3570,2449,0.457737852185,20454,9493,1.15464026125,2275,9092,0.749780026397,9347,5899,0.584505848449,710,2023,0.649036085022,0.7566747407669489,73486,73486,73486,32.736363636363635,61293,0,0.7765152546063195
