#time,x,y,location_type
-15,-0.38189482182447404,51.55425590063506,house
-15,-0.31825763398448137,51.55149614394089,house
-15,-0.24711890043072393,51.50458850878619,house
-15,-0.35568563410977,51.53627230888376,house
-15,-0.3695329743264935,51.49216451679494,house
-15,-0.36824596822214034,51.516702833915794,house
-15,-0.3210672294185193,51.50109953831388,house
-15,-0.29620644038643984,51.50070742561498,house
-15,-0.32259962730498937,51.534125709167775,house
-15,-0.37261577120679473,51.49647156573502,house
-15,-0.363912932724657,51.52897630459394,house
-15,-0.3155055940902985,51.491790385727946,house
-15,-0.3193431864961087,51.52252734125971,house
-15,-0.2476900428351535,51.50563356116198,house
-15,-0.34243279891693623,51.553250580703995,house
-15,-0.3457046983472176,51.53967953924789,house
-15,-0.38723987024259704,51.54290212080021,house
-16,-0.38355444195784416,51.54108685671062,house
-16,-0.3713959481584743,51.51601290280777,house
-16,-0.3614190657188957,51.55541711339839,house
-16,-0.2895703381823737,51.52593933015678,house
-16,-0.2861178497361268,51.532782840742,house
-16,-0.36890001842601977,51.49917214957834,house
-16,-0.36355754775195637,51.54765996638321,house
-16,-0.3076316356434292,51.50264123259905,house
-16,-0.3597145247297178,51.515306319341285,house
-16,-0.3796848975544712,51.498718077748684,house
-16,-0.3293641998460243,51.52825940019775,house
-16,-0.30264079674899386,51.529499855889554,house
-16,-0.32767202674897095,51.52822560649491,house
-16,-0.3169840261882699,51.53397925446458,house
-16,-0.3866831674883093,51.496044025590955,house
-16,-0.3117406923153541,51.519887298035925,house
-16,-0.3680902810509357,51.5517393492448,house
-15,-0.37697876444537254,51.51653688926254,house
-15,-0.33728299530854905,51.52691938582591,house
-15,-0.3696682443973485,51.554684636468174,house
-15,-0.3511444006021195,51.54223480973907,house
-15,-0.36490971742934675,51.51525757013058,house
-15,-0.37800299756152644,51.551402417309454,house
-15,-0.34000006404629435,51.52019613240638,house
-15,-0.31575017456979276,51.491804511803466,house
-15,-0.37768230392064894,51.53254450638284,house
-15,-0.29154149420828174,51.53038062912721,house
-15,-0.38338995066838794,51.491572801594266,house
-15,-0.3051787232544361,51.4933426815752,house
-15,-0.3243053489136909,51.5110742819167,house
-15,-0.40843915066935166,51.535893533163296,house
-15,-0.34541456624856703,51.52251911667894,house
-15,-0.32194362590866143,51.508324960003286,house
-15,-0.333419914635134,51.524586202837824,house
-18,-0.36969765367391183,51.53618858082544,house
-18,-0.38540063945977043,51.53241306310892,house
-18,-0.3259767253470859,51.50022788717843,house
-18,-0.35083107145064535,51.55062255271836,house
-18,-0.3746405558877189,51.508089189216214,house
-18,-0.2749939049449581,51.502515470097364,house
-18,-0.3423937984301383,51.5243787835191,house
-18,-0.32559197103033277,51.52383045637691,house
-18,-0.2668311297756117,51.5201755738538,house
-18,-0.37325125883397486,51.52791640136822,house
-18,-0.34392559493116437,51.52259474159082,house
-18,-0.28593254025918186,51.52385459309838,house
-18,-0.3509341679202543,51.53919212354577,house
-18,-0.378880631987072,51.4957399954153,house
-18,-0.3670857709865686,51.5160370120661,house
-18,-0.38235046926561933,51.50742719369032,house
-18,-0.3674463075428286,51.546307776417386,house
-14,-0.3586484423003867,51.5587127947129,house
-14,-0.38630737966656953,51.54841796304991,house
-14,-0.2877637282433982,51.50693936701423,house
-14,-0.37788727315407933,51.50170964236444,house
-14,-0.32615519625173756,51.51104821849068,house
-14,-0.30164399258993824,51.51013284848315,house
-14,-0.3965268286345085,51.544841140689975,house
-14,-0.3541112059863727,51.532461915797285,house
-14,-0.40974918574236596,51.53256174380368,house
-14,-0.2907388577699568,51.52275033354791,house
-14,-0.32662029467556997,51.55090696939792,house
-14,-0.3585711075719506,51.51990638426647,house
-14,-0.32679304823715993,51.55255297434311,house
-14,-0.3254034959927402,51.514715564119555,house
-14,-0.3548918851520777,51.54141616502144,house
-14,-0.3073550834631399,51.501483011581335,house
-14,-0.2670830955139647,51.50979218309091,house
-12,-0.3572267838505956,51.56030474730973,house
-12,-0.2535978833496074,51.499704389986086,house
-12,-0.38622946271843295,51.51082993847643,house
-12,-0.33226989486829267,51.5343643417011,house
-12,-0.3537389769699658,51.505065929984056,house
-12,-0.29946246563509316,51.508403670368416,house
-12,-0.29361733845302174,51.513136891913234,house
-12,-0.39254496779976034,51.53353333335372,house
-12,-0.3851690968747994,51.53288716368798,house
-12,-0.3523668407807116,51.551334933216644,house
-12,-0.2655893976565186,51.51093461262779,house
-12,-0.3560231945438416,51.503548803900046,house
-12,-0.36609223682358727,51.53357023276824,house
-12,-0.3817749742382047,51.5500557081402,house
-12,-0.32073109567983565,51.52174550220767,house
-12,-0.318331053951257,51.5210416999932,house
-12,-0.3894588497209783,51.495181361226344,house
-13,-0.35630092549806125,51.56036252039696,house
-13,-0.2932116888324469,51.53230923332598,house
-13,-0.3095086042082827,51.543459403211315,house
-13,-0.3707608092432276,51.52268041962061,house
-13,-0.3275026824165905,51.51940392974691,house
-13,-0.38795220515559514,51.540204176761485,house
-13,-0.3540133961843801,51.52589734168533,house
-13,-0.3855385539559736,51.49320164289501,house
-13,-0.32546977566760027,51.552935226040276,house
-13,-0.29618668647817004,51.502996145433364,house
-13,-0.3451108756068022,51.53950087002957,house
-13,-0.3905968813354303,51.511036385640416,house
-13,-0.27123455599060414,51.5054919887575,house
-13,-0.327826126462755,51.50691650006523,house
-13,-0.29958580635187687,51.50615910656017,house
-13,-0.27023127714772943,51.50957092867686,house
-13,-0.30430812980975147,51.49396773619569,house
-19,-0.35568813410794453,51.5600003448934,house
-19,-0.25790257818172807,51.51490899778386,house
-19,-0.34071083008282665,51.51989905936608,house
-19,-0.3958923134745625,51.535323502573505,house
-19,-0.31021623956610467,51.52428350254081,house
-19,-0.29017995453431794,51.52391657676397,house
-19,-0.37809749876954396,51.50316218990122,house
-19,-0.3955248405461773,51.49526862711187,house
-19,-0.34571012107181565,51.53748426429847,house
-19,-0.4073989365277125,51.534340269914885,house
-19,-0.2923942925239791,51.50692392265446,house
-19,-0.2686537122984907,51.4986362292816,house
-19,-0.31386189388127755,51.54054054466328,house
-19,-0.2699448875486469,51.50518534210078,house
-19,-0.36376760634046323,51.53585213696892,house
-19,-0.3878724008632609,51.508294917725856,house
-19,-0.24463831083385107,51.50663504372823,house
-20,-0.35670863245869766,51.560478578705066,house
-20,-0.3711749465431052,51.522335041369246,house
-20,-0.31065352295455056,51.50089460076833,house
-20,-0.3658076116227751,51.52887567735397,house
-20,-0.27756898982692885,51.5028307309826,house
-20,-0.40538451403574083,51.533125584777935,house
-20,-0.29632729640779787,51.52141014542207,house
-20,-0.29636873765967753,51.50939464021687,house
-20,-0.3678850141338192,51.54523377876007,house
-20,-0.2671860909138902,51.49593453451241,house
-20,-0.29952327369185994,51.49781758352492,house
-20,-0.38829353021268304,51.531685729123886,house
-20,-0.30093500821258273,51.51729240215744,house
-20,-0.31253492210020256,51.494749207503844,house
-20,-0.300885444782711,51.51709715959885,house
-20,-0.2972225327987288,51.52059012853638,house
-20,-0.3376663533278881,51.550448104466675,house
-14,-0.3524765203741186,51.53170740137224,house
-14,-0.38658318796606966,51.541195044684486,house
-14,-0.3290057770277678,51.49873897062749,house
-14,-0.36682539485843235,51.545493783089995,house
-14,-0.3883561320155177,51.50340236059685,house
-14,-0.3673480180924776,51.51376227554549,house
-14,-0.2439954082700717,51.50645111289179,house
-14,-0.29097885973890575,51.521934804371725,house
-14,-0.2775349367036336,51.50564585740229,house
-14,-0.36173467914332424,51.52494612601167,house
-14,-0.28973970972865754,51.5080134010082,house
-14,-0.3870628872655355,51.511809942539934,house
-14,-0.3369230722592801,51.52724960583539,house
-14,-0.3888417540745192,51.508238224004565,house
-14,-0.40108595890791776,51.53458112679998,house
-14,-0.28534891914463895,51.50238182404357,house
-14,-0.28514476975637,51.52277651142113,house
-12,-0.3566725363393522,51.560365686655054,house
-12,-0.38284977525308556,51.552879989470846,house
-12,-0.29828992959328937,51.51278372766265,house
-12,-0.3613764966906752,51.53538834371779,house
-12,-0.32886642740645206,51.52023847963274,house
-12,-0.37693861162960235,51.49141179443556,house
-12,-0.3327794109024446,51.510000758486655,house
-12,-0.2954070076213331,51.50713238362377,house
-12,-0.38768922900481056,51.49132093072764,house
-12,-0.3041754924647271,51.497070045055096,house
-12,-0.25674024514687616,51.50090945921364,house
-12,-0.3536217068081274,51.53192216904963,house
-12,-0.39882523634074885,51.533884393681035,house
-12,-0.2870824596900578,51.522603547095514,house
-12,-0.3244636175606463,51.51664994051112,house
-12,-0.37435924668907905,51.49752498814307,house
-12,-0.3381713476497987,51.534833827416236,house
-22,-0.33361560759434017,51.55556930356996,house
-22,-0.37680172287858,51.49426946838615,house
-22,-0.26155691884678767,51.51370701439544,house
-22,-0.30679651449671325,51.515625835363856,house
-22,-0.3257231377340529,51.522973371556,house
-22,-0.2807042723745632,51.513095607044704,house
-22,-0.35630185205560855,51.55249075959432,house
-22,-0.37352148681025926,51.496653795718956,house
-22,-0.3642710699582132,51.52230878538339,house
-22,-0.28780766498855975,51.504180210141115,house
-22,-0.2677807552642196,51.51267886419846,house
-22,-0.37685347803610747,51.49075507506643,house
-22,-0.3551473947229187,51.50545454498066,house
-22,-0.39413011319290014,51.53299695961614,house
-22,-0.3250857046745293,51.52043245832839,house
-22,-0.2561833313301061,51.49724171217315,house
