Time,Bangui,Bangassou,Mobaye,Sibut,Bouar,Bossangoa,Nola,Mbaiki,Bimbo,Bozoum,Obo,Bambari,Bria,Ndele,Birao,Kaga Bandoro,Berberati,Melego,Rafai,Ippy,Mbres,Bossembele,Yaloke,Katakpo,Banga,Kago,Yapara,Beboura III,Gamboula,Baboua,Belom,Dosseye,East,Adamaoua,Monga,Mole,Gbadolite,Inke,Betou,Brazaville
489,8558,662,698,4034,3306,1983,1655,3075,5265,3545,102,1417,862,622,256,4572,3515,1604,514,3025,1903,4582,3494,4153,3410,2752,3858,2978,1695,2562,19177,12449,149951,45764,51756,692,22819,4446,9825,8295
490,9303,666,772,4585,3877,2178,1727,3655,6083,3966,112,1494,928,612,247,4857,3843,1822,556,3380,1998,5284,4026,4267,3589,2867,4013,3502,1682,2942,19190,12449,150327,45924,51839,692,22860,4458,9825,8295
491,10533,714,868,5056,4165,2468,1774,4188,6582,4274,120,1682,1040,591,268,5036,4170,2009,562,3611,2158,6051,4542,4490,3720,3001,4261,3980,1733,3372,19173,12449,150699,46099,51920,695,22896,4483,9825,8295
492,11286,743,962,5567,4454,2647,1821,4625,7190,4756,128,1847,1126,620,257,5334,4450,2167,579,3968,2259,6823,5093,4751,3946,3136,4486,4410,1816,3744,19192,12449,151179,46340,52012,694,22938,4499,9825,8295
493,12047,825,1046,6001,4856,2855,1837,5152,7567,4973,119,2010,1235,642,258,5726,4710,2392,613,4188,2401,7508,5723,5058,4257,3320,4762,4831,1944,4197,19176,12449,151612,46557,52108,696,22988,4516,9825,8295
494,12714,859,1131,6473,4938,3100,1956,5642,7994,5354,130,2010,1322,679,232,6108,5054,2601,632,4563,2547,8219,6394,5285,4558,3571,4985,5235,2012,4532,19182,12449,152168,46849,52231,701,23074,4532,9825,8295
495,13330,910,1222,6908,5494,3309,1968,6042,8340,5716,145,2242,1411,672,240,6524,5247,2764,637,4855,2641,8885,6896,5777,4824,3889,5169,5544,2181,4813,19184,12449,152752,47122,52377,703,23143,4552,9825,8295
496,14003,929,1310,7270,5626,3592,2090,6419,8822,5978,151,2421,1476,726,234,6953,5537,2931,722,5147,2792,9473,7549,6154,5126,4015,5531,5908,2231,5177,19174,12449,153382,47449,52494,705,23228,4564,9825,8295
497,14784,942,1412,7704,5938,3670,2213,6825,8928,6327,160,2544,1549,758,243,7425,5927,3068,767,5483,2986,10086,8083,6525,5386,4291,5805,6215,2342,5510,19189,12449,154027,47762,52688,709,23296,4583,9825,8295
498,13839,1006,1481,7682,5237,3798,2372,6966,7903,5890,157,2393,1716,787,269,7837,5967,3132,819,5514,3087,10308,8455,6913,5783,4373,6132,6193,2468,5629,19172,12449,154716,48106,52868,714,23383,4589,9825,8295
499,12620,1057,1615,7633,4813,3775,2514,6823,7760,5479,176,2332,1763,813,280,8222,6020,3099,848,5573,3279,10412,8680,7361,6081,4490,6395,6086,2605,5623,19196,12449,155398,48486,53058,716,23472,4605,9825,8295
500,12126,1100,1673,7398,4569,3674,2655,6669,7233,5354,173,2108,1842,830,313,8412,6130,3116,886,5649,3467,10417,8917,7704,6341,4602,6859,6014,2623,5444,19177,12449,156159,48866,53265,719,23564,4614,9825,8295
501,11600,1188,1705,7269,4433,3656,2826,6512,6957,5180,175,2159,1849,924,307,8758,6163,3088,917,5670,3541,10443,8954,8008,6667,4773,6998,5821,2668,5230,19189,12449,156842,49245,53417,720,23665,4649,9825,8295
502,11107,1178,1787,7201,4245,3542,2980,6296,6647,5165,188,2181,1884,942,329,8885,6159,3034,962,5644,3734,10420,9079,8315,6902,4988,7269,5695,2791,5041,19176,12449,157543,49608,53623,723,23732,4675,9825,8295
503,10865,1203,1831,7153,4160,3560,3167,6210,6289,4840,189,2123,1911,982,346,8978,6248,3053,1016,5684,3874,10385,9021,8524,7202,5026,7589,5637,2837,4874,19190,12449,158220,49898,53822,725,23857,4685,9825,8295
504,10433,1226,1813,7125,4022,3425,3219,5954,6228,4878,200,2030,1985,1035,343,9091,6265,3055,1030,5753,4003,10432,9016,8870,7439,5070,7855,5531,2870,4652,19180,12449,158958,50230,54038,731,23990,4703,9825,8295
505,10278,1232,1836,6988,3868,3364,3380,5870,6050,4699,202,2019,2024,1115,352,9374,6341,3090,1043,5797,3991,10407,9041,9027,7668,5213,7968,5411,2897,4466,19186,12449,159631,50564,54242,731,24089,4728,9825,8295
506,10050,1274,1830,6824,3930,3366,3442,5633,6024,4652,220,2049,2072,1140,360,9461,6298,3010,1043,5790,4064,10300,8938,9234,7887,5312,8266,5347,3047,4262,19179,12449,160326,50901,54465,733,24203,4754,9825,8295
507,10095,1305,1854,6793,3742,3401,3553,5500,5836,4665,220,2000,2112,1115,390,9555,6434,2975,1076,5802,4243,10123,8845,9528,7832,5406,8383,5276,3059,4198,19179,12449,161005,51172,54692,735,24319,4772,9825,8295
508,9793,1284,1800,6716,3765,3296,3616,5419,5720,4533,248,2084,2147,1146,399,9753,6463,3007,1109,5818,4252,9982,8907,9779,7994,5432,8592,5230,3114,4107,19183,12449,161676,51416,54924,736,24466,4788,9825,8295
509,9543,1300,1785,6578,3627,3390,3706,5293,5609,4499,242,1966,2094,1167,414,9840,6543,3016,1142,5994,4391,9979,8812,10005,8126,5503,8764,5116,3180,4068,19179,12449,162359,51675,55150,737,24596,4810,9825,8295
510,9591,1338,1781,6517,3485,3309,3841,5141,5596,4463,276,1943,2141,1184,424,9959,6452,2997,1097,6090,4412,9897,8743,10058,8328,5616,8887,5072,3249,4053,19175,12449,163015,51925,55383,739,24697,4828,9825,8295
511,9380,1349,1797,6503,3642,3254,3934,5048,5538,4372,284,1920,2182,1217,449,10125,6580,2958,1130,6055,4451,9791,8755,10183,8347,5758,8907,5021,3263,3929,19194,12449,163707,52157,55633,742,24812,4839,9825,8295
512,9365,1359,1728,6544,3531,3313,4082,5044,5359,4354,295,1944,2214,1305,425,10345,6585,2979,1146,6059,4395,9681,8701,10214,8528,5753,9026,4958,3293,3891,19178,12449,164308,52412,55856,746,24935,4859,9825,8295
513,8918,1346,1782,6379,3342,3258,4183,4844,5170,4181,301,1864,2179,1318,423,10301,6666,2919,1153,6083,4556,9735,8525,10405,8460,5812,9256,4969,3285,3872,19183,12449,164976,52646,56072,746,25025,4871,9825,8295
514,8616,1323,1741,6215,3085,3273,4288,4779,4969,4021,298,1918,2147,1370,448,10332,6659,2968,1171,6055,4688,9494,8510,10404,8596,5779,9418,4855,3321,3814,19182,12449,165620,52874,56300,749,25133,4885,9825,8295
515,8461,1329,1697,6194,3092,3061,4364,4684,4770,3908,285,1822,2214,1346,500,10408,6620,2945,1221,5994,4760,9424,8407,10459,8609,5852,9379,4793,3408,3591,19178,12449,166300,53101,56511,750,25256,4899,9825,8295
516,8102,1351,1729,6125,2907,3042,4288,4546,4790,3830,289,1800,2204,1391,523,10352,6454,2893,1257,5951,4781,9236,8347,10556,8846,5889,9530,4644,3474,3508,19185,12449,166984,53316,56736,752,25364,4914,9825,8295
517,7926,1344,1729,5849,2936,2966,4216,4598,4586,3773,294,1771,2207,1435,534,10430,6466,2875,1271,5993,4796,9085,8213,10672,8950,5903,9556,4551,3423,3278,19173,12449,167700,53555,56972,754,25476,4924,9825,8295
518,7707,1356,1705,5769,2854,2995,4233,4458,4482,3647,290,1668,2133,1443,542,10362,6512,2797,1266,6196,4828,8982,8076,10617,9072,5962,9600,4403,3448,3280,19189,12449,168341,53740,57229,754,25590,4948,9825,8295
519,7478,1413,1714,5666,2800,2869,4256,4320,4267,3594,300,1752,2181,1469,528,10404,6416,2649,1234,6051,4991,8899,7862,10782,9094,6099,9535,4350,3537,3155,19175,12449,168962,53960,57472,757,25692,4971,9825,8295
520,7302,1442,1686,5523,2660,2967,4292,4213,4196,3548,287,1789,2180,1467,552,10374,6497,2627,1229,6001,4986,8656,7772,10820,9109,6073,9641,4258,3464,3067,19186,12449,169592,54138,57691,761,25792,4996,9825,8295
521,7095,1424,1631,5552,2700,2846,4334,4200,4068,3478,269,1674,2171,1484,541,10437,6591,2675,1256,5977,4984,8475,7704,10787,9023,6023,9716,4172,3507,2937,19179,12449,170179,54329,57921,764,25893,5018,9825,8295
522,7021,1407,1634,5484,2542,2838,4335,4095,3911,3431,271,1615,2151,1504,536,10493,6623,2664,1226,5941,5009,8264,7646,10920,9000,6069,9689,4107,3471,2846,19183,12449,170790,54529,58142,768,25998,5041,9825,8295
523,6738,1421,1630,5449,2591,2891,4463,4050,3855,3308,263,1648,2113,1515,565,10548,6588,2561,1221,5932,4946,8179,7437,10885,9061,6053,9692,4010,3428,2800,19182,12449,171356,54678,58371,771,26114,5061,9825,8295
524,6765,1421,1587,5482,2349,2853,4466,3886,3694,3371,267,1620,2135,1545,558,10498,6566,2599,1202,5896,4872,8043,7347,10868,9085,5958,9872,3920,3466,2854,19176,12449,171859,54823,58593,771,26203,5084,9825,8295
525,6598,1408,1578,5358,2374,2773,4477,3765,3859,3206,267,1587,2197,1563,568,10495,6548,2572,1237,5764,4936,7953,7270,10801,9089,5960,9827,3865,3517,2735,19194,12449,172392,54999,58816,771,26303,5112,9825,8295
526,6576,1452,1553,5299,2464,2707,4422,3782,3576,3184,263,1549,2144,1616,565,10389,6513,2536,1246,5772,4926,7832,7137,10846,9100,5997,9849,3801,3528,2699,19175,12449,172946,55144,59033,773,26384,5136,9825,8295
527,6397,1404,1505,5294,2410,2698,4384,3642,3633,3208,266,1571,2150,1570,581,10430,6543,2541,1261,5704,4995,7712,7037,10793,9107,6064,9693,3697,3486,2714,19186,12449,173478,55280,59265,774,26470,5151,9825,8295
528,6428,1411,1505,5216,2391,2661,4401,3597,3508,3118,291,1595,2173,1585,585,10464,6479,2545,1217,5623,4887,7676,6908,10712,9072,6044,9689,3668,3534,2642,19187,12449,174044,55432,59482,780,26558,5166,9825,8295
529,6300,1393,1479,5150,2386,2552,4456,3485,3456,3025,280,1599,2161,1563,599,10400,6514,2503,1222,5602,4968,7531,6914,10725,9004,5976,9737,3648,3445,2649,19178,12449,174622,55591,59707,783,26669,5182,9825,8295
530,6304,1357,1467,5126,2237,2526,4428,3431,3468,3026,288,1545,2147,1608,594,10305,6468,2503,1208,5634,4898,7391,6760,10781,8990,6009,9730,3554,3440,2597,19194,12449,175175,55757,59936,784,26771,5197,9825,8295
531,6104,1393,1485,5103,2334,2543,4460,3427,3385,2928,269,1583,2114,1591,627,10241,6463,2495,1207,5611,4796,7403,6589,10633,8919,5952,9833,3517,3415,2594,19176,12449,175724,55897,60132,789,26862,5220,9825,8295
532,6108,1391,1490,5031,2277,2513,4454,3452,3384,2957,280,1507,2087,1576,627,10235,6421,2447,1169,5622,4883,7199,6548,10650,8810,5873,9824,3384,3393,2553,19178,12449,176278,56056,60354,793,26956,5234,9825,8295
533,6038,1416,1430,4931,2236,2454,4411,3402,3347,2891,281,1615,2054,1583,613,10209,6366,2413,1167,5573,4896,7186,6436,10472,8845,5907,9716,3420,3453,2586,19202,12449,176785,56179,60554,798,27055,5254,9825,8295
534,6023,1355,1415,5001,2150,2465,4408,3326,3383,2836,255,1462,2065,1578,633,10255,6288,2447,1203,5542,4834,7044,6422,10385,8854,5809,9647,3422,3476,2489,19181,12449,177354,56331,60794,799,27149,5274,9825,8295
535,5912,1328,1406,4911,2155,2469,4318,3295,3325,2862,255,1488,2026,1622,616,10296,6238,2458,1198,5515,4789,6932,6293,10435,8810,5818,9567,3397,3513,2457,19185,12449,177854,56471,60984,805,27235,5296,9825,8295
536,5867,1293,1383,4890,2130,2441,4226,3194,3246,2747,243,1475,2056,1620,619,10190,6259,2488,1205,5453,4809,6924,6135,10417,8845,5785,9550,3418,3510,2381,19176,12449,178374,56646,61210,808,27316,5319,9825,8295
537,5763,1282,1387,4913,2121,2438,4218,3144,3164,2793,268,1459,1993,1619,612,10072,6324,2439,1169,5500,4797,6860,6097,10237,8830,5728,9546,3323,3518,2319,19181,12449,178888,56798,61415,813,27395,5339,9825,8295
538,5754,1240,1453,4858,2027,2407,4223,3110,3087,2762,245,1440,2006,1613,620,10006,6292,2343,1202,5419,4798,6737,6051,10261,8706,5687,9627,3319,3449,2311,19183,12449,179417,56943,61635,816,27472,5357,9825,8295
539,5528,1285,1397,4825,1973,2427,4290,3105,3120,2724,233,1414,1988,1657,631,9899,6283,2317,1173,5426,4786,6628,6013,10118,8673,5744,9477,3343,3421,2319,19191,12449,179936,57063,61813,819,27579,5372,9825,8295
540,5607,1282,1403,4721,1960,2463,4221,3070,3040,2660,234,1404,1989,1625,687,9799,6222,2247,1164,5358,4805,6465,5982,10082,8691,5662,9457,3342,3479,2300,19177,12449,180430,57177,62007,828,27669,5395,9825,8295
541,5470,1279,1378,4674,1946,2377,4345,3097,3057,2653,255,1393,1953,1679,631,9883,6306,2250,1094,5404,4734,6477,5930,10025,8553,5753,9191,3276,3460,2306,19193,12449,180721,57283,62187,835,27752,5418,9825,8295
542,5448,1273,1368,4627,2076,2237,4495,3030,3047,2598,255,1439,1920,1664,655,9741,6511,2252,1109,5319,4816,6420,5965,9939,8549,5742,9174,3223,3469,2260,19174,12449,180537,57513,62374,838,27839,5436,9825,8295
543,5485,1241,1381,4529,2038,2358,4478,2990,3025,2636,247,1384,1927,1667,661,9719,6517,2279,1124,5314,4732,6355,5867,9990,8583,5708,9133,3112,3455,2309,19179,12449,180605,57664,62547,840,27905,5462,9825,8295
544,5453,1281,1371,4550,1971,2365,4600,3012,3006,2621,239,1322,1914,1619,657,9626,6520,2258,1093,5272,4743,6378,5769,9881,8702,5752,9080,3079,3516,2291,19186,12449,180546,57849,62732,840,27989,5477,9825,8295
545,5390,1295,1365,4503,2052,2333,4555,2988,2991,2654,231,1310,1953,1574,661,9626,6586,2181,1083,5266,4695,6302,5713,10034,8618,5714,9037,3049,3542,2231,19181,12449,180607,58008,62943,844,28064,5495,9825,8295
546,5444,1222,1293,4476,2024,2184,4528,2975,2912,2577,249,1358,1933,1591,613,9604,6593,2181,1086,5286,4683,6212,5735,10116,8705,5582,9138,3079,3544,2256,19188,12449,180554,58189,63175,841,28143,5519,9825,8295
547,5181,1194,1251,4385,1944,2299,4600,2943,3033,2525,250,1386,1903,1596,605,9591,6588,2194,1092,5220,4641,6131,5679,10109,8865,5467,9150,3093,3483,2287,19176,12449,180597,58344,63380,844,28224,5538,9825,8295
548,5269,1204,1251,4450,1923,2124,4652,2957,2876,2546,234,1350,1903,1615,601,9532,6772,2157,1068,5185,4590,6095,5630,10068,8767,5419,9154,3100,3501,2287,19184,12449,180527,58527,63563,845,28308,5554,9825,8295
549,5261,1203,1243,4406,1944,2188,4597,2870,2958,2590,234,1347,1927,1546,628,9543,6668,2144,1063,5031,4630,6090,5560,10111,8861,5522,8926,2972,3588,2274,19185,12449,180615,58692,63743,852,28369,5580,9825,8295
550,5214,1232,1269,4389,2039,2229,4658,2890,2882,2437,237,1332,1890,1504,637,9583,6823,2123,1037,5044,4587,5998,5569,10169,8806,5433,8946,2984,3560,2275,19175,12449,180530,58860,63907,853,28437,5596,9825,8295
551,5178,1198,1248,4349,1880,2107,4715,2864,2897,2623,227,1350,1886,1523,629,9483,6785,2146,1063,4949,4513,5910,5591,10150,8868,5447,8995,2965,3590,2266,19191,12449,180653,59002,64084,854,28509,5619,9825,8295
552,5209,1220,1248,4328,2008,2190,4831,2848,2901,2413,221,1292,1877,1549,604,9429,6785,2087,1056,4950,4539,5881,5545,10046,9022,5469,8847,3006,3632,2197,19173,12449,180495,59226,64264,859,28587,5646,9825,8295
553,5237,1198,1234,4282,1868,2073,4724,2873,2861,2496,247,1317,1861,1582,586,9314,6784,2032,1029,4946,4461,5955,5552,10166,8967,5440,8896,2935,3644,2227,19194,12449,180657,59345,64460,861,28684,5665,9825,8295
554,5127,1197,1243,4261,1935,2200,4735,2928,2870,2511,234,1292,1865,1526,586,9235,6904,2049,996,4883,4471,5918,5431,10290,8911,5301,9015,2891,3662,2206,19173,12449,180494,59552,64636,868,28741,5689,9825,8295
555,5187,1206,1235,4249,1861,2170,4723,2912,2869,2441,234,1335,1856,1515,561,9182,6934,2019,988,4882,4492,5864,5405,10237,8914,5301,8912,2890,3728,2172,19189,12449,180643,59692,64819,872,28808,5702,9825,8295
556,5138,1176,1220,4279,2000,2185,4774,2826,2920,2389,250,1302,1856,1487,559,9238,7047,2010,1033,4920,4366,5806,5354,10167,8953,5325,8752,2973,3759,2094,19177,12449,180505,59893,64981,876,28871,5711,9825,8295
557,5287,1163,1218,4275,1850,2126,4683,2901,2789,2468,233,1290,1867,1452,584,9113,7023,1988,1042,4780,4461,5810,5242,10308,8910,5311,8816,2914,3736,2129,19185,12449,180635,60047,65137,881,28961,5730,9825,8295
558,5009,1177,1233,4317,1965,2085,4719,2882,2907,2476,236,1223,1795,1422,589,9089,7156,1965,1054,4919,4361,5769,5210,10339,8841,5262,8783,2923,3783,2126,19181,12449,180507,60254,65283,889,29042,5747,9825,8295
559,5853,1217,1219,4519,2300,2199,4713,2993,3534,2821,231,1432,1869,1480,547,9143,7192,1998,1029,4918,4291,5841,5356,10368,8972,5273,8704,3109,3776,2179,19182,12449,180650,60401,65447,892,29117,5764,9825,8295
560,5960,1173,1208,4524,2226,2212,4726,3106,3068,2680,220,1346,1811,1519,529,9114,7295,2060,1066,4983,4228,5895,5429,10483,9005,5162,8752,3098,3790,2241,19190,12449,180503,60618,65610,895,29187,5784,9825,8295
561,5451,1128,1249,4545,2147,2194,4718,3126,3202,2695,220,1406,1816,1457,554,9080,7239,2010,1047,4881,4261,5970,5398,10528,9079,5242,8649,3134,3789,2321,19174,12449,180638,60742,65808,898,29256,5811,9825,8295
562,5617,1158,1240,4438,2162,2274,4800,3134,3028,2638,239,1279,1807,1449,542,8931,7236,2024,1026,4872,4331,5880,5388,10591,9094,5279,8670,3073,3788,2380,19192,12449,180524,60933,65963,903,29322,5825,9825,8295
563,5529,1112,1215,4500,2025,2128,4738,3082,3073,2700,246,1339,1730,1419,538,8924,7239,2034,1054,4872,4315,5894,5412,10532,9217,5198,8713,3060,3810,2379,19175,12449,180641,61083,66111,908,29406,5846,9825,8295
564,5509,1122,1297,4425,2117,2196,4814,3085,3018,2522,252,1333,1725,1385,544,9126,7388,1936,1040,4909,4237,5932,5422,10519,9153,5153,8487,3047,3843,2288,19188,12449,180530,61305,66270,908,29474,5865,9825,8295
565,5429,1126,1282,4393,2066,2101,4807,3048,3020,2631,249,1334,1748,1378,566,9065,7247,1946,1027,4891,4169,5936,5386,10595,9240,5062,8534,3055,3881,2289,19177,12449,180603,61483,66425,912,29549,5881,9825,8295
566,5414,1138,1197,4318,2066,2120,4800,3010,3056,2513,239,1332,1780,1390,556,8999,7289,2025,1036,4761,4225,5957,5341,10695,9257,5097,8470,3012,3915,2262,19184,12449,180551,61672,66578,915,29625,5903,9825,8295
567,5404,1147,1206,4337,1942,2208,4827,3019,2981,2486,220,1308,1787,1397,555,9038,7259,2020,1023,4709,4208,5913,5336,10614,9372,5105,8370,2962,3928,2301,19177,12449,180596,61837,66749,919,29688,5917,9825,8295
568,5301,1161,1229,4372,1943,2151,4937,2968,3064,2581,229,1249,1752,1423,548,9016,7246,1964,997,4771,4227,5929,5340,10576,9320,5055,8292,2936,3934,2249,19190,12449,180560,62037,66887,920,29729,5949,9825,8295
569,5367,1153,1179,4337,1966,2191,4958,2940,2920,2400,234,1266,1741,1435,548,9031,7325,1961,990,4764,4193,5848,5339,10607,9340,4983,8323,2951,3906,2274,19178,12449,180608,62189,67057,922,29808,5967,9825,8295
570,5191,1159,1195,4238,2051,2109,4891,2921,2905,2534,215,1284,1763,1438,550,8980,7327,1954,999,4701,4225,5822,5294,10652,9424,4999,8304,2937,3988,2251,19181,12449,180523,62386,67190,924,29872,5989,9825,8295
571,5205,1129,1219,4239,1969,2099,4911,2936,2809,2479,218,1254,1741,1428,560,8939,7269,1920,1016,4722,4209,5845,5329,10707,9461,4920,8320,2911,3923,2270,19183,12449,180622,62546,67357,924,29938,6006,9825,8295
572,5072,1130,1167,4263,1994,2162,4872,2941,2928,2522,217,1238,1703,1378,583,8779,7414,1972,1008,4670,4276,5805,5353,10699,9489,4936,8261,2808,3887,2246,19173,12449,180519,62720,67535,928,30032,6020,9825,8295
573,5241,1120,1181,4213,1890,2029,4876,2873,2904,2443,208,1295,1672,1371,571,8827,7421,1921,1004,4720,4179,5754,5225,10729,9443,4987,8242,2871,3910,2277,19188,12449,180640,62867,67691,931,30105,6048,9825,8295
574,5130,1144,1118,4253,1940,2103,4906,2957,2860,2370,211,1251,1711,1421,535,8690,7456,1953,988,4688,4175,5671,5288,10620,9572,4926,8289,2820,3933,2297,19180,12449,180517,63048,67830,939,30172,6072,9825,8295
575,5185,1138,1115,4155,1870,1993,4885,2895,2860,2468,217,1249,1694,1362,558,8757,7420,1920,979,4677,4215,5632,5239,10753,9455,4912,8162,2810,3936,2259,19184,12449,180633,63189,67998,942,30239,6096,9825,8295
576,5024,1111,1135,4217,1973,2082,4904,2879,2773,2355,236,1273,1710,1381,518,8669,7422,1903,980,4645,4121,5692,5224,10780,9413,4901,8140,2803,4014,2204,19180,12449,180510,63383,68162,947,30282,6122,9825,8295
577,5034,1115,1158,4216,1821,1999,4884,2843,2739,2331,239,1216,1735,1391,525,8667,7430,1893,1002,4610,4054,5731,5157,10770,9356,4961,8075,2776,4048,2268,19185,12449,180644,63507,68302,949,30351,6143,9825,8295
578,4964,1088,1161,4116,1898,2067,4871,2795,2839,2386,220,1236,1727,1368,525,8662,7539,1873,1018,4569,4091,5761,5104,10729,9378,4842,8055,2686,4010,2224,19189,12449,180492,63702,68473,952,30413,6159,9825,8295
579,5106,1089,1152,4056,1749,2046,4877,2812,2736,2297,222,1237,1720,1348,523,8594,7490,1888,1012,4512,4123,5659,5148,10732,9412,4776,8109,2686,3972,2257,19175,12449,180665,63829,68618,958,30469,6185,9825,8295
580,4831,1114,1174,3982,2016,1962,4898,2762,2821,2198,233,1181,1666,1380,498,8588,7527,1851,989,4612,4058,5667,5101,10721,9489,4835,8068,2730,4011,2138,19193,12449,180491,64032,68760,965,30543,6211,9825,8295
581,4926,1116,1125,3904,1674,2066,4860,2805,2670,2242,228,1246,1734,1384,518,8545,7446,1852,982,4508,4025,5665,5032,10870,9329,4838,7983,2704,4065,2247,19175,12449,180659,64156,68955,967,30616,6236,9825,8295
582,4896,1128,1087,3981,1964,1993,5032,2857,2916,2370,228,1214,1687,1348,530,8578,7395,1923,959,4502,4074,5609,5055,10635,9536,4790,7979,2710,4033,2204,19188,12449,180506,64369,69128,965,30667,6266,9825,8295
583,5325,1104,1094,4070,1907,1986,5050,2910,2963,2472,217,1255,1732,1349,517,8438,7351,1927,978,4501,4035,5492,5168,10521,9584,4807,7973,2729,4027,2190,19178,12449,180641,64513,69267,969,30726,6285,9825,8295
584,5290,1128,1112,4045,2113,2092,5109,2911,3100,2492,203,1319,1724,1308,546,8446,7443,1929,965,4491,4001,5573,5111,10536,9617,4758,7974,2776,4043,2180,19185,12449,180494,64711,69423,971,30768,6313,9825,8295
585,5323,1155,1147,4055,1866,2077,5033,3027,2863,2494,212,1222,1684,1289,533,8510,7456,1907,966,4576,3916,5610,5003,10685,9601,4730,7925,2725,3979,2255,19176,12449,180650,64848,69564,973,30831,6334,9825,8295
586,5043,1117,1086,4035,2018,1994,5031,3004,2928,2347,228,1166,1638,1310,512,8418,7513,1965,976,4629,3906,5573,5027,10659,9628,4764,7893,2836,4002,2239,19191,12449,180516,65029,69738,972,30922,6347,9825,8295
587,5251,1109,1135,4023,1864,1951,4960,2924,2813,2362,214,1195,1634,1317,494,8366,7417,1933,1004,4539,3940,5452,5054,10777,9580,4761,7849,2756,4067,2258,19174,12449,180658,65173,69892,974,30974,6356,9825,8295
588,4928,1119,1112,3970,2013,1948,5016,2927,2826,2359,227,1216,1634,1327,501,8305,7483,1925,997,4486,3950,5518,5030,10814,9513,4725,7822,2715,4051,2253,19195,12449,180510,65349,70048,976,31027,6385,9825,8295
589,5061,1151,1136,3980,1843,1953,4939,2879,2851,2311,229,1178,1683,1343,491,8322,7374,1883,971,4348,3954,5474,4995,10782,9653,4717,7751,2689,4062,2221,19183,12449,180652,65479,70199,983,31070,6410,9825,8295
590,4923,1147,1116,4053,1927,1945,4981,2906,2762,2250,222,1196,1662,1320,512,8280,7485,1865,946,4301,3991,5501,4944,10879,9523,4688,7707,2655,4020,2217,19180,12449,180501,65664,70357,988,31158,6428,9825,8295
591,5019,1129,1138,4012,1788,1911,4973,2852,2714,2241,223,1234,1577,1289,514,8233,7482,1843,948,4396,3976,5388,4954,10841,9529,4628,7681,2618,4043,2286,19179,12449,180636,65761,70505,993,31216,6450,9825,8295
592,4831,1145,1187,3994,1973,1926,4972,2812,2711,2281,216,1172,1642,1293,515,8171,7534,1801,910,4312,4028,5377,4936,10863,9517,4621,7592,2537,4044,2254,19187,12449,180516,65928,70649,996,31279,6478,9825,8295
593,4866,1139,1142,3972,1774,1946,5046,2864,2639,2304,204,1240,1615,1283,504,8073,7403,1830,907,4399,3972,5350,4945,10693,9647,4530,7606,2540,4026,2245,19179,12449,180620,66060,70791,1002,31345,6499,9825,8295
594,4846,1129,1123,3908,1843,1929,5088,2759,2679,2200,191,1216,1618,1306,494,8083,7444,1899,919,4359,3958,5388,4939,10729,9585,4575,7470,2542,4030,2187,19181,12449,180502,66224,70924,1008,31409,6516,9825,8295
595,4775,1088,1149,3938,1787,1831,4914,2805,2634,2194,186,1204,1578,1366,456,7978,7344,1857,926,4348,3981,5406,4950,10851,9581,4517,7510,2562,4056,2133,19174,12449,180664,66357,71091,1008,31456,6545,9825,8295
596,4774,1074,1121,3861,1804,1850,4981,2717,2596,2137,196,1174,1583,1337,505,7959,7526,1836,930,4392,3901,5342,5052,10816,9527,4489,7473,2566,4018,2080,19197,12449,180505,66549,71228,1012,31522,6570,9825,8295
597,4660,1077,1120,3926,1689,1852,5027,2725,2613,2203,201,1161,1557,1298,522,7997,7338,1815,911,4387,3904,5382,4949,10758,9630,4505,7311,2535,4030,2052,19183,12449,180642,66665,71370,1012,31596,6597,9825,8295
598,4651,1091,1129,3834,1769,1860,5115,2693,2650,2137,199,1144,1580,1315,514,7970,7428,1786,912,4310,3908,5263,4926,10621,9728,4398,7385,2582,3960,2022,19184,12449,180514,66828,71508,1013,31648,6625,9825,8295
599,4666,1005,1099,3752,1687,1957,5045,2733,2519,2208,221,1174,1580,1290,507,7953,7447,1813,920,4274,3859,5271,4874,10579,9736,4375,7397,2551,3950,2010,19185,12449,180612,66970,71677,1018,31699,6652,9825,8295
600,4620,1021,1115,3706,1814,1896,5089,2694,2559,2162,231,1112,1606,1303,496,8029,7500,1747,920,4272,3815,5203,4908,10753,9549,4367,7262,2567,3904,1998,19184,12449,180522,67125,71827,1018,31760,6676,9825,8295
601,4663,1005,1082,3707,1656,1830,5022,2660,2577,2198,213,1104,1582,1306,462,8012,7443,1725,898,4321,3750,5276,4844,10764,9494,4329,7297,2579,3976,2040,19183,12449,180634,67222,71985,1026,31834,6696,9825,8295
602,4654,995,1086,3731,1677,1903,4927,2634,2612,2091,191,1180,1558,1305,453,7852,7459,1702,925,4247,3795,5324,4783,10849,9480,4292,7274,2567,4004,2061,19182,12449,180506,67396,72127,1034,31891,6713,9825,8295
603,4674,1033,1055,3728,1677,1841,4978,2642,2555,2197,186,1112,1603,1293,467,7852,7398,1707,910,4110,3786,5233,4741,10722,9554,4309,7272,2562,4001,2009,19188,12449,180640,67503,72255,1038,31956,6738,9825,8295
604,4686,1020,1059,3694,1753,1858,4989,2638,2507,2149,204,1151,1535,1274,465,7794,7370,1715,899,4164,3822,5241,4693,10705,9661,4362,7185,2502,3998,1971,19173,12449,180487,67671,72368,1041,32025,6761,9825,8295
