rep,timestep,zone,mean_ps2,std_ps2
0,0,inner,0.40062337404207715,0.02869523628379498
0,0,mid,0.39685599595211274,0.01312737021955779
0,0,outer,0.39641694900775637,0.010900108653946736
0,1,inner,0.17479371133197305,0.04066609829918249
0,1,mid,0.3237246692224351,0.014163248010335378
0,1,outer,0.38931473871764305,0.011396240795558472
0,2,mid,0.2176792244239415,0.006746850011118674
0,2,outer,0.3723854601312081,0.014417506117961427
0,3,mid,0.2123531211109414,0.008037523725717888
0,3,outer,0.3590839335470906,0.013418736515384597
0,4,inner,0.15807324691951544,0.0032051847618201506
0,4,mid,0.20245864752066842,0.00810706163344194
0,4,outer,0.34921297457747247,0.019905418610779428
0,5,mid,0.2025416178725497,0.008266340772997158
0,5,outer,0.345912992764245,0.01937890685735683
0,6,mid,0.2099821053413778,0.00885058845434051
0,6,outer,0.33425076332720005,0.019650400697322514
0,7,mid,0.2119937393899996,0.009952984379892426
0,7,outer,0.31607359947105523,0.02351057139857027
0,8,inner,0.25908439706541286,0.062231725548787954
0,8,mid,0.22854878377273788,0.01180429811960878
0,8,outer,0.3493445998637263,0.02922011934213576
0,9,inner,0.25892677852657736,0.03532878020533359
0,9,mid,0.22610293956660096,0.013300748469918583
0,9,outer,0.33403967777024113,0.034694210448040566
0,10,inner,0.30072597232363224,0.046831687208956814
0,10,mid,0.22749647947312948,0.01334047574475896
0,10,outer,0.2876173715267537,0.04641969427805619
0,11,inner,0.3058250910511439,0.04960933864975338
0,11,mid,0.21953134458356424,0.014611993515359854
0,11,outer,0.2947287674105249,0.035764872703337634
0,12,inner,0.26962714857417486,0.0445901250567496
0,12,mid,0.22414961415106824,0.01426549925907984
0,12,outer,0.2899833279511962,0.04233082901786909
0,13,inner,0.29712146541597695,0.050419005642254704
0,13,mid,0.2242192427019391,0.014971800046814577
0,13,outer,0.2967382945244454,0.040906357787254016
0,14,inner,0.29712146541597695,0.04149034731236759
0,14,mid,0.2202109277782617,0.016415584938735506
0,14,outer,0.3247513387801351,0.045997976773550865
0,15,inner,0.35885680101841333,0.042029862353032625
0,15,mid,0.26801286918308637,0.024290650576127008
0,15,outer,0.3241652872340847,0.04054340611696693
0,16,inner,0.35885680101841333,0.04747183023328006
0,16,mid,0.25642295685504074,0.028168743357913587
0,16,outer,0.26853858683376836,0.05683039305223338
0,17,inner,0.35885680101841333,0.047252819855429534
0,17,mid,0.2508506236535745,0.02799097996512612
0,17,outer,0.2800478943308616,0.06631888385691373
0,18,mid,0.2661462058539137,0.025917162528555034
0,18,outer,0.2818729596322288,0.06314260259664586
0,19,mid,0.2718451584001858,0.024855680402572217
0,19,outer,0.2736937215061388,0.05807970884569476
0,20,mid,0.2718451584001858,0.03265871199563024
0,20,outer,0.26799231962203923,0.07479126166756035
0,21,inner,0.2475458416672487,0.04926632139366023
0,21,mid,0.27461887145981195,0.019736038980486294
0,21,outer,0.32025335516080466,0.07993912613151363
0,22,inner,0.2475458416672487,0.05318301839846928
0,22,mid,0.26924588462601456,0.02886782831074476
0,22,outer,0.2997024387935424,0.07347982499998187
0,23,inner,0.24518407371634887,0.061598218377694074
0,23,mid,0.28029788538233774,0.032762037434420285
0,23,outer,0.2650265262206533,0.09070034248977547
0,24,inner,0.2582364754490592,0.04226615186265719
0,24,mid,0.2678846319729702,0.034371214857472486
0,24,outer,0.31034997316444324,0.09748554435185476
0,25,inner,0.20176661217252478,0.04406329116780155
0,25,mid,0.3074710942719584,0.03168182234514856
0,25,outer,0.3108953570837801,0.07271323726773042
0,26,inner,0.20176661217252478,0.041865016538397276
0,26,mid,0.3074710942719584,0.029514100584832552
0,26,outer,0.28509026467546184,0.07821107910101928
0,27,inner,0.1989767472347389,0.043621441548460566
0,27,mid,0.3265538655197002,0.03714443747115787
0,27,outer,0.28509026467546184,0.061932395567101714
0,28,inner,0.1989767472347389,0.054854072245134965
0,28,mid,0.31508873605473847,0.03806102464795974
0,28,outer,0.31779482247263013,0.07637282747367903
0,29,inner,0.331691533595706,0.05986160255629123
0,29,mid,0.28145296722405033,0.031177791075371445
0,29,outer,0.2820463908687991,0.10984952164947556
0,30,inner,0.331691533595706,0.06937052801395538
0,30,mid,0.2577186326072514,0.03923146668316175
0,30,outer,0.24629795926496814,0.12385387599101347
0,31,inner,0.366575836701886,0.07228051629003555
0,31,mid,0.28482313780375657,0.047798911667838506
0,31,outer,0.2722013417610233,0.11066099411071816
0,32,inner,0.366575836701886,0.07674347964272167
0,32,mid,0.31120968475321303,0.058822605758421034
0,32,outer,0.24558535148640498,0.09190678544955767
0,33,inner,0.366575836701886,0.07174402637767298
0,33,mid,0.31120968475321303,0.059456968590108565
0,33,outer,0.24558535148640498,0.09883095502241876
0,34,inner,0.33111335591035734,0.06929260151834198
0,34,mid,0.3282167815618507,0.061115865986971406
0,34,outer,0.2722013417610233,0.09109765090954172
0,35,inner,0.33111335591035734,0.07998854297725029
0,35,mid,0.3282167815618507,0.061077683224818595
0,35,outer,0.2722013417610233,0.07625703040340061
0,36,inner,0.2605296788283142,0.06815097218182521
0,36,mid,0.3128716097930062,0.07454492132431662
0,36,outer,0.2722013417610233,0.08100940598164875
0,37,inner,0.2605296788283142,0.06774726854507494
0,37,mid,0.3128716097930062,0.06821669928741136
0,37,outer,0.2722013417610233,0.11787459938930378
0,38,inner,0.2605296788283142,0.07068252996497558
0,38,mid,0.3128716097930062,0.07491804698665223
0,38,outer,0.3324674696018129,0.1470270172874889
0,39,inner,0.2603590365778071,0.06363646282092446
0,39,mid,0.25933802513463355,0.073420969302151
0,39,outer,0.4726219945754577,0.1438582708557545
0,40,inner,0.2603590365778071,0.06701660690305997
0,40,mid,0.25933802513463355,0.06426455847014788
0,40,outer,0.5772618077416249,0.1139692764168075
