rep,timestep,zone,mean_ps2,std_ps2
0,0,inner,0.4061892946843248,0.024660924454267347
0,0,mid,0.389588031118096,0.016660027176527648
0,0,outer,0.4112374386422323,0.011142023114597112
0,1,inner,0.05667331887928577,0.019355694540344845
0,1,mid,0.289672790382261,0.016870456203468616
0,1,outer,0.38816685927540984,0.014833220221803813
0,2,mid,0.11044101189403804,0.0047960219074971765
0,2,outer,0.36146133632233135,0.016812835619238575
0,3,mid,0.11410718010977952,0.00605949572660668
0,3,outer,0.33158948308789593,0.0191513099597709
0,4,mid,0.10604130188481842,0.007743417023455817
0,4,outer,0.32182845252479686,0.01809712010178255
0,5,mid,0.10841435441213751,0.009477364099332787
0,5,outer,0.3062855026590363,0.018629617054273462
0,6,mid,0.11079478043551316,0.00992023158861758
0,6,outer,0.3108004076923191,0.025790121023742153
0,7,mid,0.11343105536704069,0.009501052690952461
0,7,outer,0.333086013163807,0.03747541911522107
0,8,inner,0.048542947938685556,0.0559360136061145
0,8,mid,0.1307534779291349,0.009501563454122305
0,8,outer,0.34519342309968143,0.02856943627206541
0,9,inner,0.11962248038252561,0.052977551318411545
0,9,mid,0.12783243132504477,0.010743277837558844
0,9,outer,0.3638017144935499,0.023704392554818626
0,10,inner,0.12787877847042067,0.04373607082595774
0,10,mid,0.12155201568547917,0.010992184620583167
0,10,outer,0.3168544418295906,0.03806459339457284
0,11,inner,0.15541173810181858,0.0442482087409608
0,11,mid,0.11486850814091608,0.014988986272606962
0,11,outer,0.28125888182465175,0.039428928011767166
0,12,inner,0.153305088431805,0.04308001101922908
0,12,mid,0.1126221098495777,0.014766049740104517
0,12,outer,0.26062130651693416,0.05648179417096929
0,13,inner,0.18777658350242354,0.04008187599060014
0,13,mid,0.12083745089435907,0.01521721215306106
0,13,outer,0.2908245193883305,0.05044477973720397
0,14,inner,0.18777658350242354,0.043012967598961956
0,14,mid,0.12026023242640325,0.020150158200911216
0,14,outer,0.2436681084722882,0.0670318805511009
0,15,inner,0.3590396525456339,0.0592104009947563
0,15,mid,0.1872872126830211,0.026674448070236497
0,15,outer,0.26273721070798745,0.0861005932417025
0,16,inner,0.24777115803397856,0.05536174229718389
0,16,mid,0.19758666933849103,0.03522803614873326
0,16,outer,0.172516088837426,0.09742401124153395
0,17,inner,0.24090002446207331,0.05595740907435866
0,17,mid,0.19205281814068217,0.03553197281546765
0,17,outer,0.2233797831871425,0.08486163470640136
0,18,inner,0.24090002446207331,0.05786234012508845
0,18,mid,0.19906187270904613,0.03003415779522342
0,18,outer,0.28233844241255873,0.1215710913097119
0,19,inner,0.21586992017876053,0.052364311623599794
0,19,mid,0.20460389955853134,0.028322757078072563
0,19,outer,0.2906582803480719,0.11955621491013989
0,20,inner,0.198526373220136,0.04455843949793924
0,20,mid,0.21012953228065018,0.04316148980176784
0,20,outer,0.3037862457636718,0.06747494134815052
0,21,inner,0.198526373220136,0.05780838160539829
0,21,mid,0.2007191258423181,0.03949080077157831
0,21,outer,0.328190463435453,0.10005982166069353
0,22,inner,0.23124303482813702,0.05000372941411331
0,22,mid,0.18694755786426964,0.03864373664986029
0,22,outer,0.37012343933466657,0.10190387068527025
0,23,inner,0.1921210835161738,0.07128138355063143
0,23,mid,0.1651871689144476,0.036560944913324886
0,23,outer,0.4027519340346568,0.0786470851648007
0,24,inner,0.1921210835161738,0.07623400958332963
0,24,mid,0.1651871689144476,0.04728866364968914
0,24,outer,0.47000011436654937,0.11099797011557845
0,25,inner,0.18529234050114635,0.07570538656927751
0,25,mid,0.18074056585746553,0.04530636801836154
0,25,outer,0.47461576946614037,0.11656663634347811
0,26,inner,0.18335062621482753,0.07200212195680936
0,26,mid,0.18447273889404503,0.06466767549500191
0,26,outer,0.47461576946614037,0.13299152154593252
0,27,inner,0.15940442190817278,0.06499127619637318
