alpha,beta,kappa,rep,mid_ps2_dip,mid_ps2_trough,L2
1.5,1.5,11.833333333333334,0,0.26109666632865347,0.13563561371589242,0.0035613719652354105
1.5,1.5,11.833333333333334,1,0.24917219801632773,0.1738880098907633,0.00847817553960169
1.5,1.5,11.833333333333334,2,0.24901471462572491,0.1718607441947533,0.00823979576126846
1.5,1.5,11.833333333333334,3,0.24860341643496817,0.15519622461937752,0.0064764508946272056
1.5,1.5,11.833333333333334,4,0.23126837663878674,0.14972068426484647,0.008585677254340176
1.5,1.5,11.833333333333334,5,0.24698252842710053,0.14725897841823157,0.006022358397203997
1.5,1.5,11.833333333333334,6,0.25610447455026253,0.15729871673795767,0.00574280343108441
1.5,1.5,13.148148148148149,0,0.24754041768982915,0.1549931872299981,0.006598958934726206
1.5,1.5,13.148148148148149,1,0.2550254028772432,0.11992267964627557,0.0036565326335693967
1.5,1.5,13.148148148148149,2,0.24740001531882552,0.15781781050661722,0.006885586566873837
1.5,1.5,13.148148148148149,3,0.2399419346452311,0.1429921292625753,0.006714369961249619
1.5,1.5,13.148148148148149,4,0.24085906424858378,0.15396635858680552,0.007444960822901391
1.5,1.5,13.148148148148149,5,0.2534302090609201,0.15354338772508164,0.005713632755369877
1.5,1.5,13.148148148148149,6,0.24822146523487798,0.15036407713267858,0.006103831047649671
1.5,1.5,14.462962962962964,0,0.2502905302604073,0.1329738409131444,0.004697601052368426
1.5,1.5,14.462962962962964,1,0.2431260845820486,0.15316790098904232,0.0070450392798667265
1.5,1.5,14.462962962962964,2,0.20802519759078447,0.1700450517894712,0.015063381896060712
1.5,1.5,14.462962962962964,3,0.2386172262122752,0.14011735995653446,0.006726485448383546
1.5,1.5,14.462962962962964,4,0.24104580016835972,0.15208789423021493,0.007252086102100733
1.5,1.5,14.462962962962964,5,0.2722082568989136,0.143247657954797,0.0029614936099170595
1.5,1.5,14.462962962962964,6,0.2897740653429759,0.10583570573421851,0.0006213846028638835
1.5,1.5,15.777777777777779,0,0.2371075926594032,0.1498259802408414,0.007656345376598433
1.5,1.5,15.777777777777779,1,0.22860319315145267,0.1627293365766675,0.010265103035745468
1.5,1.5,15.777777777777779,2,0.25114304954410593,0.1699995468369299,0.007735047885381419
1.5,1.5,15.777777777777779,3,0.24125584511348291,0.16595136309557523,0.008608163983484154
1.5,1.5,15.777777777777779,4,0.2487800545111719,0.14792903546264086,0.005834581037106085
1.5,1.5,15.777777777777779,5,0.26039222392094896,0.1316517838607201,0.0034407547442935073
1.5,1.5,15.777777777777779,6,0.2301299880736607,0.1548058509452236,0.009216474893266678
1.5,1.5,17.09259259259259,0,0.24818111992213726,0.14884905843347435,0.005986141312816393
1.5,1.5,17.09259259259259,1,0.2570012807989354,0.14722375779188612,0.004767158369495648
1.5,1.5,17.09259259259259,2,0.24897360344715694,0.14019593401317074,0.0052668949441545465
1.5,1.5,17.09259259259259,3,0.2509885675730894,0.14523467334643056,0.005346653601440557
1.5,1.5,17.09259259259259,4,0.2664009743600383,0.1513234711050954,0.004104792473897539
1.5,1.5,17.09259259259259,5,0.2213702459355064,0.15103655704791588,0.010440223220555751
