Day,Al-Anbar sim,Al-Anbar data,Al-Anbar error,Babil sim,Babil data,Babil error,Baghdad sim,Baghdad data,Baghdad error,Al-Basrah sim,Al-Basrah data,Al-Basrah error,Thi Qar sim,Thi Qar data,Thi Qar error,Al-Qadisiyah sim,Al-Qadisiyah data,Al-Qadisiyah error,Diyala sim,Diyala data,Diyala error,Dohuk sim,Dohuk data,Dohuk error,Arbil sim,Arbil data,Arbil error,Halabja sim,Halabja data,Halabja error,Karbala sim,Karbala data,Karbala error,Kirkuk sim,Kirkuk data,Kirkuk error,Misan sim,Misan data,Misan error,Al-Muthanna sim,Al-Muthanna data,Al-Muthanna error,Al-Najaf sim,Al-Najaf data,Al-Najaf error,Nineveh sim,Nineveh data,Nineveh error,Salah Al-Din sim,Salah Al-Din data,Salah Al-Din error,Al-Sulaimaniyah sim,Al-Sulaimaniyah data,Al-Sulaimaniyah error,Wasit sim,Wasit data,Wasit error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
97,1800,59170,0.969579178638,459,2751,0.833151581243,325,27711,0.98827180542,77,525,0.853333333333,1104,401,1.75311720698,15351,974,14.7607802875,423,6103,0.930689824676,75082,20264,2.70519147256,2132,13428,0.841227286268,4826,0,0.0,44762,3466,11.9145989613,194,18424,0.989470256188,380,335,0.134328358209,664,173,2.83815028902,49899,3780,12.2007936508,0,8545,1.0,1717,10040,0.828984063745,106601,10576,9.07951966717,30153,1518,18.8636363636,426905.0,188184,335949,0,335949,0
98,2015,59236,0.965983523533,506,2777,0.817788980915,331,27900,0.988136200717,78,530,0.852830188679,1113,405,1.74814814815,15349,984,14.5985772358,442,6165,0.928304947283,75172,20468,2.67265976158,2410,13532,0.821903635826,4829,0,0.0,44720,3496,11.7917620137,217,18586,0.988324545357,386,339,0.138643067847,673,174,2.86781609195,49866,3817,12.0641865339,0,8630,1.0,1942,10086,0.807455879437,106496,10644,9.00526118001,30131,1533,18.6549249837,426376.0,189302,336676,0,336676,0
99,2260,59303,0.961890629479,549,2803,0.804138423118,330,28088,0.988251210481,77,535,0.856074766355,1126,408,1.75980392157,15347,993,14.4551863041,474,6226,0.923867651783,75269,20671,2.64128489188,2644,13637,0.8061157146,4835,0,0.0,44688,3525,11.6774468085,240,18749,0.987199317297,392,342,0.146198830409,678,176,2.85227272727,49836,3855,11.9276264591,0,8715,1.0,2165,10133,0.786341655976,106394,10711,8.93315283354,30099,1548,18.4437984496,425885.0,190418,337403,0,337403,0
100,2489,59370,0.958076469597,598,2829,0.788617886179,331,28276,0.988293959542,77,540,0.857407407407,1141,412,1.76941747573,15350,1003,14.3040877368,506,6288,0.919529262087,75347,20875,2.60943712575,2946,13741,0.785605123353,4834,0,0.0,44640,3555,11.5569620253,261,18911,0.986198508804,396,345,0.147826086957,688,178,2.86516853933,49802,3892,11.795991778,0,8799,1.0,2364,10179,0.767757147067,106299,10778,8.86259046205,30061,1564,18.2205882353,425317.0,191535,338130,0,338130,0
101,2689,59437,0.954758820263,647,2855,0.773380035026,334,28465,0.988266291937,79,544,0.854779411765,1148,416,1.75961538462,15357,1012,14.1749011858,535,6350,0.915748031496,75421,21079,2.57801603492,3257,13845,0.764752618274,4835,0,0.0,44597,3584,11.443359375,288,19074,0.984900912237,399,349,0.143266475645,693,180,2.85,49772,3930,11.6646310433,0,8884,1.0,2571,10226,0.748582045766,106201,10845,8.79262332872,30033,1579,18.0202659911,424762.0,192654,338856,0,338856,0
102,2905,59503,0.951178932155,688,2880,0.761111111111,333,28653,0.988378180295,79,549,0.856102003643,1156,420,1.75238095238,15355,1022,14.0244618395,565,6411,0.911870223054,75492,21282,2.54722300536,3559,13949,0.744856262098,4832,0,0.0,44559,3614,11.3295517432,307,19236,0.984040341027,409,352,0.161931818182,703,182,2.86263736264,49741,3967,11.5386942274,0,8969,1.0,2782,10272,0.729166666667,106106,10912,8.72379032258,30012,1594,17.8281053952,424224.0,193767,339583,0,339583,0
103,3103,59570,0.947910021823,741,2906,0.745010323469,334,28842,0.988419665765,79,554,0.857400722022,1168,424,1.75471698113,15351,1032,13.875,605,6473,0.906534837015,75572,21486,2.51726705762,3861,14053,0.72525439408,4830,0,0.0,44520,3643,11.2206972276,325,19399,0.983246559101,410,356,0.151685393258,712,183,2.89071038251,49700,4005,11.4094881398,0,9054,1.0,3012,10318,0.708082961814,105994,10979,8.65424902086,29993,1610,17.6291925466,423641.0,194887,340310,0,340310,0
104,3317,59637,0.944380166675,795,2932,0.728854024557,337,29030,0.988391319325,79,559,0.858676207513,1180,428,1.75700934579,15352,1041,13.7473583093,625,6535,0.904361132364,75666,21689,2.48868089815,4150,14157,0.706858797768,4832,0,0.0,44489,3673,11.1124421454,353,19561,0.981953887838,412,359,0.147632311978,721,185,2.8972972973,49658,4042,11.2855022266,0,9139,1.0,3207,10365,0.690593342981,105899,11046,8.58709034945,29965,1625,17.44,423138.0,196003,341037,0,341037,0
105,3546,59703,0.940605999699,831,2958,0.71906693712,340,29219,0.988363735925,81,564,0.856382978723,1190,432,1.75462962963,15349,1051,13.6041864891,659,6596,0.900090964221,75747,21893,2.45987301877,4437,14261,0.688871748124,4833,0,0.0,44463,3703,11.0072913854,379,19724,0.980784830663,415,362,0.146408839779,728,187,2.89304812834,49620,4080,11.1617647059,0,9224,1.0,3413,10411,0.672173662472,105795,11113,8.51993161163,29938,1640,17.2548780488,422591.0,197121,341764,0,341764,0
106,3797,59770,0.936473147064,871,2984,0.708109919571,346,29407,0.988234093923,81,569,0.857644991213,1201,435,1.76091954023,15349,1061,13.4665409991,692,6658,0.89606488435,75826,22096,2.43166183925,4713,14366,0.671933732424,4835,0,0.0,44427,3732,10.904340836,406,19886,0.979583626672,421,366,0.150273224044,732,189,2.87301587302,49583,4118,11.0405536668,0,9309,1.0,3606,10458,0.655192197361,105688,11181,8.45246400143,29916,1656,17.0652173913,422039.0,198241,342490,0,342490,0
107,4025,59837,0.932733927169,914,3010,0.69634551495,347,29596,0.988275442627,84,574,0.853658536585,1207,439,1.74943052392,15341,1070,13.3373831776,719,6720,0.893005952381,75910,22300,2.40403587444,4998,14470,0.654595715273,4834,0,0.0,44401,3762,10.8024986709,422,20049,0.978951568657,425,369,0.151761517615,741,190,2.9,49551,4155,10.925631769,0,9394,1.0,3794,10504,0.638804265042,105607,11248,8.38895803698,29897,1671,16.8916816278,421561.0,199358,343217,0,343217,0
108,4242,59904,0.929186698718,946,3036,0.688405797101,352,29784,0.988181573999,85,579,0.853195164076,1216,443,1.74492099323,15345,1080,13.2083333333,739,6781,0.891019023743,75993,22503,2.37701639781,5305,14574,0.635995608618,4837,0,0.0,44364,3791,10.7024531786,450,20211,0.977734896838,432,373,0.1581769437,747,192,2.890625,49519,4193,10.8099212974,0,9479,1.0,3980,10550,0.622748815166,105519,11315,8.32558550597,29873,1686,16.7182680902,421068.0,200474,343944,0,343944,0
109,4461,59970,0.925612806403,985,3062,0.678314826911,355,29972,0.988155611904,87,584,0.85102739726,1228,447,1.74720357942,15337,1090,13.0706422018,766,6843,0.88806079205,76061,22707,2.34967190734,5621,14678,0.617045919063,4841,0,0.0,44325,3821,10.6003663962,471,20374,0.976882300972,437,376,0.162234042553,754,194,2.88659793814,49497,4230,10.7014184397,0,9563,1.0,4176,10597,0.60592620553,105422,11382,8.26216833597,29847,1702,16.5364277321,420521.0,201592,344671,0,344671,0
110,4667,60037,0.922264603495,1026,3088,0.66774611399,359,30161,0.988097211631,88,589,0.850594227504,1238,451,1.74501108647,15335,1099,12.9535941765,807,6905,0.883128167994,76166,22911,2.32442931343,5900,14782,0.600865918008,4840,0,0.0,44289,3850,10.5036363636,492,20536,0.976042072458,439,379,0.158311345646,755,196,2.85204081633,49477,4268,10.5925492034,0,9648,1.0,4383,10643,0.588180024429,105319,11449,8.1989693423,29818,1717,16.3663366337,420023.0,202709,345398,0,345398,0
111,4912,60104,0.918274990017,1071,3114,0.656069364162,364,30349,0.988006194603,88,593,0.851602023609,1253,455,1.75384615385,15330,1109,12.823264202,841,6966,0.879270743612,76233,23114,2.29813100286,6169,14886,0.585583769985,4846,0,0.0,44260,3880,10.4072164948,516,20699,0.975071259481,442,383,0.154046997389,764,198,2.85858585859,49437,4305,10.4836236934,0,9733,1.0,4588,10689,0.570773692581,105219,11516,8.13676623828,29791,1732,16.2003464203,419467.0,203825,346124,0,346124,0
112,5138,60171,0.914610028087,1109,3140,0.646815286624,370,30538,0.987883947868,88,598,0.852842809365,1263,459,1.75163398693,15338,1118,12.7191413238,877,7028,0.875213431986,76299,23318,2.27210738485,6468,14990,0.568512341561,4849,0,0.0,44224,3909,10.3133793809,536,20861,0.974306121471,443,386,0.147668393782,774,199,2.88944723618,49410,4343,10.3769283905,0,9818,1.0,4793,10736,0.553558122206,105111,11583,8.07459207459,29761,1748,16.0257437071,418910.0,204943,346851,0,346851,0
113,5346,60237,0.911250560287,1157,3166,0.634554643083,375,30726,0.98779535247,89,603,0.852404643449,1270,462,1.74891774892,15336,1128,12.5957446809,907,7090,0.872073342736,76417,23521,2.24888397602,6723,15094,0.554591228303,4852,0,0.0,44194,3939,10.219598883,558,21023,0.973457641631,446,390,0.14358974359,784,201,2.90049751244,49377,4380,10.2732876712,0,9903,1.0,5006,10782,0.535707660916,105005,11650,8.01330472103,29736,1763,15.866704481,418446.0,206058,347578,0,347578,0
114,5571,60304,0.907618068453,1208,3192,0.621553884712,384,30915,0.987578845221,90,608,0.851973684211,1285,466,1.75751072961,15336,1138,12.4762741652,942,7152,0.868288590604,76507,23725,2.22474183351,6988,15199,0.54023291006,4857,0,0.0,44157,3968,10.1282762097,581,21186,0.972576229586,453,393,0.152671755725,791,203,2.89655172414,49332,4418,10.1661385242,0,9988,1.0,5208,10829,0.519069166128,104909,11717,7.95357173338,29706,1778,15.7075365579,417928.0,207179,348305,0,348305,0
115,5770,60371,0.904424309685,1252,3218,0.6109384711,389,31103,0.987493167862,90,613,0.853181076672,1292,470,1.74893617021,15350,1147,12.3827375763,973,7213,0.86510467212,76577,23928,2.20030926112,7269,15303,0.524995099,4861,0,0.0,44120,3998,10.0355177589,610,21348,0.971425894697,459,396,0.159090909091,795,205,2.87804878049,49311,4455,10.0686868687,0,10073,1.0,5431,10875,0.500597701149,104806,11785,7.89316928299,29677,1793,15.5515895148,417404.0,208294,349032,0,349032,0
116,5980,60438,0.901055627254,1294,3244,0.60110974106,393,31291,0.987440478093,92,618,0.851132686084,1304,474,1.75105485232,15345,1157,12.2627484875,1002,7275,0.862268041237,76663,24132,2.17681916128,7562,15407,0.509184137081,4865,0,0.0,44087,4028,9.94513406157,636,21511,0.970433731579,463,400,0.1575,803,206,2.89805825243,49273,4493,9.96661473403,0,10158,1.0,5641,10921,0.483472209505,104697,11852,7.83369895376,29658,1809,15.3946932007,416870.0,209414,349758,0,349758,0
117,6189,60504,0.897709242364,1337,3270,0.591131498471,399,31480,0.987325285896,93,623,0.850722311396,1318,478,1.75732217573,15348,1167,12.1516709512,1022,7337,0.860706010631,76729,24335,2.15303061434,7877,15511,0.492166849333,4865,0,0.0,44053,4057,9.85851614493,665,21673,0.969316661284,465,403,0.153846153846,808,208,2.88461538462,49231,4531,9.86537188259,0,10243,1.0,5855,10968,0.46617432531,104599,11919,7.77582011914,29632,1824,15.2456140351,416298.0,210531,350485,0,350485,0
118,6416,60571,0.894074722227,1369,3296,0.584648058252,403,31668,0.987274220033,94,628,0.850318471338,1333,482,1.76556016598,15348,1176,12.0510204082,1057,7398,0.857123546905,76805,24539,2.12991564448,8165,15615,0.477105347422,4875,0,0.0,44025,4087,9.77195987277,692,21836,0.968309214142,468,407,0.149877149877,815,210,2.88095238095,49190,4568,9.76838879159,0,10327,1.0,6072,11014,0.448701652442,104480,11986,7.71683630903,29605,1839,15.098423056,415735.0,211647,351212,0,351212,0
119,6639,60638,0.890514199017,1411,3321,0.575127973502,407,31857,0.987224157956,94,633,0.851500789889,1347,486,1.77160493827,15345,1186,11.9384485666,1084,7460,0.854691689008,76898,24743,2.10786889221,8426,15719,0.463960811756,4874,0,0.0,43997,4116,9.68926141885,721,21998,0.967224293118,470,410,0.146341463415,826,212,2.89622641509,49155,4606,9.67194963092,0,10412,1.0,6273,11061,0.432872253865,104392,12053,7.66108022899,29580,1855,14.9460916442,415261.0,212766,351939,0,351939,0
120,6848,60704,0.887190300474,1440,3347,0.569763967732,412,32045,0.987143080044,94,638,0.852664576803,1354,489,1.76891615542,15343,1196,11.8285953177,1107,7522,0.852831693698,76982,24946,2.08594564259,8708,15823,0.449661884598,4880,0,0.0,43962,4146,9.60347322721,741,22161,0.966562880736,481,413,0.164648910412,830,214,2.8785046729,49141,4643,9.58388972647,0,10497,1.0,6486,11107,0.416043936256,104302,12120,7.60577557756,29555,1870,14.8048128342,414801.0,213881,352666,0,352666,0
121,7103,60771,0.88311859275,1473,3373,0.563296768455,420,32234,0.986970279829,95,642,0.852024922118,1365,493,1.76876267748,15335,1205,11.7261410788,1142,7583,0.849399973625,77039,25150,2.06318091451,8983,15927,0.435989200728,4882,0,0.0,43929,4175,9.52191616766,757,22323,0.966088787349,486,417,0.165467625899,832,215,2.86976744186,49119,4681,9.49327066866,0,10582,1.0,6684,11153,0.4006993634,104218,12187,7.55157134652,29531,1885,14.6663129973,414259.0,214996,353393,0,353393,0
122,428,60838,0.992964923239,546,3399,0.839364518976,2089,32422,0.935568441182,96,647,0.851622874807,1381,497,1.77867203219,15803,1215,12.0065843621,466,7645,0.939045127534,76979,25353,2.03628761882,10680,16032,0.333832335329,5002,0,0.0,45330,4205,9.78002378121,72,22486,0.996798007649,489,420,0.164285714286,842,217,2.8801843318,50698,4718,9.74565493853,5069,10667,0.524796100122,458,11200,0.959107142857,106616,12254,7.70050595724,30465,1901,15.0257759074,428257.0,216116,353509,0,353509,0
123,239,60905,0.996075855841,294,3425,0.914160583942,367,32611,0.988746128607,99,652,0.848159509202,1387,501,1.76846307385,15997,1224,12.0694444444,277,7707,0.964058647982,76904,25557,2.009116876,10995,16136,0.318604362915,5071,0,0.0,45619,4234,9.7744449693,16,22648,0.999293535853,493,424,0.162735849057,852,219,2.8904109589,51040,4756,9.73170731707,5858,10752,0.455171130952,227,11246,0.979815045349,107060,12321,7.68922977031,30831,1916,15.0913361169,431812.0,217234,353626,0,353626,0
124,70,60971,0.998851913205,83,3451,0.97594900029,155,32799,0.995274246166,99,657,0.849315068493,1408,505,1.78811881188,16061,1234,12.0153970827,86,7768,0.988928939238,76841,25760,1.98295807453,11136,16240,0.314285714286,5100,0,0.0,45734,4264,9.7256097561,7,22811,0.999693130507,502,427,0.175644028103,855,221,2.86877828054,51168,4793,9.67556853745,6184,10837,0.429362369659,82,11293,0.992738864783,107205,12389,7.65324077811,30967,1931,15.0367685137,433242.0,218351,353743,0,353743,0
125,41,61038,0.999328287296,41,3477,0.988208225482,65,32987,0.998029526783,101,662,0.847432024169,1417,509,1.78388998035,16107,1244,11.9477491961,20,7830,0.997445721584,76762,25964,1.95647820059,11255,16344,0.311368086148,5115,0,0.0,45740,4294,9.65207265952,4,22973,0.999825882558,505,430,0.174418604651,864,223,2.87443946188,51197,4831,9.59759884082,6359,10922,0.417780626259,34,11339,0.99700149925,107216,12456,7.60757867694,31017,1947,14.9306625578,433694.0,219470,353860,0,353860,0
126,16,61105,0.999738155634,34,3503,0.990294033685,44,33176,0.998673740053,100,667,0.850074962519,1430,513,1.78752436647,16120,1253,11.8651237031,19,7892,0.997592498733,76682,26167,1.93048496198,11361,16448,0.309277723735,5125,0,0.0,45727,4323,9.57760814249,1,23136,0.999956777317,512,434,0.179723502304,877,224,2.91517857143,51204,4868,9.51848808546,6486,11007,0.410738620878,17,11385,0.998506807202,107188,12523,7.55929090474,31034,1962,14.8175331295,433873.0,220586,353977,0,353977,0
127,15,61172,0.999754789773,25,3529,0.992915840181,29,33364,0.999130799664,101,672,0.849702380952,1443,516,1.79651162791,16135,1263,11.775138559,9,7953,0.998868351565,76605,26371,1.90489552918,11468,16552,0.307153214113,5133,0,0.0,45725,4353,9.50424994257,1,23298,0.999957077861,519,437,0.187643020595,885,226,2.91592920354,51205,4906,9.43721973094,6592,11091,0.405644216031,16,11432,0.998600419874,107151,12590,7.51080222399,31037,1977,14.6990389479,434006.0,221702,354094,0,354094,0
128,15,61238,0.999755054051,19,3555,0.994655414909,18,33553,0.999463535302,105,677,0.844903988183,1456,520,1.8,16160,1273,11.6944226237,22,8015,0.9972551466,76543,26575,1.88026340546,11553,16656,0.306376080692,5140,0,0.0,45719,4382,9.43336376084,2,23461,0.999914752142,523,441,0.185941043084,893,228,2.91666666667,51192,4944,9.35436893204,6681,11176,0.402201145311,14,11478,0.998780275309,107118,12657,7.46314292486,31038,1993,14.5735072755,434149.0,222822,354211,0,354211,0
129,14,61305,0.999771633635,13,3581,0.996369729126,15,33741,0.999555437005,105,682,0.846041055718,1475,524,1.81488549618,16173,1282,11.6154446178,23,8077,0.997152408072,76471,26778,1.85573978639,11664,16761,0.304098800788,5145,0,0.0,45697,4412,9.35743427017,1,23623,0.999957668374,529,444,0.191441441441,902,230,2.92173913043,51197,4981,9.27845814094,6761,11261,0.399609270935,14,11525,0.998785249458,107092,12724,7.4165356806,31037,2008,14.4566733068,434281.0,223939,354328,0,354328,0
130,7,61372,0.999885941472,19,3607,0.994732464652,34,33930,0.998997936929,107,687,0.844250363901,1493,528,1.82765151515,16192,1292,11.5325077399,13,8139,0.998402752181,76400,26982,1.83151730783,11771,16865,0.302045656685,5162,0,0.0,45686,4441,9.28732267507,3,23785,0.999873870086,533,447,0.192393736018,908,231,2.93073593074,51199,5019,9.20103606296,6834,11346,0.397673188789,16,11571,0.998617232737,107036,12791,7.36807130013,31032,2023,14.3395946614,434385.0,225056,354445,0,354445,0
131,9,61439,0.999853513241,22,3633,0.993944398569,24,34118,0.999296559001,108,691,0.843704775687,1504,532,1.82706766917,16211,1301,11.4604150653,14,8200,0.998292682927,76343,27185,1.80827662314,11867,16969,0.300665920207,5164,0,0.0,45677,4471,9.2162827108,4,23948,0.999832971438,538,451,0.192904656319,916,233,2.9313304721,51204,5056,9.12737341772,6925,11431,0.394191234363,16,11617,0.9986227081,106992,12858,7.32104526365,31024,2038,14.222767419,434505.0,226171,354562,0,354562,0
132,19,61505,0.999691082026,19,3659,0.994807324406,30,34306,0.999125517402,108,696,0.844827586207,1519,536,1.83395522388,16223,1311,11.3745232647,10,8262,0.998789639313,76267,27389,1.78458505239,11975,17073,0.298600128858,5181,0,0.0,45667,4500,9.14822222222,1,24110,0.999958523434,539,454,0.187224669604,928,235,2.94893617021,51193,5094,9.04966627405,7030,11516,0.389544980896,14,11664,0.998799725652,106929,12925,7.27303675048,31027,2054,14.105647517,434560.0,227289,354679,0,354679,0
133,12,61572,0.999805106217,12,3685,0.996743554953,21,34495,0.999391216118,109,701,0.844507845934,1529,540,1.83148148148,16239,1321,11.2929598789,11,8324,0.998678519942,76190,27592,1.7613076254,12074,17177,0.297083309076,5194,0,0.0,45647,4530,9.0766004415,4,24273,0.999835207844,546,458,0.192139737991,935,237,2.94514767932,51207,5131,8.97992594036,7139,11601,0.384622015344,16,11710,0.998633646456,106883,12993,7.22619872239,31028,2069,13.9966167231,434667.0,228409,354796,0,354796,0
