time,agent_ref_id,system2_active,cognitive_pressure,connections,conflict_level,movechance,evacuation_timing,destination_chosen,route_length,location,timesteps_since_departure
0,4411496352,False,0.0,1,0.0,1.0,-1,,0,Origin,0
0,4411497056,False,0.0,1,0.0,1.0,-1,,0,Origin,0
0,4411497760,False,0.0,1,0.0,1.0,-1,,0,Origin,0
0,4411498464,False,0.0,1,0.0,1.0,-1,,0,Origin,0
0,4411499168,False,0.0,1,0.0,1.0,-1,,0,Origin,0
0,4411499872,False,0.0,1,0.0,1.0,-1,,0,Origin,0
0,4411500576,False,0.0,1,0.0,1.0,-1,,0,Origin,0
0,4411501280,False,0.0,1,0.0,1.0,-1,,0,Origin,0
0,4411501984,False,0.0,1,0.0,1.0,-1,,0,Origin,0
0,4411502688,False,0.0,1,0.0,1.0,-1,,0,Origin,0
0,4411503392,False,0.0,8,0.0,1.0,-1,,0,Origin,0
0,4411504096,False,0.0,8,0.0,1.0,-1,,0,Origin,0
0,4411504800,False,0.0,8,0.0,1.0,-1,,0,Origin,0
0,4411505504,False,0.0,8,0.0,1.0,-1,,0,Origin,0
0,4411506208,False,0.0,8,0.0,1.0,-1,,0,Origin,0
0,4411572640,False,0.0,8,0.0,1.0,-1,,0,Origin,0
0,4411573344,False,0.0,8,0.0,1.0,-1,,0,Origin,0
0,4411574048,False,0.0,8,0.0,1.0,-1,,0,Origin,0
0,4411574752,False,0.0,8,0.0,1.0,-1,,0,Origin,0
0,4411575456,False,0.0,8,0.0,1.0,-1,,0,Origin,0
1,4411496352,False,0.15000000000000002,1,0.05,1.0,-1,,0,Origin,0
1,4411497056,False,0.15000000000000002,1,0.05,1.0,-1,,0,Origin,0
1,4411497760,False,0.15000000000000002,1,0.05,1.0,-1,,0,Origin,0
1,4411498464,False,0.15000000000000002,1,0.05,1.0,-1,,0,Origin,0
1,4411499168,False,0.15000000000000002,1,0.05,1.0,-1,,0,Origin,0
1,4411499872,False,0.15000000000000002,1,0.05,1.0,-1,,0,Origin,0
1,4411500576,False,0.15000000000000002,1,0.05,1.0,-1,,0,Origin,0
1,4411501280,False,0.15000000000000002,1,0.05,1.0,-1,,0,Origin,0
1,4411501984,False,0.15000000000000002,1,0.05,1.0,-1,,0,Origin,0
1,4411502688,False,0.15000000000000002,1,0.05,1.0,-1,,0,Origin,0
1,4411503392,True,1.2000000000000002,8,0.05,1.0,-1,,0,Origin,0
1,4411504096,True,1.2000000000000002,8,0.05,1.0,-1,,0,Origin,0
1,4411504800,True,1.2000000000000002,8,0.05,1.0,-1,,0,Origin,0
1,4411505504,True,1.2000000000000002,8,0.05,1.0,-1,,0,Origin,0
1,4411506208,True,1.2000000000000002,8,0.05,1.0,-1,,0,Origin,0
1,4411572640,True,1.2000000000000002,8,0.05,1.0,-1,,0,Origin,0
1,4411573344,True,1.2000000000000002,8,0.05,1.0,-1,,0,Origin,0
1,4411574048,True,1.2000000000000002,8,0.05,1.0,-1,,0,Origin,0
1,4411574752,True,1.2000000000000002,8,0.05,1.0,-1,,0,Origin,0
1,4411575456,True,1.2000000000000002,8,0.05,1.0,-1,,0,Origin,0
2,4411496352,False,0.15000000000000002,1,0.1,1.0,-1,,0,Origin,0
2,4411497056,False,0.15000000000000002,1,0.1,1.0,-1,,0,Origin,0
2,4411497760,False,0.15000000000000002,1,0.1,1.0,-1,,0,Origin,0
2,4411498464,False,0.15000000000000002,1,0.1,1.0,-1,,0,Origin,0
2,4411499168,False,0.15000000000000002,1,0.1,1.0,-1,,0,Origin,0
2,4411499872,False,0.15000000000000002,1,0.1,1.0,-1,,0,Origin,0
2,4411500576,False,0.15000000000000002,1,0.1,1.0,-1,,0,Origin,0
2,4411501280,False,0.15000000000000002,1,0.1,1.0,-1,,0,Origin,0
2,4411501984,False,0.15000000000000002,1,0.1,1.0,-1,,0,Origin,0
2,4411502688,False,0.15000000000000002,1,0.1,1.0,-1,,0,Origin,0
2,4411503392,True,1.2000000000000002,8,0.1,1.0,-1,,0,Origin,0
2,4411504096,True,1.2000000000000002,8,0.1,1.0,-1,,0,Origin,0
2,4411504800,True,1.2000000000000002,8,0.1,1.0,-1,,0,Origin,0
2,4411505504,True,1.2000000000000002,8,0.1,1.0,-1,,0,Origin,0
2,4411506208,True,1.2000000000000002,8,0.1,1.0,-1,,0,Origin,0
2,4411572640,True,1.2000000000000002,8,0.1,1.0,-1,,0,Origin,0
2,4411573344,True,1.2000000000000002,8,0.1,1.0,-1,,0,Origin,0
2,4411574048,True,1.2000000000000002,8,0.1,1.0,-1,,0,Origin,0
2,4411574752,True,1.2000000000000002,8,0.1,1.0,-1,,0,Origin,0
2,4411575456,True,1.2000000000000002,8,0.1,1.0,-1,,0,Origin,0
3,4411496352,False,0.15000000000000002,1,0.15000000000000002,1.0,-1,,0,Origin,0
3,4411497056,False,0.15000000000000002,1,0.15000000000000002,1.0,-1,,0,Origin,0
3,4411497760,False,0.15000000000000002,1,0.15000000000000002,1.0,-1,,0,Origin,0
3,4411498464,False,0.15000000000000002,1,0.15000000000000002,1.0,-1,,0,Origin,0
3,4411499168,False,0.15000000000000002,1,0.15000000000000002,1.0,-1,,0,Origin,0
3,4411499872,False,0.15000000000000002,1,0.15000000000000002,1.0,-1,,0,Origin,0
3,4411500576,False,0.15000000000000002,1,0.15000000000000002,1.0,-1,,0,Origin,0
3,4411501280,False,0.15000000000000002,1,0.15000000000000002,1.0,-1,,0,Origin,0
3,4411501984,False,0.15000000000000002,1,0.15000000000000002,1.0,-1,,0,Origin,0
3,4411502688,False,0.15000000000000002,1,0.15000000000000002,1.0,-1,,0,Origin,0
3,4411503392,True,1.2000000000000002,8,0.15000000000000002,1.0,-1,,0,Origin,0
3,4411504096,True,1.2000000000000002,8,0.15000000000000002,1.0,-1,,0,Origin,0
3,4411504800,True,1.2000000000000002,8,0.15000000000000002,1.0,-1,,0,Origin,0
3,4411505504,True,1.2000000000000002,8,0.15000000000000002,1.0,-1,,0,Origin,0
3,4411506208,True,1.2000000000000002,8,0.15000000000000002,1.0,-1,,0,Origin,0
3,4411572640,True,1.2000000000000002,8,0.15000000000000002,1.0,-1,,0,Origin,0
3,4411573344,True,1.2000000000000002,8,0.15000000000000002,1.0,-1,,0,Origin,0
3,4411574048,True,1.2000000000000002,8,0.15000000000000002,1.0,-1,,0,Origin,0
3,4411574752,True,1.2000000000000002,8,0.15000000000000002,1.0,-1,,0,Origin,0
3,4411575456,True,1.2000000000000002,8,0.15000000000000002,1.0,-1,,0,Origin,0
4,4411496352,False,0.15000000000000002,1,0.2,1.0,-1,,0,Origin,0
4,4411497056,False,0.15000000000000002,1,0.2,1.0,-1,,0,Origin,0
4,4411497760,False,0.15000000000000002,1,0.2,1.0,-1,,0,Origin,0
4,4411498464,False,0.15000000000000002,1,0.2,1.0,-1,,0,Origin,0
