cmc,alpha_star,beta_star,kappa_star,L2_min,boundary_warning
0.2,1.6666666666666667,2.1666666666666665,13.75,0.00017797037236719684,NONE
0.225,1.6666666666666667,2.1666666666666665,12.5,0.00018467449665175264,NONE
0.25,1.6666666666666667,2.1666666666666665,15.0,0.00012419666618477857,NONE
0.275,1.6666666666666667,2.1666666666666665,13.75,0.00018300853555357948,NONE
0.3,1.6666666666666667,2.347222222222222,12.5,0.000207839652906621,NONE
