cmc,alpha,beta,kappa,rep,mid_ps2_dip,mid_ps2_trough,L2
0.2,1.25,1.8055555555555556,11.25,6,0.25020371193242413,0.11870546665860847,0.004228208742330059
0.2,1.25,1.8055555555555556,12.5,0,0.220965084008381,0.12438570814920215,0.00898550052481165
0.2,1.25,1.8055555555555556,12.5,1,0.23278760067036025,0.11520786357133368,0.006715453774326803
0.2,1.25,1.8055555555555556,12.5,2,0.24757549691977931,0.10319953915947126,0.004512534458496976
0.2,1.25,1.8055555555555556,12.5,3,0.26464368719203657,0.11404084188645172,0.0025110620137297045
0.2,1.25,1.8055555555555556,12.5,4,0.24176131293863273,0.1296846634882573,0.005718771899033963
0.2,1.25,1.8055555555555556,12.5,5,0.2362410593805919,0.1294893552742772,0.006544275466427596
0.2,1.25,1.8055555555555556,12.5,6,0.2865547503017385,0.09442058771155659,0.0009934962433745995
0.2,1.25,1.8055555555555556,13.75,0,0.2782460806349738,0.09367145113587758,0.0015493110796056106
0.2,1.25,1.8055555555555556,13.75,1,0.25437958888335566,0.11457969486211048,0.003645596827588595
0.2,1.25,1.8055555555555556,13.75,2,0.250408072432894,0.1135838134850004,0.004128786525332436
0.2,1.25,1.8055555555555556,13.75,3,0.24397296313765443,0.11907493570333495,0.005075567258008984
0.2,1.25,1.8055555555555556,13.75,4,0.26336435539544895,0.0962062012646111,0.00277853543520459
0.2,1.25,1.8055555555555556,13.75,5,0.2461925946093233,0.11368517677452099,0.00468785251261476
0.2,1.25,1.8055555555555556,13.75,6,0.25437897282005917,0.09848305407541255,0.003725144060751881
0.2,1.25,1.8055555555555556,15.0,0,0.23402166281069847,0.11089745694196623,0.0064803630996015296
0.2,1.25,1.8055555555555556,15.0,1,0.2509225491845082,0.1266588113909541,0.004353925871937572
0.2,1.25,1.8055555555555556,15.0,2,0.25382757860030236,0.11450605967047875,0.0037114594115973606
0.2,1.25,1.8055555555555556,15.0,3,0.24509585349724822,0.1133969800253583,0.004836268985118833
