Time, Lusenda
0 0 0.0 0.0
1 202 78.0 1.58974358974
2 412 156.0 1.64102564103
3 634 233.0 1.72103004292
4 893 312.0 1.86217948718
5 1152 390.0 1.95384615385
6 1450 467.0 2.10492505353
7 1733 546.0 2.17399267399
8 2059 624.0 2.29967948718
9 2393 702.0 2.40883190883
10 2745 780.0 2.51923076923
11 3112 858.0 2.62703962704
12 3502 935.0 2.74545454545
13 3881 1014.0 2.82741617357
14 4292 1092.0 2.9304029304
15 4739 1170.0 3.05042735043
16 5216 1248.0 3.17948717949
17 5716 1326.0 3.31070889894
18 6222 1404.0 3.43162393162
19 6700 1482.0 3.52091767881
20 7214 1560.0 3.62435897436
21 7737 1638.0 3.72344322344
22 8314 1716.0 3.84498834499
23 8861 1794.0 3.9392419175
24 9425 1871.0 4.03741314805
25 9847 1950.0 4.04974358974
26 10288 2028.0 4.07297830375
27 10697 2106.0 4.07929724596
28 11093 2184.0 4.07921245421
29 11484 2262.0 4.07692307692
30 11830 2340.0 4.05555555556
31 14076 2418.0 4.82133995037
32 14376 2496.0 4.75961538462
33 15061 2574.0 4.8512043512
34 15630 2652.0 4.89366515837
35 16158 2730.0 4.91868131868
36 16633 2808.0 4.92343304843
37 17105 2886.0 4.92688842689
38 17529 2964.0 4.91396761134
39 17943 3042.0 4.89842209073
40 18336 3120.0 4.87692307692
41 19017 3198.0 4.94652908068
42 19621 3276.0 4.98931623932
43 20320 3354.0 5.05843768634
44 21040 3432.0 5.13053613054
45 21495 3510.0 5.12393162393
46 21987 3588.0 5.1279264214
47 22448 3666.0 5.12329514457
48 22917 3743.0 5.12262890729
49 23313 3822.0 5.09968602826
50 23684 3900.0 5.07282051282
51 24049 3977.0 5.04702036711
52 24408 4056.0 5.01775147929
53 24765 4134.0 4.99056603774
54 26505 4212.0 5.29273504274
55 26859 4290.0 5.26083916084
56 27524 4368.0 5.30128205128
57 28073 4446.0 5.31421502474
58 28564 4524.0 5.31388152078
59 29028 4602.0 5.30769230769
60 30443 4680.0 5.50491452991
61 30862 4758.0 5.48633879781
62 31428 4836.0 5.49875930521
63 32261 4914.0 5.56512006512
64 33085 4992.0 5.62760416667
65 33962 5070.0 5.69861932939
66 34544 5148.0 5.71017871018
67 35232 5226.0 5.74167623421
68 35920 5304.0 5.77224736048
69 36634 5382.0 5.80676328502
70 37175 5460.0 5.80860805861
71 37734 5538.0 5.81365113759
72 38416 5616.0 5.84045584046
73 38988 5694.0 5.84720758693
74 39522 5772.0 5.84719334719
75 40087 5850.0 5.85247863248
76 40669 5928.0 5.8604925776
77 41220 6006.0 5.86313686314
78 41689 6084.0 5.85223537147
79 42153 6162.0 5.84079844206
80 42603 6240.0 5.82740384615
