#time,susceptible,exposed,infectious,recovered,dead,num infections today,num hospitalisations today,num hospitalisations today (data)
-29,292351,425,0,0,0,0,0,0.0
-28,292351,425,0,0,0,0,0,0.0
-27,292351,425,0,0,0,0,0,0.0
-26,292351,425,0,0,0,0,0,0.0
-25,292351,425,0,0,0,0,0,0.0
-24,292351,425,0,0,0,0,0,0.0
-23,292351,425,0,0,0,0,0,0.0
-22,292351,425,0,0,0,0,0,0.0
-21,292351,425,0,0,0,0,0,0.0
-20,292351,374,51,0,0,0,0,0.0
-19,292347,378,51,0,0,4,0,0.0
-18,292336,368,72,0,0,11,0,0.0
-17,292317,359,100,0,0,19,0,0.0
-16,292278,362,136,0,0,39,0,0.0
-15,292188,396,192,0,0,90,0,0.0
-14,292049,394,333,0,0,139,0,0.0
-13,291809,410,553,4,0,240,0,0.0
-12,291432,479,860,5,0,377,0,0.0
-11,290764,736,1271,5,0,668,0,0.0
-10,289686,1078,2000,12,0,1078,2,0.0
-9,287818,1868,3064,26,0,1868,0,0.0
-8,284757,3061,4915,43,0,3061,0,0.0
-7,280013,4744,7956,63,0,4744,2,0.0
-6,274923,5090,12657,106,0,5090,5,0.0
-5,270712,4211,17677,176,0,4211,6,0.0
-4,267093,3619,21799,265,0,3619,9,0.0
-3,263983,3110,25289,394,0,3110,16,0.0
-2,261324,2659,28149,643,1,2659,17,0.0
-1,258833,2491,30434,1015,3,2491,41,0.0
0,256645,2188,32413,1526,4,2188,67,40.0
1,254585,2060,33861,2265,5,2060,69,7.0
2,252424,2161,34899,3286,6,2161,116,10.0
3,250270,2154,35647,4698,7,2154,125,4.0
4,247891,2379,36008,6489,9,2379,136,3.0
5,245315,2576,36155,8715,15,2576,161,5.0
6,242333,2982,36204,11235,22,2982,148,6.0
7,238789,3544,36354,14061,28,3544,170,6.0
8,234754,4035,36883,17061,43,4035,164,9.0
9,229988,4766,37885,20073,64,4766,166,12.0
10,224710,5278,39635,23059,94,5278,139,7.0
11,218972,5738,41953,25996,117,5738,137,11.0
12,212493,6479,44740,28916,148,6479,131,18.0
13,205645,6848,48449,31647,187,6848,119,13.0
14,198141,7504,52562,34359,210,7504,136,27.0
15,190585,7556,57448,36943,244,7556,128,23.0
16,182735,7850,62341,39573,277,7850,147,33.0
17,174710,8025,67418,42298,325,8025,141,23.0
18,166712,7998,72511,45200,355,7998,173,35.0
19,158577,8135,77343,48339,382,8135,190,26.0
20,150580,7997,81963,51827,409,7997,188,23.0
21,142389,8191,86086,55667,443,8191,254,15.0
22,134230,8159,89954,59953,480,8159,250,1.0
23,126290,7940,93365,64652,529,7940,255,0.0
24,118405,7885,96169,69750,567,7885,315,0.0
25,110877,7528,98492,75262,617,7528,314,0.0
26,103538,7339,99971,81271,657,7339,364,0.0
27,96460,7078,100911,87629,698,7078,354,0.0
28,89880,6580,101357,94217,742,6580,370,0.0
29,83379,6501,100977,101123,796,6501,386,0.0
30,77323,6056,100155,108387,855,6056,390,0.0
31,71692,5631,98717,115817,919,5631,414,0.0
32,66355,5337,96885,123213,986,5337,428,0.0
33,61435,4920,94496,130856,1069,4920,402,0.0
34,56906,4529,91522,138668,1151,4529,390,0.0
35,52737,4169,88198,146433,1239,4169,394,0.0
36,48858,3879,84658,154040,1341,3879,414,0.0
37,45405,3453,80799,161690,1429,3453,347,0.0
38,42157,3248,76615,169246,1510,3248,372,0.0
39,39097,3060,72613,176407,1599,3060,326,0.0
40,36353,2744,68456,183521,1702,2744,334,0.0
41,33846,2507,64404,190228,1791,2507,326,0.0
42,31480,2366,60233,196823,1874,2366,287,0.0
43,29282,2198,56230,203093,1973,2198,279,0.0
44,27354,1928,52506,208931,2057,1928,279,0.0
45,25535,1819,48782,214484,2156,1819,261,0.0
46,23916,1619,45225,219792,2224,1619,210,0.0
47,22406,1510,41782,224774,2304,1510,231,0.0
48,21056,1350,38509,229468,2393,1350,183,0.0
49,19705,1351,35525,233744,2451,1351,159,0.0
50,18500,1205,32854,237698,2519,1205,173,0.0
51,17419,1081,30256,241445,2575,1081,145,0.0
52,16398,1021,27839,244879,2639,1021,128,0.0
53,15402,996,25676,248023,2679,996,130,0.0
54,14555,847,23711,250926,2737,847,129,0.0
55,13698,857,21720,253712,2789,857,116,0.0
56,12933,765,20013,256232,2833,765,93,0.0
57,12288,645,18435,258533,2875,645,94,0.0
58,11643,645,16986,260596,2906,645,71,0.0
59,11050,593,15594,262585,2954,593,64,0.0
60,10490,560,14439,264289,2998,560,64,0.0
61,9954,536,13338,265918,3030,536,68,0.0
62,9502,452,12328,267437,3057,452,49,0.0
63,9055,447,11320,268875,3079,447,54,0.0
64,8630,425,10466,270162,3093,425,41,0.0
65,8211,419,9688,271341,3117,419,42,0.0
66,7840,371,9023,272404,3138,371,50,0.0
67,7480,360,8371,273407,3158,360,38,0.0
68,7172,308,7801,274324,3171,308,44,0.0
