,
2016-06-01,0
2016-06-14,100726
2016-06-27,101726
2016-06-30,84427
2016-07-31,85309
2017-03-08,90586
2017-04-09,92153
2017-04-30,93834
2017-05-24,73612
2017-06-10,73408
2017-06-25,73927
2017-07-13,74510
2017-07-23,75642
2017-07-30,75489
