#time,rank-agentid,original_location,current_location,gps_x,gps_y,is_travelling,distance_travelled,places_travelled,distance_moved_this_timestep,timesteps_since_departure,connections,
0,0-0,Facility,Facility,0,0,False,0,1,0.0,1,0,
0,0-1,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-2,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-3,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-4,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-5,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-6,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-7,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-8,Facility,Main_2,80,0,False,80,3,80.0,1,0,
0,0-9,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-10,Facility,Main_3,120,0,False,120,4,120.0,1,0,
0,0-11,Facility,Main_2,80,0,False,80,3,80.0,1,0,
0,0-12,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-13,Facility,Main_2,80,0,False,80,3,80.0,1,0,
0,0-14,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-15,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-16,Facility,Main_2,80,0,False,80,3,80.0,1,0,
0,0-17,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-18,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-19,Facility,Main_1,40,0,False,120,4,120.0,1,0,
0,0-20,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-21,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-22,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-23,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-24,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-25,Facility,Main_2,80,0,False,80,3,80.0,1,0,
0,0-26,Facility,Side_2_L,80,-50,False,130,4,130.0,1,0,
0,0-27,Facility,Main_1,40,0,False,120,4,120.0,1,0,
0,0-28,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-29,Facility,Facility,0,0,False,0,1,0.0,1,0,
0,0-30,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-31,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-32,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-33,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-34,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-35,Facility,Main_1,40,0,False,120,4,120.0,1,0,
0,0-36,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-37,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-38,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-39,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-40,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-41,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-42,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-43,Facility,Main_2,80,0,False,80,3,80.0,1,0,
0,0-44,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-45,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-46,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-47,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-48,Facility,Facility,0,0,False,0,1,0.0,1,0,
0,0-49,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-50,Facility,Main_1,40,0,False,120,4,120.0,1,0,
0,0-51,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-52,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-53,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-54,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-55,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-56,Facility,Main_3,120,0,False,120,4,120.0,1,0,
0,0-57,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-58,Facility,Main_1,40,0,False,200,6,200.0,1,0,
0,0-59,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-60,Facility,Main_1,40,0,False,120,4,120.0,1,0,
0,0-61,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-62,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-63,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-64,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-65,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-66,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-67,Facility,Main_3,120,0,False,120,4,120.0,1,0,
0,0-68,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-69,Facility,Main_3,120,0,False,120,4,120.0,1,0,
0,0-70,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-71,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-72,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-73,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-74,Facility,Main_3,120,0,False,120,4,120.0,1,0,
0,0-75,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-76,Facility,Side_2_R,80,50,False,130,4,130.0,1,0,
0,0-77,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-78,Facility,Main_2,80,0,False,80,3,80.0,1,0,
0,0-79,Facility,Main_2,80,0,False,80,3,80.0,1,0,
0,0-80,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-81,Facility,Main_1,40,0,False,120,4,120.0,1,0,
0,0-82,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-83,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-84,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-85,Facility,Facility,0,0,False,0,1,0.0,1,0,
0,0-86,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-87,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-88,Facility,Main_2,80,0,False,80,3,80.0,1,0,
0,0-89,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-90,Facility,Main_1,40,0,False,120,4,120.0,1,0,
0,0-91,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-92,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-93,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-94,Facility,Main_2,80,0,False,80,3,80.0,1,0,
0,0-95,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-96,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-97,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-98,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-99,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-100,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-101,Facility,Main_1,40,0,False,200,6,200.0,1,0,
0,0-102,Facility,Main_3,120,0,False,220,6,220.0,1,0,
0,0-103,Facility,Main_1,40,0,False,120,4,120.0,1,0,
0,0-104,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-105,Facility,Main_1,40,0,False,120,4,120.0,1,0,
0,0-106,Facility,Main_2,80,0,False,80,3,80.0,1,0,
0,0-107,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-108,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-109,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-110,Facility,Main_1,40,0,False,120,4,120.0,1,0,
0,0-111,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-112,Facility,Main_2,80,0,False,80,3,80.0,1,0,
0,0-113,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-114,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-115,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-116,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-117,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-118,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-119,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-120,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-121,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-122,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-123,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-124,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-125,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-126,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-127,Facility,Main_2,80,0,False,180,5,180.0,1,0,
0,0-128,Facility,Main_3,120,0,False,120,4,120.0,1,0,
0,0-129,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-130,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-131,Facility,Side_2_R,80,50,False,130,4,130.0,1,0,
0,0-132,Facility,Main_5,200,0,False,200,6,200.0,1,0,
0,0-133,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-134,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-135,Facility,Main_1,40,0,False,120,4,120.0,1,0,
0,0-136,Facility,Side_2_L,80,-50,False,130,4,130.0,1,0,
0,0-137,Facility,Side_2_L,80,-50,False,130,4,130.0,1,0,
0,0-138,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-139,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-140,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-141,Facility,Main_2,80,0,False,160,5,160.0,1,0,
0,0-142,Facility,Main_2,80,0,False,80,3,80.0,1,0,
0,0-143,Facility,Main_2,80,0,False,80,3,80.0,1,0,
0,0-144,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-145,Facility,Facility,0,0,False,0,1,0.0,1,0,
0,0-146,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-147,Facility,Main_1,40,0,False,200,6,200.0,1,0,
0,0-148,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-149,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-150,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-151,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-152,Facility,Main_1,40,0,False,120,4,120.0,1,0,
0,0-153,Facility,Main_1,40,0,False,40,2,40.0,1,0,
0,0-154,Facility,Main_1,40,0,False,120,4,120.0,1,0,
0,0-155,Facility,Main_1,40,0,False,40,2,40.0,1,0,
