Day,Kule sim,Kule data,Kule error,Nguenyyiel sim,Nguenyyiel data,Nguenyyiel error,Okugo sim,Okugo data,Okugo error,Pugnido sim,Pugnido data,Pugnido error,Tierkidi sim,Tierkidi data,Tierkidi error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
123,184,50175,0.9963328350772297,17,6187,0.9972523032164216,2152,4404,0.5113533151680291,1742,80067,0.9782432213021595,193,110729,0.9982570058430944,0.9829545002822366,251562,4507,251562,4288,0
124,185,50195,0.9963143739416277,17,6238,0.9972747675537031,2161,4439,0.5131786438387025,1748,80069,0.9781688293846558,193,111258,0.9982652932822809,0.9829341115547643,252199,4587,252199,4304,0
125,185,50216,0.9963159152461367,18,6288,0.9971374045801527,2176,4475,0.5137430167597765,1755,80070,0.9780816785312851,193,111787,0.9982735022855967,0.9828861396320144,252836,4554,252836,4327,0
126,186,50236,0.9962974759136874,18,6338,0.9971599873777217,2183,4511,0.5160718244291731,1759,80072,0.9780322709561394,194,112315,0.9982727151315497,0.9828777932079283,253472,4574,253472,4340,0
127,188,50257,0.9962592275702887,18,6389,0.9971826576929097,2193,4547,0.5177039806465802,1769,80074,0.977907935159977,194,112844,0.9982808124490447,0.9828342732113131,254111,4589,254111,4362,0
128,191,50277,0.9962010462040297,19,6439,0.9970492312470881,2203,4583,0.5193104953087497,1773,80075,0.9778582578832344,194,113372,0.9982888191087746,0.9828064032408752,254746,4626,254746,4380,0
129,191,50298,0.9962026323114239,19,6489,0.9970719679457544,2212,4618,0.5210047639670854,1781,80077,0.9777589070519624,194,113901,0.9982967664901976,0.9827827224208346,255383,4627,255383,4397,0
130,192,50318,0.9961842680551691,20,6539,0.9969414283529592,2219,4654,0.5232058444348947,1786,80078,0.9776967456729688,194,114429,0.9983046255756844,0.9827707426821551,256018,4652,256018,4411,0
131,192,50339,0.9961858598700809,20,6590,0.9969650986342944,2230,4690,0.5245202558635395,1787,80080,0.9776848151848152,195,114958,0.9983037283181684,0.9827629871774392,256657,4650,256657,4424,0
132,193,50359,0.996167517226315,20,6640,0.9969879518072289,2239,4726,0.5262378332628015,1800,80082,0.9775230388851427,195,115486,0.998311483643039,0.9827162029281792,257293,4691,257293,4447,0
133,193,50380,0.9961691147280667,20,6690,0.9970104633781763,2247,4762,0.5281394372112558,1803,80083,0.9774858584218873,195,116015,0.9983191828642848,0.9827162408405381,257930,4691,257930,4458,0
134,193,50400,0.996170634920635,20,6741,0.9970330811452307,2259,4797,0.5290806754221389,1809,80085,0.9774115002809515,195,116543,0.9983267978342758,0.982689139329997,258566,4703,258566,4476,0
135,192,50421,0.9961920628309633,20,6791,0.9970549256368724,2265,4833,0.5313469894475481,1815,80086,0.9773368628724122,197,117072,0.998317274839415,0.9826815276057762,259203,4696,259203,4489,0
136,192,50441,0.9961935726888841,20,6841,0.9970764508112849,2268,4869,0.5341959334565619,1819,80088,0.9772874837678553,198,117600,0.9983163265306122,0.982693129206932,259839,4708,259839,4497,0
137,192,50462,0.9961951567516151,20,6892,0.9970980847359258,2272,4905,0.5367991845056066,1825,80090,0.9772131352228742,198,118129,0.9983238662817767,0.9826971951565967,260478,4714,260478,4507,0
138,192,50482,0.9961966641575215,20,6942,0.9971189858830308,2278,4941,0.5389597247520745,1831,80091,0.9771385049506187,198,118657,0.9983313247427459,0.9826933166866453,261113,4725,261113,4519,0
139,193,50503,0.9961784448448607,20,6992,0.9971395881006865,2281,4977,0.5416917821981113,1836,80093,0.9770766483962394,198,119186,0.998338731059017,0.9827011167101558,261751,4741,261751,4528,0
140,193,50523,0.9961799576430537,20,7043,0.9971603010080932,2299,5012,0.5413008778930566,1847,80095,0.9769398838878831,200,119715,0.9983293655765777,0.9826249676052259,262388,4775,262388,4559,0
141,194,50544,0.9961617600506489,20,7093,0.9971803186239955,2306,5048,0.5431854199683043,1852,80096,0.9768777467039552,200,120243,0.99833670151277,0.9826175558123974,263024,4763,263024,4572,0
142,194,50564,0.9961632782216597,20,7143,0.9972000559988801,2316,5084,0.5444531864673485,1859,80098,0.976790931109391,201,120772,0.9983357069519425,0.9825912819870971,263661,4789,263661,4590,0
143,194,50585,0.9961648710091925,20,7193,0.997219518976783,2323,5120,0.5462890625,1859,80099,0.9767912208641806,203,121300,0.9983264633140972,0.9825991214429222,264297,4810,264297,4599,0
144,197,50605,0.9961071040411027,20,7244,0.9972390944229708,2329,5156,0.5482932505818464,1865,80101,0.9767168949201633,205,121829,0.9983173136117016,0.9825768584747202,264935,4852,264935,4616,0
145,196,50626,0.9961284715363647,20,7294,0.9972580202906498,2339,5191,0.549412444615681,1875,80103,0.9765926369798884,206,122357,0.998316402003972,0.9825432746798408,265571,4843,265571,4636,0
146,198,50646,0.9960905106030091,20,7344,0.9972766884531591,2352,5227,0.5500286971494165,1881,80104,0.9765180265654649,206,122886,0.9983236495613821,0.9825060948810512,266207,4891,266207,4657,0
147,198,50667,0.9960921309728226,20,7395,0.9972954699121028,2362,5263,0.5512065361960858,1888,80106,0.9764312286220758,206,123414,0.998330821462719,0.9824842136821001,266845,4888,266845,4674,0
148,199,50687,0.996073944009312,20,7445,0.9973136333109469,2372,5299,0.5523683713908285,1894,80107,0.9763566230167151,207,123943,0.9983298774436636,0.982458567150564,267481,4918,267481,4692,0
149,200,50708,0.9960558491756725,21,7495,0.9971981320880587,2377,5335,0.5544517338331771,1900,80109,0.9762823153453419,206,124471,0.9983449960231701,0.9824554860173506,268118,4907,268118,4704,0
150,200,50728,0.996057404194922,21,7546,0.9972170686456401,2388,5370,0.5553072625698324,1907,80111,0.9761955287039233,206,125000,0.998352,0.9824300943238266,268755,4943,268755,4722,0
151,199,50749,0.9960787404677924,21,7596,0.9972353870458136,2398,5406,0.5564187939326675,1912,80112,0.9761334132214899,207,125528,0.9983509655216366,0.9824158936267359,269391,4951,269391,4737,0
152,200,50769,0.9960605881541886,22,7646,0.9971226785247188,2401,5442,0.5588019110621095,1918,80114,0.9760591157600419,206,126057,0.9983658186376004,0.982420341594205,270028,4984,270028,4747,0
153,200,50790,0.9960622169718448,22,7697,0.9971417435364428,2412,5478,0.5596933187294633,1925,80116,0.9759723401068451,206,126586,0.9983726478441534,0.9823953418776578,270667,4968,270667,4765,0
154,201,50791,0.9960426059734993,22,7861,0.9972013738710088,2419,5514,0.5612985128763148,1932,80125,0.9758876755070203,206,126586,0.9983726478441534,0.9823536143710984,270877,5009,270877,4780,0
155,203,50792,0.9960033076074972,22,8025,0.9972585669781932,2425,5549,0.5629843214993693,1934,80134,0.9758654254124342,207,126586,0.9983647480764065,0.9823266417299307,271086,5005,271086,4791,0
156,202,50793,0.9960230740456362,22,8189,0.9973134692880694,2435,5585,0.5640107430617727,1938,80143,0.9758182249229502,208,126586,0.9983568483086597,0.9822887178579853,271296,5016,271296,4805,0
157,203,50794,0.9960034649761783,22,8353,0.9973662157308751,2440,5621,0.5659135385162782,1946,80152,0.9757211298532787,208,126586,0.9983568483086597,0.9822508526515068,271506,5021,271506,4819,0
158,203,50795,0.9960035436558716,22,8518,0.9974172340925099,2441,5657,0.5684992045253667,1955,80162,0.9756118859309898,208,126586,0.9983568483086597,0.9822278980413517,271718,5026,271718,4829,0
159,202,50796,0.9960233089219623,22,8682,0.9974660216539968,2453,5693,0.56911997189531,1959,80171,0.975564730388794,211,126586,0.9983331490054193,0.9821754287899738,271928,5045,271928,4847,0
160,203,50797,0.9960037010059649,22,8846,0.9975130002260909,2464,5728,0.5698324022346368,1969,80180,0.9754427538039412,211,126586,0.9983331490054193,0.9821082763461051,272137,5048,272137,4869,0
161,204,50798,0.9959840938619631,23,9010,0.997447280799112,2473,5764,0.5709576682859125,1970,80189,0.9754330394443128,210,126586,0.9983410487731661,0.982081682559382,272347,5056,272347,4880,0
162,206,50799,0.9959448020630327,22,9174,0.9976019184652278,2482,5800,0.5720689655172414,1972,80198,0.9754108581261378,210,126586,0.9983410487731661,0.9820514607953565,272557,5086,272557,4892,0
163,206,50801,0.9959449617133521,22,9339,0.9976442873969376,2490,5836,0.5733379026730637,1978,80208,0.9753391182924397,210,126586,0.9983410487731661,0.9820141511163251,272770,5112,272770,4906,0
164,207,50806,0.9959256780695194,22,9764,0.9977468250716919,2501,5872,0.5740803814713896,1981,80220,0.9753054101221641,210,126586,0.9983410487731661,0.9819907190537533,273248,5100,273248,4921,0
165,206,50812,0.995945839565457,22,10189,0.9978408087152811,2506,5907,0.5757575757575757,1985,80232,0.9752592481802772,212,126586,0.9983252492376724,0.9819856352703068,273726,5149,273726,4931,0
166,206,50817,0.9959462384635063,21,10614,0.9980214810627474,2510,5943,0.5776543833080936,1992,80244,0.9751757140720801,213,126586,0.9983173494699256,0.9819769222914326,274204,5146,274204,4942,0
167,206,50823,0.9959467170375618,21,11039,0.9980976537729866,2519,5979,0.57869208897809,1999,80257,0.975092515294616,213,126586,0.9983173494699256,0.9819501681932693,274684,5162,274684,4958,0
168,206,50828,0.9959471157629652,21,11464,0.9981681786461968,2522,6015,0.5807148794679966,2006,80269,0.9750090321294647,213,126586,0.9983173494699256,0.9819451813840574,275162,5172,275162,4968,0
169,206,50834,0.9959475941299131,21,11889,0.9982336613676508,2529,6051,0.5820525532969757,2013,80281,0.9749255739216004,216,126586,0.9982936501666851,0.9819148820385937,275641,5193,275641,4985,0
170,209,50839,0.9958889828674836,21,12314,0.9982946240051973,2535,6086,0.5834702596122248,2017,80293,0.9748795038172693,216,126586,0.9982936501666851,0.9818990431627058,276118,5202,276118,4998,0
171,211,50845,0.9958501327564165,21,12739,0.9983515189575319,2542,6122,0.5847762169225743,2020,80306,0.9748462132343785,218,126586,0.9982778506311915,0.9818798400566888,276598,5215,276598,5012,0
172,214,50850,0.9957915437561455,21,13164,0.9984047402005469,2549,6158,0.5860669048392335,2025,80318,0.9747877188176997,218,126586,0.9982778506311915,0.9818569634324157,277076,5218,277076,5027,0
173,214,50856,0.9957920402705679,21,13589,0.9984546324232836,2555,6194,0.5875040361640297,2023,80330,0.9748163824225071,218,126586,0.9982778506311915,0.981873862837996,277555,5238,277555,5031,0
174,216,50861,0.995753131082755,21,14014,0.9985014985014985,2558,6230,0.5894060995184591,2024,80342,0.9748076970949192,220,126586,0.9982620510956978,0.981876252099571,278033,5226,278033,5039,0
175,218,50867,0.99571431379873,21,14439,0.9985456056513609,2569,6266,0.5900095754867539,2026,80355,0.9747868832057743,219,126586,0.9982699508634446,0.9818572203092854,278513,5252,278513,5053,0
176,218,50872,0.9957147350212298,21,14864,0.9985871905274488,2576,6301,0.5911760038089192,2033,80367,0.9747035474759541,221,126586,0.9982541513279509,0.9818308899960572,278990,5250,278990,5069,0
177,218,50878,0.9957152403789458,21,15289,0.998626463470469,2582,6337,0.592551680605965,2036,80379,0.9746700008708742,224,126586,0.9982304520247105,0.9818190926363926,279469,5272,279469,5081,0
178,218,50883,0.9957156614193345,21,15714,0.9986636120656739,2587,6373,0.594068727443904,2038,80392,0.974649218827744,227,126586,0.99820675272147,0.9818144798319688,279948,5276,279948,5091,0
179,219,50889,0.9956965159464717,21,16139,0.9986988041390421,2596,6409,0.5949446091433921,2045,80404,0.9745659419929357,228,126586,0.9981988529537231,0.9817813548624063,280427,5296,280427,5109,0
180,223,50894,0.995618344009117,21,16564,0.9987321902922,2603,6445,0.5961210240496508,2051,80416,0.9744951253481894,228,126586,0.9981988529537231,0.9817518378099357,280905,5302,280905,5126,0
181,223,50900,0.9956188605108055,21,16989,0.9987639060568603,2606,6480,0.5978395061728394,2058,80428,0.9744118963545034,229,126586,0.9981909531859763,0.9817437442915883,281383,5315,281383,5137,0
182,224,50905,0.9955996464001572,21,17414,0.9987940737337774,2609,6516,0.5996009821976673,2066,80441,0.9743165798535572,229,126586,0.9981909531859763,0.9817321951877159,281862,5314,281862,5149,0
183,224,50911,0.9956001649938128,21,17839,0.9988228039688324,2620,6552,0.6001221001221001,2071,80453,0.9742582625880949,229,126586,0.9981909531859763,0.981706518004824,282341,5344,282341,5165,0
184,226,50916,0.9955613166784508,21,18264,0.998850197109067,2629,6588,0.6009411050394657,2075,80465,0.974212390480333,229,126586,0.9981909531859763,0.9816843988558053,282819,5338,282819,5180,0
185,227,50922,0.9955422017988296,21,18689,0.9988763443736958,2635,6624,0.6022041062801933,2080,80477,0.9741541061421276,229,126586,0.9981909531859763,0.9816730086340179,283298,5365,283298,5192,0
186,227,50927,0.9955426394643313,21,19114,0.9989013288688919,2642,6659,0.6032437302898332,2084,80490,0.9741085849173811,229,126586,0.9981909531859763,0.9816651161479477,283776,5376,283776,5203,0
187,229,50933,0.9955038972768147,22,19539,0.9988740467782384,2645,6695,0.6049290515309933,2088,80502,0.9740627562048148,226,126586,0.9982146524892168,0.9816713866070957,284255,5368,284255,5210,0
188,228,50938,0.9955239703168558,22,19964,0.9988980164295732,2657,6731,0.6052592482543455,2093,80514,0.9740045209528778,227,126586,0.99820675272147,0.9816424509979524,284733,5415,284733,5227,0
