Day,Kule sim,Kule data,Kule error,Nguenyyiel sim,Nguenyyiel data,Nguenyyiel error,Okugo sim,Okugo data,Okugo error,Pugnido sim,Pugnido data,Pugnido error,Tierkidi sim,Tierkidi data,Tierkidi error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
36,48,49079,0.9990219849630189,3,1811,0.9983434566537824,643,1289,0.5011636927851048,511,76981,0.9933619984151933,55,102092,0.9994612702268542,0.9945513984743916,231252,3043,231252,1260,1202
37,49,49094,0.99900191469426,3,1861,0.9983879634605051,668,1324,0.4954682779456193,540,79355,0.9931951357822444,57,102100,0.9994417238001959,0.9943653897165153,233734,3012,233734,1317,0
38,52,49120,0.9989413680781759,3,1911,0.9984301412872841,691,1360,0.4919117647058824,553,79369,0.9930325441923169,59,101192,0.9994169499565183,0.9941704728871184,232952,3153,232952,1358,782
39,52,49145,0.9989419066029097,4,1961,0.9979602243753187,710,1396,0.49140401146131807,573,79384,0.9927819207900836,60,100283,0.9994016932082207,0.9939742170574022,232169,3118,232169,1399,1565
40,54,49171,0.9989017917064936,4,2012,0.9980119284294234,733,1432,0.48812849162011174,594,79398,0.9925187032418953,63,99375,0.9993660377358491,0.9937421128148392,231388,3239,231388,1448,2346
41,56,49197,0.9988617192105209,4,2062,0.9980601357904947,763,1468,0.48024523160762944,613,79413,0.9922808608162391,63,98467,0.9993601917393644,0.9934997636671914,230607,3276,230607,1499,3127
42,60,49223,0.9987810576356582,4,2112,0.9981060606060606,789,1503,0.4750499001996008,635,79427,0.9920052375136919,65,97558,0.9993337296787552,0.9932426258468473,229823,3335,229823,1553,3911
43,62,49249,0.9987410911896688,4,2163,0.9981507165973186,819,1539,0.4678362573099415,660,79442,0.9916920520631404,66,96650,0.9993171236420072,0.9929663862244208,229043,3397,229043,1611,4691
44,64,49275,0.998701166920345,4,2213,0.9981924988703118,842,1575,0.46539682539682536,679,79457,0.99145449740111,66,95742,0.9993106473647929,0.9927495597164662,228262,3421,228262,1655,5472
45,66,49293,0.9986610674943704,4,2263,0.9982324348210341,865,1611,0.4630664183736809,702,77080,0.9908925791385573,70,95782,0.999269173748721,0.9924478717332732,226029,3526,226029,1707,7705
46,70,49311,0.998580438441727,5,2314,0.9978392394122731,894,1647,0.45719489981785066,717,74703,0.990401991887876,73,95823,0.9992381787253583,0.9921402336035174,223798,3508,223798,1759,9936
47,75,49329,0.9984795961807456,6,2364,0.9974619289340102,914,1682,0.4565992865636147,744,72326,0.9897132428172442,74,95864,0.9992280731035634,0.9918172996637555,221565,3622,221565,1813,12169
48,78,49347,0.9984193567998054,6,2414,0.9975144987572494,935,1718,0.4557625145518044,763,69950,0.9890922087205146,76,95905,0.999207549137167,0.9915289011279601,219334,3607,219334,1858,14400
49,79,49365,0.9983996758837232,6,2465,0.9975659229208925,958,1754,0.4538198403648803,781,67573,0.988442129252808,76,95945,0.9992078795143051,0.9912483533085831,217102,3663,217102,1900,16632
50,82,49384,0.9983395431718776,6,2515,0.9976143141153081,983,1790,0.4508379888268157,802,65196,0.987698631817903,78,95986,0.9991873814931345,0.9909201334754341,214871,3638,214871,1951,18863
51,87,49402,0.9982389376948302,6,2565,0.9976608187134502,1006,1826,0.44906900328587074,825,62820,0.9868672397325693,79,96027,0.9991773147135702,0.9905803235515425,212640,3723,212640,2003,21094
52,88,49402,0.9982186955993685,6,2615,0.9977055449330784,1041,1861,0.44062332079527133,844,62817,0.9865641466482004,81,96027,0.9991564872379644,0.9903159992854523,212722,3763,212722,2060,21012
53,89,49403,0.9981984899702447,6,2666,0.9977494373593399,1065,1897,0.4385872430152873,870,62815,0.9861498049828863,81,96028,0.9991564960219936,0.9900803067539437,212809,3876,212809,2111,20925
54,92,49403,0.9981377649130619,6,2716,0.9977908689248896,1094,1933,0.4340403517847905,887,62813,0.9858787193733781,82,96028,0.9991460823926355,0.9898493609465788,212893,3863,212893,2161,20841
55,94,49404,0.9980973200550562,7,2766,0.997469269703543,1122,1969,0.4301675977653632,909,62811,0.9855280126092564,85,96029,0.9991148507221776,0.9895905230093108,212979,3932,212979,2217,20755
56,96,49405,0.9980568768343285,8,2817,0.9971600993965212,1156,2005,0.42344139650872814,936,62809,0.9850976770844942,88,96029,0.999083610159431,0.9892802665853143,213065,3978,213065,2284,20669
57,97,49405,0.9980366359680194,8,2867,0.9972096267875828,1185,2040,0.4191176470588235,969,62807,0.9845717833999394,89,96029,0.9990731966385155,0.9889841800063806,213148,4036,213148,2348,20586
58,97,49406,0.998036675707404,8,2917,0.9972574562907096,1202,2076,0.42100192678227355,989,62805,0.9842528461109784,91,96030,0.9990523794647506,0.9888057251657804,213234,4082,213234,2387,20500
59,99,49416,0.9979966002914036,9,2968,0.996967654986523,1234,2112,0.415719696969697,1010,63616,0.9841234909456741,93,96050,0.9990317542946382,0.9885834088213595,214162,4121,214162,2445,19572
60,100,49426,0.9979767733581516,9,3018,0.9970178926441352,1265,2148,0.41108007448789574,1045,64428,0.9837803439498355,97,96071,0.9989903300683869,0.9883026254004119,215091,4130,215091,2516,18643
61,103,49436,0.9979164980985517,9,3068,0.9970664928292047,1295,2184,0.40705128205128205,1066,65240,0.9836603310852238,99,96091,0.9989697266133145,0.9880936399113041,216019,4199,216019,2572,17715
62,106,49446,0.9978562472191886,9,3119,0.9971144597627445,1316,2219,0.4069400630914827,1084,66052,0.9835886877005995,101,96111,0.9989491317331003,0.9879417553596039,216947,4231,216947,2616,16787
63,107,49456,0.9978364606923326,9,3169,0.9971599873777217,1340,2255,0.4057649667405765,1110,66864,0.9833991385498924,107,96132,0.9988869471143844,0.9877315537278085,217876,4264,217876,2673,15858
64,112,49466,0.9977358185420289,9,3219,0.9972041006523765,1369,2291,0.4024443474465299,1125,67675,0.9833764314739564,109,96152,0.9988663782344621,0.9875504449207735,218803,4260,218803,2724,14931
65,113,49476,0.9977160643544345,9,3269,0.9972468644845518,1399,2327,0.3987967339922647,1144,68487,0.9832960999897791,110,96172,0.9988562159464293,0.9873709217179187,219731,4275,219731,2775,14003
66,114,49486,0.997696318150588,9,3320,0.9972891566265061,1421,2363,0.3986457892509522,1161,69299,0.9832465114936724,112,96193,0.9988356741135009,0.9872338111401653,220661,4327,220661,2817,13073
67,116,49497,0.9976564236216336,9,3370,0.9973293768545994,1452,2398,0.39449541284403666,1184,70111,0.9831124930467402,113,96213,0.9988255225385343,0.9870300421049781,221589,4337,221589,2874,12145
68,116,49507,0.997656897004464,9,3420,0.9973684210526316,1477,2434,0.3931799506984388,1202,70923,0.9830520423557944,116,96233,0.9987945922916255,0.986877407119456,222517,4369,222517,2920,11217
69,119,49517,0.997596784942545,10,3471,0.9971189858830308,1500,2470,0.3927125506072875,1228,71734,0.9828811999888477,116,96254,0.9987948552787417,0.9866947718911951,223446,4366,223446,2973,10288
70,124,49527,0.997496315141236,10,3521,0.9971598977563192,1527,2506,0.39066241021548287,1246,72546,0.9828246905411738,119,96274,0.9987639445748593,0.9865135889185022,224374,4404,224374,3026,9360
71,124,49537,0.9974968205583705,10,3571,0.9971996639596752,1557,2542,0.38749016522423285,1258,73358,0.9828512227705226,120,96294,0.9987538164371612,0.9863782833707646,225302,4437,225302,3069,8432
72,127,49547,0.9974367772014451,10,3622,0.9972390944229708,1573,2578,0.38983708301008535,1276,74170,0.9827962788189295,123,96315,0.9987229403519701,0.9862574702075745,226232,4446,226232,3109,7502
73,128,49557,0.9974171156446112,10,3672,0.9972766884531591,1589,2613,0.3918867202449292,1309,74982,0.9825424768611133,125,96335,0.9987024445943842,0.9860846367522308,227159,4488,227159,3161,6575
74,130,49567,0.9973772873080881,10,3722,0.9973132724341752,1612,2649,0.3914684786711967,1337,75793,0.9823598485348252,127,96355,0.9986819573452338,0.9859000552423208,228086,4484,228086,3216,5648
75,132,49577,0.9973374750388285,10,3773,0.9973495891863239,1631,2685,0.39255121042830543,1355,76605,0.9823118595391945,130,96376,0.9986511164605296,0.9857739197261327,229016,3879,229016,3258,4718
76,135,49587,0.9972775122511949,10,3823,0.9973842532042898,1668,2721,0.3869900771775082,1369,77417,0.9823165454615911,131,96396,0.9986410224490643,0.9855921441742337,229944,3885,229944,3313,3790
77,136,49597,0.9972578986632256,11,3873,0.99715982442551,1683,2757,0.3895538628944505,1389,78229,0.9822444362065219,133,96416,0.9986205609027548,0.9854811324023701,230872,3859,230872,3352,2862
78,137,49608,0.997238348653443,11,3923,0.9971960234514402,1709,2792,0.3878939828080229,1407,79041,0.982199111853342,137,96437,0.9985793834316704,0.9853279321486965,231801,3910,231801,3401,1933
79,140,49618,0.9971784433068644,12,3974,0.9969803724207348,1734,2828,0.3868458274398868,1420,79853,0.9822173243334628,136,96457,0.9985900453051619,0.9852103295664504,232730,3959,232730,3442,1004
80,141,49618,0.9971582893304849,12,4024,0.9970178926441352,1754,2864,0.38756983240223464,1433,79859,0.9820558734770032,139,96457,0.998558943363364,0.9850572540395667,232822,3915,232822,3479,912
81,142,49618,0.9971381353541053,12,4074,0.9970544918998527,1774,2900,0.38827586206896547,1451,79865,0.9818318412320791,142,96457,0.998527841421566,0.9848828322900298,232914,3941,232914,3521,820
82,142,49618,0.9971381353541053,12,4125,0.9970909090909091,1790,2936,0.39032697547683926,1459,79872,0.9817332732371795,143,96456,0.9985174587376627,0.9847815730857872,233007,3937,233007,3546,727
83,144,49619,0.9970978858904855,12,4175,0.997125748502994,1797,2971,0.39515314708852234,1464,79878,0.9816720498760609,145,96456,0.9984967238948329,0.9847189391631882,233099,3950,233099,3562,635
84,144,49619,0.9970978858904855,12,4225,0.9971597633136094,1809,3007,0.39840372464250084,1475,79885,0.9815359579395381,145,96456,0.9984967238948329,0.9846264022779512,233192,3954,233192,3585,542
85,143,49619,0.9971180394606904,12,4276,0.9971936389148737,1823,3043,0.4009201445941505,1487,79891,0.9813871399782204,150,96455,0.998444870665077,0.984503866531781,233284,3967,233284,3615,450
86,144,49619,0.9970978858904855,12,4326,0.9972260748959778,1841,3079,0.4020785969470607,1493,79898,0.9813136749355428,151,96455,0.9984345031361775,0.9843986339699284,233377,4017,233377,3641,357
87,146,49620,0.9970576380491737,12,4376,0.9972577696526508,1851,3115,0.4057784911717496,1506,79910,0.9811537980227756,155,96455,0.9983930330205796,0.9842810395929346,233476,4003,233476,3670,258
88,148,49620,0.9970173317210802,13,4427,0.9970634741359837,1863,3150,0.4085714285714286,1513,79923,0.9810692791812119,156,96456,0.9983826822592685,0.9841893002705757,233576,4056,233576,3693,158
89,149,49620,0.9969971785570334,13,4477,0.9970962698235426,1878,3186,0.41054613935969864,1524,79935,0.9809345092887971,157,96456,0.9983723148378535,0.9840761060280562,233674,4050,233674,3721,60
90,150,49620,0.9969770253929867,13,4527,0.9971283410647228,1888,3222,0.4140285536933581,1529,79948,0.9808750687947165,160,96457,0.9983412297707787,0.9840016426120954,233774,4077,233774,3740,0
91,152,49620,0.9969367190648932,14,4577,0.996941227878523,1898,3258,0.41743400859422963,1540,79961,0.9807406110478858,159,96457,0.9983515970847113,0.9839100708504188,233873,4054,233873,3763,0
92,153,49621,0.9969166280405474,14,4628,0.9969749351771824,1907,3294,0.4210686095931998,1546,79973,0.9806684756105185,159,96457,0.9983515970847113,0.9838485637231646,233973,4089,233973,3779,0
93,155,49621,0.9968763225247375,14,4678,0.9970072680632749,1918,3329,0.4238510063082006,1551,79986,0.9806091065936539,159,96458,0.9983516141740446,0.9837784955056563,234072,4102,234072,3797,0
94,157,49621,0.9968360170089277,14,4728,0.9970389170896785,1930,3365,0.42644873699851416,1561,79998,0.9804870121753044,160,96458,0.9983412469675921,0.9836785241491224,234170,4115,234170,3822,0
95,158,49621,0.9968158642510228,14,4779,0.9970705168445282,1939,3401,0.4298735665980594,1563,80011,0.9804651860369199,161,96459,0.9983308970650743,0.9836300694494837,234271,4134,234271,3835,0
96,158,49622,0.9968159284188465,14,4829,0.9971008490370677,1948,3437,0.43322665114925807,1571,80024,0.9803683894831551,161,96459,0.9983308970650743,0.9835645195011328,234371,4134,234371,3852,0
97,159,49642,0.9967970669997179,15,4879,0.9969255995080959,1954,3473,0.43737402821767923,1576,80025,0.9803061543267729,162,96988,0.9983296902709613,0.983549426187305,235007,4150,235007,3866,0
98,158,49663,0.9968185570746834,15,4930,0.9969574036511156,1967,3508,0.43928164196123143,1578,80027,0.9802816549414572,165,97516,0.998307969974158,0.9835217531530615,235644,4173,235644,3883,0
99,160,49683,0.9967795825533885,15,4980,0.9969879518072289,1974,3544,0.44300225733634313,1583,80028,0.9802194232018794,167,98045,0.9982967004946708,0.9834983917386152,236280,4170,236280,3899,0
100,165,49704,0.9966803476581362,15,5030,0.9970178926441352,1978,3580,0.4474860335195531,1590,80030,0.9801324503311258,167,98573,0.9983058241100504,0.9834752255009138,236917,4215,236917,3915,0
101,167,49724,0.9966414608639691,15,5081,0.9970478252312537,1981,3616,0.4521570796460177,1595,80032,0.9800704718112755,168,99102,0.9983047768965309,0.983473300919787,237555,4191,237555,3926,0
102,168,49745,0.9966227761584079,15,5131,0.9970765932566751,1991,3652,0.45481927710843373,1600,80033,0.9800082465982782,168,99630,0.9983137609153869,0.9834502563069134,238191,4224,238191,3942,0
103,168,49765,0.9966241334271074,15,5181,0.9971048060220035,1999,3687,0.457824789802007,1608,80035,0.9799087899044168,168,100159,0.9983226669595343,0.9834273344303617,238827,4219,238827,3958,0
104,169,49786,0.9966054714176676,15,5231,0.9971324794494361,2004,3723,0.4617244157937147,1618,80036,0.9797840971562797,168,100687,0.998331462850219,0.9834045343121902,239463,4273,239463,3974,0
105,170,49806,0.9965867566156688,15,5282,0.9971601666035592,2008,3759,0.46581537642990156,1628,80038,0.9796596616607112,171,101216,0.9983105437875435,0.9833736635832421,240101,4275,240101,3992,0
106,169,49827,0.9966082645955004,15,5332,0.9971867966991748,2025,3795,0.46640316205533594,1637,80040,0.9795477261369315,174,101744,0.9982898254442523,0.983301348353812,240738,4286,240738,4020,0
107,170,49847,0.996589564066042,15,5382,0.9972129319955407,2033,3831,0.46932915687809973,1643,80041,0.9794730200772104,176,102273,0.9982791157001359,0.9832749177624764,241374,4293,241374,4037,0
108,171,49868,0.9965709473008743,15,5433,0.9972390944229708,2041,3867,0.4722006723558314,1647,80043,0.9794235598365878,177,102801,0.9982782268654974,0.9832611606036065,242012,4326,242012,4051,0
109,174,49888,0.996512187299551,14,5483,0.9974466532919934,2045,3902,0.47590978985135823,1651,80044,0.9793738443855879,179,103330,0.9982676860543889,0.9832555110922451,242647,4301,242647,4063,0
110,175,49909,0.9964936183854616,16,5533,0.9971082595337069,2047,3938,0.48019299136617577,1657,80046,0.979299402843365,179,103859,0.9982765094984546,0.983254208027622,243285,4323,243285,4074,0
111,177,49929,0.9964549660517935,16,5584,0.997134670487106,2057,3974,0.4823855057876195,1661,80048,0.979249950029982,180,104387,0.9982756473507237,0.9832282450947434,243922,4314,243922,4091,0
112,182,49949,0.9963562834090772,16,5634,0.9971600993965212,2066,4010,0.484788029925187,1667,80049,0.9791752551562168,181,104916,0.9982748103244501,0.9831859926888509,244558,4338,244558,4112,0
113,181,49970,0.9963778266960176,16,5684,0.9971850809289233,2075,4046,0.4871478002965892,1675,80051,0.9790758391525403,183,105444,0.9982644816205759,0.983156263382206,245195,4348,245195,4130,0
114,182,49990,0.9963592718543709,17,5735,0.9970357454228422,2080,4081,0.490320999754962,1684,80053,0.9789639363921402,182,105973,0.9982825814122465,0.983138891600768,245832,4378,245832,4145,0
115,182,50011,0.9963608006238628,17,5785,0.9970613656006915,2089,4117,0.49259169298032546,1688,80054,0.9789142328927973,183,106501,0.9982817062750584,0.9831255984549718,246468,4372,246468,4159,0
116,183,50031,0.9963422677939677,17,5835,0.9970865467009425,2096,4153,0.4953045990849988,1697,80056,0.9788023383631458,183,107030,0.9982901990096235,0.9831003014912689,247105,4416,247105,4176,0
117,183,50052,0.9963438024454567,17,5885,0.9971112999150382,2097,4189,0.49940319885414175,1710,80057,0.9786402188440736,185,107558,0.9982799977686457,0.9830791027726536,247741,4424,247741,4192,0
118,183,50072,0.996345262821537,17,5936,0.9971361185983828,2105,4225,0.501775147928994,1715,80059,0.9785782985048527,187,108087,0.9982699122003571,0.9830621751436313,248379,4478,248379,4207,0
119,184,50093,0.9963268320923083,17,5986,0.9971600400935516,2118,4260,0.5028169014084507,1723,80061,0.9784789098312536,188,108615,0.9982691156838374,0.9830130715017168,249015,4457,249015,4230,0
120,184,50113,0.9963282980464151,17,6036,0.9971835652750166,2126,4296,0.50512104283054,1730,80062,0.9783917463965427,191,109144,0.9982500183244154,0.9829842460074264,249651,4499,249651,4248,0
121,184,50134,0.9963298360394144,17,6087,0.99720716280598,2130,4332,0.5083102493074791,1734,80064,0.9783423261390888,192,109672,0.9982493252607776,0.9829916616391452,250289,4488,250289,4257,0
122,184,50154,0.9963312995972405,17,6137,0.997229916897507,2138,4368,0.5105311355311355,1736,80065,0.9783176169362393,192,110201,0.99825772905872,0.9829949188004384,250925,4511,250925,4267,0
