Adjumani,2016-08-31,normalize
South_Kordofan,2016-09-15,normalize
Haut-Uele,2016-12-31,normalize
Ituri,2017-01-31,normalize
Kakuma,2017-01-31,normalize
Kiryandongo,2017-02-01,normalize
