Day,Jewi sim,Jewi data,Jewi error,Kule sim,Kule data,Kule error,Pugnido sim,Pugnido data,Pugnido error,Teirkidi sim,Teirkidi data,Teirkidi error,Dadaab sim,Dadaab data,Dadaab error,Kakuma sim,Kakuma data,Kakuma error,EastDarfur sim,EastDarfur data,EastDarfur error,Khartoum sim,Khartoum data,Khartoum error,WestKordofan sim,WestKordofan data,WestKordofan error,WhiteNile sim,WhiteNile data,WhiteNile error,Total error,refugees in camps (UNHCR),refugees in camps (simulation),raw UNHCR refugee count
102,3831,1734,1.20934256055,3184,1136,1.80281690141,9488,42855,0.778602263447,8153,33282,0.755032750436,4200,185,21.7027027027,93118,72498,0.284421639218,183,68,1.69117647059,136,7148,0.980973698937,330,3327,0.90081154193,232,28737,0.991926784285,0.6592920353982301,190970,277960,233444
103,3928,1751,1.24328954883,3272,1147,1.85265911072,9740,42878,0.772843882644,8386,33608,0.750476077124,4194,187,21.4278074866,93245,72846,0.28002910249,185,68,1.72058823529,139,8444,0.983538607295,344,3327,0.896603546739,238,28881,0.991759288113,0.6581649295577751,193137,280819,233792
104,4016,1768,1.27149321267,3359,1158,1.90069084629,9946,42901,0.768163912263,8594,33934,0.746743678906,4189,189,21.164021164,93150,73158,0.27327154925,191,68,1.80882352941,143,9740,0.985318275154,356,3327,0.892996693718,241,29025,0.991696813092,0.6565899174467911,195268,283643,234104
105,4130,1785,1.3137254902,3451,1169,1.95209580838,10195,42924,0.762487186655,8814,34261,0.742739558098,4184,191,20.9057591623,93060,73549,0.265278929693,198,68,1.91176470588,149,11037,0.986499954698,372,3327,0.888187556357,253,29170,0.991326705519,0.6542249634142019,197481,286550,235072
106,4249,1802,1.35793562708,3555,1181,2.01016088061,10434,42947,0.757049386453,9006,34587,0.739613149449,4176,192,20.75,92975,73906,0.258016940438,203,68,1.98529411765,150,12333,0.987837509122,382,3327,0.885181845506,258,29224,0.991171639748,0.6523974404585928,199567,289330,235429
107,4352,1819,1.39252336449,3634,1192,2.04865771812,10654,42971,0.752065346396,9214,34913,0.736086844442,4174,194,20.5154639175,92862,74164,0.252116930047,207,68,2.04411764706,151,13629,0.988920683836,406,3327,0.877968139465,263,29279,0.991017452782,0.6510498323046696,201556,292012,235687
108,4457,1836,1.42755991285,3728,1203,2.09891936825,10895,42994,0.746592547797,9431,35240,0.732377979569,4169,196,20.2704081633,92766,74521,0.244830316287,216,68,2.17647058824,156,14926,0.989548438966,426,3327,0.871956717764,271,29334,0.990761573601,0.6489430135775491,203645,294794,245282
109,4552,1853,1.4565569347,3812,1214,2.14003294893,11135,43017,0.74114884813,9633,35566,0.729151436765,4161,198,20.0151515152,92691,74784,0.239449614891,225,68,2.30882352941,159,15162,0.989513256826,440,3327,0.867748722573,280,29489,0.990504934043,0.6460782301957221,204678,296520,245545
110,4642,1870,1.48235294118,3905,1225,2.18775510204,11394,43040,0.735269516729,9857,35892,0.725370556113,4157,200,19.785,92609,75140,0.232486026085,233,68,2.42647058824,163,15398,0.989414209638,456,3327,0.862939585212,287,29645,0.990318772137,0.6422973202789047,205805,298342,245901
111,4751,1887,1.51775304716,3997,1236,2.23381877023,11655,43063,0.729350022061,10063,36219,0.72216240095,4154,202,19.5643564356,92521,75376,0.22745966886,236,68,2.47058823529,165,15635,0.989446754077,469,3327,0.859032161106,295,29801,0.990101003322,0.639647219240477,206814,300044,246137
112,4849,1904,1.54674369748,4082,1247,2.27345629511,11911,43086,0.723552894212,10318,36545,0.717663155014,4152,203,19.4532019704,92425,75485,0.224415446778,243,68,2.57352941176,168,15871,0.989414655661,485,3327,0.854223023745,303,29957,0.989885502554,0.6376960224947398,207693,301615,246869
113,4956,1921,1.5799062988,4170,1259,2.31215250199,12170,43109,0.717692361224,10518,36871,0.714735157712,4151,205,19.2487804878,92331,75757,0.218778462716,248,68,2.64705882353,174,16107,0.989197243435,495,3327,0.851217312894,308,30057,0.989752803008,0.6347103952923362,208681,303296,247141
114,5070,1938,1.61609907121,4254,1270,2.34960629921,12411,43132,0.712255402022,10745,37197,0.711132618222,4147,207,19.0338164251,92221,75915,0.214792860436,254,68,2.73529411765,175,16344,0.989292706804,518,3327,0.844304177938,315,30157,0.989554663925,0.6324878910071342,209555,304864,247299
115,5172,1955,1.64552429668,4362,1281,2.40515222482,12636,43155,0.707194994786,10967,37524,0.707733717088,4144,209,18.8277511962,92121,76096,0.210589255677,258,68,2.79411764706,180,16580,0.989143546441,532,3327,0.840096182747,322,30257,0.989357834551,0.6303290061391671,210452,306455,247480
116,5287,1972,1.68103448276,4469,1292,2.45897832817,12915,43178,0.700889341794,11203,37850,0.704015852048,4142,211,18.6303317536,92030,76316,0.205907018188,261,68,2.83823529412,184,16817,0.989058690611,542,3327,0.837090471897,328,30357,0.989195243272,0.6276940980566541,211388,308084,247700
117,5408,1989,1.71895424837,4574,1303,2.51036070606,13229,43201,0.693780236569,11407,38176,0.701199706622,4139,213,18.4319248826,91954,76427,0.203161186492,266,68,2.91176470588,184,17053,0.989210109658,556,3327,0.832882476706,337,30457,0.988935220146,0.6259813207422696,212214,309603,247811
118,5525,2006,1.75423728814,4671,1314,2.55479452055,13493,43224,0.68783546178,11633,38503,0.697867698621,4138,214,18.3364485981,91864,76561,0.19987983438,271,68,2.98529411765,187,17289,0.98918387414,571,3327,0.82837391043,344,30557,0.988742350362,0.6241252587262922,213063,311146,247945
119,5630,2023,1.78299555116,4795,1325,2.61886792453,13726,43247,0.682613822924,11863,38829,0.694480929202,4132,216,18.1296296296,91778,77055,0.191071312699,277,68,3.07352941176,196,17526,0.988816615314,586,3327,0.823865344154,354,30657,0.988452881887,0.6197047691496362,214273,313049,248439
120,5746,2040,1.81666666667,4887,1337,2.65519820494,13966,43271,0.67724341938,12066,39155,0.69184012259,4128,218,17.9357798165,92079,77274,0.191590962031,281,68,3.13235294118,200,17762,0.988740006756,607,3327,0.817553351368,361,30757,0.988262834477,0.6191934352187873,215209,314679,268343
121,5862,2057,1.84978123481,4980,1348,2.6943620178,14209,43311,0.671930918242,12274,39481,0.689116283782,4121,220,17.7318181818,92668,77628,0.193744525171,288,68,3.23529411765,205,17998,0.988609845538,623,3327,0.812744214007,368,30858,0.988074405341,0.6190313274401745,216296,316031,269598
122,5966,2074,1.87656702025,5080,1359,2.73804267844,14451,43352,0.666658977671,12507,39808,0.685816921222,4113,222,17.527027027,93351,77699,0.201444034029,297,68,3.36764705882,210,18235,0.988483685221,634,3327,0.809437932071,373,31017,0.987974336654,0.6214237363062428,217161,317162,269669
123,6084,2091,1.90961262554,5172,1370,2.77518248175,14693,43392,0.661389196165,12731,40134,0.682787661335,4108,223,17.4215246637,93521,77556,0.205851255867,300,68,3.41176470588,212,18471,0.98852254886,655,3327,0.803125939285,382,31177,0.987747377875,0.6230458796468465,217809,318075,269526
124,6207,2108,1.9444971537,5286,1381,2.82766111513,14921,43433,0.656459374209,12951,40460,0.679906080079,4103,225,17.2355555556,93414,78154,0.195255521151,311,68,3.57352941176,216,18708,0.988454137267,672,3327,0.798016230839,386,31336,0.987681899413,0.6181706204379562,219200,319731,270124
125,6304,2125,1.96658823529,5398,1392,2.87787356322,15180,43473,0.650817748948,13173,40787,0.677029445657,4100,227,17.0616740088,93317,78296,0.191848881169,319,68,3.69117647059,221,18944,0.988334037162,686,3327,0.793808235648,391,31496,0.987585725171,0.6164671678742589,220135,320931,270266
126,6435,2142,2.00420168067,5504,1403,2.92302209551,15427,43514,0.645470423312,13381,41113,0.674531170189,4095,229,16.8820960699,93233,78356,0.189864209505,328,68,3.82352941176,225,19180,0.98826903024,708,3327,0.787195671776,394,31656,0.9875537023,0.6156533386428222,220988,322050,270326
127,6549,2159,2.03334877258,5609,1415,2.96395759717,15668,43554,0.640262662442,13589,41439,0.672072202515,4091,231,16.70995671,93139,78424,0.187633887585,337,68,3.95588235294,231,19417,0.988103208529,720,3327,0.783588818756,403,31815,0.987333019016,0.6146928766863948,221849,323176,270326
128,6658,2176,2.05974264706,5705,1426,3.00070126227,15908,43595,0.635095767863,13797,41766,0.669659531676,4088,233,16.5450643777,93037,78493,0.185290408062,342,68,4.02941176471,237,19653,0.987940772401,728,3327,0.781184250075,408,31975,0.987240031274,0.6136714680843421,222712,324304,270326
129,6745,2193,2.07569539444,5815,1437,3.04662491301,16125,43635,0.630457201788,14006,42092,0.667252684596,4084,234,16.452991453,92952,78562,0.183167434638,350,68,4.14705882353,238,19890,0.988034188034,745,3327,0.776074541629,417,32135,0.987023494632,0.6127752456691997,223573,325430,276567
130,6863,2210,2.10542986425,5915,1448,3.08494475138,16374,43676,0.625103031413,14225,42418,0.664647083785,4081,236,16.2923728814,92862,78631,0.18098459895,361,68,4.30882352941,244,19421,0.987436280315,760,3327,0.771565975353,421,32182,0.986918153005,0.6103695157344925,223617,325740,276567
131,6983,2227,2.13560844185,6015,1459,3.12268677176,16610,43716,0.620047579833,14425,42744,0.662525734606,4079,238,16.1386554622,92763,78700,0.178691232529,367,68,4.39705882353,249,18953,0.986862238168,777,3327,0.766456266907,426,32229,0.986782090664,0.6080496823317432,223661,326049,276567
132,7104,2244,2.16577540107,6115,1470,3.15986394558,16841,43757,0.615124437233,14636,43071,0.660188990272,4076,240,15.9833333333,92694,78769,0.176782744481,374,68,4.5,251,18485,0.986421422775,786,3327,0.763751127142,435,32276,0.986522493494,0.6058773306154925,223707,326360,276567
133,7209,2261,2.18841220699,6230,1481,3.20661715057,17052,43797,0.610658264265,14825,43397,0.658386524414,4074,242,15.8347107438,92603,78838,0.174598543849,380,68,4.58823529412,252,18017,0.986013209746,808,3327,0.75713856327,440,32324,0.986387823289,0.6037532625406701,223752,326670,276567
134,7302,2278,2.20544337138,6326,1493,3.23710649699,17279,43838,0.605844244719,15008,43723,0.656748164582,4071,243,15.7530864198,92521,78907,0.172532221476,388,68,4.70588235294,264,17549,0.984956407773,825,3327,0.752028854824,447,32371,0.986191344104,0.6014557835895924,223797,326981,276567
135,7408,2295,2.22788671024,6442,1504,3.28324468085,17493,43879,0.601335490781,15194,44050,0.655073779796,4071,245,15.6163265306,92423,78975,0.170281734726,395,68,4.80882352941,269,17081,0.984251507523,838,3327,0.748121430718,451,32418,0.986087975816,0.5993602630426819,223842,327292,276567
136,7503,2312,2.24524221453,6540,1515,3.31683168317,17708,43919,0.596803205902,15373,44376,0.653574003966,4065,247,15.4574898785,92330,79044,0.168083599008,402,68,4.91176470588,270,16613,0.983747667489,854,3327,0.743312293357,457,32465,0.985923302018,0.5971431889443735,223886,327601,276567
137,7612,2329,2.26835551739,6622,1526,3.33944954128,17925,43960,0.592242948135,15565,44702,0.651805288354,4059,249,15.3012048193,92249,79113,0.166040979359,412,68,5.05882352941,272,16145,0.983152678848,868,3327,0.739104298167,464,32513,0.985728785409,0.5949216726506261,223932,327912,276567
138,7711,2346,2.28687127025,6721,1537,3.37280416396,18125,44000,0.588068181818,15759,45029,0.650025539097,4055,251,15.1553784861,92172,79182,0.16405243616,417,68,5.13235294118,278,15677,0.982267015373,886,3327,0.733694018635,474,32560,0.985442260442,0.5927528272992316,223977,328223,276567
139,7801,2363,2.30131189166,6809,1548,3.39857881137,18313,44041,0.58418292046,15938,45355,0.648594421784,4053,253,15.0197628458,92074,79251,0.161802374733,423,68,5.22058823529,284,15209,0.981326845946,900,3327,0.729486023445,483,32607,0.985187229736,0.590558070189535,224022,328533,276567
140,7884,2379,2.31399747793,6918,1559,3.4374599102,18498,44081,0.580363421882,16117,45681,0.647183730654,4053,254,14.9566929134,91988,79320,0.159707513868,429,68,5.30882352941,287,14741,0.980530493182,914,3327,0.725278028254,492,32655,0.98493339458,0.5885301140294111,224065,328841,276567
141,7973,2397,2.32624113475,7010,1571,3.46212603437,18699,44122,0.576197815149,16295,46007,0.645814767318,4045,256,14.80078125,91908,79389,0.15769187167,431,68,5.33823529412,293,14273,0.97947172984,926,3327,0.721671175233,494,32702,0.984893890282,0.5863586064110802,224112,329153,276567
142,8061,2414,2.33927091964,7087,1582,3.47977243995,18871,44162,0.572686925411,16452,46334,0.644925972288,4039,258,14.6550387597,91811,79458,0.155465780664,436,68,5.41176470588,295,13805,0.978630930822,939,3327,0.717763751127,497,32749,0.984823964091,0.5843092118470536,224157,329464,276567
143,8146,2431,2.35088440971,7185,1593,3.51035781544,19072,44203,0.568536072212,16594,46660,0.644363480497,4033,260,14.5115384615,91716,79526,0.153283202978,438,68,5.44117647059,299,13337,0.97758116518,964,3327,0.710249474001,505,32796,0.984601780705,0.5821963327549833,224201,329773,276567
144,8234,2448,2.3635620915,7277,1604,3.53678304239,19263,44243,0.564609090704,16739,46986,0.643744945303,4028,262,14.3740458015,92066,79595,0.156680696024,444,68,5.52941176471,302,12869,0.976532753128,977,3327,0.706342049895,508,32844,0.984532943612,0.5821820679075658,224246,330083,276567
145,8326,2465,2.37768762677,7381,1615,3.57027863777,19419,44284,0.561489477012,16896,47313,0.642888846617,4026,263,14.3079847909,92733,79664,0.164051516369,450,68,5.61764705882,308,12401,0.975163293283,996,3327,0.700631199279,518,32891,0.984251010915,0.5837059890945245,224291,330393,276567
146,8396,2482,2.38275584206,7450,1626,3.58179581796,19594,44324,0.557937009295,17027,47639,0.642582757824,4022,265,14.1773584906,93346,79733,0.170732319115,454,68,5.67647058824,311,11933,0.973937819492,1012,3327,0.695822061918,526,32938,0.984030602951,0.5847727728620143,224335,330703,276567
147,8481,2499,2.393757503,7546,1637,3.60965180208,19777,44365,0.554220669447,17178,47965,0.641863859064,4019,267,14.0524344569,93597,79802,0.172865341721,458,68,5.73529411765,315,11465,0.972525076319,1032,3327,0.689810640216,533,32986,0.983841629782,0.5842785262566795,224381,331014,268993
148,8569,2516,2.40580286169,7626,1649,3.62462098241,19962,44406,0.550466153223,17308,48292,0.641596951876,4016,269,13.9293680297,93502,79871,0.170662693593,463,68,5.80882352941,319,12712,0.974905601007,1047,3327,0.68530207394,539,20077,0.973153359566,0.5602686843006375,213187,331014,318420
149,8654,2533,2.41650217134,7730,1660,3.65662650602,20126,44410,0.54681378068,17447,48391,0.639457750408,4014,271,13.8118081181,93413,79940,0.168538904178,469,68,5.89705882353,327,13959,0.97657425317,1062,3327,0.680793507665,557,7169,0.92230436602,0.5331188531091371,201728,331014,292603
150,8739,2550,2.42705882353,7822,1671,3.68102932376,20315,44415,0.54260947878,17581,48491,0.63743787507,4012,273,13.695970696,93314,80009,0.166293791948,473,68,5.95588235294,328,15207,0.97843098573,1075,3327,0.676886083559,566,7169,0.921048960803,0.5341716704400039,203180,331014,302298
151,8806,2566,2.43180046765,7909,1682,3.70214030916,20452,44419,0.539566401765,17727,48590,0.635171846059,4007,274,13.6240875912,93217,80163,0.162843206966,480,68,6.05882352941,333,16454,0.979761760058,1094,3327,0.671175232943,569,7169,0.920630492398,0.5346535620774552,204712,331014,302298
152,8867,2584,2.43150154799,7990,1693,3.71943295924,20588,44424,0.536556816135,17847,48690,0.633456561922,4003,276,13.5036231884,93124,80317,0.159455656959,487,68,6.16176470588,339,17702,0.980849621512,1111,3327,0.666065524497,575,7169,0.919793555587,0.5352,206250,331014,302298
153,8952,2601,2.44175317186,8069,1704,3.7353286385,20733,44428,0.533334833889,17957,48789,0.631945725471,4001,278,13.3920863309,93031,80471,0.156081072685,491,68,6.22058823529,343,18949,0.981898780938,1126,3327,0.661556958221,580,7169,0.919096108244,0.5358689793246834,207784,331014,302298
154,9005,2618,2.43964858671,8123,1715,3.73644314869,20853,44433,0.530686651813,18089,48889,0.629998568185,3998,280,13.2785714286,92930,80626,0.152605859152,499,68,6.33823529412,345,20197,0.982918255186,1139,3327,0.657649534115,586,7169,0.918259171433,0.5362599249003926,209322,331014,302298
155,9077,2635,2.44478178368,8199,1727,3.74753908512,21003,44438,0.527363967775,18193,48988,0.628623336327,3997,282,13.1737588652,92843,80780,0.149331517702,502,68,6.38235294118,348,21444,0.983771684387,1154,3327,0.653140967839,592,7169,0.917422234621,0.5368636712858891,210858,331014,302298
156,9152,2652,2.45098039216,8269,1738,3.75776754891,21138,44442,0.524368840286,18317,49088,0.626853813559,3994,284,13.0633802817,92745,80934,0.145933723775,506,68,6.44117647059,358,22692,0.984223514895,1168,3327,0.648932972648,595,7169,0.917003766216,0.5373598124240798,212394,331014,313525
157,9212,2669,2.45147995504,8350,1749,3.77415666095,21250,44447,0.521902490607,18426,49187,0.62538882225,3992,285,13.0070175439,92655,81089,0.142633402804,515,68,6.57352941176,360,22828,0.984229893114,1183,3327,0.644424406372,602,7169,0.916027339936,0.5356736742192859,212818,331014,314605
158,9272,2686,2.45197319434,8427,1760,3.78806818182,21376,44451,0.519110931138,18543,49287,0.623775031956,3989,287,12.8989547038,92563,81217,0.139699816541,520,68,6.64705882353,370,22964,0.983887824421,1194,3327,0.641118124436,606,7169,0.915469382062,0.5340218370103557,213216,331014,315236
159,9354,2703,2.46059933407,8479,1771,3.7876905703,21478,44456,0.51687061364,18675,49386,0.62185639655,3984,289,12.785467128,92482,81346,0.136896712807,531,68,6.80882352941,374,23100,0.98380952381,1202,3327,0.638713555756,611,7169,0.914771934719,0.5325047398356857,213615,331014,315236
160,9434,2720,2.46838235294,8546,1782,3.79573512907,21585,44461,0.514518341918,18781,49486,0.620478519177,3977,291,12.6666666667,92399,81475,0.134077938018,533,68,6.83823529412,377,23236,0.98377517645,1218,3327,0.633904418395,615,7169,0.914213976845,0.5310655795154545,214015,331014,315236
161,9496,2737,2.46949214468,8618,1793,3.80646960402,21695,44465,0.512088159226,18888,49585,0.619078350308,3973,293,12.5597269625,92292,81604,0.130973971864,539,68,6.92647058824,380,23372,0.983741228821,1237,3327,0.628193567779,620,7169,0.913516529502,0.529450173263748,214413,331014,315236
162,9564,2754,2.47276688453,8668,1805,3.80221606648,21815,44470,0.509444569373,18987,49685,0.617852470565,3968,294,12.4965986395,92198,81732,0.128052659913,543,68,6.98529411765,382,23508,0.983750212694,1254,3327,0.623083859333,626,7169,0.912679592691,0.5278243301119118,214812,331014,315236
163,9625,2771,2.47347527968,8721,1816,3.80231277533,21953,44474,0.506385753474,19080,49784,0.616744335529,3961,296,12.3817567568,92107,81861,0.125163386717,550,68,7.08823529412,382,23644,0.983843681272,1266,3327,0.619477006312,634,7169,0.911563676942,0.5261604944008178,215210,331662,315236
164,9697,2788,2.4781205165,8785,1827,3.80842911877,22056,44479,0.504125542391,19175,49884,0.61560821105,3959,298,12.2852348993,92021,81990,0.122344188316,553,68,7.13235294118,388,23780,0.983683767872,1275,3327,0.616771866546,637,7169,0.911145208537,0.5247994063355131,215610,332312,316324
165,9744,2805,2.47379679144,8835,1838,3.80685527748,22134,44484,0.502427839223,19274,49983,0.614388892223,3954,300,12.18,91930,82119,0.119472959973,559,68,7.22058823529,394,23874,0.983496690961,1289,3327,0.612563871356,648,7169,0.909610824383,0.523181782401941,215967,332919,317354
166,9783,2822,2.46669029057,8900,1849,3.81341265549,22221,44488,0.500516993347,19353,50083,0.613581454785,3949,302,12.0761589404,91828,82150,0.117808886184,560,68,7.23529411765,398,23969,0.983395218824,1297,3327,0.610159302675,657,7169,0.908355419166,0.5223168244483807,216227,333430,317354
167,9820,2839,2.45896442409,8960,1860,3.81720430108,22319,44493,0.498370530196,19426,50182,0.612889083735,3945,304,11.9769736842,91729,82181,0.116182572614,563,68,7.27941176471,405,24064,0.983169880319,1313,3327,0.605350165314,660,7169,0.90793695076,0.5214031327516202,216487,333940,317354
168,9871,2856,2.456232493,9006,1871,3.8134687333,22401,44497,0.496572802661,19502,50282,0.612147488167,3942,305,11.9245901639,92072,82213,0.119920207266,565,68,7.30882352941,406,24158,0.983193973011,1322,3327,0.602645025549,666,7169,0.907100013949,0.5226347891079881,216746,334449,317354
169,9919,2873,2.45248868778,9076,1883,3.81996813595,22491,44502,0.494606983956,19570,50381,0.611559913459,3941,307,11.8371335505,92768,82244,0.1279607023,568,68,7.35294117647,411,24253,0.983053642848,1340,3327,0.597234746017,667,7169,0.90696052448,0.5255590833475418,217007,334962,320495
170,9961,2890,2.44671280277,9118,2408,2.7865448505,22605,44506,0.492090954029,19646,50481,0.610823874329,3936,309,11.7378640777,93560,82276,0.137148135544,572,68,7.41176470588,412,24348,0.983078692295,1352,3327,0.593627892997,672,7169,0.906263077138,0.525020433277314,217782,335605,320495
171,10009,2907,2.44306845545,9175,2933,2.12819638595,22695,44511,0.490126036261,19737,50580,0.609786476868,3934,311,11.6495176849,93767,82307,0.139234815994,577,68,7.48529411765,414,24443,0.983062635519,1363,3327,0.590321611061,685,7169,0.904449714047,0.5219348816779223,218556,336248,332812
172,10070,2924,2.4439124487,9230,3458,1.66917293233,22787,44516,0.488116632222,19814,50680,0.609037095501,3928,313,11.5495207668,93683,82339,0.137771894242,579,68,7.51470588235,420,24461,0.982829810719,1371,3327,0.587917042381,691,7169,0.903612777235,0.517470525187567,219255,337464,332812
173,10105,2941,2.43590615437,9290,3983,1.33241275421,22896,44520,0.485714285714,19884,50779,0.608420803876,3922,314,11.4904458599,93588,82370,0.136190360568,589,68,7.66176470588,423,24479,0.982719882348,1391,3327,0.581905620679,701,7169,0.90221788255,0.5128301886792452,219950,338677,332812
