agent_id,initial_zone,camp_node,arrival_timestep,path_length_km,experience_x,decision_mode
45,outer,iwaki_city,0,24.0,0.17389174406264576,s1_only
51,outer,iwaki_city,0,24.0,0.2092531689413234,s1_only
64,outer,iwaki_city,0,24.0,0.19455375389612842,s1_only
73,outer,fukushima_city,0,52.0,0.24122872836060696,s1_only
76,outer,koriyama,0,110.0,0.4259009638056911,s1_only
84,outer,fukushima_city,0,52.0,0.48446557454412287,s1_only
91,outer,fukushima_city,0,52.0,0.21105905693146867,s1_only
123,outer,iwaki_city,0,10.0,0.21734877498512223,s1_only
130,outer,iwaki_city,0,10.0,0.3172040452226466,s1_only
133,outer,iwaki_city,0,10.0,0.4526504893754895,s1_only
146,outer,iwaki_city,0,10.0,0.49469960814466146,s1_only
148,outer,iwaki_city,0,10.0,0.09770090633480621,s1_only
162,outer,iwaki_city,0,10.0,0.03497046698601967,s1_only
180,outer,iwaki_city,0,43.0,0.37328195057784236,s1_only
192,outer,iwaki_city,0,10.0,0.24973099599507315,s1_only
197,outer,iwaki_city,0,10.0,0.2769959753949154,s1_only
199,outer,iwaki_city,0,10.0,0.38999767338449987,s1_only
200,outer,iwaki_city,0,10.0,0.1301806854368723,s1_only
202,outer,iwaki_city,0,10.0,0.523590292036515,s1_only
213,outer,iwaki_city,0,10.0,0.5076989649403628,s1_only
221,outer,iwaki_city,0,10.0,0.27073103128665066,s1_only
222,outer,iwaki_city,0,10.0,0.4266393763329152,s1_only
235,outer,iwaki_city,0,10.0,0.4471054876698191,s1_only
242,outer,iwaki_city,0,43.0,0.12880565605034994,s1_only
258,outer,iwaki_city,0,10.0,0.1768232864769678,s1_only
267,outer,iwaki_city,0,10.0,0.26248373128885444,s1_only
309,outer,fukushima_city,0,61.0,0.10944361603329451,s1_only
349,outer,fukushima_city,0,61.0,0.43367545225960963,s1_only
351,outer,fukushima_city,0,61.0,0.09678222914856828,s1_only
353,outer,fukushima_city,0,61.0,0.3118149251954397,s1_only
367,outer,fukushima_city,0,61.0,0.3292217843945704,s1_only
392,outer,fukushima_city,0,61.0,0.07530922653662744,s1_only
401,outer,fukushima_city,0,61.0,0.4459911149614075,s1_only
404,outer,fukushima_city,0,61.0,0.07604782527042536,s1_only
411,outer,fukushima_city,0,61.0,0.08064545376380255,s1_only
420,outer,fukushima_city,0,61.0,0.09619821072097685,s1_only
444,outer,fukushima_city,0,61.0,0.4827529779094158,s1_only
456,outer,fukushima_city,0,61.0,0.23235592276297312,s1_only
471,outer,fukushima_city,0,61.0,0.28478903477069006,s1_only
510,outer,fukushima_city,0,61.0,0.10509995783057145,s1_only
513,outer,fukushima_city,0,61.0,0.24138264860940684,s1_only
531,outer,fukushima_city,0,61.0,0.31554056127163305,s1_only
534,outer,fukushima_city,0,61.0,0.7134221923384635,s1_only
555,outer,fukushima_city,0,61.0,0.5240617148275594,s1_only
580,outer,fukushima_city,0,61.0,0.35491180593001254,s1_only
588,outer,fukushima_city,0,61.0,0.500373726534079,s1_only
593,mid,fukushima_city,0,75.0,0.5779452990528532,s1_only
756,mid,fukushima_city,0,107.0,0.27243568849156813,s1_only
789,mid,fukushima_city,0,107.0,0.3833450071158206,s1_only
908,outer,koriyama,0,52.0,0.588753628865732,s1_only
937,outer,fukushima_city,0,110.0,0.21043158559306677,s1_only
955,outer,koriyama,0,52.0,0.14082950297196037,s1_only
957,outer,koriyama,0,52.0,0.3618707774144651,s1_only
959,outer,koriyama,0,83.0,0.185467670107658,s1_only
997,outer,koriyama,0,52.0,0.19417269738993592,s1_only
1006,outer,koriyama,0,52.0,0.1592776823022119,s1_only
1036,outer,koriyama,0,52.0,0.41501465095253476,s1_only
1037,outer,koriyama,0,52.0,0.16922420626805512,s1_only
1044,outer,koriyama,0,52.0,0.48068280541847735,s1_only
1054,outer,koriyama,0,52.0,0.10979166606373109,s1_only
1055,outer,koriyama,0,52.0,0.08269632706029591,s1_only
1064,outer,fukushima_city,0,110.0,0.09829784839809835,s1_only
1078,outer,koriyama,0,52.0,0.1163646897367766,s1_only
1102,outer,koriyama,0,52.0,0.22260993453254768,s1_only
1108,outer,koriyama,0,52.0,0.04926480634282334,s1_only
13,inner,koriyama,1,91.0,0.21620560433097472,s1_only
14,inner,koriyama,1,91.0,0.29178582562220173,s1_only
29,inner,koriyama,1,91.0,0.6281818928514328,s1_only
77,outer,fukushima_city,1,52.0,0.2852554767664321,s1_only
80,outer,koriyama,1,260.0,0.1970520448002358,s1_only
93,outer,fukushima_city,1,52.0,0.1078420704249405,s1_only
94,outer,fukushima_city,1,52.0,0.3749653616765385,s1_only
95,outer,fukushima_city,1,52.0,0.8163422381037169,s1_only
96,outer,fukushima_city,1,52.0,0.12357063241739781,s1_only
99,outer,fukushima_city,1,52.0,0.3193693559984723,s1_only
102,outer,fukushima_city,1,52.0,0.16738465523547452,s1_only
104,outer,iwaki_city,1,10.0,0.35683426641709576,s1_only
