Day,Akobo - Nahr_Atiem,Awarajwok - Tonga,Awarajwok - Kodok,Ayod - Waw,Baleit - Padok,Baleit - Gel_Achel,Bor - Makol_Cuei,Bunj - Doro,Burbiey - Mayot,Burbiey - Akobo,Burbiey - Kule,Burbiey - Tierkidi,Dentoang - Malut,Duk_Fadiat - Yuai,Duk_Fadiat - Ayod,Duk_Faiwil - Pajut,Duk_Faiwil - Duk_Fadiat,El-galhak - Renk,Gadiang - Akobo,Gadiang - Kongettit,Gel_Achel - Nasir,Jalle - Panyagor,Kaka - Wadakona,Kaljak - Atar,Khor_Adar - Kaka,Kodok - Khor_Adar,Kongettit - Pibor,Maban - Liang,Maban - Bunj,Maban - Doro,Mabior_Canal - Duk_Faiwil,Mabior_Canal - Duk_Fadiat,Makol_Cuei - Jalle,Malakal - Baleit,Malakal - Padok,Malut - El-galhak,Malut - Maban,Mayot - Pagak,Mayot - Multhiang,Nahr_Atiem - Pibor,Nahr_Atiem - Pugnido,Nasir - Burbiey,Nasir - Akobo,Ofyo - Malakal,Ofyo - Atar,Owachi - Awarajwok,Padok - Dentoang,Pagak - Wanke,Pagak - Tierkidi,Pagak - Kule,Pagak - Nguenyyiel,Pagak - Maiwut,Pajut - Yuai,Pajut - Gadiang,Panyagor - Mabior_Canal,Panyikang - Wau_Shilluk,Pentin - Raad,Pibor - Pochalla,Pieri - Pulchuol,Pochalla - Pentin,Pulchuol - Walgak,Raad - Okugo,Renk - Doro,Tierkidi - Nguenyyiel,Tierkidi - Kule,Tonga - Malakal,Walgak - Waat,Walgak - Akobo,Wau_Shilluk - Owachi,Waw - Ofyo,Waw - Kaljak,Yuai - Gadiang,Yuai - Pieri,Yuai - Pulchuol
94,1.7033218999999997,0.4521832,5.409725,3.7732272000000004,5.409725,7.1328974,11.535896000000001,1.1477283999999999,1.7033218999999997,1.7033218999999997,0.19736588,0.19736588,5.409725,5.607107599999999,5.607107599999999,5.607107599999999,5.607107599999999,0.27047098,5.607107599999999,5.607107599999999,1.4056674999999998,6.4049830000000005,0.18065050000000002,9.027358,5.409725,5.409725,1.3430231000000001,1.1477283999999999,1.1477283999999999,1.1477283999999999,5.607107599999999,5.607107599999999,6.4049830000000005,7.1328974,5.409725,0.27047098,1.2876726,0.19736588,0.3393963,0.19736588,0.19736588,1.7033218999999997,1.7033218999999997,7.1328974,7.1328974,5.409725,5.409725,0.19736588,0.19736588,0.19736588,0.19736588,0.19736588,5.607107599999999,5.607107599999999,6.4049830000000005,0.4521832,0.6620996,0.2746582,5.607107599999999,0.2746582,5.607107599999999,0.4166849,0.27047098,0.19736588,0.19736588,0.4521832,5.607107599999999,1.7033218999999997,0.4521832,9.027358,9.027358,5.607107599999999,5.607107599999999,5.607107599999999
95,0.37908554,0.8009970000000001,0.9252876,3.0881352000000004,0.9252876,1.5414469,1.7315186000000002,0.08666888,0.37908554,0.37908554,0.22034720000000002,0.22034720000000002,0.9252876,1.2626126,1.2626126,1.2626126,1.2626126,0.4166849,1.2626126,1.2626126,0.8281544,0.67673254,1.0506027,0.41250512,0.9252876,0.9252876,0.23078173,0.08666888,0.08666888,0.08666888,1.2626126,1.2626126,0.67673254,1.5414469,0.9252876,0.4166849,0.9378194999999999,0.22034720000000002,0.20990520000000001,0.22034720000000002,0.22034720000000002,0.37908554,0.37908554,1.5414469,1.5414469,0.9252876,0.9252876,0.22034720000000002,0.22034720000000002,0.22034720000000002,0.22034720000000002,0.22034720000000002,1.2626126,1.2626126,0.67673254,0.8009970000000001,0.6965734,0.19738078,1.2626126,0.19738078,1.2626126,0.03863871,0.4166849,0.22034720000000002,0.22034720000000002,0.8009970000000001,1.2626126,0.37908554,0.8009970000000001,0.41250512,0.41250512,1.2626126,1.2626126,1.2626126
96,0.07727742,0.060569495,0.121135265,0.19527972,0.121135265,0.044900924,0.043854117000000005,0.08458644,0.07727742,0.07727742,0.0020861626,0.0020861626,0.121135265,0.36237759999999997,0.36237759999999997,0.36237759999999997,0.36237759999999997,0.061612575999999995,0.36237759999999997,0.36237759999999997,0.09085238,0.32374263,0.04594773,0.5294755,0.121135265,0.121135265,0.079371035,0.08458644,0.08458644,0.08458644,0.36237759999999997,0.36237759999999997,0.32374263,0.044900924,0.121135265,0.061612575999999995,0.06996468,0.0020861626,0.060569495,0.0020861626,0.0020861626,0.07727742,0.07727742,0.044900924,0.044900924,0.121135265,0.121135265,0.0020861626,0.0020861626,0.0020861626,0.0020861626,0.0020861626,0.36237759999999997,0.36237759999999997,0.32374263,0.060569495,0.21095201,0.0,0.36237759999999997,0.0,0.36237759999999997,0.0,0.061612575999999995,0.0020861626,0.0020861626,0.060569495,0.36237759999999997,0.07727742,0.060569495,0.5294755,0.5294755,0.36237759999999997,0.36237759999999997,0.36237759999999997
97,0.45637414,0.8198135,2.6912875,3.1549745,2.6912875,0.14515966,0.08771941,3.158111,0.45637414,0.45637414,0.07310137,0.07310137,2.6912875,0.09502843,0.09502843,0.09502843,0.09502843,7.4660554,0.09502843,0.09502843,0.86576116,0.0490807,3.1424425,3.7544332000000002,2.6912875,2.6912875,0.058483332,3.158111,3.158111,3.158111,0.09502843,0.09502843,0.0490807,0.14515966,2.6912875,7.4660554,0.70492923,0.07310137,0.43548644,0.07310137,0.07310137,0.45637414,0.45637414,0.14515966,0.14515966,2.6912875,2.6912875,0.07310137,0.07310137,0.07310137,0.07310137,0.07310137,0.09502843,0.09502843,0.0490807,0.8198135,0.9816848,0.014618039,0.09502843,0.014618039,0.09502843,0.0,7.4660554,0.07310137,0.07310137,0.8198135,0.09502843,0.45637414,0.8198135,3.7544332000000002,3.7544332000000002,0.09502843,0.09502843,0.09502843
98,0.040724874,15.418792000000002,18.148731,0.49605966,18.148731,1.3774858,0.0,2.9711685,0.040724874,0.040724874,0.48352778,0.48352778,18.148731,2.2516177,2.2516177,2.2516177,2.2516177,11.004321000000001,2.2516177,2.2516177,0.16813353,0.5754307,7.8691745,18.33149,18.148731,18.148731,0.27257204,2.9711685,2.9711685,2.9711685,2.2516177,2.2516177,0.5754307,1.3774858,18.148731,11.004321000000001,3.5486891000000003,0.48352778,0.2704747,0.48352778,0.48352778,0.040724874,0.040724874,1.3774858,1.3774858,18.148731,18.148731,0.48352778,0.48352778,0.48352778,0.48352778,0.48352778,2.2516177,2.2516177,0.5754307,15.418792000000002,0.08250028,0.01148507,2.2516177,0.01148507,2.2516177,0.0,11.004321000000001,0.48352778,0.48352778,15.418792000000002,2.2516177,0.040724874,15.418792000000002,18.33149,18.33149,2.2516177,2.2516177,2.2516177
99,0.3655143,0.33836067,0.6997026,0.105474144,0.6997026,0.09398162,0.004172325,6.0728865,0.3655143,0.3655143,1.9080229,1.9080229,0.6997026,0.098157674,0.098157674,0.098157674,0.098157674,0.79997253,0.098157674,0.098157674,0.23392588,0.0020861626,1.1759363,0.26107207,0.6997026,0.6997026,0.0,6.0728865,6.0728865,6.0728865,0.098157674,0.098157674,0.0020861626,0.09398162,0.6997026,0.79997253,2.6672667999999997,1.9080229,0.9722784,1.9080229,1.9080229,0.3655143,0.3655143,0.09398162,0.09398162,0.6997026,0.6997026,1.9080229,1.9080229,1.9080229,1.9080229,1.9080229,0.098157674,0.098157674,0.0020861626,0.33836067,0.0041760504,0.0010430813,0.098157674,0.0010430813,0.098157674,0.0,0.79997253,1.9080229,1.9080229,0.33836067,0.098157674,0.3655143,0.33836067,0.26107207,0.26107207,0.098157674,0.098157674,0.098157674
100,1.2166573999999999,0.5148575,0.93886626,0.7696710999999999,0.93886626,0.6234683000000001,0.0,2.2443049999999998,1.2166573999999999,1.2166573999999999,0.013571233,0.013571233,0.93886626,0.06160885,0.06160885,0.06160885,0.06160885,0.20991266,0.06160885,0.06160885,1.6197786,0.015664846,0.0031292439,0.70700794,0.93886626,0.93886626,0.004172325,2.2443049999999998,2.2443049999999998,2.2443049999999998,0.06160885,0.06160885,0.015664846,0.6234683000000001,0.93886626,0.20991266,0.34463033,0.013571233,1.8296987,0.013571233,0.013571233,1.2166573999999999,1.2166573999999999,0.6234683000000001,0.6234683000000001,0.93886626,0.93886626,0.013571233,0.013571233,0.013571233,0.013571233,0.013571233,0.06160885,0.06160885,0.015664846,0.5148575,0.029232353,0.03759563,0.06160885,0.03759563,0.06160885,0.0,0.20991266,0.013571233,0.013571233,0.5148575,0.06160885,1.2166573999999999,0.5148575,0.70700794,0.70700794,0.06160885,0.06160885,0.06160885
101,0.0031329691,4.941866,4.342407,4.8948584,4.342407,7.388776299999999,4.6912136,0.32165274,0.0031329691,0.0031329691,0.5409643,0.5409643,4.342407,10.312963499999999,10.312963499999999,10.312963499999999,10.312963499999999,1.299169,10.312963499999999,10.312963499999999,0.2840534,3.5173557,3.8160496,4.8259419999999995,4.342407,4.342407,0.0020861626,0.32165274,0.32165274,0.32165274,10.312963499999999,10.312963499999999,3.5173557,7.388776299999999,4.342407,1.299169,0.5409643,0.5409643,0.11905283,0.5409643,0.5409643,0.0031329691,0.0031329691,7.388776299999999,7.388776299999999,4.342407,4.342407,0.5409643,0.5409643,0.5409643,0.5409643,0.5409643,10.312963499999999,10.312963499999999,3.5173557,4.941866,1.3513788999999998,0.6078109,10.312963499999999,0.6078109,10.312963499999999,0.112790614,1.299169,0.5409643,0.5409643,4.941866,10.312963499999999,0.0031329691,4.941866,4.8259419999999995,4.8259419999999995,10.312963499999999,10.312963499999999,10.312963499999999
102,0.01983717,6.690113,0.66211075,0.31642243,0.66211075,0.03863126,0.3435798,0.37909299999999996,0.01983717,0.01983717,0.0010430813,0.0010430813,0.66211075,0.0574328,0.0574328,0.0574328,0.0574328,0.33000857,0.0574328,0.0574328,0.44279546,0.026095659,1.2845434,0.74356425,0.66211075,0.66211075,0.028196722,0.37909299999999996,0.37909299999999996,0.37909299999999996,0.0574328,0.0574328,0.026095659,0.03863126,0.66211075,0.33000857,0.7237308000000001,0.0010430813,0.42190775,0.0010430813,0.0010430813,0.01983717,0.01983717,0.03863126,0.03863126,0.66211075,0.66211075,0.0010430813,0.0010430813,0.0010430813,0.0010430813,0.0010430813,0.0574328,0.0574328,0.026095659,6.690113,0.0052154064,0.0,0.0574328,0.0,0.0574328,0.033415854,0.33000857,0.0010430813,0.0010430813,6.690113,0.0574328,0.01983717,6.690113,0.74356425,0.74356425,0.0574328,0.0574328,0.0574328
103,0.30494109999999996,0.25063753,0.19006804,0.14411286,0.19006804,0.29136986,0.3947541,0.13367459,0.30494109999999996,0.30494109999999996,0.07518381,0.07518381,0.19006804,0.20990893,0.20990893,0.20990893,0.20990893,0.14411286,0.20990893,0.20990893,0.15038252,0.06369874,0.737302,0.28719008,0.19006804,0.19006804,0.0010430813,0.13367459,0.13367459,0.13367459,0.20990893,0.20990893,0.06369874,0.29136986,0.19006804,0.14411286,0.4720427,0.07518381,0.072054565,0.07518381,0.07518381,0.30494109999999996,0.30494109999999996,0.29136986,0.29136986,0.19006804,0.19006804,0.07518381,0.07518381,0.07518381,0.07518381,0.07518381,0.20990893,0.20990893,0.06369874,0.25063753,0.08041039,0.0,0.20990893,0.0,0.20990893,0.007309019599999999,0.14411286,0.07518381,0.07518381,0.25063753,0.20990893,0.30494109999999996,0.25063753,0.28719008,0.28719008,0.20990893,0.20990893,0.20990893
104,11.249738,0.34149364,0.8218959000000001,2.0740702,0.8218959000000001,1.0746233,1.8129871,1.7816461,11.249738,11.249738,0.12949109,0.12949109,0.8218959000000001,7.109932400000001,7.109932400000001,7.109932400000001,7.109932400000001,0.5524531,7.109932400000001,7.109932400000001,2.028115,4.4562406999999995,0.9858608,2.8134732000000002,0.8218959000000001,0.8218959000000001,1.512207,1.7816461,1.7816461,1.7816461,7.109932400000001,7.109932400000001,4.4562406999999995,1.0746233,0.8218959000000001,0.5524531,0.99525976,0.12949109,0.7842965000000001,0.12949109,0.12949109,11.249738,11.249738,1.0746233,1.0746233,0.8218959000000001,0.8218959000000001,0.12949109,0.12949109,0.12949109,0.12949109,0.12949109,7.109932400000001,7.109932400000001,4.4562406999999995,0.34149364,0.32061338,0.010441989,7.109932400000001,0.010441989,7.109932400000001,0.055342913,0.5524531,0.12949109,0.12949109,0.34149364,7.109932400000001,11.249738,0.34149364,2.8134732000000002,2.8134732000000002,7.109932400000001,7.109932400000001,7.109932400000001
105,13.393791,0.5764812,0.084582716,10.642975999999999,0.084582716,2.5273263,9.650830000000001,7.429507000000001,13.393791,13.393791,6.059315,6.059315,0.084582716,1.8568449,1.8568449,1.8568449,1.8568449,1.6490221,1.8568449,1.8568449,3.2990947,7.253008,0.8605345999999999,0.94304234,0.084582716,0.084582716,4.949163400000001,7.429507000000001,7.429507000000001,7.429507000000001,1.8568449,1.8568449,7.253008,2.5273263,0.084582716,1.6490221,2.3967810000000003,6.059315,0.63078105,6.059315,6.059315,13.393791,13.393791,2.5273263,2.5273263,0.084582716,0.084582716,6.059315,6.059315,6.059315,6.059315,6.059315,1.8568449,1.8568449,7.253008,0.5764812,1.6876645000000001,0.24123117,1.8568449,0.24123117,1.8568449,0.4845634,1.6490221,6.059315,6.059315,0.5764812,1.8568449,13.393791,0.5764812,0.94304234,0.94304234,1.8568449,1.8568449,1.8568449
106,3.5580919,0.15977398,0.95139813,4.8113184,0.95139813,3.0108616,12.355707,2.8740354,3.5580919,3.5580919,4.3789597,4.3789597,0.95139813,3.6103148000000003,3.6103148000000003,3.6103148000000003,3.6103148000000003,0.29240920000000004,3.6103148000000003,3.6103148000000003,4.3267345,6.2890706,0.20989776,2.0510926,0.95139813,0.95139813,4.2327379999999994,2.8740354,2.8740354,2.8740354,3.6103148000000003,3.6103148000000003,6.2890706,3.0108616,0.95139813,0.29240920000000004,1.8119365,4.3789597,2.3194888,4.3789597,4.3789597,3.5580919,3.5580919,3.0108616,3.0108616,0.95139813,0.95139813,4.3789597,4.3789597,4.3789597,4.3789597,4.3789597,3.6103148000000003,3.6103148000000003,6.2890706,0.15977398,0.12009218,0.08249283,3.6103148000000003,0.08249283,3.6103148000000003,0.12531877,0.29240920000000004,4.3789597,4.3789597,0.15977398,3.6103148000000003,3.5580919,0.15977398,2.0510926,2.0510926,3.6103148000000003,3.6103148000000003,3.6103148000000003
107,5.6499242999999995,9.696796,6.401868299999999,4.151288500000001,6.401868299999999,9.739612,14.565542,7.0859137,5.6499242999999995,5.6499242999999995,18.276125,18.276125,6.401868299999999,9.969373,9.969373,9.969373,9.969373,4.3873153,9.969373,9.969373,20.7993,11.506651,7.9819746,5.380485,6.401868299999999,6.401868299999999,11.278986999999999,7.0859137,7.0859137,7.0859137,9.969373,9.969373,11.506651,9.739612,6.401868299999999,4.3873153,9.278014,18.276125,10.625221,18.276125,18.276125,5.6499242999999995,5.6499242999999995,9.739612,9.739612,6.401868299999999,6.401868299999999,18.276125,18.276125,18.276125,18.276125,18.276125,9.969373,9.969373,11.506651,9.696796,3.1330400000000003,11.976605000000001,9.969373,11.976605000000001,9.969373,0.03863126,4.3873153,18.276125,18.276125,9.696796,9.969373,5.6499242999999995,9.696796,5.380485,5.380485,9.969373,9.969373,9.969373
108,0.20259246,0.5816892,0.97228587,1.7931386999999999,0.97228587,3.1748154,0.38013979999999997,0.06368756,0.20259246,0.20259246,2.0040944,2.0040944,0.97228587,0.7905625,0.7905625,0.7905625,0.7905625,3.4327620000000003,0.7905625,0.7905625,0.19006431,0.7247701,2.0918176,4.695386,0.97228587,0.97228587,1.8359459999999999,0.06368756,0.06368756,0.06368756,0.7905625,0.7905625,0.7247701,3.1748154,0.97228587,3.4327620000000003,1.0067409999999999,2.0040944,0.2913624,2.0040944,2.0040944,0.20259246,0.20259246,3.1748154,3.1748154,0.97228587,0.97228587,2.0040944,2.0040944,2.0040944,2.0040944,2.0040944,0.7905625,0.7905625,0.7247701,0.5816892,19.315264000000003,5.3857007,0.7905625,5.3857007,0.7905625,3.8974955000000002,3.4327620000000003,2.0040944,2.0040944,0.5816892,0.7905625,0.20259246,0.5816892,4.695386,4.695386,0.7905625,0.7905625,0.7905625
109,0.113826245,0.15246496,0.48143044,0.66420066,0.48143044,0.2924055,0.10338053,0.15873462,0.113826245,0.113826245,0.11382252,0.11382252,0.48143044,0.12009591,0.12009591,0.12009591,0.12009591,0.01879409,0.12009591,0.12009591,0.27047843,0.29554218,0.54096806,0.29031187,0.48143044,0.48143044,0.012528151000000001,0.15873462,0.15873462,0.15873462,0.12009591,0.12009591,0.29554218,0.2924055,0.48143044,0.01879409,0.4783012,0.11382252,0.32060593,0.11382252,0.11382252,0.113826245,0.113826245,0.2924055,0.2924055,0.48143044,0.48143044,0.11382252,0.11382252,0.11382252,0.11382252,0.11382252,0.12009591,0.12009591,0.29554218,0.15246496,2.2923462000000003,0.051163137000000004,0.12009591,0.051163137000000004,0.12009591,1.6772077,0.01879409,0.11382252,0.11382252,0.15246496,0.12009591,0.113826245,0.15246496,0.29031187,0.29031187,0.12009591,0.12009591,0.12009591
110,3.5037882000000007,0.2600327,1.6406701000000001,1.3722703,1.6406701000000001,0.13889372,1.7555356,0.2767481,3.5037882000000007,3.5037882000000007,1.4432781000000001,1.4432781000000001,1.6406701000000001,3.2270346,3.2270346,3.2270346,3.2270346,2.137769,3.2270346,3.2270346,1.5706904,6.176291,1.4850571000000001,0.71537125,1.6406701000000001,1.6406701000000001,2.7811005,0.2767481,0.2767481,0.2767481,3.2270346,3.2270346,6.176291,0.13889372,1.6406701000000001,2.137769,0.35193563,1.4432781000000001,0.5399212,1.4432781000000001,1.4432781000000001,3.5037882000000007,3.5037882000000007,0.13889372,0.13889372,1.6406701000000001,1.6406701000000001,1.4432781000000001,1.4432781000000001,1.4432781000000001,1.4432781000000001,1.4432781000000001,3.2270346,3.2270346,6.176291,0.2600327,8.0112,0.55244565,3.2270346,0.55244565,3.2270346,1.5811287,2.137769,1.4432781000000001,1.4432781000000001,0.2600327,3.2270346,3.5037882000000007,0.2600327,0.71537125,0.71537125,3.2270346,3.2270346,3.2270346
111,0.3832616,9.210123,14.600023,19.082378,14.600023,1.8526651,0.55453926,3.193613,0.3832616,0.3832616,0.8427799000000001,0.8427799000000001,14.600023,4.746564,4.746564,4.746564,4.746564,3.8546882000000005,4.746564,4.746564,0.16603991,5.638443,7.1088877,7.778320299999999,14.600023,14.600023,5.395107,3.193613,3.193613,3.193613,4.746564,4.746564,5.638443,1.8526651,14.600023,3.8546882000000005,5.4838805,0.8427799000000001,0.09502843,0.8427799000000001,0.8427799000000001,0.3832616,0.3832616,1.8526651,1.8526651,14.600023,14.600023,0.8427799000000001,0.8427799000000001,0.8427799000000001,0.8427799000000001,0.8427799000000001,4.746564,4.746564,5.638443,9.210123,0.08666888,0.076230615,4.746564,0.076230615,4.746564,0.0010430813,3.8546882000000005,0.8427799000000001,0.8427799000000001,9.210123,4.746564,0.3832616,9.210123,7.778320299999999,7.778320299999999,4.746564,4.746564,4.746564
112,0.32477453,1.1623538999999998,1.0506101,0.19633025,1.0506101,0.14828518,0.0,0.19946694,0.32477453,0.32477453,1.4756508,1.4756508,1.0506101,0.05325675,0.05325675,0.05325675,0.05325675,0.17544627,0.05325675,0.05325675,0.5670748999999999,0.044893472999999996,0.38744137,0.3206022,1.0506101,1.0506101,0.026095659,0.19946694,0.19946694,0.19946694,0.05325675,0.05325675,0.044893472999999996,0.14828518,1.0506101,0.17544627,0.8292049000000001,1.4756508,1.9362158999999999,1.4756508,1.4756508,0.32477453,0.32477453,0.14828518,0.14828518,1.0506101,1.0506101,1.4756508,1.4756508,1.4756508,1.4756508,1.4756508,0.05325675,0.05325675,0.044893472999999996,1.1623538999999998,0.3007725,0.0010430813,0.05325675,0.0010430813,0.05325675,0.31226128,0.17544627,1.4756508,1.4756508,1.1623538999999998,0.05325675,0.32477453,1.1623538999999998,0.3206022,0.3206022,0.05325675,0.05325675,0.05325675
113,0.11277571,0.03655255,0.3665611,0.43130666,0.3665611,0.39684400000000003,0.050120055999999996,0.051163137000000004,0.11277571,0.11277571,0.0031292439,0.0031292439,0.3665611,0.036545098,0.036545098,0.036545098,0.036545098,0.02297014,0.036545098,0.036545098,0.22661686,0.17961860000000002,0.10234489999999999,0.21930411,0.3665611,0.3665611,0.11382997,0.051163137000000004,0.051163137000000004,0.051163137000000004,0.036545098,0.036545098,0.17961860000000002,0.39684400000000003,0.3665611,0.02297014,0.09920448,0.0031292439,0.009395182,0.0031292439,0.0031292439,0.11277571,0.11277571,0.39684400000000003,0.39684400000000003,0.3665611,0.3665611,0.0031292439,0.0031292439,0.0031292439,0.0031292439,0.0031292439,0.036545098,0.036545098,0.17961860000000002,0.03655255,0.0,0.0020861626,0.036545098,0.0020861626,0.036545098,0.0,0.02297014,0.0031292439,0.0031292439,0.03655255,0.036545098,0.11277571,0.03655255,0.21930411,0.21930411,0.036545098,0.036545098,0.036545098
114,3.144525,2.1231623,3.2771678,10.633564,3.2771678,12.09045,8.095794,0.5869045999999999,3.144525,3.144525,2.2495165,2.2495165,3.2771678,9.486877999999999,9.486877999999999,9.486877999999999,9.486877999999999,3.1769016,9.486877999999999,9.486877999999999,1.0119603000000001,9.566248,0.9472221,7.489033,3.2771678,3.2771678,3.8358866999999996,0.5869045999999999,0.5869045999999999,0.5869045999999999,9.486877999999999,9.486877999999999,9.566248,12.09045,3.2771678,3.1769016,1.7973148,2.2495165,3.997758,2.2495165,2.2495165,3.144525,3.144525,12.09045,12.09045,3.2771678,3.2771678,2.2495165,2.2495165,2.2495165,2.2495165,2.2495165,9.486877999999999,9.486877999999999,9.566248,2.1231623,0.25481729999999997,0.27987733,9.486877999999999,0.27987733,9.486877999999999,0.39266795,3.1769016,2.2495165,2.2495165,2.1231623,9.486877999999999,3.144525,2.1231623,7.489033,7.489033,9.486877999999999,9.486877999999999,9.486877999999999
115,0.27778745,1.1435561,3.5883822,0.4051961,3.5883822,3.854692,0.91379136,1.1821985000000002,0.27778745,0.27778745,2.480328,2.480328,3.5883822,0.33209473,0.33209473,0.33209473,0.33209473,1.3858451999999999,0.33209473,0.33209473,0.9096228000000001,1.1017845,1.7534568,3.6489553,3.5883822,3.5883822,0.2704747,1.1821985000000002,1.1821985000000002,1.1821985000000002,0.33209473,0.33209473,1.1017845,3.854692,3.5883822,1.3858451999999999,1.0234565,2.480328,0.51485,2.480328,2.480328,0.27778745,0.27778745,3.854692,3.854692,3.5883822,3.5883822,2.480328,2.480328,2.480328,2.480328,2.480328,0.33209473,0.33209473,1.1017845,1.1435561,6.9919080000000005,0.8135401,0.33209473,0.8135401,0.33209473,1.7649418999999997,1.3858451999999999,2.480328,2.480328,1.1435561,0.33209473,0.27778745,1.1435561,3.6489553,3.6489553,0.33209473,0.33209473,0.33209473
116,0.45428425,5.7836137,0.30598417,0.24854392,0.30598417,0.68090487,1.19159,0.2422817,0.45428425,0.45428425,0.25167316,0.25167316,0.30598417,0.090848655,0.090848655,0.090848655,0.090848655,0.110685825,0.090848655,0.090848655,0.19319355,0.8229351999999999,1.0506101,0.8814185999999999,0.30598417,0.30598417,0.38117915,0.2422817,0.2422817,0.2422817,0.090848655,0.090848655,0.8229351999999999,0.68090487,0.30598417,0.110685825,0.27569756,0.25167316,0.02714619,0.25167316,0.25167316,0.45428425,0.45428425,0.68090487,0.68090487,0.30598417,0.30598417,0.25167316,0.25167316,0.25167316,0.25167316,0.25167316,0.090848655,0.090848655,0.8229351999999999,5.7836137,5.057782,0.26107952,0.090848655,0.26107952,0.090848655,0.88768077,0.110685825,0.25167316,0.25167316,5.7836137,0.090848655,0.45428425,5.7836137,0.8814185999999999,0.8814185999999999,0.090848655,0.090848655,0.090848655
117,14.841268,3.5215392,3.6573074,12.154150999999999,3.6573074,9.521345,37.168453,5.126705,14.841268,14.841268,14.866326,14.866326,3.6573074,13.588042999999999,13.588042999999999,13.588042999999999,13.588042999999999,3.6729686000000004,13.588042999999999,13.588042999999999,21.991941,13.606843,1.6761720000000002,4.550218599999999,3.6573074,3.6573074,17.243275,5.126705,5.126705,5.126705,13.588042999999999,13.588042999999999,13.606843,9.521345,3.6573074,3.6729686000000004,6.441543,14.866326,12.866391,14.866326,14.866326,14.841268,14.841268,9.521345,9.521345,3.6573074,3.6573074,14.866326,14.866326,14.866326,14.866326,14.866326,13.588042999999999,13.588042999999999,13.606843,3.5215392,21.751726,15.608854000000001,13.588042999999999,15.608854000000001,13.588042999999999,9.586077000000001,3.6729686000000004,14.866326,14.866326,3.5215392,13.588042999999999,14.841268,3.5215392,4.550218599999999,4.550218599999999,13.588042999999999,13.588042999999999,13.588042999999999
118,1.030758,2.2046082,1.6187168,15.562911999999999,1.6187168,6.630567999999999,0.28718635,7.3845925,1.030758,1.030758,1.2009889,1.2009889,1.6187168,14.909146,14.909146,14.909146,14.909146,0.7341653,14.909146,14.909146,5.515199,0.33313408,6.167918,0.32478198,1.6187168,1.6187168,0.6746352,7.3845925,7.3845925,7.3845925,14.909146,14.909146,0.33313408,6.630567999999999,1.6187168,0.7341653,1.8578842,1.2009889,11.257052,1.2009889,1.2009889,1.030758,1.030758,6.630567999999999,6.630567999999999,1.6187168,1.6187168,1.2009889,1.2009889,1.2009889,1.2009889,1.2009889,14.909146,14.909146,0.33313408,2.2046082,44.922752,4.4812894,14.909146,4.4812894,14.909146,22.526642000000002,0.7341653,1.2009889,1.2009889,2.2046082,14.909146,1.030758,2.2046082,0.32478198,0.32478198,14.909146,14.909146,14.909146
119,0.12740493,0.10129437,0.109650195,0.032372773,0.109650195,0.37491694,0.28614327,0.10756403,0.12740493,0.12740493,0.24541095,0.24541095,0.109650195,0.087715685,0.087715685,0.087715685,0.087715685,0.16604364,0.087715685,0.087715685,0.5451441,0.17961115,0.32791495,0.012528151000000001,0.109650195,0.109650195,0.05847588,0.10756403,0.10756403,0.10756403,0.087715685,0.087715685,0.17961115,0.37491694,0.109650195,0.16604364,0.04594773,0.24541095,0.034458935,0.24541095,0.24541095,0.12740493,0.12740493,0.37491694,0.37491694,0.109650195,0.109650195,0.24541095,0.24541095,0.24541095,0.24541095,0.24541095,0.087715685,0.087715685,0.17961115,0.10129437,2.5210493,0.59213114,0.087715685,0.59213114,0.087715685,0.48560649999999994,0.16604364,0.24541095,0.24541095,0.10129437,0.087715685,0.12740493,0.10129437,0.012528151000000001,0.012528151000000001,0.087715685,0.087715685,0.087715685
120,0.15978143,0.12740865,1.3315417,1.3190061000000002,1.3315417,0.65793467,2.0792856,0.59212375,0.15978143,0.15978143,0.25689602,0.25689602,1.3315417,0.17857552,0.17857552,0.17857552,0.17857552,0.5681217,0.17857552,0.17857552,0.05115941,0.113826245,1.1926405,0.19423664,1.3315417,1.3315417,0.13575703,0.59212375,0.59212375,0.59212375,0.17857552,0.17857552,0.113826245,0.65793467,1.3315417,0.5681217,1.0495633,0.25689602,0.05011633,0.25689602,0.25689602,0.15978143,0.15978143,0.65793467,0.65793467,1.3315417,1.3315417,0.25689602,0.25689602,0.25689602,0.25689602,0.25689602,0.17857552,0.17857552,0.113826245,0.12740865,3.0735097000000002,0.05638227,0.17857552,0.05638227,0.17857552,0.07726997,0.5681217,0.25689602,0.25689602,0.12740865,0.17857552,0.15978143,0.12740865,0.19423664,0.19423664,0.17857552,0.17857552,0.17857552
