#time,x,y,location_type
-15,-0.32907902229718844,51.57893110592947,house
-15,-0.29890993475670186,51.556074915590315,house
-15,-0.32507704204252846,51.56443746379567,house
-15,-0.26364679189213425,51.56582596242937,house
-15,-0.2793274027594905,51.55174951403867,house
-15,-0.2118993806315095,51.5569747446637,house
-15,-0.22069568014647223,51.5593347344071,house
-15,-0.2888570735810426,51.55896091401865,house
-15,-0.2692059834881968,51.55206157660792,house
-15,-0.292063608908066,51.5846447089644,house
-15,-0.22517981228946676,51.53809102075095,house
-15,-0.29653261943064646,51.57911080739954,house
-15,-0.24281369171755443,51.554386601970684,house
-15,-0.20428547952817022,51.54175199236875,house
-15,-0.2994414699693082,51.58756500490455,house
-15,-0.23241563339896903,51.5604109438411,house
-15,-0.278694633273399,51.55372488524766,house
-16,-0.3373202067210997,51.55442667887765,house
-16,-0.22174656327317196,51.55980920445015,house
-16,-0.27975230512695554,51.58729958894463,house
-16,-0.28335523989260253,51.59829066345206,house
-16,-0.20239922986263165,51.53194565985456,house
-16,-0.21457286922360197,51.55539027641308,house
-16,-0.20642823370339625,51.54489236906192,house
-16,-0.26886527883818273,51.601816825083915,house
-16,-0.3073764756465666,51.58285996881071,house
-16,-0.31081779480947164,51.543321881956246,house
-16,-0.28972328472101005,51.56095002503204,house
-16,-0.2883092044924783,51.53700502485199,house
-16,-0.21893868185814894,51.537838564365444,house
-16,-0.21806496416420376,51.52905519968396,house
-16,-0.22668869907318692,51.53751595646301,house
-16,-0.23490797477613512,51.54684140344218,house
-16,-0.26117017816987276,51.576344892586995,house
-15,-0.3350032383816683,51.55428733379955,house
-15,-0.2731915654064125,51.55146981590205,house
-15,-0.2534763788952803,51.57469262022222,house
-15,-0.2811446123886094,51.597174442884196,house
-15,-0.24058869968723295,51.554065243539135,house
-15,-0.2580601861166935,51.57286048362824,house
-15,-0.21758912981396766,51.53095628881799,house
-15,-0.19174083487754218,51.52786047340019,house
-15,-0.2862457205688708,51.57133668241931,house
-15,-0.3080355070709783,51.53408557544109,house
-15,-0.23138203667790014,51.5496097698486,house
-15,-0.2964433917293009,51.5677195534641,house
-15,-0.2097431539390359,51.554636539881336,house
-15,-0.242613445728304,51.53775991210355,house
-15,-0.20410844087056818,51.54566793901981,house
-15,-0.26169426015404523,51.545770793895265,house
-15,-0.3084487487347645,51.58015751225337,house
-18,-0.33696009749786704,51.55405750331542,house
-18,-0.2585656790170502,51.56418459664949,house
-18,-0.26494409282232595,51.562562355742664,house
-18,-0.2024254070819838,51.533454862211606,house
-18,-0.26826454190834276,51.60348750087115,house
-18,-0.27014067235439815,51.56997089082206,house
-18,-0.2851768119418777,51.5484930959131,house
-18,-0.27817569386242463,51.58805331088349,house
-18,-0.19652309359922585,51.52666632565857,house
-18,-0.2773604618809794,51.58489532014979,house
-18,-0.2862267850123878,51.569089652005125,house
-18,-0.231187778574339,51.56190494267711,house
-18,-0.2172763897721035,51.53639613404293,house
-18,-0.19549217916313294,51.52591231188124,house
-18,-0.3099695372815143,51.550598532759146,house
-18,-0.31834866325400374,51.549337497454076,house
-18,-0.22647161487983056,51.56504837034382,house
-14,-0.3345985438803345,51.55771769660255,house
-14,-0.2225567421927263,51.54776862587684,house
-14,-0.30012224490255845,51.55916507097577,house
-14,-0.29414430444817796,51.552957154780145,house
-14,-0.20795324987160807,51.54564794146876,house
-14,-0.30140949497414005,51.53081999642358,house
-14,-0.19780956796091184,51.52895467594898,house
-14,-0.29249117640353994,51.59568983710578,house
-14,-0.26485279956557545,51.58012478355116,house
-14,-0.21605944717020012,51.554961511468484,house
-14,-0.2516208693828499,51.55706964369342,house
-14,-0.2660508115099956,51.543954665809714,house
-14,-0.2189799604294314,51.538735766874915,house
-14,-0.28567440091614044,51.5687240652654,house
-14,-0.2823816206294648,51.5951723155215,house
-14,-0.25206998644085865,51.542438387114224,house
-14,-0.2929606722659836,51.591889051749064,house
-12,-0.3285058287634382,51.57915460709935,house
-12,-0.21891920635370274,51.54743347909754,house
-12,-0.25388666924891085,51.54090336215756,house
-12,-0.27238667811909073,51.591235847561,house
-12,-0.3053558803365187,51.54919638776046,house
