Day,Belom sim,Belom data,Belom error,Dosseye sim,Dosseye data,Dosseye error,East sim,East data,East error,Adamaoua sim,Adamaoua data,Adamaoua error,Mole sim,Mole data,Mole error,Inke sim,Inke data,Inke error,Betou sim,Betou data,Betou error,Brazaville sim,Brazaville data,Brazaville error,Total error,refugees in camps (UNHCR),refugees in camps (simulation),raw UNHCR refugee count
200,9831,28398,0.653813648849,9063,20717,0.562533185307,10603,28638,0.629757664641,3659,8592,0.574138733706,50974,11066,3.60636182903,372,9278,0.959905151972,8550,7578,0.128266033254,734,3134,0.765794511806,0.8975647566886142,117401,109215,182662
201,9883,28403,0.65204379819,9082,20726,0.56180642671,10632,28866,0.631677405945,3673,8656,0.575670055453,51078,11081,3.60951177692,373,9261,0.959723571968,8581,7584,0.131460970464,737,3144,0.76558524173,0.8976308390176774,117721,109440,182670
202,9919,28408,0.650837792171,9113,20735,0.560501567398,10671,29094,0.63322334502,3679,8720,0.578096330275,51184,11096,3.6128334535,376,9244,0.959324967547,8598,7590,0.132806324111,741,3155,0.765134706815,0.8975872994357941,118042,109666,182678
203,9956,28413,0.649597015451,9141,20744,0.55934246047,10695,29322,0.635256803765,3682,8784,0.580828779599,51267,11111,3.61407614076,375,9227,0.959358404682,8616,7595,0.134430546412,745,3166,0.76468730259,0.8975769250266132,118362,109891,182686
204,10005,28418,0.64793440777,9184,20769,0.557802494102,10731,29549,0.636840502217,3689,8848,0.583069620253,51388,11126,3.61873090059,380,9210,0.958740499457,8635,7601,0.136034732272,747,3177,0.764872521246,0.8974961667424893,118698,110132,186361
205,10058,28423,0.646131653942,9214,20794,0.556891410984,10758,29777,0.638714444034,3697,8912,0.585166068223,51492,11141,3.62184723095,386,9193,0.958011530512,8672,7607,0.140002629157,747,3188,0.765683814304,0.8975763430923678,119035,110374,190036
206,10094,28428,0.644927536232,9246,20819,0.555886449878,10789,30005,0.640426595567,3700,8976,0.587789661319,51594,11156,3.62477590534,387,9176,0.957824760244,8701,7613,0.142913437541,748,3199,0.766176930291,0.8977398384880877,119372,110616,193711
207,10133,28433,0.643618330813,9267,20844,0.555411629246,10822,30233,0.642046770086,3711,9040,0.589491150442,51707,11171,3.62868140722,386,9159,0.957855661098,8726,7619,0.145294658092,749,3210,0.766666666667,0.8979608884879166,119709,110858,197386
208,10173,28438,0.642274421549,9296,20869,0.55455460252,10852,30461,0.643741177243,3715,9104,0.591937609842,51813,11186,3.6319506526,389,9142,0.957449135856,8750,7625,0.147540983607,750,3221,0.767153058057,0.8980890658580878,120046,111100,201061
209,10213,28443,0.640930984777,9334,20894,0.553268881018,10874,30841,0.647417398917,3729,9178,0.593702331663,51938,11201,3.63690741898,394,9125,0.956821917808,8766,7631,0.148735421308,753,3232,0.767017326733,0.8983201294122527,120545,111504,199696
210,10247,28448,0.639798931384,9361,20919,0.552512070367,10910,31221,0.650555715704,3745,9252,0.595222654561,52055,11216,3.64113766049,398,9108,0.956302151954,8797,7637,0.151892104229,756,3243,0.766882516189,0.8986236409900532,121044,111908,198331
211,10286,28453,0.638491547464,9386,20944,0.551852559206,10956,31601,0.653302110693,3749,9326,0.59800557581,52177,11232,3.64538817664,400,9092,0.956005279366,8831,7642,0.155587542528,758,3254,0.767055931162,0.8990077667346804,121544,112313,196966
212,10319,28458,0.637395459976,9412,20969,0.551146931184,10990,31981,0.656358462837,3757,9400,0.600319148936,52340,11317,3.62490059203,402,9155,0.956089568542,8855,7648,0.157819037657,763,3264,0.766237745098,0.8987004059185544,122192,112866,197047
213,10366,28463,0.635807890946,9458,20994,0.549490330571,11027,32361,0.65925033219,3779,9474,0.601118851594,52490,11402,3.60357831959,403,9219,0.956285931229,8880,7654,0.160177684871,762,3275,0.767328244275,0.897942071929796,122842,113421,197128
214,10410,28468,0.634326261065,9498,21019,0.548123126695,11066,32741,0.662013988577,3790,9548,0.60305823209,52660,11488,3.58391364903,403,9283,0.956587310137,8900,7660,0.161879895561,766,3286,0.766889835666,0.8974111892981789,123493,113977,197209
215,10454,28473,0.632845151547,9545,21044,0.546426534879,11096,33121,0.664985960569,3801,9622,0.604967782166,52842,11573,3.56597252225,407,9347,0.956456617096,8938,7666,0.165927471954,770,3297,0.766454352442,0.8971267006597231,124143,114532,197290
216,10492,28478,0.631575251071,9579,21069,0.545350989606,11142,33501,0.667412913047,3812,9696,0.606848184818,52993,11659,3.5452440175,415,9411,0.955902667092,8978,7672,0.170229405631,774,3308,0.766021765417,0.8965895796272256,124794,115088,197371
217,10547,28483,0.629708949198,9623,21094,0.543803925287,11180,33881,0.670021545999,3823,9770,0.608700102354,53149,11744,3.52563010899,422,9475,0.955461741425,9004,7678,0.172701224277,777,3319,0.765893341368,0.8958658843786869,125444,115643,197452
218,10594,28481,0.62803272357,9676,21119,0.541834367158,11220,34261,0.67251393713,3837,9844,0.610219422999,53335,11830,3.50845308538,428,9539,0.955131565154,9053,7683,0.178315762072,779,3330,0.766066066066,0.8955324498163966,126087,116191,197615
219,10638,28479,0.626461603287,9733,21144,0.539680287552,11266,34641,0.674778441731,3861,9918,0.610707803993,53548,11915,3.49416701637,432,9603,0.955014058107,9090,7689,0.18220834959,787,3341,0.764441783897,0.8951550540519214,126730,116739,197778
220,10683,28477,0.624855146258,9778,21169,0.538098162407,11303,35021,0.677250792382,3876,9992,0.612089671737,53740,12001,3.47796016999,436,9667,0.954898106962,9124,7695,0.185705003249,792,3352,0.763723150358,0.8948294000345439,127374,117288,197941
221,10733,28475,0.623072870939,9822,21194,0.536566952911,11340,35401,0.679670065817,3889,10066,0.61364991059,53948,12086,3.46367698163,438,9731,0.954989209742,9162,7701,0.189715621348,792,3363,0.764495985727,0.8947171078841092,128017,117836,198104
222,10776,28473,0.621536192182,9862,21219,0.535227861822,11378,35781,0.68201000531,3899,10140,0.615483234714,54137,12171,3.44803220771,440,9795,0.955079122001,9198,7707,0.193460490463,794,3373,0.764601245182,0.8945273941193387,128659,118383,198267
223,10822,28471,0.619893927154,9907,21244,0.533656561853,11429,36161,0.683941262686,3919,10215,0.616348507097,54350,12257,3.43420086481,443,9859,0.955066436758,9239,7713,0.197847789446,798,3384,0.764184397163,0.8942878797252986,129304,118933,198430
224,10857,28470,0.618651211802,9953,21269,0.532041938972,11467,36541,0.686188117457,3940,10289,0.617066770337,54555,12342,3.42027224113,449,9923,0.954751587222,9277,7719,0.201839616531,800,3395,0.764359351988,0.8941422722935328,129948,119482,198593
225,10890,28417,0.616778688813,10020,21307,0.529732012953,11527,36921,0.687792855015,3954,10363,0.618450255717,54758,12428,3.40601866752,452,9987,0.954741163513,9320,7724,0.206628689798,804,3406,0.763945977686,0.893736643355572,130553,119992,198721
226,10919,28364,0.615040191792,10075,21345,0.527992504099,11576,37301,0.689659794644,3970,10437,0.619622496886,54963,12513,3.3924718293,459,10051,0.954332902199,9347,7730,0.209184993532,810,3417,0.762949956102,0.8933728785129386,131158,120502,198849
227,10964,28312,0.612743712913,10126,21384,0.526468387579,11617,37681,0.691701387967,3988,10511,0.620587955475,55161,12599,3.37820461941,460,10114,0.954518489223,9388,7736,0.21354705274,813,3428,0.762835472579,0.8930747922437673,131765,121014,198977
228,11020,28259,0.610035740826,10185,21422,0.52455419662,11666,38061,0.693492025958,4008,10585,0.621350968351,55367,12684,3.36510564491,465,10178,0.954313224602,9434,7742,0.218548178765,816,3439,0.762721721431,0.8926418372743069,132370,121524,199105
229,11061,28207,0.607863296345,10221,21460,0.523718546132,11716,38441,0.695221248147,4026,10659,0.622291021672,55551,12770,3.3501174628,471,10242,0.954012888108,9464,7748,0.221476510067,821,3450,0.762028985507,0.8921843627093408,132977,122036,199233
230,11128,28154,0.60474532926,10261,21499,0.522721987069,11762,38821,0.697019654311,4030,10733,0.624522500699,55755,12855,3.33722287048,472,10306,0.954201436057,9521,7754,0.227882383286,823,3461,0.762207454493,0.89206710434711,133583,122547,199361
231,11176,28101,0.60229173339,10309,21537,0.521335376329,11806,39201,0.698834213413,4050,10807,0.625242898122,55957,12941,3.32400896376,474,10370,0.954291224687,9552,7760,0.230927835052,828,3472,0.761520737327,0.8916751745672149,134189,123058,199489
232,11224,28049,0.599843131662,10366,21575,0.519536500579,11844,39581,0.70076551881,4063,10881,0.626596820145,56154,13026,3.31091662828,475,10434,0.954475752348,9595,7766,0.235513778007,833,3483,0.760838357738,0.8913906302162543,134795,123569,199617
233,11279,27996,0.597121017288,10401,21614,0.518784121403,11898,39961,0.702259703211,4078,10955,0.627749885897,56354,13111,3.2982228663,482,10498,0.954086492665,9629,7768,0.239572605561,838,3497,0.760366028024,0.891056129985229,135400,124079,211896
234,11353,27944,0.593723160607,10448,21652,0.51745797155,11956,40341,0.703626583377,4099,11029,0.628343458156,56570,13197,3.2865802834,487,10562,0.953891308464,9660,7770,0.243243243243,839,3512,0.761104783599,0.8905497511157514,136007,124591,224175
235,11396,27891,0.591409415224,10502,21690,0.51581373905,11991,40721,0.705532771789,4118,11103,0.629109249752,56744,13282,3.2722481554,492,10626,0.953698475438,9699,7772,0.247941327844,844,3527,0.760703147151,0.8901414224226276,136612,125101,236454
236,11458,27838,0.588404339392,10561,21729,0.513967508859,12024,41101,0.707452373422,4143,11177,0.629328084459,56921,13368,3.25800418911,498,10690,0.953414405987,9728,7774,0.251350656033,847,3541,0.760802033324,0.8894751417452521,137218,125612,248733
237,11516,27786,0.585546678183,10620,21767,0.512105480774,12059,41481,0.709288589957,4158,11251,0.630432850413,57107,13453,3.24492678213,503,10754,0.953226706342,9767,7776,0.256044238683,851,3556,0.760686164229,0.8890541560250754,137824,126123,261012
238,11580,27733,0.58244690441,10669,21806,0.51073099147,12110,41862,0.71071616263,4178,11326,0.631114250397,57293,13539,3.23170101189,507,10818,0.953133666112,9804,7778,0.260478272049,852,3571,0.761411369364,0.8885164664494738,138433,126637,273291
239,11624,27681,0.580072974242,10715,21820,0.50893675527,12166,42043,0.710629593511,4192,11411,0.632635176584,57440,13624,3.21608925426,511,10882,0.953041720272,9834,7780,0.264010282776,853,3586,0.762130507529,0.8876659439446217,138827,126936,275211
240,11690,27628,0.576878529029,10753,21835,0.507533776048,12204,42224,0.710970064418,4217,11497,0.63320866313,57634,13710,3.20379285193,517,10946,0.952768134478,9860,7782,0.267026471344,861,3600,0.760833333333,0.8870006177184641,139222,127236,277131
241,11747,27575,0.573998186763,10808,21850,0.505354691076,12248,42405,0.711166136069,4234,11583,0.634464301131,57785,13795,3.18883653498,524,11010,0.952406902816,9897,7784,0.271454265159,863,3615,0.761272475795,0.8861170201336513,139617,127536,279051
242,11796,27523,0.571413000036,10853,21865,0.503635947862,12286,42586,0.711501432396,4251,11669,0.635701431142,57935,13881,3.17369065629,526,11074,0.952501354524,9935,7786,0.276008219882,868,3630,0.7608815427,0.8854114588541145,140014,127838,280971
243,11847,27470,0.568729523116,10894,21880,0.5021023766,12329,42767,0.711716978044,4269,11755,0.636835389196,58086,13908,3.17644521139,531,11075,0.952054176072,9962,7788,0.279147406266,874,3645,0.760219478738,0.8853216240875912,140288,128017,281133
244,11897,27418,0.566087971406,10940,21895,0.50034254396,12372,42948,0.711930706901,4282,11841,0.638375137235,58258,13935,3.18069608898,535,11076,0.951697363669,9994,7790,0.282926829268,880,3658,0.75943138327,0.8854305248255205,140561,128195,282145
245,11964,27365,0.562799196053,10971,21910,0.499269739845,12407,43130,0.712334801762,4305,11927,0.639054246667,58386,13962,3.18177911474,537,11077,0.951521169992,10026,7792,0.286704312115,883,3672,0.759531590414,0.88523449426634,140835,128374,283157
246,12033,27312,0.559424428822,11020,21925,0.497377423033,12442,43149,0.711650327933,4320,11927,0.637796595959,58499,13989,3.18178568876,540,11079,0.951259138911,10064,7801,0.290091013973,888,3686,0.759088442756,0.8845727915495357,140868,128374,283181
247,12075,27260,0.557043286867,11051,21940,0.496308113036,12485,43168,0.710781134173,4335,11927,0.63653894525,58610,14016,3.18164954338,544,11080,0.950902527076,10082,7811,0.290743822814,889,3700,0.75972972973,0.8840257767810251,140902,128374,283205
248,12121,27207,0.554489653398,11085,21955,0.495103621043,12521,43187,0.710074791025,4344,11927,0.635784354825,58677,14044,3.17808316719,553,11081,0.950094756791,10101,7820,0.29168797954,895,3714,0.75901992461,0.8831447121013233,140935,128379,283231
249,12169,27155,0.551868900755,11122,21970,0.493764223942,12564,43206,0.709207054576,4357,11927,0.634694390878,58758,14071,3.17582261389,555,11083,0.949923305964,10122,7830,0.292720306513,898,3728,0.759120171674,0.8823366673760374,140970,128386,283257
250,12216,27102,0.549258357317,11154,21985,0.492654082329,12607,43225,0.708340080972,4370,11927,0.63360442693,58830,14098,3.17293233083,557,11084,0.949747383616,10157,7839,0.295700982268,901,3742,0.759219668626,0.8816187004439653,141002,128390,283283
251,12255,27049,0.546933343192,11184,22000,0.491636363636,12647,43244,0.707543242993,4377,11927,0.633017523267,58907,14125,3.17040707965,558,11085,0.949661705007,10187,7849,0.297872340426,903,3756,0.759584664537,0.8810366221150778,141035,128395,283309
252,12291,26997,0.54472719191,11210,22015,0.490801726096,12685,43264,0.706800110947,4388,11927,0.63209524608,58951,14152,3.16555963821,561,11087,0.949400198431,10218,7858,0.300330872996,903,3770,0.760477453581,0.8802792939675338,141070,128402,283335
253,12344,26944,0.541864608076,11239,22029,0.489808888284,12720,43359,0.70663530063,4402,12144,0.637516469038,59042,14179,3.16404541928,565,11088,0.949044011544,10244,7868,0.301982714794,910,3784,0.759513742072,0.879854308851091,141395,128699,283648
254,12391,26892,0.539230998066,11261,22044,0.489158047541,12760,43455,0.706362904154,4420,12361,0.642423752124,59135,14207,3.16238473992,568,11089,0.948778068356,10258,7877,0.302272438746,914,3797,0.759283644983,0.8794188622796743,141722,128998,283961
255,12435,26839,0.536681694549,11292,22059,0.488100095199,12794,43551,0.706229478083,4425,12578,0.648195261568,59264,14234,3.16355205845,575,11090,0.948151487827,10265,7887,0.301508811969,916,3811,0.759643138284,0.8792670134953432,142049,129297,284274
256,12487,26786,0.533823639215,11316,22074,0.487360695841,12833,43646,0.705975347111,4434,12796,0.653485464208,59371,14261,3.16317228806,587,11092,0.947078975838,10283,7896,0.302304964539,920,3825,0.759477124183,0.8789332471764905,142376,129596,284587
257,12519,26734,0.531719907234,11330,22089,0.487075014713,12879,43742,0.705569018335,4440,13013,0.658802735726,59471,14288,3.16230403135,590,11093,0.946813305688,10302,7906,0.303060966355,923,3839,0.759572805418,0.8787980715326831,142704,129896,284900
258,12578,26681,0.528578389116,11356,22104,0.486246833152,12934,43838,0.704959167845,4449,13230,0.663718820862,59567,14315,3.16115962277,593,11094,0.946547683432,10326,7915,0.304611497157,924,3853,0.760186867376,0.878340208347899,143030,130194,285213
259,12626,26629,0.52585527057,11388,22119,0.485148514851,12959,43934,0.705034824965,4462,13448,0.668203450327,59683,14342,3.16141402873,593,11096,0.946557317952,10362,7925,0.307507886435,927,3867,0.760279286268,0.8783203125,143360,130496,285526
260,12686,26576,0.522652016857,11428,22134,0.483690250294,12999,43972,0.704380060038,4479,13483,0.667803901209,59791,14370,3.16082115518,596,11097,0.946291790574,10368,7934,0.306780942778,931,3881,0.760113372842,0.8775296799514803,143447,130555,285520
261,12732,26523,0.519963804999,11467,22149,0.482279109666,13028,44010,0.703976369007,4476,13518,0.668885929871,59870,14397,3.15850524415,604,11098,0.94557577942,10378,7944,0.306394763343,936,3895,0.759691912709,0.8768445107082642,143534,130614,285514
262,12787,26471,0.516943069774,11500,22164,0.481140588341,13068,44049,0.703330382075,4492,13553,0.668560466317,59965,14424,3.15730726567,610,11100,0.945045045045,10397,7953,0.307305419339,938,3909,0.760040931184,0.8761549334020317,143623,130675,285508
263,12833,26418,0.514232720115,11516,22179,0.48077009784,13096,44087,0.702950983283,4499,13588,0.668899028555,60030,14451,3.15403778285,615,11101,0.944599585623,10417,7963,0.308175310813,939,3923,0.760642365537,0.8755897293159836,143710,130734,285786
264,12859,26366,0.51228855344,11543,22194,0.479904478688,13134,44126,0.702352354621,4514,13623,0.66864860897,60094,14478,3.15071142423,622,11102,0.943974058728,10436,7972,0.309081786252,940,3947,0.761844438814,0.8749582777036048,143808,130804,285966
265,12894,26313,0.509976057462,11565,22209,0.479265162772,13169,44164,0.701815958699,4517,13658,0.669278078782,60157,14505,3.14732850741,623,11103,0.943889038998,10444,7982,0.308443998998,944,3972,0.762336354481,0.8743276861284449,143906,130874,286146
266,12946,26261,0.507025627356,11589,22224,0.478536717063,13207,44203,0.701219374251,4528,13694,0.669344238353,60213,14533,3.1431913576,627,11105,0.943538946421,10471,7991,0.310349142786,946,3997,0.763322491869,0.873569523915338,144008,130948,286326
267,12980,26264,0.505787389583,11601,22239,0.478348846621,13235,44277,0.701086342796,4541,13741,0.66952914635,60298,14560,3.14134615385,629,11106,0.943363947416,10488,8001,0.310836145482,947,4021,0.764486446158,0.8733158124666283,144209,131121,286479
268,13033,26268,0.503844982488,11621,22255,0.477825207818,13269,44352,0.70082521645,4551,13789,0.669954311408,60357,14587,3.13772537191,631,11107,0.943188979923,10505,8010,0.311485642946,951,4046,0.76495304004,0.8726716246347307,144414,131298,286632
269,13075,26272,0.502321863581,11643,22270,0.477189043556,13289,44426,0.700873362445,4559,13837,0.670521066705,60434,14614,3.13534966471,635,11109,0.942839139436,10516,8020,0.311221945137,955,4071,0.765413903218,0.8722574488829269,144619,131475,286785
270,13117,26275,0.500780209324,11663,22286,0.476666965808,13320,44501,0.700680883576,4560,13885,0.671588044653,60508,14641,3.13277781572,639,11110,0.942484248425,10532,8029,0.311744924648,955,4095,0.766788766789,0.8718841060059935,144822,131650,286938
271,13150,26279,0.499600441417,11688,22301,0.475897941796,13351,44575,0.700482333146,4567,13933,0.672217038685,60581,14668,3.13014725934,640,11111,0.942399423994,10561,8039,0.313720612016,955,4120,0.768203883495,0.8715885427440597,145026,131826,287091
272,13197,26283,0.497888368908,11723,22317,0.474705381548,13374,44650,0.700470324748,4577,13981,0.672627136829,60670,14696,3.12833424061,643,11113,0.942139836228,10583,8048,0.314985089463,961,4145,0.768154402895,0.8711725296592372,145233,132005,287244
273,13228,26287,0.496785483319,11750,22333,0.473872744369,13416,44725,0.70003353829,4588,14029,0.672963147765,60759,14784,3.10978084416,644,11122,0.94209674519,10601,8058,0.315586994291,964,4170,0.768824940048,0.870014019847706,145508,132252,288781
274,13259,26290,0.495663750475,11781,22348,0.472838732773,13446,44738,0.699450131879,4589,14051,0.673404028183,60825,14800,3.1097972973,649,11132,0.941699604743,10624,8063,0.317623713258,972,4186,0.767797419971,0.8696980935113455,145608,132324,288956
275,13294,26294,0.494409370959,11804,22364,0.472187444107,13489,44752,0.69858330354,4597,14073,0.673346123783,60896,14817,3.10987379362,652,11142,0.941482678155,10633,8069,0.317759325815,973,4202,0.768443598287,0.8692498267141573,145713,132401,289131
276,13329,26298,0.493155373032,11817,22379,0.471960319943,13515,44765,0.69809002569,4605,14095,0.673288400142,60934,14834,3.10772549548,653,11152,0.941445480631,10660,8075,0.320123839009,976,4219,0.768665560559,0.8688836006775617,145817,132477,289306
277,13383,26301,0.491160031938,11847,22395,0.470997990623,13539,44779,0.697648451283,4611,14117,0.673372529574,61018,14851,3.1086795502,659,11162,0.940960401362,10669,8080,0.320420792079,979,4235,0.768831168831,0.868469024122807,145920,132552,289481
278,13431,26305,0.48941265919,11866,22410,0.470504239179,13569,44792,0.697066440436,4627,14140,0.672772277228,61059,14868,3.10673930589,661,11172,0.940834228428,10679,8086,0.320677714568,981,4252,0.769285042333,0.8677966101694915,146025,132629,289656
279,13471,26309,0.487969896233,11890,22426,0.46981182556,13593,44806,0.696625451948,4634,14162,0.672786329614,61106,14885,3.10520658381,667,11182,0.940350563405,10692,8092,0.321304992585,987,4268,0.768744142455,0.867255183740505,146130,132706,289831
280,13503,26313,0.48683160415,11922,22442,0.468763924784,13622,44819,0.696066400411,4641,14184,0.672800338409,61152,14902,3.10361025366,671,11192,0.940046461758,10707,8097,0.322341608003,990,4284,0.768907563025,0.8667332271101598,146233,132781,290006
281,13548,26309,0.48504314113,11940,22473,0.468695768255,13655,44833,0.695425244797,4648,14206,0.672814303815,61208,14919,3.10268784771,674,11201,0.939826801178,10716,8103,0.32247315809,991,4301,0.769588467798,0.8662338993474324,146345,132865,290060
282,13583,26305,0.483634290059,11960,22504,0.468538926413,13682,44846,0.694911474825,4653,14229,0.672991777356,61262,14936,3.10163363685,678,11211,0.939523682098,10724,8109,0.322481193735,994,4317,0.769747509845,0.8658036147128508,146457,132949,290114
283,13604,26301,0.482757309608,11979,22535,0.468426891502,13708,44860,0.694427106554,4654,14251,0.673426426216,61323,14953,3.10104995653,684,11221,0.939042866055,10741,8115,0.3235982748,993,4334,0.770881402861,0.8656341679743468,146570,133034,290168
284,13634,26298,0.481557532892,11994,22567,0.468515974653,13735,44873,0.693913934883,4664,14273,0.673229173965,61382,14970,3.10033400134,689,11231,0.938651945508,10747,8120,0.323522167488,993,4360,0.772247706422,0.8652959943282524,146692,133128,290203
285,13676,26294,0.479881341751,12005,22598,0.468758297194,13764,44887,0.693363334596,4669,14295,0.673382301504,61420,14987,3.098218456,694,11241,0.938261720488,10758,8126,0.323898597096,991,4387,0.774105311147,0.8648162653679801,146815,133223,290238
286,13710,26290,0.47850893876,12023,22629,0.468690618233,13787,44900,0.69293986637,4676,14318,0.67341807515,61468,15004,3.09677419355,694,11251,0.938316594081,10782,8132,0.32587309395,992,4414,0.775260534662,0.8645415073023996,146938,133318,290273
287,13743,26287,0.477194050291,12046,22661,0.468425930012,13814,44914,0.692434430244,4686,14340,0.673221757322,61522,15021,3.09573264097,697,11261,0.938104964035,10795,8137,0.326656015731,995,4441,0.775951362306,0.8641389345990127,147062,133414,290308
288,13785,26291,0.475676086874,12068,22662,0.467478598535,13839,44927,0.691966968638,4695,14362,0.673095669127,61547,15038,3.09276499535,702,11271,0.937716262976,10820,8143,0.328748618445,997,4468,0.776857654432,0.8635449368722904,147162,133486,290334
289,13812,26295,0.474729035938,12092,22663,0.46644310109,13860,44941,0.691595647627,4702,14384,0.673109010011,61578,15055,3.0902025905,703,11281,0.937682829536,10842,8149,0.330469996319,999,4495,0.777753058954,0.8631292313751587,147263,133559,290360
290,13842,26300,0.473688212928,12113,22664,0.465540063537,13892,44954,0.690972994617,4714,14407,0.672797945443,61621,15072,3.08844214437,707,11290,0.937378210806,10865,8154,0.332474858965,1001,4522,0.778637770898,0.8626860202357444,147363,133631,290386
291,13881,26304,0.472285583942,12128,22665,0.464901831017,13906,44968,0.690757872265,4711,14429,0.673504747384,61665,15089,3.0867519385,709,11300,0.937256637168,10885,8160,0.333946078431,1004,4549,0.779292152121,0.8624274399175392,147464,133704,290573
292,13915,26308,0.471073437738,12143,22666,0.464263654813,13923,44981,0.690469309264,4719,14451,0.673448204277,61732,15106,3.08658811068,711,11310,0.937135278515,10897,8166,0.33443546412,1005,4576,0.780375874126,0.8622224932910466,147564,133776,290760
293,13947,26313,0.469957815528,12174,22667,0.462919662946,13956,44995,0.689832203578,4717,14473,0.674082774822,61755,15123,3.08351517556,713,11320,0.937014134276,10906,8172,0.334557023984,1003,4603,0.782098631327,0.8615862825565804,147666,133850,290947
294,13957,26317,0.469658395714,12190,22668,0.46223751544,13974,45009,0.689528760914,4721,14496,0.674323951435,61785,15140,3.08091149273,716,11330,0.93680494263,10921,8177,0.335575394399,1008,4630,0.782289416847,0.8613086819113875,147767,133923,291134
295,13990,26322,0.468505432718,12206,22669,0.461555428118,14013,44786,0.687112043942,4719,14496,0.67446192053,61823,15157,3.07884145939,720,11340,0.936507936508,10927,8183,0.335329341317,1013,4657,0.782477990122,0.8605040308922159,147610,133923,291309
296,14032,26326,0.466990807567,12217,22670,0.461093956771,14036,44563,0.68503018199,4729,14496,0.673772075055,61841,15174,3.0754580203,723,11350,0.936299559471,10945,8189,0.336549029185,1014,4684,0.783518360376,0.8596763692591487,147452,133923,291484
297,14066,26330,0.465780478542,12227,22671,0.460676635349,14057,44341,0.682979635101,4731,14496,0.67363410596,61860,15191,3.07214798236,728,11360,0.935915492958,10950,8194,0.336343666097,1017,4696,0.783432708688,0.8588665050686113,147279,133923,291173
298,14097,26335,0.464704765521,12234,22672,0.460391672548,14067,44118,0.681150550796,4745,14496,0.672668322296,61860,15208,3.0675960021,729,11370,0.935883905013,10957,8200,0.336219512195,1019,4709,0.783605861117,0.8579954863093782,147108,133923,290862
299,14122,26339,0.463836895858,12255,22673,0.459489260354,14085,43896,0.679127938764,4753,14496,0.672116445916,61876,15225,3.06410509031,736,11379,0.935319448106,10965,8206,0.336217401901,1025,4722,0.782930961457,0.8571010507976262,146936,133923,290551
300,14146,26344,0.463027634376,12267,22674,0.458983858164,14111,43673,0.676894190919,4761,14496,0.671564569536,61876,15242,3.05957223461,739,11389,0.935112828168,10971,8211,0.336134453782,1028,4734,0.78284748627,0.8561558430939679,146763,133923,290240
301,14173,26348,0.462084408684,12278,22676,0.458546480861,14132,43451,0.674760074567,4768,14496,0.671081677704,61885,15259,3.05563929484,741,11399,0.934994297745,10980,8217,0.336254107338,1032,4747,0.782599536549,0.8553068700415436,146593,133923,289929
302,14193,26352,0.461407103825,12291,22677,0.457997089562,14154,43512,0.67471042471,4768,14544,0.672167216722,61903,15276,3.05230426813,746,11409,0.934613024805,10986,8223,0.336008755928,1031,4760,0.783403361345,0.8549126764018453,146753,133923,290130
303,14218,26357,0.460560761847,12304,22678,0.457447746715,14175,43574,0.674691329692,4767,14592,0.673314144737,61914,15293,3.04851893023,756,11419,0.933794552938,11010,8229,0.337951148378,1030,4773,0.784202807459,0.8545417418235034,146915,133923,290331
304,14236,26361,0.459959789082,12314,22679,0.457030733277,14211,43636,0.674328536071,4774,14640,0.673907103825,61949,15310,3.04630960157,758,11429,0.933677487094,11015,8234,0.337745931504,1038,4777,0.782708813063,0.8541131192797792,147066,133923,290485
305,14259,26366,0.459189865736,12319,22680,0.456834215168,14229,43697,0.6743712383,4783,14689,0.674382190755,61953,15327,3.04208259933,761,11439,0.9334732057,11022,8239,0.337783711615,1038,4782,0.782936010038,0.8536466081144417,147219,133923,290639
306,14284,26370,0.458323852863,12338,22681,0.456020457652,14258,43759,0.674169885052,4782,14737,0.675510619529,61973,15344,3.03890771637,764,11449,0.93326928116,11036,8244,0.338670548278,1039,4786,0.782908483076,0.8532130012892719,147370,133923,290793
307,14309,26374,0.457458102677,12354,22682,0.455339035358,14277,43821,0.674197302663,4785,14785,0.676361176868,61992,15361,3.03567476076,767,11459,0.93306571254,11035,8249,0.337737907625,1044,4791,0.782091421415,0.8527067149306544,147522,133923,290947
308,14332,26379,0.456689032943,12360,22683,0.45509853194,14299,43883,0.674156279197,4786,14834,0.677362815154,61997,15378,3.03153856158,775,11468,0.932420648762,11036,8254,0.337048703659,1047,4795,0.781647549531,0.8521743841163644,147674,133923,291101
309,14380,26383,0.454952052458,12376,22684,0.454417210369,14317,47030,0.695577291091,4788,14831,0.677162699751,62312,15395,3.04754790516,777,11478,0.932305279665,11050,8259,0.337934374622,1047,4800,0.781875,0.8566154050112688,150860,136988,282870
310,14403,26388,0.454183719873,12386,22685,0.45400044082,14340,50177,0.714211690615,4793,14829,0.676781981253,62709,15412,3.06884246042,781,11488,0.932016016713,11063,8264,0.338697967086,1051,4804,0.781223980017,0.861509798957461,154047,140054,274639
311,14429,26392,0.453281297363,12433,22686,0.451952746187,14371,53325,0.730501640881,4809,14827,0.67565927025,63266,15429,3.1004601724,784,11498,0.931814228561,11082,8269,0.340186237755,1053,4809,0.781035558328,0.8669062231691417,157235,143121,266408
312,14477,26396,0.451545688741,12480,22687,0.449905232071,14399,56472,0.745024082731,4828,14825,0.674333895447,63881,15446,3.13576330442,790,11508,0.931352102885,11128,8274,0.344935943921,1056,4813,0.780594223977,0.872454354479775,160421,146186,258177
