#time,x,y,location_type
-15,-0.32907228022740476,51.578798826743196,house
-15,-0.27213161406545877,51.59244487660728,house
-15,-0.2316605049093808,51.551695853709354,house
-15,-0.22968222880118483,51.564238388252285,house
-15,-0.30215138570813066,51.556427230919624,house
-15,-0.31448382336417363,51.56875146028246,house
-15,-0.26181969946008765,51.57087554013613,house
-15,-0.25473624525995103,51.58754586852812,house
-15,-0.21975171136050642,51.542716479577784,house
-15,-0.19687319693591537,51.528579283054206,house
-15,-0.28010029748543896,51.585787675282205,house
-15,-0.24893584851495543,51.565481444429494,house
-15,-0.22983634642479822,51.54536785884565,house
-15,-0.293250321715727,51.56524312076194,house
-15,-0.2965689949723585,51.56249662915511,house
-15,-0.30784893641908384,51.57405075541686,house
-15,-0.28998178013514525,51.58839382285912,house
-16,-0.33677411228414705,51.55420736179676,house
-16,-0.2921794964311288,51.561629860047844,house
-16,-0.31250970183113036,51.565542030651606,house
-16,-0.2924492750551039,51.54339914478415,house
-16,-0.2992913045217069,51.54620039856089,house
-16,-0.2591729935675739,51.559582180779344,house
-16,-0.32049270263494134,51.56779379562389,house
-16,-0.25852750023904003,51.58421084255636,house
-16,-0.22765825828262815,51.534167934756375,house
-16,-0.2849013153864978,51.561042016775595,house
-16,-0.2542944810743518,51.57337277789244,house
-16,-0.19121837540726216,51.5328004823866,house
-16,-0.30050604671808,51.568896904626655,house
-16,-0.22036942458019493,51.552618223891365,house
-16,-0.2465458307838134,51.55466210146974,house
-16,-0.32423256643818216,51.55762416338967,house
-16,-0.23790532679811793,51.55218106118342,house
-15,-0.33621302808615733,51.555698176050846,house
-15,-0.30728995741944615,51.55527615397065,house
-15,-0.27754224142260403,51.5690500149728,house
-15,-0.31254733936182816,51.582488120098056,house
-15,-0.2527473218339177,51.54601133897549,house
-15,-0.21214156221836927,51.543286787755484,house
-15,-0.316209881328642,51.57929373627179,house
-15,-0.2059625795761315,51.54564507624908,house
-15,-0.220992513495326,51.553186228219744,house
-15,-0.226935801387468,51.560357757246855,house
-15,-0.29519450990364915,51.56399140392593,house
-15,-0.2826150944523196,51.588163676478196,house
-15,-0.2078476547720377,51.533093908719245,house
-15,-0.28994310783638694,51.538390609922786,house
-15,-0.2926507540101822,51.54157008940129,house
-15,-0.23778039636882636,51.550475954984364,house
-15,-0.28154320896887425,51.597819139663216,house
-18,-0.3362009461137108,51.55563685725011,house
-18,-0.2208996681792265,51.546939133818526,house
-18,-0.2208996681792265,51.546939133818526,house
-18,-0.27560580517790173,51.58214887174183,house
-18,-0.3256169027006834,51.56059853009591,house
-18,-0.29546832793791566,51.568427272519706,house
-18,-0.23308015162578913,51.55508358538321,house
-18,-0.2887464497937234,51.58055436095331,house
-18,-0.2776543878086478,51.59179124120508,house
-18,-0.3096898933494409,51.567359618852024,house
-18,-0.3093517365645531,51.577646498292815,house
-18,-0.23781585392167612,51.56171264779825,house
-18,-0.2757574850792645,51.590604142519496,house
-18,-0.29844924929331723,51.57172888755716,house
-18,-0.3016165611064047,51.55103881807705,house
-18,-0.29171206156826773,51.55539398797804,house
-18,-0.30431215790066196,51.575825086558226,house
