Day,Ituri sim,Ituri data,Ituri error,Tierkidi sim,Tierkidi data,Tierkidi error,Pugnido sim,Pugnido data,Pugnido error,Jewi sim,Jewi data,Jewi error,Kule sim,Kule data,Kule error,Kakuma sim,Kakuma data,Kakuma error,Khartoum sim,Khartoum data,Khartoum error,West_Kordofan sim,West_Kordofan data,West_Kordofan error,Adjumani sim,Adjumani data,Adjumani error,Rhino sim,Rhino data,Rhino error,Kiryandongo sim,Kiryandongo data,Kiryandongo error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
164,1259,644,0.954968944099,382,48249,0.992082737466,6815,43550,0.843513203215,574,2802,0.795146324054,5,5973,0.999162899715,27315,81512,0.664895966238,1026,24569,0.95824005861,5588,2236,1.49910554562,51726,87237,0.407063516627,17606,15382,0.144584579378,11890,23774,0.499873811727,0.9143066944070494,335928,245130,245130,124186,0
165,1258,648,0.941358024691,387,48343,0.991994704507,6867,43555,0.84233727471,587,2819,0.791770131252,5,6448,0.999224565757,27463,81543,0.663208368591,1045,24587,0.957497864725,5648,2236,1.5259391771,52058,87301,0.403695261223,17595,15391,0.143200571763,11963,23842,0.498238402819,0.9120590447918996,336713,245915,245915,124876,0
166,1257,652,0.927914110429,392,48437,0.991907013234,6927,43559,0.840974310705,601,2836,0.78808180536,5,6922,0.999277665415,27600,81602,0.66177299576,1076,24605,0.956269051006,5707,2236,1.5523255814,52385,87364,0.400382308502,17755,15400,0.152922077922,12027,23910,0.496988707654,0.9105400749822677,337523,246725,246725,125732,0
167,1265,656,0.928353658537,397,48437,0.991803786362,6983,43564,0.839707097604,617,2853,0.783736417806,5,7498,0.999333155508,27761,81661,0.660045799096,1094,24623,0.955569995533,5778,2236,1.58407871199,52682,87428,0.397424166171,17887,15410,0.160739779364,12119,23978,0.4945783635,0.9089704539762307,338344,247546,247546,126588,0
168,1269,660,0.922727272727,403,48437,0.991679914115,7040,43568,0.838413514506,629,2870,0.780836236934,5,8073,0.999380651555,27907,81719,0.658500471127,1118,24641,0.954628464754,5831,2236,1.60778175313,52993,87487,0.394275720964,17865,15419,0.15863544977,12219,24045,0.491827822832,0.9066625865186002,339155,248357,248357,127279,0
169,1267,664,0.90813253012,415,48437,0.991432169622,7094,43573,0.837192756983,643,2887,0.777277450641,5,8649,0.999421898485,28057,81778,0.656912617085,1146,24659,0.953526095949,5882,2236,1.63059033989,53283,87547,0.391378345346,17855,15428,0.157311381903,12309,24112,0.48950729927,0.9044595700961585,339970,249172,249172,127956,0
170,1263,668,0.890718562874,423,48437,0.991267006627,7148,43577,0.835968515501,657,2904,0.773760330579,5,9224,0.99945793582,28197,81837,0.655449246673,1170,24677,0.95258742959,5937,2236,1.65518783542,53583,87607,0.388370792288,17843,15437,0.155859299087,12406,24179,0.486910128624,0.9022741364481869,340783,249985,249985,128632,0
171,1263,672,0.879464285714,432,48437,0.991081198258,7199,43581,0.834813336087,678,2921,0.767887709688,5,9800,0.999489795918,28315,81895,0.654252396361,1188,24695,0.951893095768,5996,2236,1.68157423971,53908,87667,0.385082185999,17838,15447,0.154787337347,12502,24246,0.484368555638,0.9001511170299722,341597,250799,250799,129324,0
172,1262,676,0.866863905325,447,48437,0.990771517641,7256,43586,0.833524526224,690,2938,0.765146358067,5,10376,0.999518118736,28444,81954,0.652927251873,1212,24710,0.950951031971,6069,2236,1.71422182469,54218,87727,0.381969063116,17818,15456,0.152820910973,12599,24314,0.481821172987,0.8980175826272196,342410,251612,251612,130020,0
173,1261,680,0.854411764706,457,48437,0.990565063897,7313,43590,0.83223216334,712,2955,0.759052453469,5,10951,0.999543420692,28595,82037,0.651437765886,1244,24725,0.949686552073,6118,2236,1.73613595707,54533,87787,0.37880323966,17803,15465,0.151180084061,12684,24381,0.479758828596,0.8957202728504314,343244,252446,252446,130725,0
174,1260,684,0.842105263158,465,48437,0.990399900902,7357,43591,0.83122662935,732,2972,0.753701211306,5,11475,0.999564270153,28739,82120,0.650036531905,1260,24741,0.94907238996,6187,2236,1.76699463327,54837,87847,0.375766958462,17779,15474,0.148959545043,12773,24448,0.477544175393,0.8936448325020634,344025,253227,253227,131394,0
175,1259,687,0.832605531295,474,48437,0.990214092533,7414,43591,0.829919019981,747,2990,0.75016722408,5,11999,0.999583298608,28860,82203,0.648917922704,1290,24756,0.947891420262,6238,2236,1.78980322004,55161,87907,0.372507308861,17758,15484,0.146861276156,12840,24515,0.476239037324,0.8915305483707142,344805,254007,254007,132046,0
176,1256,691,0.817655571635,489,48437,0.989904411917,7462,43591,0.828817875249,763,3007,0.746258729631,5,12523,0.999600734648,28974,82285,0.64788236009,1311,24771,0.947075208914,6300,2236,1.8175313059,55455,87967,0.369593142883,17737,15490,0.14506132989,12921,24582,0.474371491335,0.8896193608653673,345580,254782,254782,132673,0
177,1257,695,0.808633093525,500,48437,0.989677312798,7530,43592,0.827261882914,782,3024,0.741402116402,5,13047,0.999616770139,29100,82368,0.646707459207,1337,24787,0.946060434905,6373,2236,1.85017889088,55764,88027,0.366512547287,17721,15496,0.143585441404,13015,24650,0.47200811359,0.887549352209453,346359,255561,255561,133384,0
178,1267,699,0.812589413448,511,48437,0.98945021368,7597,43592,0.825724903652,798,3041,0.737586320289,5,13571,0.999631567313,29232,82451,0.645462153279,1366,24802,0.944923796468,6449,2236,1.88416815742,56071,88085,0.363444400295,17702,15502,0.141917171978,13101,24693,0.469444781922,0.8855335900527094,347109,256311,256311,134099,0
179,1276,703,0.815078236131,516,48437,0.989346986808,7648,43592,0.824554964214,817,3058,0.732831916285,5,14094,0.999645239109,29377,82534,0.644061841181,1385,24817,0.944191481646,6513,2236,1.91279069767,56412,88143,0.359994554304,17679,15509,0.139918756851,13187,24736,0.466890362225,0.8833856555447929,347859,257061,257061,134815,0
180,1276,707,0.804809052334,528,48437,0.989099242315,7704,43593,0.823274378914,835,3075,0.728455284553,5,16293,0.999693119745,29508,82594,0.642734339056,1412,24833,0.943140176378,6585,2236,1.94499105546,56730,88202,0.35681730573,17664,15515,0.138511118273,13259,24780,0.464931396287,0.8821661328800965,350265,259467,259467,135506,0
181,1274,711,0.791842475387,536,48437,0.98893407932,7764,43593,0.821898011149,851,3092,0.724773609314,5,18491,0.999729598183,29644,82653,0.64134393186,1434,24848,0.942289117836,6656,2236,1.97674418605,57033,88260,0.353806934058,17656,15521,0.137555569873,13363,24823,0.461668613786,0.8809242859925076,352665,261867,261867,136216,0
182,1272,715,0.779020979021,548,48437,0.988686334827,7816,43593,0.820705159085,858,3109,0.724027018334,5,20689,0.99975832568,29782,82713,0.639935681211,1467,24863,0.940996661706,6734,2236,2.01162790698,57312,88318,0.3510722616,17641,15527,0.136149932376,13457,24867,0.458841034302,0.8798345625101696,355067,264269,264269,136892,0
183,1269,719,0.76495132128,561,48437,0.988417944959,7855,43593,0.819810520038,876,3126,0.719769673704,5,22887,0.999781535369,29938,82772,0.638307640265,1499,24879,0.93974838217,6791,2236,2.03711985689,57578,88377,0.348495649321,17625,15534,0.13460795674,13544,24910,0.456282617423,0.8786861762764745,357470,266672,266672,137541,0
184,1269,723,0.755186721992,569,48437,0.988252781964,7898,43594,0.818828279121,889,3143,0.71714922049,5,22970,0.999782324771,30092,82832,0.636710450068,1525,24894,0.938740258697,6874,2236,2.07423971377,57918,88435,0.345078306101,17611,15540,0.133268983269,13625,24953,0.453973470124,0.8765091268696691,357757,266959,266959,138275,0
185,1268,727,0.744154057772,586,48437,0.987901810599,7948,43594,0.817681332293,903,3160,0.714240506329,5,23053,0.999783108489,30202,82892,0.635646383246,1551,24910,0.937735849057,6954,2236,2.11001788909,58235,88494,0.341932786404,17591,15546,0.131545091985,13689,24997,0.452374284914,0.8745509788660719,358046,267248,267248,138932,0
186,1266,731,0.731874145007,595,48437,0.98771600223,7992,43594,0.816672019085,913,3177,0.712621970412,5,23136,0.999783886584,30350,82951,0.634121348748,1568,24910,0.937053392212,7029,2236,2.14355992844,58553,88552,0.338772698527,17739,15552,0.140625,13758,25040,0.450559105431,0.8731300323716535,358316,267518,267518,139768,0
187,1265,735,0.721088435374,605,48437,0.987509548486,8036,43594,0.815662705877,928,3195,0.709546165884,5,25921,0.999807106207,30462,83011,0.633036585513,1590,24910,0.936170212766,7097,2236,2.17397137746,58897,88610,0.335323326938,17863,15559,0.14808149624,13845,25084,0.448054536756,0.872806790538792,361292,270494,270494,140593,0
188,1264,739,0.710419485792,616,48437,0.987282449367,8078,43595,0.814703521046,943,3212,0.706413449564,5,28705,0.999825814318,30607,83715,0.634390491549,1612,24910,0.93528703332,7163,2236,2.20348837209,59252,88669,0.331761946114,17848,15565,0.146675232894,13936,25127,0.445377482389,0.8721106700910577,364910,274112,274112,141324,0
189,1262,743,0.698519515478,633,48437,0.986931478002,8126,43595,0.813602477348,961,3229,0.702384639207,5,31489,0.999841214392,30782,84419,0.635366445942,1636,24910,0.934323564833,7220,2236,2.228980322,59599,88727,0.328287894328,17829,15571,0.1450131655,14015,25171,0.443208454173,0.8712845975753343,368527,277729,277729,142068,0
190,1260,746,0.689008042895,648,48437,0.986621797386,8172,43595,0.812547310471,981,3246,0.697781885397,5,34273,0.999854112567,30953,84419,0.633340835594,1666,24910,0.933119229225,7303,2236,2.26610017889,59909,88785,0.325235118545,17811,15577,0.143416575721,14111,25214,0.440350598874,0.870328534777651,371438,280640,280640,142819,0
191,1256,750,0.674666666667,662,48437,0.986332762145,8225,43595,0.811331574722,997,3263,0.694452957401,5,37057,0.999865072726,31121,84419,0.631350762269,1701,24910,0.931714171016,7376,2236,2.29874776386,60302,88844,0.321259736167,17799,15584,0.142132956879,14196,25257,0.437937997387,0.8690901909336494,374352,283554,283554,143640,0
192,1266,754,0.679045092838,670,48437,0.986167599149,8277,43596,0.810143132397,1020,3280,0.689024390244,5,39841,0.999874501142,31284,84419,0.629419917317,1723,24910,0.93083099157,7464,2236,2.33810375671,60652,88902,0.31776562957,17787,15590,0.140923669019,14288,25301,0.435279237975,0.868173757627379,377266,286468,286468,144436,0
193,1273,758,0.679419525066,678,48437,0.986002436154,8333,43596,0.808858610882,1033,3297,0.686684865029,5,42625,0.999882697947,31466,84419,0.627264004549,1740,24910,0.930148534725,7532,2236,2.36851520572,61009,88961,0.314205101112,17774,15596,0.139651192613,14388,25344,0.432291666667,0.8671129065142493,380179,289381,289381,145231,0
194,1273,762,0.670603674541,691,48437,0.985734046287,8364,43596,0.808147536471,1055,3314,0.681653590827,5,45409,0.999889889669,31650,84594,0.62585999007,1776,24910,0.928703331995,7619,2236,2.40742397138,61403,89019,0.310225906829,17753,15602,0.137866940136,14497,25388,0.428982196313,0.8659755392879245,383267,292469,292469,146086,0
195,1272,766,0.660574412533,701,48437,0.985527592543,8411,43596,0.807069455913,1069,3331,0.679075352747,5,45418,0.999889911489,31844,84770,0.624348236404,1803,24910,0.927619429948,7697,2236,2.44230769231,61769,89077,0.306566229217,17741,15609,0.136587865975,14596,25431,0.42605481499,0.8636806098714748,383581,292783,292783,146908,0
196,1269,770,0.648051948052,712,48437,0.985300493424,8473,43597,0.80565176503,1080,3348,0.677419354839,5,45427,0.9998899333,32008,84946,0.623195912697,1823,24910,0.926816539542,7762,2236,2.47137745975,62149,89136,0.302762071441,17726,15615,0.135190521934,14688,25474,0.423412106461,0.861394482391555,383896,293098,293098,147695,0
197,1267,774,0.636950904393,725,48437,0.985032103557,8522,43597,0.804527834484,1096,3365,0.674294205052,5,45436,0.999889955102,32179,85122,0.621966119217,1852,24910,0.925652348454,7834,2236,2.50357781753,62540,89194,0.298831759984,17711,15621,0.133794251328,14783,25518,0.420683439141,0.8590582525595408,384210,293412,293412,148514,0
198,1266,778,0.627249357326,733,48437,0.984866940562,8565,43597,0.803541528087,1105,3382,0.673270254287,5,45445,0.999889976895,32330,85298,0.620975872822,1879,24910,0.924568446407,7907,2236,2.5362254025,62910,89252,0.295141845561,17692,15628,0.132070642437,14880,25561,0.417863150894,0.8569142670379878,384524,293726,293726,149272,0
199,1265,782,0.617647058824,749,48437,0.984536614572,8608,43597,0.80255522169,1127,3400,0.668529411765,6,45454,0.999867998416,32470,85474,0.620118398577,1914,24910,0.923163388198,7998,2236,2.57692307692,63291,89311,0.291341492089,17680,15634,0.130868619675,14981,25605,0.41491896114,0.8547520422252604,384840,294042,294042,150089,0
200,1264,786,0.608142493639,768,48437,0.984144352458,8651,43598,0.801573466673,1142,3417,0.665788703541,6,45463,0.999868024547,32641,85650,0.618902510216,1937,24910,0.922240064231,8074,2236,2.61091234347,63673,89369,0.287526994819,17668,15640,0.129667519182,15080,25648,0.41203992514,0.8524983353490332,385154,294356,294356,150904,0
201,1264,790,0.6,780,48437,0.983896607965,8709,43598,0.800243130419,1159,3434,0.66249271986,6,45472,0.999868050669,32767,85826,0.618215925244,1960,24910,0.921316740265,8150,2236,2.64490161002,64083,89428,0.283412354073,17644,15646,0.127700370702,15187,25692,0.408882142301,0.8502092163803021,385469,294671,294671,151709,0
202,1264,794,0.591939546599,791,48437,0.983669508847,8753,43598,0.799233909812,1179,3451,0.658359895682,7,45481,0.999846089576,32909,86002,0.61734610823,1990,24910,0.920112404657,8236,2236,2.68336314848,64499,89485,0.279219981002,17629,15653,0.126237781895,15287,25710,0.405406456632,0.847931407415946,385757,294959,294959,152544,0
203,1263,798,0.582706766917,802,48437,0.983442409728,8804,43598,0.798064131382,1204,3468,0.652825836217,7,45490,0.999846120026,33026,86178,0.616769941284,2011,24910,0.919269369731,8303,2236,2.7133273703,64907,89543,0.275130384285,17618,15659,0.125103774187,15394,25729,0.401686812546,0.8456924348344442,386046,295248,295248,153339,0
204,1260,801,0.573033707865,816,48437,0.983153374486,8867,43599,0.796623775775,1225,3485,0.648493543759,7,45499,0.999846150465,33155,86354,0.616057160062,2041,24910,0.918065034123,8379,2236,2.74731663685,65298,89601,0.2712358121,17595,15665,0.123204596234,15488,25748,0.398477551654,0.843440922794777,386335,295537,295537,154131,0
205,1257,805,0.56149068323,833,48437,0.982802403122,8915,43599,0.795522833093,1238,3502,0.646487721302,7,45507,0.999846177511,33283,86382,0.614699821722,2073,24910,0.916780409474,8424,2236,2.76744186047,65653,89659,0.267747799998,17794,15671,0.135473166996,15572,25767,0.395661116933,0.841972828458081,386475,295677,295677,155049,0
206,1267,809,0.566131025958,843,48437,0.982595949378,8978,43599,0.794077845822,1268,3519,0.639670360898,9,45516,0.999802267335,33399,86410,0.613482235852,2097,24910,0.915816940988,8496,2236,2.79964221825,66016,89717,0.264175128459,17939,15678,0.144214823319,15666,25786,0.392461025363,0.8403686037746054,386617,295819,295819,155978,0
207,1273,813,0.565805658057,851,48437,0.982430786382,9027,43599,0.792953966834,1285,3536,0.636595022624,10,45525,0.999780340472,33534,86439,0.612050116267,2124,25244,0.915861194739,8575,2236,2.83497316637,66378,89775,0.260618212197,17929,15684,0.143139505228,15760,25805,0.389265646193,0.8384717933140957,387093,296295,296295,156746,0
208,1270,817,0.554467564259,861,48437,0.982224332638,9096,43600,0.791376146789,1300,3553,0.634112018013,9,45534,0.9998023455,33662,86467,0.61069540981,2140,25578,0.916334349832,8643,2236,2.86538461538,66764,89833,0.256798726526,17912,15690,0.141618865519,15842,25824,0.386539653036,0.8364496530995279,387569,296771,296771,157499,0
209,1270,821,0.546894031669,871,48437,0.982017878894,9142,43600,0.790321100917,1325,3570,0.628851540616,9,45543,0.99980238456,33785,86496,0.609403903071,2162,25912,0.916563754245,8719,2236,2.89937388193,67126,89891,0.253251159738,17897,15696,0.140226809378,15942,25843,0.383121154665,0.834534915407052,388045,297247,297247,158248,0
210,1268,825,0.53696969697,886,48437,0.981708198278,9187,43600,0.789288990826,1343,3588,0.625696767001,10,45552,0.999780470671,33901,86524,0.608189635246,2184,26247,0.916790490342,8787,2236,2.92978533095,67504,89949,0.249530289386,17887,15703,0.139081704133,16019,25862,0.380597014925,0.8326576538752204,388523,297725,297725,158976,0
211,1263,829,0.523522316043,896,48437,0.981501744534,9238,43600,0.788119266055,1362,3605,0.622191400832,10,45561,0.999780514036,34003,86553,0.607142444514,2208,26581,0.916933147737,8853,2236,2.95930232558,67832,90006,0.246361353688,17874,15709,0.137819084601,16119,25881,0.377187898458,0.8308920187793427,388998,298200,298200,159658,0
212,1262,833,0.515006002401,904,48437,0.981336581539,9287,43600,0.786995412844,1386,3622,0.617338487024,10,45570,0.999780557384,34122,86652,0.60621797535,2233,26915,0.917035110533,8914,2236,2.98658318426,68158,90064,0.24322703855,17863,15715,0.13668469615,16213,25900,0.374015444015,0.8291391349172876,389544,298746,298746,160352,0
213,1262,837,0.507765830346,921,48437,0.980985610174,9352,43601,0.785509506663,1410,3639,0.612530915087,10,45579,0.999780600715,34231,86752,0.605415437108,2267,27250,0.91680733945,8991,2236,3.021019678,68494,90122,0.239985797031,17851,15721,0.135487564404,16313,25919,0.370616150314,0.8273141883426052,390093,299295,299295,161102,0
214,1260,841,0.498216409037,930,48437,0.980799801804,9405,43601,0.784293938212,1421,3656,0.611323851204,10,45588,0.999780644029,34345,86851,0.60455262461,2301,27306,0.915732805977,9103,2236,3.07110912343,68913,90180,0.235828343313,17841,15728,0.134346388606,16414,25938,0.367183283214,0.825256038776355,390362,299564,299564,161943,0
215,1258,845,0.48875739645,946,48437,0.980469475814,9455,43601,0.783147175523,1429,3673,0.610944731827,10,45597,0.999780687326,34451,86951,0.60378834056,2334,27363,0.91470233527,9187,2236,3.10867620751,69269,90238,0.23237438773,17833,15734,0.133405364179,16490,25956,0.364694097704,0.8234417158885112,390631,299833,299833,162662,0
216,1258,849,0.481743227326,954,48437,0.980304312819,9491,43602,0.782326498784,1457,3690,0.605149051491,11,45597,0.999758756059,34506,87050,0.603607122343,2368,27420,0.913639679066,9255,2236,3.13908765653,69584,90296,0.229378931514,17822,15740,0.132274459975,16583,25975,0.361578440808,0.8218191633288237,390892,300094,300094,163289,0
217,1256,853,0.47245017585,966,48437,0.980056568326,9532,43603,0.78139118868,1478,3707,0.601294847586,11,45597,0.999758756059,34607,87150,0.602903040734,2398,27477,0.912727008043,9310,2236,3.16368515206,69912,90354,0.22624344246,17800,15747,0.1303740395,16698,25994,0.357620989459,0.8198477145530152,391155,300357,300357,163968,0
218,1265,857,0.476079346558,980,48437,0.979767533084,9591,43604,0.780043115311,1494,3724,0.598818474758,11,45597,0.999758756059,34707,87250,0.602212034384,2433,27534,0.911636522118,9396,2236,3.20214669052,70263,90412,0.222857585276,17779,15753,0.128610423411,16787,26013,0.354668819436,0.8179755770593342,391417,300619,300619,164706,0
219,1273,860,0.48023255814,994,48437,0.979478497843,9641,43605,0.778901502121,1513,3741,0.595562683774,12,45597,0.999736824791,34795,87303,0.601445540245,2457,27591,0.910949222573,9476,2236,3.23792486583,70603,90470,0.219597656682,17762,15759,0.127101973475,16861,26032,0.352297172711,0.8162535360149984,391631,300833,300833,165387,0
220,1273,864,0.47337962963,1005,48437,0.979251398724,9689,43606,0.77780580654,1548,3758,0.588078765301,12,45597,0.999736824791,34889,87357,0.60061586364,2492,27648,0.909866898148,9572,2236,3.28085867621,70917,90527,0.216620455776,17742,15765,0.125404376784,16944,26051,0.34958350927,0.8145113071669634,391846,301048,301048,166083,0
221,1272,868,0.465437788018,1018,48437,0.978983008857,9736,43607,0.776733093311,1574,3775,0.583046357616,13,45597,0.999714893524,34996,87410,0.599633909164,2510,27705,0.909402634903,9659,2236,3.31976744186,71203,90585,0.213964784457,17729,15772,0.124080649252,17018,26070,0.3472190257,0.8129149184768176,392062,301264,301264,166728,0
222,1271,872,0.457568807339,1028,48437,0.978776555113,9783,43607,0.775655284702,1594,3793,0.579752175059,14,45597,0.999692962256,35069,87464,0.599046464831,2545,27734,0.908235378957,9739,2280,3.27149122807,71484,90643,0.211367673179,17719,15778,0.123019394093,17103,26089,0.344436352486,0.8110986547085202,392294,301496,301496,167349,0
223,1271,876,0.450913242009,1043,48437,0.978466874497,9837,43608,0.774422124381,1625,3810,0.573490813648,15,45597,0.999671030989,35188,87518,0.597934139263,2586,27764,0.90685780147,9811,2325,3.21978494624,71805,90701,0.208332873948,17701,15784,0.121452103396,17205,26108,0.341006588019,0.8087926291717761,392528,301730,301730,168087,0
224,1269,880,0.442045454545,1061,48437,0.978095257757,9864,43609,0.773808158866,1655,3827,0.567546380977,15,45597,0.999671030989,35276,87571,0.597172579964,2624,27794,0.905591134777,9866,2369,3.16462642465,72122,90759,0.205346026289,17688,15790,0.120202659911,17292,26127,0.338155930646,0.8067107781773866,392760,301962,301962,168732,0
225,1267,884,0.433257918552,1069,48437,0.977930094762,9912,43610,0.772712680578,1669,3844,0.56581685744,15,45597,0.999671030989,35359,87625,0.59647360913,2658,27824,0.904470960322,9960,2414,3.12593206297,72473,90817,0.201988614466,17675,15797,0.118883332278,17357,26146,0.336150845254,0.8047564998990725,392995,302197,302197,169414,0
226,1266,888,0.425675675676,1080,48437,0.977702995644,9946,43611,0.771938272454,1697,3861,0.560476560477,15,45597,0.999671030989,35457,87679,0.595604420671,2699,27854,0.903101888418,10033,2458,3.08177379984,72820,90875,0.198679504814,17657,15803,0.117319496298,17440,26165,0.333460729983,0.8026055616175644,393228,302430,302430,170110,0
227,1265,892,0.418161434978,1098,48437,0.977331378905,9981,43612,0.771140970375,1719,3878,0.556730273337,15,45597,0.999671030989,35541,87724,0.594854315809,2740,27884,0.901735762444,10101,2503,3.0355573312,73085,90933,0.196276379312,17639,15809,0.115756847365,17518,26184,0.330965475099,0.8007566370950422,393453,302655,302655,170702,0
228,1265,896,0.411830357143,1115,48437,0.97698040754,10036,43613,0.769885125995,1735,3895,0.554557124519,15,45597,0.999671030989,35603,87769,0.594355638095,2774,27914,0.900623343125,10169,2548,2.9909733124,73403,90991,0.193293842248,17625,15815,0.114448308568,17608,26203,0.328015876045,0.7987651875330164,393678,302880,302880,171348,0
229,1263,900,0.403333333333,1132,48437,0.976629436175,10083,43614,0.768812766543,1755,3912,0.551380368098,15,45597,0.999671030989,35691,87814,0.593561391122,2801,27944,0.899763813341,10240,2592,2.95061728395,73683,91055,0.190785788809,17606,15822,0.112754392618,17699,26245,0.325623928367,0.7968555160424103,393932,303134,303134,171968,0
230,1262,904,0.396017699115,1144,48437,0.976381691682,10123,43614,0.767895629844,1771,3929,0.549249172818,15,45597,0.999671030989,35752,87859,0.593075268328,2836,27974,0.89862014728,10303,2637,2.90709139173,73965,91119,0.188259309255,17589,15828,0.111258529189,17767,26287,0.324114581352,0.7951164684050405,394185,303387,303387,172527,0
231,1262,908,0.38986784141,1158,48437,0.97609265644,10163,43615,0.766983835836,1796,3946,0.544855549924,15,45597,0.999671030989,35834,87904,0.592350746269,2848,28004,0.898300242822,10386,2681,2.87392763894,74215,91183,0.186087318908,17760,15834,0.121636983706,17804,26329,0.323787458696,0.7942530628375708,394438,303640,303640,173241,0
232,1262,912,0.383771929825,1167,48437,0.975906848071,10194,43616,0.766278429934,1813,3963,0.542518294222,15,45597,0.999671030989,35934,87950,0.591426947129,2885,28034,0.897089248769,10469,2726,2.84042553191,74485,91247,0.18369919011,17888,15840,0.129292929293,17881,26371,0.321944560312,0.7929778377400089,394693,303895,303895,173993,0
233,1262,915,0.379234972678,1177,48437,0.975700394327,10234,43617,0.765366714813,1827,3980,0.540954773869,15,45597,0.999671030989,35998,87875,0.590349928876,2920,28064,0.895952109464,10530,2770,2.80144404332,74748,91311,0.181391070079,17875,15847,0.127973748975,17966,26413,0.319804641654,0.7911902851053193,394826,304028,304028,174552,0
234,1259,919,0.369967355822,1185,48437,0.975535231331,10283,43618,0.764248704663,1849,3998,0.53751875938,19,45597,0.999583305919,36086,87800,0.588997722096,2951,28094,0.894959777889,10610,2815,2.76909413854,75035,91375,0.178823529412,17863,15853,0.126789882041,18037,26455,0.318200718201,0.7892938983374046,394961,304163,304163,175177,0
235,1255,923,0.359696641387,1192,48437,0.975390713711,10326,43619,0.763268300511,1865,4015,0.535491905355,19,45597,0.999583305919,36157,87726,0.587841688895,2988,28117,0.893729772024,10680,2802,2.81156316916,75322,91440,0.176268591426,17838,15859,0.124787187086,18107,26497,0.31663961958,0.7877521907479111,395032,304234,304234,175749,0
236,1259,927,0.358144552319,1200,48437,0.975225550715,10371,43620,0.762242090784,1889,4032,0.531498015873,19,45597,0.999583305919,36233,87651,0.586621943845,3023,28140,0.892572850036,10762,2789,2.85873072786,75620,91501,0.173560944689,17826,15866,0.123534602294,18178,26551,0.315355353847,0.7862332532622661,395111,304313,304313,176380,0
237,1264,931,0.357679914071,1211,48437,0.974998451597,10416,43621,0.761215928108,1906,4049,0.529266485552,19,45597,0.999583305919,36317,87576,0.585308760391,3052,28163,0.891630863189,10837,2777,2.90241267555,75903,91563,0.171029782773,17810,15872,0.122101814516,18254,26606,0.313914154702,0.7847230891541883,395192,304394,304394,176989,0
238,1264,935,0.351871657754,1220,48437,0.974812643227,10462,43622,0.760166888267,1921,4066,0.527545499262,20,45597,0.999561374652,36372,87502,0.58432950104,3098,28187,0.890091176784,10895,2764,2.94175108538,76206,91624,0.168274687855,17792,15878,0.120544149137,18333,26661,0.312366377855,0.7831119139502423,395273,304475,304475,177583,0
239,1262,939,0.343982960596,1224,48438,0.974730583426,10492,43622,0.759479161891,1939,4083,0.52510409013,21,45597,0.999539443384,36434,87427,0.583263751473,3138,28210,0.888762850053,10966,2751,2.98618684115,76472,91686,0.165935911699,17774,15884,0.118987660539,18393,26715,0.311510387423,0.7817759740472954,395352,304554,304554,178115,0
240,1261,943,0.337221633086,1247,48438,0.974255749618,10530,43623,0.758613575407,1950,4100,0.524390243902,21,45597,0.999539443384,36494,87352,0.58221906768,3168,28233,0.887790883009,11024,2738,3.02629656684,76772,91747,0.163220595769,17760,15891,0.117613743628,18480,26770,0.309675009339,0.7801854028112424,395432,304634,304634,178707,0
241,1258,947,0.328405491024,1256,48438,0.974069945084,10569,43624,0.757725105447,1971,4117,0.521253339811,22,45597,0.999517512117,36532,87278,0.581429455304,3207,28257,0.886505998514,11111,2725,3.07743119266,77036,91809,0.160910150421,17740,15897,0.115933823992,18545,26825,0.308667287978,0.7789121673952139,395514,304716,304716,179247,0
242,1258,951,0.322818086225,1268,48439,0.973822746134,10613,43625,0.756722063037,1990,4134,0.51862602806,24,45597,0.999473649582,36593,87203,0.580369941401,3245,28257,0.885161198995,11174,2713,3.11868779948,77278,91871,0.158842289732,17724,15903,0.11450669685,18597,26880,0.308147321429,0.7775801821015503,395573,304775,304775,179764,0
243,1257,955,0.316230366492,1279,48439,0.973595656393,10632,43626,0.756292119378,2021,4151,0.513129366418,24,45597,0.999473649582,36642,87129,0.579451158627,3272,28257,0.884205683547,11253,2700,3.16777777778,77523,91909,0.156524388254,17707,15909,0.113017788673,18663,26919,0.306697871392,0.7763432887238224,395591,304793,304793,180273,0
244,1269,959,0.323253388947,1291,48440,0.973348472337,10681,43627,0.755174547872,2037,4168,0.511276391555,24,45597,0.999473649582,36694,87185,0.579124849458,3303,28257,0.883108610256,11308,2687,3.20841086714,77790,91948,0.153978335581,17686,15916,0.111208846444,18739,26959,0.304907452057,0.7749692567512174,395743,304945,304945,180822,0
245,1271,963,0.319833852544,1302,48440,0.973121387283,10713,43628,0.754446685615,2061,4186,0.507644529384,25,45597,0.999451718315,36750,87241,0.578753109203,3338,28257,0.88186997912,11389,2674,3.25916230366,78023,91987,0.151804059269,17676,15922,0.110162039945,18819,26999,0.302974184229,0.7737925112095865,395894,305096,305096,181367,0
246,1270,967,0.313340227508,1323,48441,0.972688425094,10746,43629,0.753695936189,2087,4203,0.503449916726,25,45597,0.999451718315,36826,87298,0.578157575202,3377,28257,0.88048979014,11463,2661,3.30777903044,78280,92025,0.149361586525,17662,15928,0.108864892014,18875,27039,0.30193424313,0.7724531281224714,396045,305247,305247,181934,0
