Day,Ituri sim,Ituri data,Ituri error,Tierkidi sim,Tierkidi data,Tierkidi error,Pugnido sim,Pugnido data,Pugnido error,Jewi sim,Jewi data,Jewi error,Kule sim,Kule data,Kule error,Kakuma sim,Kakuma data,Kakuma error,Khartoum sim,Khartoum data,Khartoum error,West_Kordofan sim,West_Kordofan data,West_Kordofan error,Adjumani sim,Adjumani data,Adjumani error,Rhino sim,Rhino data,Rhino error,Kiryandongo sim,Kiryandongo data,Kiryandongo error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
319,1257,1254,0.00239234449761,2619,48755,0.946282432571,12452,44024,0.717154279484,4125,5450,0.243119266055,76,46019,0.998348508225,39785,89219,0.554074804694,6453,30823,0.790643350745,16014,4021,2.98259139518,92256,94251,0.021166884171,17726,16385,0.0818431492218,22865,29108,0.214477119692,0.6918285396736691,409309,318511,318511,215628,0
320,1257,1258,0.000794912559618,2636,48771,0.945951487564,12472,44025,0.716706416809,4151,5467,0.240717029449,76,46017,0.998348436447,39807,89233,0.55389822151,6488,30842,0.789637507295,16071,4061,2.95739965526,92407,94255,0.0196063869291,17705,16392,0.0801000488043,22912,29129,0.213429915205,0.6907661022055408,409450,318652,318652,215982,0
321,1264,1258,0.00476947535771,2654,48771,0.94558241578,12491,44025,0.716274843839,4176,5484,0.238512035011,79,46018,0.998283280455,39825,89247,0.55376651316,6523,30862,0.78863975115,16130,4102,2.93222818137,92584,94259,0.0177701864013,17694,16398,0.0790340285401,22943,29151,0.212960104285,0.6897360851002425,409575,318777,318777,216363,0
322,1268,1258,0.00794912559618,2668,48772,0.945296481588,12513,44026,0.71578158361,4210,5501,0.234684602799,81,46019,0.99823985745,39855,89260,0.553495406677,6560,30881,0.787571645996,16185,4143,2.90658942795,92753,94263,0.0160190106404,17676,16404,0.0775420629115,22967,29173,0.212730949851,0.6886504317940935,409700,318902,318902,216736,0
323,1266,1258,0.00635930047695,2694,48773,0.944764521354,12531,44027,0.715379199128,4243,5518,0.231061978978,81,46020,0.998239895698,39881,89274,0.553274189574,6607,30901,0.786188149251,16289,4184,2.89316443595,92907,94267,0.0144271059862,17659,16410,0.076112126752,23014,29194,0.211687333014,0.6876449716012387,409826,319028,319028,217172,0
324,1262,1258,0.00317965023847,2715,48774,0.944335096568,12542,44028,0.715135822658,4274,5535,0.227822944896,82,46021,0.998218204733,39915,89288,0.552963444136,6646,30921,0.785065166068,16430,4225,2.88875739645,93045,94271,0.0130050598806,17643,16417,0.0746786867272,23083,29216,0.209919222344,0.6867707328077806,409954,319156,319156,217637,0
325,1261,1258,0.00238473767886,2730,48775,0.944028703229,12572,44028,0.714454438085,4296,5552,0.226224783862,82,46023,0.998218282163,39949,89301,0.552647786699,6680,30940,0.784098254686,16627,4265,2.89847596717,93212,94275,0.0112755237338,17627,16423,0.0733118187907,23103,29238,0.209829673712,0.6861594838386369,410078,319280,319280,218139,0
326,1260,1258,0.00158982511924,2752,48776,0.94357880925,12588,44029,0.71409752663,4323,5569,0.223738552702,82,46024,0.998218320876,39980,89315,0.55237082237,6730,30960,0.782622739018,16859,4306,2.91523455643,93352,94284,0.00988502821263,17605,16429,0.071580741372,23138,29247,0.208876124047,0.6856314515699798,410197,319399,319399,218669,0
327,1258,1258,0.0,2767,48777,0.94327244398,12604,44030,0.713740631388,4352,5587,0.221048863433,84,46025,0.998174904943,40011,89329,0.552093944856,6773,30979,0.7813680235,17091,4347,2.93167701863,93503,94293,0.00837814047702,17586,16435,0.0700334651658,23156,29257,0.208531291657,0.6851611328277818,410317,319519,319519,219185,0
328,1258,1258,0.0,2787,48777,0.942862414663,12630,44031,0.71315663964,4373,5604,0.219664525339,87,46026,0.998109764046,40051,89342,0.551711401133,6817,30999,0.780089680312,17301,4388,2.94279854148,93662,94302,0.00678670653857,17712,16442,0.0772412115314,23179,29266,0.207988792455,0.6849770208079791,410435,319637,319637,219857,0
329,1255,1258,0.00238473767886,2798,48778,0.942638074542,12641,44031,0.712906815653,4400,5621,0.217221135029,88,46027,0.998088078736,40083,89356,0.551423519406,6858,31019,0.778909700506,17536,4428,2.96025293586,93796,94311,0.00546065676326,17798,16448,0.082076848249,23229,29276,0.206551441454,0.6848587199574674,410553,319755,319755,220482,0
330,1258,1258,0.0,2814,48779,0.942311240493,12656,44032,0.712572674419,4431,5638,0.214083008159,88,46029,0.998088161811,40102,89370,0.551281190556,6902,31037,0.77762025969,17769,4469,2.97605728351,93924,94320,0.00419847328244,17781,16454,0.08064908229,23278,29286,0.205149218056,0.684403859019489,410672,319874,319874,221003,0
331,1264,1258,0.00476947535771,2832,48780,0.941943419434,12665,44033,0.712374809802,4456,5655,0.212024756852,88,46030,0.998088203346,40108,89375,0.551239160839,6939,31056,0.776564914992,18061,4510,3.00465631929,94083,94329,0.00260789364882,17759,16460,0.0789185905225,23317,29295,0.204062126643,0.6841644712375345,410781,319983,319983,221572,0
332,1262,1258,0.00317965023847,2853,48781,0.941514114102,12683,44034,0.711972566653,4487,5672,0.208921015515,89,46031,0.998066520388,40124,89380,0.551085253972,6982,31074,0.775310549012,18318,4551,3.02504943968,94219,94338,0.00126142169645,17744,16467,0.0775490374689,23363,29305,0.202764033441,0.6837481606907992,410891,320093,320093,222124,0
333,1260,1258,0.00158982511924,2869,48782,0.941187323193,12694,44035,0.711729306234,4518,5689,0.205835823519,89,46032,0.998066562391,40148,89385,0.550841863847,7024,31093,0.774097063648,18571,4592,3.04420731707,94371,94348,0.000243778352482,17725,16473,0.0760031566806,23410,29315,0.201432713628,0.6834236923960975,411002,320204,320204,222679,0
334,1260,1258,0.00158982511924,2889,48783,0.940778549905,12705,44035,0.711479504939,4538,5706,0.204696810375,89,46034,0.998066646392,40186,89390,0.55044188388,7061,31112,0.773045770121,18830,4632,3.06519861831,94531,94368,0.00172728043405,17714,16479,0.0749438679532,23466,29340,0.200204498978,0.6838505458280134,411137,320339,320339,223269,0
335,1258,1258,0.0,2902,48794,0.940525474444,12728,44066,0.711160531929,4561,5723,0.203040363446,89,46034,0.998066646392,40208,89408,0.550286327845,7089,31128,0.772262914418,19038,4673,3.07404237107,94673,94388,0.00301945162521,17698,16485,0.0735820442827,23512,29365,0.199318917078,0.6841671762488925,411322,320524,320524,223756,0
336,1258,1258,0.0,2928,48805,0.940006146911,12739,44096,0.711107583454,4590,5740,0.200348432056,90,46035,0.998044965787,40237,89427,0.550057588871,7133,31145,0.770974474233,19305,4714,3.09524819686,94792,94408,0.00406745191086,17682,16492,0.072156196944,23552,29390,0.198638992855,0.6845206914614982,411510,320712,320712,224306,0
337,1258,1258,0.0,2945,48816,0.939671419207,12758,44127,0.710879960115,4618,5757,0.1978461004,90,46036,0.998045008254,40255,89446,0.549951926302,7173,31162,0.769815801296,19546,4755,3.11062039958,94891,94429,0.00489256478412,17666,16498,0.070796460177,23599,29415,0.197722250552,0.6847657065574742,411699,320901,320901,224799,0
338,1257,1258,0.000794912559618,2957,48827,0.93943924468,12771,44158,0.710788532089,4636,5774,0.197090405265,90,46037,0.99804505072,40267,89464,0.549908343021,7215,31179,0.768594246127,19791,4796,3.12656380317,95010,94449,0.00593971349617,17647,16504,0.0692559379544,23649,29440,0.196705163043,0.6851517341040463,411886,321088,321088,225290,0
339,1260,1258,0.00158982511924,2985,48838,0.938879560998,12791,44334,0.711485541571,4667,5792,0.194233425414,91,46038,0.998023371997,40306,89483,0.549568074383,7250,31196,0.767598410053,20031,4836,3.14205955335,95142,94469,0.00712403010511,17631,16511,0.0678335655018,23677,29465,0.196436450025,0.685606461287653,412220,321422,321422,225831,0
340,1268,1258,0.00794912559618,3005,48849,0.938483899363,12805,44510,0.712311840036,4703,5809,0.190394215872,92,46039,0.998001694216,40360,89502,0.549060356193,7276,31213,0.766892000128,20274,4877,3.15706376871,95299,94490,0.00856175256641,17608,16517,0.066053157353,23714,29490,0.195863004408,0.6861224033118264,412554,321756,321756,226404,0
341,1267,1258,0.00715421303657,3020,48861,0.938192014081,12818,44686,0.713154007967,4735,5826,0.187263989015,92,46040,0.998001737619,40388,89521,0.548843288167,7315,31232,0.765785092213,20516,4918,3.17161447743,95413,94602,0.00857275744699,17591,16523,0.0646371724263,23734,29420,0.193269884432,0.6860526127871489,412887,322089,322089,226889,0
342,1266,1258,0.00635930047695,3038,48872,0.937837616631,12842,44998,0.714609538202,4773,5843,0.183125106966,95,46039,0.997936532071,40424,89531,0.548491583921,7357,31252,0.764591066172,20757,4959,3.18572292801,95558,94715,0.00890038536663,17682,16529,0.0697561860972,23759,29350,0.190494037479,0.6864063643240697,413346,322548,322548,227551,0
343,1265,1258,0.00556438791733,3063,48883,0.937340179613,12858,45309,0.716215321459,4805,5860,0.180034129693,95,46039,0.997936532071,40456,89541,0.548184630504,7391,31272,0.763654387311,20982,4999,3.19723944789,95678,94828,0.00896359724976,17762,16536,0.0741412675375,23818,29280,0.186543715847,0.6865609723628281,413805,323007,323007,228173,0
344,1265,1258,0.00556438791733,3073,48894,0.937149752526,12881,45621,0.717651958528,4830,5877,0.178152118428,96,46039,0.997914811356,40475,89551,0.548022914317,7424,31292,0.76275086284,20961,5040,3.15892857143,95823,94940,0.00930061091215,17747,16542,0.0728448797002,23850,29210,0.18349880178,0.685917530745117,414264,323466,323466,228425,0
345,1263,1258,0.00397456279809,3092,48905,0.93677538084,12896,45932,0.719237133153,4869,5894,0.17390566678,95,46038,0.99793648725,40521,89562,0.547564815435,7452,31312,0.762008175779,20949,5081,3.12300728203,95963,95053,0.00957360630385,17718,16548,0.0707034082669,23889,29140,0.180199039121,0.6851030331095161,414723,323925,323925,228707,0
346,1263,1258,0.00397456279809,3115,48916,0.936319404694,12919,46290,0.720911643984,4888,5911,0.173067162917,96,46038,0.997914766063,40554,89572,0.547246907516,7488,31332,0.761011106856,20922,5122,3.08473252636,96098,95166,0.00979341361411,17703,16554,0.0694092062341,23927,29070,0.176917784658,0.6843612355169512,415229,324431,324431,228973,0
347,1262,1258,0.00317965023847,3130,48927,0.936027142478,12935,46647,0.722704568354,4907,5928,0.172233468286,96,46038,0.997914766063,40570,89582,0.547118840839,7540,31352,0.759504975759,20901,5163,3.04822777455,96251,95207,0.010965580262,17691,16561,0.0682325946501,23977,29151,0.177489622997,0.6842309301695917,415814,325016,325016,229260,0
348,1261,1258,0.00238473767886,3153,48939,0.935572856004,12937,47005,0.724773960217,4926,5945,0.171404541632,97,46038,0.997893044876,40592,89593,0.546928889534,7570,31366,0.758655869413,20895,5203,3.01595233519,96357,95248,0.0116432890979,17675,16567,0.0668799420535,24018,29232,0.178366174056,0.6840900993869704,416394,325596,325596,229481,0
349,1261,1258,0.00238473767886,3171,48950,0.935219611849,12950,47363,0.72657981969,4959,5962,0.168232136867,99,46048,0.997850069493,40629,89603,0.54656652121,7613,31380,0.757393244105,20883,5244,2.98226544622,96506,95289,0.0127716735405,17656,16573,0.0653472515537,24065,29314,0.179061199427,0.6838920125327267,416984,326186,326186,229792,0
350,1258,1258,0.0,3184,48961,0.934968648516,12973,47721,0.728149032921,4994,5980,0.164882943144,100,46059,0.997828871665,40663,89613,0.546237711046,7652,31394,0.756259157801,20865,5285,2.94796594134,96627,95330,0.0136053708172,17636,16579,0.0637553531576,24100,29395,0.180132675625,0.6836191041597175,417575,326777,326777,230052,0
351,1258,1258,0.0,3205,48972,0.934554439271,12996,48078,0.729689254961,5024,5997,0.162247790562,103,46069,0.99776422323,40685,89623,0.54604286846,7695,31408,0.754998726439,20856,5326,2.91588434097,96750,95372,0.0144486851487,17618,16586,0.0622211503678,24146,29476,0.18082507803,0.683358432584836,418165,327367,327367,230336,0
352,1257,1258,0.000794912559618,3220,48983,0.934262907539,13007,48436,0.731460071022,5059,6014,0.158796142335,102,46080,0.997786458333,40721,89634,0.545696945356,7738,31422,0.753739418242,20853,5366,2.88613492359,96898,95413,0.0155639168667,17603,16592,0.0609329797493,24189,29558,0.181642871642,0.6832429762347618,418756,327958,327958,230647,0
353,1263,1258,0.00397456279809,3230,48994,0.934073560028,13018,48754,0.732986011404,5098,6031,0.154700712983,104,46090,0.997743545238,40755,89644,0.545368345902,7775,31436,0.752672095686,20840,5407,2.85426299242,97004,95454,0.0162381880277,17586,16598,0.0595252440053,24222,29639,0.182765950268,0.6829747920135644,419305,328507,328507,230895,0
354,1263,1258,0.00397456279809,3248,49005,0.933721048873,13032,49071,0.734425628171,5128,6048,0.152116402116,107,46101,0.997679009132,40812,89654,0.544783277935,7808,31451,0.751740803154,20824,5448,2.82232011747,97111,95495,0.0169223519556,17684,16604,0.0650445675741,24253,29720,0.183950201884,0.68297893677995,419855,329057,329057,231270,0
355,1262,1258,0.00317965023847,3263,49017,0.933431258543,13052,49389,0.735730628278,5158,6065,0.14954657873,107,46112,0.997679562804,40834,89665,0.544593765683,7846,31459,0.750596013859,20800,5489,2.78939697577,97237,95537,0.0177941530507,17768,16611,0.069652639817,24320,29802,0.183947386081,0.68293963095332,420404,329606,329606,231647,0
356,1261,1258,0.00238473767886,3270,49024,0.933297976501,13066,49554,0.736328046172,5194,6082,0.146004603749,109,46111,0.997636138882,40871,89675,0.544231948704,7891,31467,0.749229351384,20789,5530,2.75931283906,97379,95725,0.0172786628362,17754,16617,0.0684239032316,24358,29812,0.182946464511,0.6817579993758653,420855,330057,330057,231942,0
357,1261,1258,0.00238473767886,3289,49031,0.932919989394,13070,49720,0.737127916331,5215,6099,0.144941793737,109,46111,0.997636138882,40901,89685,0.543948263366,7939,31476,0.747776083365,20778,5570,2.73034111311,97471,95913,0.0162438876899,17741,16623,0.0672562112735,24392,29822,0.182080343371,0.6805119360987565,421308,330510,330510,232166,0
358,1261,1258,0.00238473767886,3304,49039,0.932625053529,13081,49885,0.73777688684,5252,6116,0.141268803139,111,46111,0.997592765284,40951,89696,0.543446753478,7971,31484,0.746823783509,20771,5611,2.70183567991,97613,96102,0.0157228777757,17724,16630,0.0657847263981,24424,29832,0.181281844999,0.679335641727549,421764,330966,330966,232463,0
359,1260,1258,0.00158982511924,3316,49046,0.932390001223,13094,50050,0.738381618382,5283,6133,0.138594488831,114,46111,0.997527704886,40978,89712,0.54322721598,8017,31492,0.745427410136,20755,5652,2.67215145081,97764,96290,0.0153079239796,17711,16636,0.0646188987737,24470,29842,0.18001474432,0.6781886646712368,422222,331424,331424,232762,0
360,1258,1258,0.0,3334,49054,0.932034084886,13104,50197,0.738948542742,5307,6150,0.137073170732,114,46111,0.997527704886,41007,89729,0.542990560465,8058,31501,0.74419859687,20729,5693,2.64113823994,97890,96479,0.0146249442884,17687,16642,0.0627929335416,24511,29852,0.178915985529,0.6769287789120976,422666,331868,331868,232999,0
361,1255,1258,0.00238473767886,3357,49061,0.931574978089,13125,50345,0.739298838018,5336,6167,0.134749473001,118,46111,0.997440957689,41045,89746,0.542653711586,8101,31509,0.742898854296,20724,5734,2.61423090338,98028,96667,0.0140792617956,17662,16648,0.0609082172033,24557,29862,0.177650525752,0.6756642893683609,423108,332310,332310,233308,0
362,1256,1258,0.00158982511924,3378,49069,0.931158165033,13144,50492,0.739681533708,5357,6185,0.133872271625,118,46111,0.997440957689,41081,89763,0.542339271192,8147,31518,0.741512786344,20710,5774,2.58676827156,98220,96856,0.0140827620385,17638,16655,0.0590213149204,24596,29872,0.176620246385,0.674592417844961,423553,332755,332755,233645,0
363,1260,1258,0.00158982511924,3392,49068,0.930871443711,13155,50674,0.740399415874,5377,6202,0.133021605934,119,46112,0.997419326856,41121,89780,0.541980396525,8193,31535,0.740193435865,20691,5815,2.55821152193,98331,96984,0.0138888888889,17625,16661,0.0578596722886,24635,29896,0.175976719294,0.6736877489217766,423985,333187,333187,233899,0
364,1267,1258,0.00715421303657,3410,49068,0.930504605853,13171,50855,0.741008750369,5411,6219,0.129924425149,119,46114,0.997419438782,41181,89797,0.541398933149,8234,31553,0.739042246379,20670,5856,2.52971311475,98486,97113,0.0141381689372,17609,16667,0.0565188696226,24681,29921,0.175127836636,0.6727893460582753,424421,333623,333623,234239,0
365,1265,1258,0.00556438791733,3427,49067,0.930156724479,13198,51037,0.741403295648,5447,6236,0.126523412444,119,46116,0.997419550698,41205,89814,0.541218518271,8284,31571,0.737607297837,20657,5897,2.50296761065,98624,97241,0.014222395903,17595,16673,0.0552989863852,24715,29946,0.174681092633,0.671931221524406,424856,334058,334058,234536,0
366,1263,1258,0.00397456279809,3446,49067,0.929769498849,13215,51219,0.741990277046,5470,6253,0.125219894451,121,46117,0.997376238697,41242,89819,0.540832117926,8331,31589,0.736268954383,20645,5937,2.47734546067,98755,97370,0.0142240936633,17719,16680,0.0622901678657,24740,29970,0.174507841175,0.6715060048253862,425279,334481,334481,234947,0
367,1262,1258,0.00317965023847,3471,49066,0.929258549709,13235,51309,0.742053051122,5510,6270,0.121212121212,121,46119,0.997376352479,41277,89825,0.540473142221,8373,31607,0.735090328092,20629,5978,2.45081967213,98880,97498,0.0141746497364,17797,16686,0.0665827639938,24782,29995,0.173795632605,0.6707326179091015,425611,334813,334813,235337,0
368,1261,1258,0.00238473767886,3494,49066,0.92878979334,13240,51399,0.742407439833,5552,6287,0.116907905201,121,46121,0.997376466252,41310,89830,0.540131359234,8419,31625,0.733786561265,20618,6019,2.42548596112,99010,97627,0.0141661630492,17779,16692,0.0651210160556,24819,30020,0.173251165889,0.6697528838177988,425944,335146,335146,235623,0
369,1259,1258,0.000794912559618,3510,49066,0.928463701952,13262,51489,0.742430422032,5582,6304,0.114530456853,123,46123,0.9973332177,41334,89836,0.539894919631,8466,31634,0.732376556869,20602,6060,2.399669967,99168,97719,0.0148282319713,17760,16698,0.0636004311894,24881,30037,0.171654958884,0.6689552986351684,426224,335426,335426,235947,0
370,1259,1258,0.000794912559618,3531,49070,0.928041573263,13271,51532,0.742470697819,5601,6321,0.113906027527,124,46136,0.997312294087,41368,89841,0.539542079897,8505,31644,0.731228668942,20585,6101,2.37403704311,99302,97811,0.0152436842482,17733,16705,0.0615384615385,24918,30055,0.170919980037,0.6681591773019221,426474,335676,335676,236197,0
371,1258,1258,0.0,3544,49074,0.927782532502,13293,51575,0.74225884634,5625,6338,0.112496055538,125,46150,0.997291440953,41396,89847,0.539261188465,8551,31654,0.729860365199,20576,6141,2.35059436574,99431,97903,0.0156072847614,17708,16711,0.0596613009395,24960,30073,0.170019618927,0.6673404261652864,426724,335926,335926,236467,0
372,1257,1258,0.000794912559618,3565,49078,0.927360528139,13296,51618,0.742415436476,5644,6355,0.111880409127,126,46163,0.997270541343,41435,89852,0.538852780127,8589,31664,0.728745578575,20552,6182,2.32449045616,99597,97995,0.0163477728456,17694,16717,0.0584435006281,24993,30091,0.169419427736,0.6666855060608314,426973,336175,336175,236748,0
373,1261,1258,0.00238473767886,3585,49082,0.926958966627,13309,51661,0.742378196318,5678,6372,0.108913998745,128,46177,0.997228057258,41478,89858,0.538405039062,8628,31674,0.727599924228,20525,6223,2.29824843323,99711,98087,0.0165567302497,17678,16723,0.057106978413,25057,30109,0.167790361686,0.6656857674496026,427224,336426,336426,237038,0
374,1262,1258,0.00317965023847,3604,49086,0.926577842969,13331,51816,0.742724255056,5707,6390,0.106885758998,128,46191,0.997228897404,41494,89863,0.538252673514,8666,31684,0.726486554728,20510,6264,2.27426564496,99853,98179,0.0170504894122,17662,16730,0.055708308428,25089,30127,0.167225412421,0.6650850678464325,427588,336790,336790,237306,0
375,1263,1258,0.00397456279809,3624,49090,0.926176410674,13340,51970,0.743313450067,5732,6407,0.105353519588,129,46204,0.997208033936,41514,89869,0.538060955391,8711,31694,0.725153025809,20501,6304,2.25206218274,99979,98271,0.0173805090006,17649,16736,0.0545530592734,25152,30144,0.165605095541,0.6643917081171826,427947,337149,337149,237594,0
376,1262,1258,0.00317965023847,3639,49094,0.925876889233,13347,52125,0.743942446043,5758,6424,0.103673723537,131,46218,0.997165606474,41526,89875,0.537958275382,8748,31704,0.724072672218,20497,6345,2.23041765169,100145,98363,0.0181165682218,17636,16742,0.0533986381555,25202,30162,0.164445328559,0.6639260233710209,428310,337512,337512,237891,0
377,1261,1258,0.00238473767886,3662,49098,0.925414477168,13351,52128,0.743880448128,5782,6441,0.102313305387,132,46232,0.997144834746,41549,89880,0.537728081887,8792,31714,0.722772277228,20481,6386,2.20717193862,100278,98455,0.018516073333,17616,16748,0.0518270838309,25240,30180,0.163684559311,0.663131214430804,428520,337722,337722,238144,0
378,1261,1258,0.00238473767886,3689,49102,0.924870677365,13370,52131,0.743530720684,5808,6458,0.100650356147,135,46245,0.997080765488,41589,89886,0.537313930979,8827,31724,0.721756398941,20467,6427,2.1845339972,100436,98548,0.0191581767261,17600,16755,0.0504327066547,25271,30198,0.16315650043,0.6623512283463635,428732,337934,337934,238453,0
379,1257,1258,0.000794912559618,3709,49106,0.924469514927,13399,52134,0.742989220087,5838,6475,0.0983783783784,135,46259,0.997081648976,41609,89891,0.537117175246,8861,31733,0.72076387357,20449,6468,2.16156462585,100566,98640,0.0195255474453,17712,16761,0.0567388580634,25298,30216,0.162761450887,0.6619211398727757,428941,338143,338143,238833,0
380,1259,1258,0.000794912559618,3720,49110,0.924251679902,13421,52137,0.742582043462,5876,6492,0.0948860135551,136,46273,0.997060921055,41634,89897,0.536869973414,8904,31743,0.719497211984,20431,6508,2.13936693301,100719,98732,0.0201251873759,17798,16767,0.0614898312161,25334,30234,0.162069193623,0.6614482507913333,429151,338353,338353,239232,0
381,1265,1258,0.00556438791733,3739,49114,0.923870994014,13441,52141,0.742218215991,5906,6509,0.0926409586726,138,46286,0.997018536923,41662,89902,0.536584280661,8934,31753,0.718640758354,20421,6549,2.11818598259,100874,98824,0.0207439488383,17782,16774,0.0600930010731,25385,30251,0.160854186638,0.6606983043037781,429361,338563,338563,239547,0
382,1263,1258,0.00397456279809,3757,49118,0.923510729264,13459,52144,0.741887849033,5933,6526,0.0908673000306,138,46300,0.997019438445,41710,89908,0.536081327579,8970,31763,0.717595944967,20403,6590,2.09605462822,100988,98916,0.0209470661976,17767,16780,0.0588200238379,25414,30269,0.160395123724,0.6598027003252906,429572,338774,338774,239802,0
383,1263,1258,0.00397456279809,3778,49122,0.923089450755,13479,52147,0.74151916697,5962,6543,0.0887971878343,140,46314,0.996977155936,41733,89913,0.535851322946,9018,31773,0.716174110093,20389,6631,2.07480018097,101150,99008,0.0216346153846,17754,16786,0.0576671035387,25466,30287,0.159177204741,0.6590163547542067,429782,338984,338984,240132,0
384,1260,1258,0.00158982511924,3793,49121,0.922782516643,13485,52150,0.741418983701,5995,6560,0.0861280487805,139,46313,0.996998682875,41769,89919,0.53548193374,9062,31783,0.714879023377,20373,6672,2.05350719424,101295,99100,0.0221493440969,17738,16792,0.0563363506432,25525,30305,0.157729747566,0.6581469742758164,429973,339175,339175,240434,0
385,1260,1258,0.00158982511924,3827,49121,0.922090348324,13508,52153,0.740992847967,6028,6578,0.0836120401338,140,46313,0.996977090666,41817,89924,0.534973978026,9099,31793,0.713804925613,20361,6712,2.03352205006,101447,99192,0.0227336882007,17726,16799,0.0551818560629,25586,30323,0.156218052304,0.6572010325074845,430166,339368,339368,240799,0
386,1258,1258,0.0,3837,49120,0.921885179153,13525,52156,0.740681800752,6064,6595,0.0805155420773,143,46312,0.996912247366,41837,89930,0.534782608696,9132,31803,0.712857277615,20347,6753,2.01303124537,101568,99284,0.0230047137505,17710,16805,0.0538530199345,25633,30341,0.155169572526,0.6563483812827815,430357,339559,339559,241054,0
387,1258,1258,0.0,3842,49120,0.921783387622,13545,52159,0.740313272877,6094,6612,0.0783424077435,145,46312,0.996869062014,41873,89936,0.534413360612,9166,31813,0.711878791689,20331,6794,1.99249337651,101505,99377,0.0214134055164,17694,16811,0.0525251323538,25673,30359,0.154352910175,0.6549493308374025,430551,339753,339753,241126,0
388,1257,1258,0.000794912559618,3859,49119,0.921435696981,13559,52163,0.740064796887,6118,6629,0.0770855332629,145,46311,0.996868994407,41903,90091,0.534881397698,9214,31823,0.710460987336,20312,6835,1.97176298464,101545,99451,0.0210555952177,17682,16817,0.0514360468573,25720,30396,0.153836031057,0.6540848880459872,430893,340095,340095,241314,0
389,1263,1258,0.00397456279809,3874,49119,0.921130316171,13579,52166,0.739696353947,6141,6646,0.0759855552212,145,46311,0.996868994407,41921,90246,0.535480796933,9240,31833,0.709735180473,20296,6875,1.95214545455,101552,99526,0.0203564897615,17656,16824,0.0494531621493,25778,30434,0.152986791089,0.6531576782986723,431238,340440,340440,241445,0
390,1267,1258,0.00715421303657,3891,49119,0.92078421792,13588,52169,0.739538806571,6172,6663,0.0736905297914,147,46311,0.996825808123,41949,90401,0.535967522483,9281,31852,0.708621122692,20278,6916,1.93204164257,101515,99600,0.0192269076305,17640,16830,0.048128342246,25829,30479,0.152564060501,0.6520921361502348,431598,340800,340800,241557,0
391,1267,1258,0.00715421303657,3913,49118,0.920334704182,13596,52172,0.739400444683,6192,6680,0.0730538922156,147,46310,0.996825739581,41963,90556,0.536607182296,9330,31871,0.707257381318,20257,6957,1.91174356763,101553,99675,0.0188412340105,17623,16836,0.0467450700879,25881,30525,0.152137592138,0.6512604056747567,431958,341160,341160,241722,0
392,1266,1258,0.00635930047695,3934,49118,0.919907162344,13604,52175,0.739262098706,6219,6697,0.071375242646,148,46310,0.996804145973,41996,90711,0.5370351997,9370,31891,0.706186698442,20236,6998,1.8916833381,101477,99749,0.0173234819397,17606,16842,0.0453627835174,25940,30571,0.151483432011,0.6500313303388947,432320,341522,341522,241796,0
393,1265,1258,0.00556438791733,3967,49117,0.919233666551,13618,52178,0.739008777646,6253,6714,0.0686624962764,148,46309,0.996804076961,42020,90866,0.537560803821,9412,31910,0.705045440301,20221,7039,1.87270919165,101581,99824,0.0176009777208,17591,16849,0.0440382218529,25988,30617,0.151190515073,0.6493244765021952,432681,341883,341883,242064,0
394,1261,1258,0.00238473767886,3988,49117,0.918806116009,13638,52181,0.738640501332,6286,6731,0.0661120190165,149,46309,0.996782482887,42059,90746,0.536519516012,9465,31930,0.703570310053,20206,7079,1.85435796016,101482,99898,0.0158561732968,17699,16855,0.0500741619697,26011,30663,0.151713791866,0.6481259997251213,432767,341969,341969,242244,0
395,1258,1258,0.0,4006,49116,0.918437983549,13659,52185,0.738258120149,6316,6748,0.0640189685833,154,46308,0.996674440701,42090,90627,0.535568870204,9508,31949,0.702400701117,20187,7120,1.83525280899,101580,99973,0.0160743400718,17804,16861,0.0559278809086,26045,30709,0.151877299814,0.6474992398905443,432854,342056,342056,242607,0
396,1257,1258,0.000794912559618,4019,49116,0.918173304015,13673,52188,0.738004905342,6339,6765,0.0629711751663,155,46308,0.99665284616,42110,90507,0.534732120168,9548,31969,0.701335668929,20161,7161,1.81538891216,101480,100048,0.0143131296977,17794,16867,0.0549593881544,26103,30755,0.15125995773,0.6459882388701833,432942,342144,342144,242639,0
397,1265,1258,0.00556438791733,4042,49116,0.917705024839,13686,52191,0.737770880037,6369,6783,0.0610349402919,155,46308,0.99665284616,42138,90388,0.533809797761,9593,31982,0.700050028141,20139,7202,1.79630658151,101575,100130,0.0144312393888,17778,16874,0.053573545099,26155,30842,0.151968095454,0.6449911767111921,433074,342276,342276,242895,0
398,1269,1258,0.0087440381558,4065,49116,0.917236745663,13698,52194,0.737556040924,6402,6800,0.0585294117647,156,46311,0.996631469845,42156,90268,0.532990650064,9625,31995,0.699171745585,20122,7243,1.77813060886,101481,100212,0.0126631541133,17769,16880,0.0526658767773,26208,30930,0.152667313288,0.6435344865351086,433207,342409,342409,242951,0
